"Status","Year","Disability","Region_ITL2","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","Luton","EO","45","40","27790","28120"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","Luton","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","Luton","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","Luton","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","Luton","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","Luton","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AO","85","75","28460","25610"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","EO","105","100","32260","31280"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G7","25","20","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","HEO","50","50","37310","35550"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","50","50","29870","29050"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","AA","15","15","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","AO","50","50","28440","26440"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","EO","70","65","29550","28480"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","HEO","35","30","35290","35990"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","SEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AO","55","55","26290","25700"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","EO","70","65","29550","28120"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G7","10","5","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","HEO","40","40","36200","35300"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","30","25","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","AA","25","25","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","AO","70","65","28750","30700"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","EO","70","60","28800","28120"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","HEO","55","50","34640","34300"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SEO","30","30","44940","42030"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Unknown","40","40","37780","32050"
"In post","2023","Declared disabled","Cheshire","Cheshire East","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Cheshire East","AO","50","45","24700","22150"
"In post","2023","Declared disabled","Cheshire","Cheshire East","EO","60","50","27930","28120"
"In post","2023","Declared disabled","Cheshire","Cheshire East","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Cheshire East","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Cheshire East","HEO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Cheshire East","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Cheshire East","SEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Cheshire East","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Cheshire West and Chester","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Cheshire West and Chester","AO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Cheshire West and Chester","EO","35","30","27850","28120"
"In post","2023","Declared disabled","Cheshire","Cheshire West and Chester","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Cheshire West and Chester","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Cheshire West and Chester","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Cheshire West and Chester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Cheshire West and Chester","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Cheshire West and Chester","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Warrington","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Warrington","AO","80","70","24240","21690"
"In post","2023","Declared disabled","Cheshire","Warrington","EO","75","65","30950","30020"
"In post","2023","Declared disabled","Cheshire","Warrington","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Warrington","G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Warrington","HEO","40","35","37750","38640"
"In post","2023","Declared disabled","Cheshire","Warrington","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Warrington","SEO","35","35","42650","41250"
"In post","2023","Declared disabled","Cheshire","Warrington","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","AO","90","80","21950","21690"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","EO","85","75","28020","28120"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","HEO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","East Cumbria","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","East Cumbria","AO","60","55","22250","22150"
"In post","2023","Declared disabled","Cumbria","East Cumbria","EO","40","35","27470","28000"
"In post","2023","Declared disabled","Cumbria","East Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","East Cumbria","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","East Cumbria","HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","East Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","East Cumbria","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","East Cumbria","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","West Cumbria","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","West Cumbria","AO","85","75","22540","22150"
"In post","2023","Declared disabled","Cumbria","West Cumbria","EO","45","40","27330","28120"
"In post","2023","Declared disabled","Cumbria","West Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","West Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","West Cumbria","HEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","West Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","West Cumbria","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","West Cumbria","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Derby","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Derby","AO","75","65","22230","21690"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Derby","EO","55","50","28350","28120"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Derby","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Derby","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Derby","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Derby","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Derby","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Derby","Unknown","45","40","29460","26840"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","East Derbyshire","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","East Derbyshire","AO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","East Derbyshire","EO","35","30","27870","28120"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","East Derbyshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","East Derbyshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","East Derbyshire","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","East Derbyshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","East Derbyshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","East Derbyshire","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","North Nottinghamshire","AA","15","15","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","North Nottinghamshire","AO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","North Nottinghamshire","EO","75","65","28210","28120"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","North Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","North Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","North Nottinghamshire","HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","North Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","North Nottinghamshire","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","North Nottinghamshire","Unknown","40","40","30110","29050"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Nottingham","AA","20","20","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Nottingham","AO","315","280","23250","22520"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Nottingham","EO","310","285","27730","28120"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Nottingham","G6","15","15","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Nottingham","G7","95","95","56040","56870"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Nottingham","HEO","240","225","34080","34700"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Nottingham","SEO","130","125","41780","42140"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Nottingham","Unknown","75","70","29930","29050"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","South Nottinghamshire","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","South Nottinghamshire","AO","50","45","27960","28730"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","South Nottinghamshire","EO","35","35","29030","28120"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","South Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","South Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","South Nottinghamshire","HEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","South Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","South Nottinghamshire","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","South and West Derbyshire","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","South and West Derbyshire","AO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","South and West Derbyshire","EO","65","55","28770","28120"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","South and West Derbyshire","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","South and West Derbyshire","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","South and West Derbyshire","HEO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","South and West Derbyshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","South and West Derbyshire","SEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","South and West Derbyshire","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Devon","Devon CC","AA","45","45","21560","21380"
"In post","2023","Declared disabled","Devon","Devon CC","AO","210","175","23890","22150"
"In post","2023","Declared disabled","Devon","Devon CC","EO","225","200","28280","28120"
"In post","2023","Declared disabled","Devon","Devon CC","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","Devon","Devon CC","G7","55","55","51070","48080"
"In post","2023","Declared disabled","Devon","Devon CC","HEO","115","105","33480","32800"
"In post","2023","Declared disabled","Devon","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","Devon CC","SEO","105","100","40850","39650"
"In post","2023","Declared disabled","Devon","Devon CC","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Devon","Plymouth","AA","25","25","[c]","[c]"
"In post","2023","Declared disabled","Devon","Plymouth","AO","90","80","24550","22520"
"In post","2023","Declared disabled","Devon","Plymouth","EO","105","95","28370","28120"
"In post","2023","Declared disabled","Devon","Plymouth","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","Plymouth","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Devon","Plymouth","HEO","50","45","35560","34850"
"In post","2023","Declared disabled","Devon","Plymouth","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","Plymouth","SEO","40","40","43430","44130"
"In post","2023","Declared disabled","Devon","Plymouth","Unknown","60","55","31940","29050"
"In post","2023","Declared disabled","Devon","Torbay","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","Torbay","AO","25","15","[c]","[c]"
"In post","2023","Declared disabled","Devon","Torbay","EO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Devon","Torbay","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","Torbay","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","Torbay","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","Torbay","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","Torbay","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Devon","Torbay","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Bournemouth, Christchurch and Poole","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Bournemouth, Christchurch and Poole","AO","35","30","22040","21780"
"In post","2023","Declared disabled","Dorset and Somerset","Bournemouth, Christchurch and Poole","EO","55","50","27740","28120"
"In post","2023","Declared disabled","Dorset and Somerset","Bournemouth, Christchurch and Poole","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Bournemouth, Christchurch and Poole","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Bournemouth, Christchurch and Poole","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Bournemouth, Christchurch and Poole","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Bournemouth, Christchurch and Poole","Unknown","30","25","29800","29050"
"In post","2023","Declared disabled","Dorset and Somerset","Dorset","AA","20","20","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Dorset","AO","95","90","27590","25340"
"In post","2023","Declared disabled","Dorset and Somerset","Dorset","EO","80","70","29490","28120"
"In post","2023","Declared disabled","Dorset and Somerset","Dorset","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Dorset","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Dorset","HEO","50","50","36100","34850"
"In post","2023","Declared disabled","Dorset and Somerset","Dorset","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Dorset","SEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Dorset","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Somerset CC","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Somerset CC","AO","65","55","22110","21690"
"In post","2023","Declared disabled","Dorset and Somerset","Somerset CC","EO","80","75","27980","28120"
"In post","2023","Declared disabled","Dorset and Somerset","Somerset CC","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Somerset CC","G7","20","20","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Somerset CC","HEO","55","50","34340","34370"
"In post","2023","Declared disabled","Dorset and Somerset","Somerset CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Somerset CC","SEO","35","35","41930","42800"
"In post","2023","Declared disabled","Dorset and Somerset","Somerset CC","Unknown","35","30","31070","29050"
"In post","2023","Declared disabled","East Anglia","Breckland and South Norfolk","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Breckland and South Norfolk","AO","30","25","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Breckland and South Norfolk","EO","25","25","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Breckland and South Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Breckland and South Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Breckland and South Norfolk","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Breckland and South Norfolk","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Cambridgeshire CC","AA","30","30","22630","23230"
"In post","2023","Declared disabled","East Anglia","Cambridgeshire CC","AO","95","90","28140","25340"
"In post","2023","Declared disabled","East Anglia","Cambridgeshire CC","EO","90","85","29760","28120"
"In post","2023","Declared disabled","East Anglia","Cambridgeshire CC","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Cambridgeshire CC","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Cambridgeshire CC","HEO","95","95","35530","34300"
"In post","2023","Declared disabled","East Anglia","Cambridgeshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Cambridgeshire CC","SEO","45","45","45330","43390"
"In post","2023","Declared disabled","East Anglia","Cambridgeshire CC","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","North and West Norfolk","AA","15","15","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","North and West Norfolk","AO","50","45","29070","30410"
"In post","2023","Declared disabled","East Anglia","North and West Norfolk","EO","30","25","29040","28120"
"In post","2023","Declared disabled","East Anglia","North and West Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","North and West Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","North and West Norfolk","HEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","North and West Norfolk","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","North and West Norfolk","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Norwich and East Norfolk","AA","10","5","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Norwich and East Norfolk","AO","65","60","24380","21780"
"In post","2023","Declared disabled","East Anglia","Norwich and East Norfolk","EO","110","95","28270","28120"
"In post","2023","Declared disabled","East Anglia","Norwich and East Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Norwich and East Norfolk","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Norwich and East Norfolk","HEO","30","30","34210","34170"
"In post","2023","Declared disabled","East Anglia","Norwich and East Norfolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Norwich and East Norfolk","SEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Norwich and East Norfolk","Unknown","55","50","26990","24450"
"In post","2023","Declared disabled","East Anglia","Peterborough","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Peterborough","AO","75","65","22310","22400"
"In post","2023","Declared disabled","East Anglia","Peterborough","EO","60","55","27780","28080"
"In post","2023","Declared disabled","East Anglia","Peterborough","G6","[c]","[c]","[c]","[c]"
