"Status","Year","Organisation","Region_ITL2","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","EO","Female","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","EO","Male","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","G6","Female","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","G6","Male","20","20","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","G7","Female","55","50","51980","50680"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","G7","Male","50","50","52440","50680"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","HEO","Female","75","75","31810","31350"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","HEO","Male","45","45","32050","31300"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","SEO","Female","55","55","39070","37750"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","SEO","Male","50","50","38420","37750"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","AO","Female","20","20","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","AO","Male","25","25","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","EO","Female","155","150","29510","28720"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","EO","Male","95","95","29660","28720"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","G6","Female","315","295","68550","66790"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","G6","Male","340","335","69430","66790"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","G7","Female","855","830","56670","55120"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","G7","Male","935","925","57070","55350"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","HEO","Female","370","360","35620","34670"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","HEO","Male","355","355","35950","34670"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","SCS level","Female","155","140","83270","77400"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","SCS level","Male","160","155","86980","78380"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","SEO","Female","580","570","42440","41360"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","SEO","Male","525","520","42720","41360"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","EO","Female","10","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","G7","Female","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","G7","Male","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","HEO","Female","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","HEO","Male","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","SEO","Female","25","25","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","SEO","Male","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland, and Tyne and Wear","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland, and Tyne and Wear","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland, and Tyne and Wear","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland, and Tyne and Wear","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland, and Tyne and Wear","G7","Female","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland, and Tyne and Wear","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland, and Tyne and Wear","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland, and Tyne and Wear","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland, and Tyne and Wear","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland, and Tyne and Wear","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","G6","Male","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","G7","Female","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","G7","Male","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","HEO","Female","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","HEO","Male","20","20","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","SEO","Female","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","SEO","Male","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Surrey, East and West Sussex","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Surrey, East and West Sussex","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","G6","Male","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","G7","Female","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","G7","Male","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","HEO","Female","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","HEO","Male","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","SEO","Female","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","SEO","Male","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","AO","Male","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","EO","Female","20","20","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","EO","Male","20","20","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","G6","Female","20","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","G6","Male","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","G7","Female","55","50","51670","50680"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","G7","Male","55","55","51720","50680"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","HEO","Female","50","50","31740","31120"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","HEO","Male","50","50","31690","31120"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","SEO","Female","50","50","38960","37750"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","SEO","Male","45","45","38860","37750"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Derbyshire and Nottinghamshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Derbyshire and Nottinghamshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Derbyshire and Nottinghamshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Derbyshire and Nottinghamshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Derbyshire and Nottinghamshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Derbyshire and Nottinghamshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","East Wales","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","East Wales","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","East Wales","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","East Wales","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","East Wales","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","East Wales","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","East Wales","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","East Wales","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","East Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","East Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Eastern Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Eastern Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Eastern Scotland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Eastern Scotland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Eastern Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Eastern Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Female","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Greater Manchester","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Greater Manchester","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Greater Manchester","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Greater Manchester","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Greater Manchester","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Greater Manchester","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Greater Manchester","G7","Female","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Greater Manchester","G7","Male","15","15","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Greater Manchester","HEO","Female","25","25","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Greater Manchester","HEO","Male","20","20","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Greater Manchester","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Greater Manchester","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Inner London - West","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Inner London - West","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Inner London - West","EO","Female","75","70","28660","27930"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Inner London - West","EO","Male","45","45","28290","27780"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Inner London - West","G6","Female","110","105","65550","64400"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Inner London - West","G6","Male","90","85","66030","64930"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Inner London - West","G7","Female","295","285","54820","53030"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Inner London - West","G7","Male","260","260","55170","53430"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Inner London - West","HEO","Female","310","305","37320","35620"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Inner London - West","HEO","Male","215","215","37690","35620"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Inner London - West","SCS level","Female","60","55","86860","77340"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Inner London - West","SCS level","Male","45","45","88330","82500"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Merseyside","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Merseyside","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Merseyside","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Merseyside","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northumberland, and Tyne and Wear","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northumberland, and Tyne and Wear","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northumberland, and Tyne and Wear","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northumberland, and Tyne and Wear","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northumberland, and Tyne and Wear","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northumberland, and Tyne and Wear","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northumberland, and Tyne and Wear","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northumberland, and Tyne and Wear","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Tees Valley and Durham","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Tees Valley and Durham","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Tees Valley and Durham","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Tees Valley and Durham","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Tees Valley and Durham","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Tees Valley and Durham","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Tees Valley and Durham","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Tees Valley and Durham","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Central Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Central Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Central Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Central Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Central Scotland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Central Scotland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Central Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Central Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Midlands","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Midlands","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Midlands","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Midlands","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Yorkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Yorkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Yorkshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Yorkshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Yorkshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Yorkshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Yorkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Yorkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Bedfordshire and Hertfordshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Bedfordshire and Hertfordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Bedfordshire and Hertfordshire","G6","Female","[c]","[c]","[c]","[c]"
