"Status","Year","Disability","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","North West (England)","Greater Manchester South East","Female","125","110","26790","25830"
"In post","2023","Declared disabled","North West (England)","Greater Manchester South East","Male","60","55","26440","27480"
"In post","2023","Declared disabled","North West (England)","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Greater Manchester South West","Female","540","490","33730","28130"
"In post","2023","Declared disabled","North West (England)","Greater Manchester South West","Male","470","450","34670","30130"
"In post","2023","Declared disabled","North West (England)","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Lancaster and Wyre","Female","75","65","28890","27470"
"In post","2023","Declared disabled","North West (England)","Lancaster and Wyre","Male","75","70","30190","27470"
"In post","2023","Declared disabled","North West (England)","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Liverpool","Female","930","825","31350","28120"
"In post","2023","Declared disabled","North West (England)","Liverpool","Male","540","515","32090","28120"
"In post","2023","Declared disabled","North West (England)","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Manchester","Female","570","530","35230","31270"
"In post","2023","Declared disabled","North West (England)","Manchester","Male","405","390","36790","33070"
"In post","2023","Declared disabled","North West (England)","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Mid Lancashire","Female","565","485","28070","27890"
"In post","2023","Declared disabled","North West (England)","Mid Lancashire","Male","345","315","28760","27450"
"In post","2023","Declared disabled","North West (England)","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Sefton","Female","365","320","29900","28120"
"In post","2023","Declared disabled","North West (England)","Sefton","Male","200","190","31400","28120"
"In post","2023","Declared disabled","North West (England)","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Warrington","Female","170","150","31810","30740"
"In post","2023","Declared disabled","North West (England)","Warrington","Male","100","95","36150","32920"
"In post","2023","Declared disabled","North West (England)","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","West Cumbria","Female","125","110","26380","25920"
"In post","2023","Declared disabled","North West (England)","West Cumbria","Male","75","70","33280","28560"
"In post","2023","Declared disabled","North West (England)","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Wirral","Female","310","255","26560","26840"
"In post","2023","Declared disabled","North West (England)","Wirral","Male","155","140","26480","21780"
"In post","2023","Declared disabled","North West (England)","Wirral","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Antrim and Newtownabbey","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Antrim and Newtownabbey","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Antrim and Newtownabbey","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Ards and North Down","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Ards and North Down","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Ards and North Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Armagh City, Banbridge and Craigavon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Armagh City, Banbridge and Craigavon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Armagh City, Banbridge and Craigavon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Belfast","Female","175","155","33410","29730"
"In post","2023","Declared disabled","Northern Ireland","Belfast","Male","115","110","32040","28130"
"In post","2023","Declared disabled","Northern Ireland","Belfast","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Causeway Coast and Glens","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Causeway Coast and Glens","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Causeway Coast and Glens","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Derry City and Strabane","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Derry City and Strabane","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Fermanagh and Omagh","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Fermanagh and Omagh","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Fermanagh and Omagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Lisburn and Castlereagh","Female","25","20","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Lisburn and Castlereagh","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Mid Ulster","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Mid Ulster","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Mid Ulster","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Mid and East Antrim","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Mid and East Antrim","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Mid and East Antrim","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Newry, Mourne and Down","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Newry, Mourne and Down","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Newry, Mourne and Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Overseas","Female","75","75","48400","44650"
"In post","2023","Declared disabled","Overseas","Overseas","Male","115","115","49580","44770"
"In post","2023","Declared disabled","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Aberdeen City and Aberdeenshire","Female","90","85","32610","28120"
"In post","2023","Declared disabled","Scotland","Aberdeen City and Aberdeenshire","Male","60","60","38300","34170"
"In post","2023","Declared disabled","Scotland","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Angus and Dundee City","Female","230","210","27760","28120"
"In post","2023","Declared disabled","Scotland","Angus and Dundee City","Male","115","105","27170","24890"
"In post","2023","Declared disabled","Scotland","Angus and Dundee City","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Caithness and Sutherland, and Ross and Cromarty","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Caithness and Sutherland, and Ross and Cromarty","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","City of Edinburgh","Female","705","655","40560","35000"
"In post","2023","Declared disabled","Scotland","City of Edinburgh","Male","580","560","39020","34730"
"In post","2023","Declared disabled","Scotland","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Clackmannanshire and Fife","Female","85","75","31540","28120"
"In post","2023","Declared disabled","Scotland","Clackmannanshire and Fife","Male","60","55","36100","37060"
"In post","2023","Declared disabled","Scotland","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Dumfries and Galloway","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Dumfries and Galloway","Male","15","10","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","East Ayrshire and North Ayrshire mainland","Female","70","60","26890","28120"
"In post","2023","Declared disabled","Scotland","East Ayrshire and North Ayrshire mainland","Male","45","45","29450","28120"
"In post","2023","Declared disabled","Scotland","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","60","55","29190","28120"
"In post","2023","Declared disabled","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","90","85","34310","37060"
"In post","2023","Declared disabled","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","East Lothian and Midlothian","Female","25","20","[c]","[c]"
"In post","2023","Declared disabled","Scotland","East Lothian and Midlothian","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Scotland","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Falkirk","Female","150","125","28680","28120"
"In post","2023","Declared disabled","Scotland","Falkirk","Male","70","65","28970","28120"
"In post","2023","Declared disabled","Scotland","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Glasgow City","Female","1055","935","31300","28120"
"In post","2023","Declared disabled","Scotland","Glasgow City","Male","720","680","32120","28120"
"In post","2023","Declared disabled","Scotland","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Female","75","65","30110","28120"
"In post","2023","Declared disabled","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Male","50","45","30980","28490"
"In post","2023","Declared disabled","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","80","70","29280","28120"
"In post","2023","Declared disabled","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","45","45","32550","28120"
"In post","2023","Declared disabled","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
