"Status","Year","Disability","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","East Midlands (England)","Derby","Female","130","110","26740","24570"
"In post","2023","Declared disabled","East Midlands (England)","Derby","Male","70","65","27170","27450"
"In post","2023","Declared disabled","East Midlands (England)","Derby","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Midlands (England)","East Derbyshire","Female","65","55","27190","28120"
"In post","2023","Declared disabled","East Midlands (England)","East Derbyshire","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","East Midlands (England)","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Midlands (England)","Leicester","Female","210","190","27150","25340"
"In post","2023","Declared disabled","East Midlands (England)","Leicester","Male","130","125","27240","27190"
"In post","2023","Declared disabled","East Midlands (England)","Leicester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Midlands (England)","Leicestershire CC and Rutland","Female","160","135","29230","28120"
"In post","2023","Declared disabled","East Midlands (England)","Leicestershire CC and Rutland","Male","85","80","32200","28480"
"In post","2023","Declared disabled","East Midlands (England)","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Midlands (England)","Lincolnshire CC","Female","290","260","28800","28120"
"In post","2023","Declared disabled","East Midlands (England)","Lincolnshire CC","Male","195","185","31520","29050"
"In post","2023","Declared disabled","East Midlands (England)","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Midlands (England)","North Northamptonshire","Female","90","80","27290","28120"
"In post","2023","Declared disabled","East Midlands (England)","North Northamptonshire","Male","30","30","27450","28120"
"In post","2023","Declared disabled","East Midlands (England)","North Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Midlands (England)","North Nottinghamshire","Female","120","110","30650","28120"
"In post","2023","Declared disabled","East Midlands (England)","North Nottinghamshire","Male","60","55","29640","28120"
"In post","2023","Declared disabled","East Midlands (England)","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Midlands (England)","Nottingham","Female","740","670","33110","29050"
"In post","2023","Declared disabled","East Midlands (England)","Nottingham","Male","465","445","31180","28120"
"In post","2023","Declared disabled","East Midlands (England)","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Midlands (England)","South Nottinghamshire","Female","70","65","33040","29170"
"In post","2023","Declared disabled","East Midlands (England)","South Nottinghamshire","Male","60","60","32670","30440"
"In post","2023","Declared disabled","East Midlands (England)","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Midlands (England)","South and West Derbyshire","Female","100","85","32900","28120"
"In post","2023","Declared disabled","East Midlands (England)","South and West Derbyshire","Male","70","65","35760","32920"
"In post","2023","Declared disabled","East Midlands (England)","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Midlands (England)","West Northamptonshire","Female","125","110","28160","28120"
"In post","2023","Declared disabled","East Midlands (England)","West Northamptonshire","Male","45","45","29610","28120"
"In post","2023","Declared disabled","East Midlands (England)","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","Bedford","Female","80","70","31860","28480"
"In post","2023","Declared disabled","East of England","Bedford","Male","30","30","33900","30120"
"In post","2023","Declared disabled","East of England","Bedford","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","Breckland and South Norfolk","Female","40","35","29190","28120"
"In post","2023","Declared disabled","East of England","Breckland and South Norfolk","Male","40","35","32040","32040"
"In post","2023","Declared disabled","East of England","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","Cambridgeshire CC","Female","210","195","31720","28480"
"In post","2023","Declared disabled","East of England","Cambridgeshire CC","Male","190","185","36210","33830"
"In post","2023","Declared disabled","East of England","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","Central Bedfordshire","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","East of England","Central Bedfordshire","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","East of England","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","Essex Haven Gateway","Female","70","60","30670","31280"
"In post","2023","Declared disabled","East of England","Essex Haven Gateway","Male","55","50","32770","31280"
"In post","2023","Declared disabled","East of England","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","Essex Thames Gateway","Female","145","125","29550","31280"
"In post","2023","Declared disabled","East of England","Essex Thames Gateway","Male","35","35","28910","30460"
"In post","2023","Declared disabled","East of England","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","Heart of Essex","Female","100","95","33640","31280"
"In post","2023","Declared disabled","East of England","Heart of Essex","Male","45","45","32910","29050"
"In post","2023","Declared disabled","East of England","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","Hertfordshire CC","Female","260","235","34670","31290"
"In post","2023","Declared disabled","East of England","Hertfordshire CC","Male","105","100","35730","32440"
"In post","2023","Declared disabled","East of England","Hertfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","Luton","Female","65","55","28070","28120"
"In post","2023","Declared disabled","East of England","Luton","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","East of England","Luton","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","North and West Norfolk","Female","60","55","28910","28120"
"In post","2023","Declared disabled","East of England","North and West Norfolk","Male","80","75","31370","32030"
"In post","2023","Declared disabled","East of England","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","Norwich and East Norfolk","Female","190","165","29060","28120"
"In post","2023","Declared disabled","East of England","Norwich and East Norfolk","Male","115","110","31150","28480"
"In post","2023","Declared disabled","East of England","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","Peterborough","Female","145","125","29710","26180"
"In post","2023","Declared disabled","East of England","Peterborough","Male","95","85","29500","28080"
"In post","2023","Declared disabled","East of England","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","Southend-on-Sea","Female","65","55","30740","31280"
"In post","2023","Declared disabled","East of England","Southend-on-Sea","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","East of England","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","Suffolk CC","Female","300","265","29250","28120"
"In post","2023","Declared disabled","East of England","Suffolk CC","Male","195","185","31470","28750"
"In post","2023","Declared disabled","East of England","Suffolk CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","Thurrock","Female","30","25","30250","31280"
"In post","2023","Declared disabled","East of England","Thurrock","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","East of England","Thurrock","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","West Essex","Female","45","40","31830","31280"
"In post","2023","Declared disabled","East of England","West Essex","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","East of England","West Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Barking & Dagenham and Havering","Female","80","70","33170","32520"
"In post","2023","Declared disabled","London","Barking & Dagenham and Havering","Male","40","35","33240","32520"
"In post","2023","Declared disabled","London","Barking & Dagenham and Havering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Barnet","Female","80","75","35970","32520"
"In post","2023","Declared disabled","London","Barnet","Male","55","50","38940","32520"
"In post","2023","Declared disabled","London","Barnet","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Bexley and Greenwich","Female","130","120","32680","32520"
"In post","2023","Declared disabled","London","Bexley and Greenwich","Male","70","70","34370","32520"
"In post","2023","Declared disabled","London","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Brent","Female","50","45","33460","32520"
"In post","2023","Declared disabled","London","Brent","Male","20","15","[c]","[c]"
"In post","2023","Declared disabled","London","Brent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Bromley","Female","95","90","32590","32520"
"In post","2023","Declared disabled","London","Bromley","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","London","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Camden and City of London","Female","105","95","35390","29660"
"In post","2023","Declared disabled","London","Camden and City of London","Male","80","75","32750","29660"
"In post","2023","Declared disabled","London","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Croydon","Female","645","600","38630","34370"
"In post","2023","Declared disabled","London","Croydon","Male","420","400","42970","39450"
"In post","2023","Declared disabled","London","Croydon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Ealing","Female","50","45","34760","32520"
"In post","2023","Declared disabled","London","Ealing","Male","35","35","33820","32520"
"In post","2023","Declared disabled","London","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Enfield","Female","45","40","33910","32520"
"In post","2023","Declared disabled","London","Enfield","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","London","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Hackney and Newham","Female","445","405","40070","34370"
"In post","2023","Declared disabled","London","Hackney and Newham","Male","300","285","44040","39790"
"In post","2023","Declared disabled","London","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Haringey and Islington","Female","150","140","33490","32520"
"In post","2023","Declared disabled","London","Haringey and Islington","Male","90","85","35410","32980"
"In post","2023","Declared disabled","London","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Harrow and Hillingdon","Female","190","170","32360","31570"
"In post","2023","Declared disabled","London","Harrow and Hillingdon","Male","150","140","33270","30510"
"In post","2023","Declared disabled","London","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Hounslow and Richmond upon Thames","Female","155","140","34020","32520"
"In post","2023","Declared disabled","London","Hounslow and Richmond upon Thames","Male","130","125","35750","34110"
"In post","2023","Declared disabled","London","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Kensington & Chelsea and Hammersmith & Fulham","Female","60","55","32370","32520"
"In post","2023","Declared disabled","London","Kensington & Chelsea and Hammersmith & Fulham","Male","35","30","34830","34980"
"In post","2023","Declared disabled","London","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Lambeth","Female","140","130","38070","32520"
"In post","2023","Declared disabled","London","Lambeth","Male","85","80","39560","37170"
"In post","2023","Declared disabled","London","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Lewisham and Southwark","Female","135","125","33970","32520"
"In post","2023","Declared disabled","London","Lewisham and Southwark","Male","50","45","34760","32520"
"In post","2023","Declared disabled","London","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Merton, Kingston upon Thames and Sutton","Female","60","55","32910","32520"
"In post","2023","Declared disabled","London","Merton, Kingston upon Thames and Sutton","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","London","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Redbridge and Waltham Forest","Female","185","160","30550","29730"
"In post","2023","Declared disabled","London","Redbridge and Waltham Forest","Male","80","80","30120","30680"
"In post","2023","Declared disabled","London","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Tower Hamlets","Female","345","325","46180","39940"
"In post","2023","Declared disabled","London","Tower Hamlets","Male","255","245","47420","43650"
"In post","2023","Declared disabled","London","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Wandsworth","Female","65","60","32320","29660"
"In post","2023","Declared disabled","London","Wandsworth","Male","45","45","35660","32920"
"In post","2023","Declared disabled","London","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Westminster","Female","3155","3025","47080","42490"
"In post","2023","Declared disabled","London","Westminster","Male","2230","2200","49580","43880"
"In post","2023","Declared disabled","London","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","Darlington","Female","140","130","36140","31170"
"In post","2023","Declared disabled","North East (England)","Darlington","Male","65","65","39330","37590"
"In post","2023","Declared disabled","North East (England)","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","Durham","Female","410","360","28500","28080"
"In post","2023","Declared disabled","North East (England)","Durham","Male","260","235","30040","28120"
"In post","2023","Declared disabled","North East (England)","Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","Hartlepool and Stockton-on-Tees","Female","135","120","30530","28120"
"In post","2023","Declared disabled","North East (England)","Hartlepool and Stockton-on-Tees","Male","80","75","30370","28480"
"In post","2023","Declared disabled","North East (England)","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","Northumberland","Female","50","40","28800","28120"
"In post","2023","Declared disabled","North East (England)","Northumberland","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","South Teesside","Female","235","195","27210","28120"
"In post","2023","Declared disabled","North East (England)","South Teesside","Male","100","95","26550","23670"
"In post","2023","Declared disabled","North East (England)","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","Sunderland","Female","400","330","26680","22520"
"In post","2023","Declared disabled","North East (England)","Sunderland","Male","165","145","27530","28120"
"In post","2023","Declared disabled","North East (England)","Sunderland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","Tyneside","Female","1350","1170","29730","28120"
"In post","2023","Declared disabled","North East (England)","Tyneside","Male","895","840","31390","28120"
"In post","2023","Declared disabled","North East (England)","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Blackburn with Darwen","Female","40","35","30360","28120"
"In post","2023","Declared disabled","North West (England)","Blackburn with Darwen","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Blackpool","Female","655","570","29470","28120"
"In post","2023","Declared disabled","North West (England)","Blackpool","Male","300","285","30420","28120"
"In post","2023","Declared disabled","North West (England)","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Cheshire East","Female","130","115","31060","28120"
"In post","2023","Declared disabled","North West (England)","Cheshire East","Male","60","55","31300","28120"
"In post","2023","Declared disabled","North West (England)","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Cheshire West and Chester","Female","60","50","29020","28120"
"In post","2023","Declared disabled","North West (England)","Cheshire West and Chester","Male","35","30","27590","28120"
"In post","2023","Declared disabled","North West (England)","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Chorley and West Lancashire","Female","80","75","30590","28480"
"In post","2023","Declared disabled","North West (England)","Chorley and West Lancashire","Male","70","65","33350","32420"
"In post","2023","Declared disabled","North West (England)","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","East Cumbria","Female","95","85","31390","26850"
"In post","2023","Declared disabled","North West (England)","East Cumbria","Male","60","60","28010","24530"
"In post","2023","Declared disabled","North West (England)","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","East Lancashire","Female","65","60","28800","28120"
"In post","2023","Declared disabled","North West (England)","East Lancashire","Male","30","30","29040","28120"
"In post","2023","Declared disabled","North West (England)","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","East Merseyside","Female","160","140","28670","28120"
"In post","2023","Declared disabled","North West (England)","East Merseyside","Male","50","50","28120","28120"
"In post","2023","Declared disabled","North West (England)","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Greater Manchester North East","Female","125","110","29180","28120"
"In post","2023","Declared disabled","North West (England)","Greater Manchester North East","Male","60","55","30970","28120"
"In post","2023","Declared disabled","North West (England)","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Greater Manchester North West","Female","260","225","26780","24570"
"In post","2023","Declared disabled","North West (England)","Greater Manchester North West","Male","115","105","27870","27450"
"In post","2023","Declared disabled","North West (England)","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
