"Status","Year","Parent_department","Region_ITL3","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Bristol, City of","Outside London","Female","150","140","42360","49050"
"In post","2023","Attorney General's Departments","Bristol, City of","Outside London","Male","85","85","46120","50460"
"In post","2023","Attorney General's Departments","Bromley","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bromley","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Buckinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Buckinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Calderdale and Kirklees","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Calderdale and Kirklees","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Camden and City of London","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Camden and City of London","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","Female","160","145","38360","32520"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","Male","75","70","47310","50000"
"In post","2023","Attorney General's Departments","Central Hampshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Central Hampshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire East","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire East","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Conwy and Denbighshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Conwy and Denbighshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","Female","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","London","Female","35","30","38280","32390"
"In post","2023","Attorney General's Departments","Croydon","London","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Darlington","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Darlington","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derby","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derby","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","Outside London","Female","60","55","39400","36970"
"In post","2023","Attorney General's Departments","Devon CC","Outside London","Male","50","50","42860","38940"
"In post","2023","Attorney General's Departments","Dorset","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dudley","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dudley","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Durham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Durham","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Ealing","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Ealing","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Derbyshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Derbyshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","Outside London","Female","80","75","38750","30560"
"In post","2023","Attorney General's Departments","East Kent","Outside London","Male","50","50","43860","40540"
"In post","2023","Attorney General's Departments","East Merseyside","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Merseyside","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Surrey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Surrey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Haven Gateway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Haven Gateway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Thames Gateway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Thames Gateway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","Outside London","Female","65","60","39880","38760"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","Outside London","Male","30","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North East","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North East","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North West","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North West","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South East","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South East","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South West","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South West","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gwent Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gwent Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","London","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","London","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hartlepool and Stockton-on-Tees","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hartlepool and Stockton-on-Tees","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","Outside London","Female","160","150","42220","38460"
"In post","2023","Attorney General's Departments","Heart of Essex","Outside London","Male","45","45","45020","38660"
"In post","2023","Attorney General's Departments","Herefordshire, County of","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, County of","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","Outside London","Female","135","120","42040","32660"
"In post","2023","Attorney General's Departments","Hertfordshire CC","Outside London","Male","55","55","51670","55170"
"In post","2023","Attorney General's Departments","Hounslow and Richmond upon Thames","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hounslow and Richmond upon Thames","London","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Isle of Wight","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Isle of Wight","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent Thames Gateway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent Thames Gateway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","Outside London","Female","60","55","38420","28850"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancaster and Wyre","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancaster and Wyre","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leeds","Outside London","Female","390","355","42810","45230"
"In post","2023","Attorney General's Departments","Leeds","Outside London","Male","175","170","47460","50460"
"In post","2023","Attorney General's Departments","Leicester","Outside London","Female","115","100","36730","28850"
"In post","2023","Attorney General's Departments","Leicester","Outside London","Male","45","40","42200","49050"
"In post","2023","Attorney General's Departments","Leicestershire CC and Rutland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire CC and Rutland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","London","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","London","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire CC","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire CC","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Liverpool","Outside London","Female","275","260","36230","28850"
"In post","2023","Attorney General's Departments","Liverpool","Outside London","Male","145","140","40860","38760"
"In post","2023","Attorney General's Departments","Luton","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Luton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Manchester","Outside London","Female","270","245","39380","31880"
"In post","2023","Attorney General's Departments","Manchester","Outside London","Male","130","125","44540","49050"
"In post","2023","Attorney General's Departments","Medway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Medway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Kent","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Lancashire","Outside London","Female","130","120","39170","34640"
"In post","2023","Attorney General's Departments","Mid Lancashire","Outside London","Male","65","65","44550","49050"
"In post","2023","Attorney General's Departments","Monmouthshire and Newport","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Monmouthshire and Newport","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Hampshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Hampshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Northamptonshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North and North East Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North and North East Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","Outside London","Female","65","55","32150","26900"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","Outside London","Male","30","30","[c]","[c]"
"In post","2023","Attorney General's Departments","Nottingham","Outside London","Female","205","185","38120","31180"
"In post","2023","Attorney General's Departments","Nottingham","Outside London","Male","110","105","37750","31490"
"In post","2023","Attorney General's Departments","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Oxfordshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Oxfordshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Peterborough","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Peterborough","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Portsmouth","Outside London","Female","90","85","40450","30560"
"In post","2023","Attorney General's Departments","Portsmouth","Outside London","Male","40","40","44620","40800"
"In post","2023","Attorney General's Departments","Redbridge and Waltham Forest","London","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Redbridge and Waltham Forest","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sefton","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sefton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sheffield","Outside London","Female","115","100","34350","28850"
"In post","2023","Attorney General's Departments","Sheffield","Outside London","Male","45","45","39190","32140"
"In post","2023","Attorney General's Departments","Shropshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Somerset CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Somerset CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Hampshire","Outside London","Female","100","95","44870","40800"
"In post","2023","Attorney General's Departments","South Hampshire","Outside London","Male","65","65","44730","44750"
"In post","2023","Attorney General's Departments","South Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Teesside","Outside London","Female","75","65","39400","32000"
"In post","2023","Attorney General's Departments","South Teesside","Outside London","Male","30","30","40840","38760"
"In post","2023","Attorney General's Departments","South West Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South and West Derbyshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South and West Derbyshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Staffordshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Staffordshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Stoke-on-Trent","Outside London","Female","50","45","40600","38940"
"In post","2023","Attorney General's Departments","Stoke-on-Trent","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Suffolk CC","Outside London","Female","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Suffolk CC","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Swansea","Outside London","Female","70","65","38760","36880"
"In post","2023","Attorney General's Departments","Swansea","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Swindon","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Swindon","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Telford and Wrekin","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Telford and Wrekin","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Thurrock","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Thurrock","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tyneside","Outside London","Female","180","165","35600","28850"
"In post","2023","Attorney General's Departments","Tyneside","Outside London","Male","95","95","45580","49050"
"In post","2023","Attorney General's Departments","Wakefield","Outside London","Female","40","35","34570","31180"
"In post","2023","Attorney General's Departments","Wakefield","Outside London","Male","30","30","[c]","[c]"
"In post","2023","Attorney General's Departments","Walsall","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Walsall","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Warrington","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Warrington","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Warwickshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Warwickshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Northamptonshire","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","West Northamptonshire","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Surrey","Outside London","Female","55","55","46340","54100"
"In post","2023","Attorney General's Departments","West Surrey","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","West Sussex (North East)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Sussex (North East)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Sussex (South West)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Sussex (South West)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Westminster","London","Female","3040","2810","50920","52790"
"In post","2023","Attorney General's Departments","Westminster","London","Male","1670","1635","52290","52790"
"In post","2023","Attorney General's Departments","Wiltshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wiltshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wirral","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wirral","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wolverhampton","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wolverhampton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Worcestershire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Worcestershire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","York","Outside London","Female","95","85","41160","38940"
"In post","2023","Attorney General's Departments","York","Outside London","Male","65","65","47430","40080"
"In post","2023","Cabinet Office","Ards and North Down","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Ards and North Down","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Armagh City, Banbridge and Craigavon","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Armagh City, Banbridge and Craigavon","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Male","30","30","70080","66740"
"In post","2023","Cabinet Office","Bedford","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bedford","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Belfast","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Belfast","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Birmingham","Outside London","Female","140","135","49060","38420"
"In post","2023","Cabinet Office","Birmingham","Outside London","Male","125","125","54520","50200"
"In post","2023","Cabinet Office","Blackpool","Outside London","Female","30","30","[c]","[c]"
"In post","2023","Cabinet Office","Blackpool","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Bradford","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bradford","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Breckland and South Norfolk","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Breckland and South Norfolk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bristol, City of","Outside London","Female","105","100","48550","50690"
"In post","2023","Cabinet Office","Bristol, City of","Outside London","Male","90","90","52080","51290"
"In post","2023","Cabinet Office","Buckinghamshire","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Buckinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Calderdale and Kirklees","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Calderdale and Kirklees","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cambridgeshire CC","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Cambridgeshire CC","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Camden and City of London","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Camden and City of London","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cardiff and Vale of Glamorgan","Outside London","Female","45","40","37780","33020"
"In post","2023","Cabinet Office","Cardiff and Vale of Glamorgan","Outside London","Male","40","40","45000","38460"
"In post","2023","Cabinet Office","Central Bedfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Central Bedfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Central Hampshire","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Central Hampshire","Outside London","Male","30","30","[c]","[c]"
"In post","2023","Cabinet Office","Central Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Central Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cheshire West and Chester","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cheshire West and Chester","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","City of Edinburgh","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","City of Edinburgh","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Coventry","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Coventry","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Croydon","London","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Croydon","London","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Darlington","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Darlington","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Devon CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Devon CC","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Dorset","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Dorset","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Durham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Durham","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Ayrshire and North Ayrshire mainland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Ayrshire and North Ayrshire mainland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Derbyshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Derbyshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Female","[c]","[c]","[c]","[c]"
