"Status","Year","Age","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Charity Commission","North West (England)","30","25","31870","30170"
"In post","2023","60-64","Charity Commission","South West (England)","10","10","35890","32360"
"In post","2023","60-64","Competition and Markets Authority","London","25","25","62830","55950"
"In post","2023","60-64","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy","East Midlands (England)","15","15","34800","35640"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy","East of England","15","10","31760","35190"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy","London","220","200","48040","43330"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy","North East (England)","25","20","34810","34960"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy","North West (England)","40","30","34030","32710"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy","Scotland","35","30","34240","32630"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy","South East (England)","20","20","35960","36580"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy","South West (England)","95","85","42450","40280"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy","Wales","230","190","32710","28070"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy","West Midlands (England)","50","45","35520","35090"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","15","15","40310","37750"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport","London","40","40","54850","53230"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","60-64","Department for Education","East of England","10","10","[c]","[c]"
"In post","2023","60-64","Department for Education","London","100","90","50360","46600"
"In post","2023","60-64","Department for Education","North East (England)","35","35","39660","38210"
"In post","2023","60-64","Department for Education","North West (England)","30","30","42720","37900"
"In post","2023","60-64","Department for Education","South East (England)","5","5","[c]","[c]"
"In post","2023","60-64","Department for Education","South West (England)","15","15","55750","58840"
"In post","2023","60-64","Department for Education","West Midlands (England)","65","60","45640","41510"
"In post","2023","60-64","Department for Education","Yorkshire and The Humber","65","60","47810","51360"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs","East Midlands (England)","15","15","36720","31700"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs","East of England","70","60","40920","37510"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs","London","100","95","43860","41010"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs","North East (England)","45","40","34140","26850"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs","North West (England)","125","105","27740","25920"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs","Scotland","15","15","34730","30810"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs","South East (England)","140","125","37460","31550"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs","South West (England)","135","125","33500","30320"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs","Wales","15","15","28320","22420"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs","West Midlands (England)","55","50","32880","30320"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","75","70","32750","26890"
"In post","2023","60-64","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","East of England","10","10","[c]","[c]"
"In post","2023","60-64","Department for International Trade","London","80","80","50240","44870"
"In post","2023","60-64","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","North West (England)","5","5","[c]","[c]"
"In post","2023","60-64","Department for International Trade","Overseas","5","5","[c]","[c]"
"In post","2023","60-64","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","South East (England)","5","5","[c]","[c]"
"In post","2023","60-64","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","West Midlands (England)","10","10","40750","39060"
"In post","2023","60-64","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities","East Midlands (England)","10","10","54770","60050"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities","East of England","15","15","43090","37540"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities","London","75","70","51160","52940"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities","North East (England)","5","5","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities","North West (England)","15","15","52890","49700"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities","South East (England)","5","5","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities","South West (England)","30","25","42200","35540"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities","Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities","West Midlands (England)","10","10","39770","33710"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","15","10","55840","58860"
"In post","2023","60-64","Department for Transport","East Midlands (England)","75","70","32100","27490"
"In post","2023","60-64","Department for Transport","East of England","60","55","29140","27450"
"In post","2023","60-64","Department for Transport","London","185","170","43050","34390"
"In post","2023","60-64","Department for Transport","North East (England)","40","35","27400","27450"
"In post","2023","60-64","Department for Transport","North West (England)","85","70","28610","27450"
"In post","2023","60-64","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport","Scotland","65","60","30490","27650"
"In post","2023","60-64","Department for Transport","South East (England)","155","140","36520","29220"
"In post","2023","60-64","Department for Transport","South West (England)","85","75","32040","27490"
"In post","2023","60-64","Department for Transport","Wales","650","485","26710","22500"
"In post","2023","60-64","Department for Transport","West Midlands (England)","50","45","29860","27450"
"In post","2023","60-64","Department for Transport","Yorkshire and The Humber","95","80","30930","27490"
"In post","2023","60-64","Department for Work and Pensions","East Midlands (England)","520","405","28210","28120"
"In post","2023","60-64","Department for Work and Pensions","East of England","560","455","30320","29640"
"In post","2023","60-64","Department for Work and Pensions","London","1000","845","34400","32520"
"In post","2023","60-64","Department for Work and Pensions","North East (England)","1205","905","27100","27720"
"In post","2023","60-64","Department for Work and Pensions","North West (England)","2025","1580","28250","28120"
"In post","2023","60-64","Department for Work and Pensions","Scotland","1165","880","27360","28120"
"In post","2023","60-64","Department for Work and Pensions","South East (England)","795","655","28910","28120"
"In post","2023","60-64","Department for Work and Pensions","South West (England)","650","500","27590","28120"
"In post","2023","60-64","Department for Work and Pensions","Unknown","30","25","37610","31150"
"In post","2023","60-64","Department for Work and Pensions","Wales","630","480","27280","28120"
"In post","2023","60-64","Department for Work and Pensions","West Midlands (England)","950","735","27100","28120"
"In post","2023","60-64","Department for Work and Pensions","Yorkshire and The Humber","985","735","29960","28120"
"In post","2023","60-64","Department of Health and Social Care","East Midlands (England)","15","10","42650","42480"
"In post","2023","60-64","Department of Health and Social Care","East of England","45","45","56970","54990"
"In post","2023","60-64","Department of Health and Social Care","London","245","220","56150","46000"
"In post","2023","60-64","Department of Health and Social Care","North East (England)","10","10","60710","51500"
"In post","2023","60-64","Department of Health and Social Care","North West (England)","25","25","43970","27510"
"In post","2023","60-64","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care","South East (England)","40","35","60230","56660"
"In post","2023","60-64","Department of Health and Social Care","South West (England)","65","65","54110","49590"
"In post","2023","60-64","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care","West Midlands (England)","35","30","56890","42480"
"In post","2023","60-64","Department of Health and Social Care","Yorkshire and The Humber","55","50","46490","42480"
"In post","2023","60-64","Estyn","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Estyn","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Estyn","Wales","10","10","[c]","[c]"
"In post","2023","60-64","Estyn","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","East Midlands (England)","10","10","34500","31260"
"In post","2023","60-64","Food Standards Agency","East of England","20","20","29740","29430"
"In post","2023","60-64","Food Standards Agency","London","15","15","45390","38430"
"In post","2023","60-64","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","North West (England)","10","10","32220","28090"
"In post","2023","60-64","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","South East (England)","10","5","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","South West (England)","10","10","29220","28990"
"In post","2023","60-64","Food Standards Agency","Wales","10","5","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","West Midlands (England)","15","15","31910","28090"
"In post","2023","60-64","Food Standards Agency","Yorkshire and The Humber","30","25","33420","29430"
"In post","2023","60-64","Foreign, Commonwealth and Development Office","London","190","180","51460","44450"
"In post","2023","60-64","Foreign, Commonwealth and Development Office","Overseas","75","75","65070","63190"
"In post","2023","60-64","Foreign, Commonwealth and Development Office","Scotland","65","60","45330","40810"
"In post","2023","60-64","Foreign, Commonwealth and Development Office","South East (England)","95","90","40330","35250"
"In post","2023","60-64","HM Land Registry","East Midlands (England)","70","55","32910","34850"
"In post","2023","60-64","HM Land Registry","East of England","25","20","35410","34850"
"In post","2023","60-64","HM Land Registry","London","35","30","38720","31680"
"In post","2023","60-64","HM Land Registry","North East (England)","70","50","31620","28080"
"In post","2023","60-64","HM Land Registry","North West (England)","115","75","31450","28080"
"In post","2023","60-64","HM Land Registry","South West (England)","130","95","34020","31440"
"In post","2023","60-64","HM Land Registry","Wales","85","55","32630","34850"
"In post","2023","60-64","HM Land Registry","West Midlands (England)","45","35","33960","34850"
"In post","2023","60-64","HM Land Registry","Yorkshire and The Humber","25","20","32260","31470"
"In post","2023","60-64","HM Revenue and Customs","East Midlands (England)","295","240","33610","29730"
"In post","2023","60-64","HM Revenue and Customs","East of England","95","75","34830","34700"
"In post","2023","60-64","HM Revenue and Customs","London","1005","860","44250","39880"
"In post","2023","60-64","HM Revenue and Customs","North East (England)","1115","830","27850","22520"
"In post","2023","60-64","HM Revenue and Customs","North West (England)","1010","790","31920","28130"
"In post","2023","60-64","HM Revenue and Customs","Northern Ireland","120","95","35140","29730"
"In post","2023","60-64","HM Revenue and Customs","Scotland","760","575","30080","28130"
"In post","2023","60-64","HM Revenue and Customs","South East (England)","355","290","32720","29730"
"In post","2023","60-64","HM Revenue and Customs","South West (England)","175","140","36290","29730"
"In post","2023","60-64","HM Revenue and Customs","Wales","300","230","30510","28130"
"In post","2023","60-64","HM Revenue and Customs","West Midlands (England)","395","325","37550","35000"
"In post","2023","60-64","HM Revenue and Customs","Yorkshire and The Humber","345","260","33250","29730"
"In post","2023","60-64","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Treasury","London","70","65","52050","46280"
"In post","2023","60-64","HM Treasury","North East (England)","5","5","[c]","[c]"
"In post","2023","60-64","HM Treasury","North West (England)","10","5","[c]","[c]"
"In post","2023","60-64","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Treasury","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Treasury","South West (England)","5","5","[c]","[c]"
"In post","2023","60-64","HM Treasury","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Treasury","West Midlands (England)","10","5","[c]","[c]"
"In post","2023","60-64","HM Treasury","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","60-64","Home Office","East Midlands (England)","25","20","29690","27180"
"In post","2023","60-64","Home Office","East of England","160","125","27680","26180"
"In post","2023","60-64","Home Office","London","1050","915","38130","31190"
"In post","2023","60-64","Home Office","North East (England)","140","110","26290","22400"
"In post","2023","60-64","Home Office","North West (England)","550","470","27130","22400"
"In post","2023","60-64","Home Office","Northern Ireland","35","30","23980","22400"
"In post","2023","60-64","Home Office","Overseas","5","5","[c]","[c]"
"In post","2023","60-64","Home Office","Scotland","95","80","28010","25980"
"In post","2023","60-64","Home Office","South East (England)","320","220","30360","27650"
"In post","2023","60-64","Home Office","South West (England)","45","30","32130","27650"
"In post","2023","60-64","Home Office","Unknown","15","10","34820","34630"
"In post","2023","60-64","Home Office","Wales","45","35","31090","25880"
"In post","2023","60-64","Home Office","West Midlands (England)","75","60","28360","26450"
"In post","2023","60-64","Home Office","Yorkshire and The Humber","230","190","27310","25880"
"In post","2023","60-64","Ministry of Defence","East Midlands (England)","285","270","28230","22220"
"In post","2023","60-64","Ministry of Defence","East of England","460","440","30640","27470"
"In post","2023","60-64","Ministry of Defence","London","385","360","40090","33750"
"In post","2023","60-64","Ministry of Defence","North East (England)","40","40","24340","22220"
"In post","2023","60-64","Ministry of Defence","North West (England)","245","215","31860","23560"
"In post","2023","60-64","Ministry of Defence","Northern Ireland","105","100","25220","22130"
"In post","2023","60-64","Ministry of Defence","Overseas","60","60","53970","46080"
"In post","2023","60-64","Ministry of Defence","Scotland","490","430","29790","22330"
"In post","2023","60-64","Ministry of Defence","South East (England)","1150","1075","34450","33470"
"In post","2023","60-64","Ministry of Defence","South West (England)","2030","1830","38850","35650"
"In post","2023","60-64","Ministry of Defence","Unknown","140","140","44690","40690"
"In post","2023","60-64","Ministry of Defence","Wales","195","185","27530","24680"
"In post","2023","60-64","Ministry of Defence","West Midlands (England)","350","335","30910","27740"
"In post","2023","60-64","Ministry of Defence","Yorkshire and The Humber","310","285","27750","27470"
"In post","2023","60-64","Ministry of Justice","East Midlands (England)","645","540","28470","25340"
"In post","2023","60-64","Ministry of Justice","East of England","620","525","29220","25480"
"In post","2023","60-64","Ministry of Justice","London","1205","1085","35680","30840"
"In post","2023","60-64","Ministry of Justice","North East (England)","460","345","30320","29050"
"In post","2023","60-64","Ministry of Justice","North West (England)","995","780","29860","27170"
"In post","2023","60-64","Ministry of Justice","Scotland","65","60","26010","21780"
"In post","2023","60-64","Ministry of Justice","South East (England)","895","750","30450","28020"
"In post","2023","60-64","Ministry of Justice","South West (England)","530","430","30570","28480"
"In post","2023","60-64","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","Ministry of Justice","Wales","355","290","30130","28480"
"In post","2023","60-64","Ministry of Justice","West Midlands (England)","795","660","29270","25830"
"In post","2023","60-64","Ministry of Justice","Yorkshire and The Humber","730","575","30200","29050"
"In post","2023","60-64","National Crime Agency","East Midlands (England)","10","10","41980","39570"
"In post","2023","60-64","National Crime Agency","East of England","10","5","[c]","[c]"
"In post","2023","60-64","National Crime Agency","London","80","75","47710","46540"
"In post","2023","60-64","National Crime Agency","North East (England)","10","10","39010","38310"
"In post","2023","60-64","National Crime Agency","North West (England)","75","65","40020","38640"
"In post","2023","60-64","National Crime Agency","Northern Ireland","25","20","37560","36040"
"In post","2023","60-64","National Crime Agency","Overseas","10","10","[c]","[c]"
"In post","2023","60-64","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","National Crime Agency","South East (England)","45","40","45370","42680"
"In post","2023","60-64","National Crime Agency","South West (England)","20","20","40720","40010"
"In post","2023","60-64","National Crime Agency","Unknown","15","15","45990","45610"
"In post","2023","60-64","National Crime Agency","Wales","5","5","[c]","[c]"
"In post","2023","60-64","National Crime Agency","West Midlands (England)","30","25","38860","38480"
"In post","2023","60-64","National Crime Agency","Yorkshire and The Humber","20","20","39760","38310"
"In post","2023","60-64","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","20","20","49320","41050"
"In post","2023","60-64","Office for Standards in Education, Children's Services and Skills","East of England","5","5","[c]","[c]"
"In post","2023","60-64","Office for Standards in Education, Children's Services and Skills","London","15","15","71550","66170"
"In post","2023","60-64","Office for Standards in Education, Children's Services and Skills","North East (England)","5","5","[c]","[c]"
"In post","2023","60-64","Office for Standards in Education, Children's Services and Skills","North West (England)","25","25","40940","27140"
"In post","2023","60-64","Office for Standards in Education, Children's Services and Skills","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office for Standards in Education, Children's Services and Skills","South East (England)","15","10","68710","77470"
"In post","2023","60-64","Office for Standards in Education, Children's Services and Skills","South West (England)","25","20","60360","52750"
"In post","2023","60-64","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","10","10","58010","59460"
"In post","2023","60-64","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","10","5","[c]","[c]"
"In post","2023","60-64","Office of Gas and Electricity Markets","London","25","25","50180","47320"
"In post","2023","60-64","Office of Gas and Electricity Markets","Scotland","10","10","[c]","[c]"
"In post","2023","60-64","Office of Qualifications and Examinations Regulation","West Midlands (England)","15","15","42320","39080"
"In post","2023","60-64","Office of Rail and Road","London","15","15","63720","63450"
"In post","2023","60-64","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of the Secretary of State for Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Scottish Government","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Scottish Government","Scotland","1740","1435","39180","37060"
"In post","2023","60-64","The National Archives","London","45","40","36370","35050"
"In post","2023","60-64","UK Export Finance","London","20","20","60660","56570"
"In post","2023","60-64","UK Export Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Export Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Export Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Export Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","East of England","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","South East (England)","360","255","25550","21200"
"In post","2023","60-64","UK Statistics Authority","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Wales","130","110","33650","28530"
"In post","2023","60-64","UK Statistics Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","60-64","Welsh Government","Wales","490","425","44720","39690"
"In post","2023","65+","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Attorney General's Departments","East of England","10","5","53920","63500"
"In post","2023","65+","Attorney General's Departments","London","100","80","48530","43430"
"In post","2023","65+","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Attorney General's Departments","North West (England)","20","15","45000","56450"
"In post","2023","65+","Attorney General's Departments","South East (England)","15","10","49130","61920"
"In post","2023","65+","Attorney General's Departments","South West (England)","10","5","[c]","[c]"
"In post","2023","65+","Attorney General's Departments","Wales","10","5","[c]","[c]"
"In post","2023","65+","Attorney General's Departments","West Midlands (England)","10","10","43410","55630"
"In post","2023","65+","Attorney General's Departments","Yorkshire and The Humber","10","5","[c]","[c]"
"In post","2023","65+","Cabinet Office","East of England","5","5","[c]","[c]"
"In post","2023","65+","Cabinet Office","London","50","45","56630","56100"
"In post","2023","65+","Cabinet Office","North East (England)","5","5","[c]","[c]"
"In post","2023","65+","Cabinet Office","North West (England)","5","5","[c]","[c]"
"In post","2023","65+","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office","South East (England)","10","5","[c]","[c]"
"In post","2023","65+","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office","Yorkshire and The Humber","10","10","52080","34320"
"In post","2023","65+","Chancellor's other departments","London","5","5","[c]","[c]"
"In post","2023","65+","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","London","10","5","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","East of England","5","5","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","London","80","70","45150","41920"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","North West (England)","15","10","35920","35190"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","Scotland","10","5","39410","37420"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","South East (England)","10","10","35430","37420"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","South West (England)","40","30","39800","37420"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","Wales","65","50","33130","26940"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","West Midlands (England)","10","10","31380","28670"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","65+","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education","London","35","30","48310","45880"
"In post","2023","65+","Department for Education","North East (England)","5","5","[c]","[c]"
"In post","2023","65+","Department for Education","North West (England)","10","10","44830","38210"
"In post","2023","65+","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education","West Midlands (England)","15","15","45570","40670"
"In post","2023","65+","Department for Education","Yorkshire and The Humber","15","15","38370","33100"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","East of England","10","10","36770","31080"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","London","50","45","35780","30110"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","North East (England)","20","15","27170","22150"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","North West (England)","35","25","28520","22150"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","Scotland","5","5","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","South East (England)","55","45","34350","30050"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","South West (England)","50","45","31400","26690"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","Wales","5","5","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","West Midlands (England)","20","15","33350","30990"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","20","15","27670","25920"
"In post","2023","65+","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for International Trade","East of England","10","10","46130","45190"
"In post","2023","65+","Department for International Trade","London","30","30","59770","51750"
"In post","2023","65+","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for International Trade","North West (England)","5","5","[c]","[c]"
"In post","2023","65+","Department for International Trade","South East (England)","5","5","[c]","[c]"
"In post","2023","65+","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","East of England","10","5","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","London","30","25","51970","47320"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","North West (England)","10","10","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","South East (England)","10","10","64840","67470"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","South West (England)","20","15","36730","26830"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","Wales","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","65+","Department for Transport","East Midlands (England)","30","20","29230","27450"
"In post","2023","65+","Department for Transport","East of England","35","25","28840","27490"
"In post","2023","65+","Department for Transport","London","95","80","39350","34390"
"In post","2023","65+","Department for Transport","North East (England)","20","10","27220","27450"
"In post","2023","65+","Department for Transport","North West (England)","40","25","28230","27450"
"In post","2023","65+","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Transport","Scotland","30","25","30750","27450"
"In post","2023","65+","Department for Transport","South East (England)","60","50","31850","27650"
"In post","2023","65+","Department for Transport","South West (England)","35","25","30120","27490"
