"Status","Year","Age","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","20-29","Undeclared","No function","125","[c]","28690","27480"
"New entrant CS","2023","20-29","Undeclared","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Analysis","215","[c]","30800","31060"
"New entrant CS","2023","20-29","Unknown","Commercial","75","[c]","28370","27470"
"New entrant CS","2023","20-29","Unknown","Communications","70","[c]","34220","35010"
"New entrant CS","2023","20-29","Unknown","Counter Fraud","35","[c]","28810","28120"
"New entrant CS","2023","20-29","Unknown","Debt","250","[c]","23000","22520"
"New entrant CS","2023","20-29","Unknown","Digital, Data & Technology","340","[c]","32990","32500"
"New entrant CS","2023","20-29","Unknown","Finance","100","[c]","28280","26560"
"New entrant CS","2023","20-29","Unknown","Grants Management","30","[c]","22500","22150"
"New entrant CS","2023","20-29","Unknown","Human Resources","110","[c]","27680","27080"
"New entrant CS","2023","20-29","Unknown","Legal","55","[c]","28800","26900"
"New entrant CS","2023","20-29","Unknown","No function","6285","[c]","25850","24710"
"New entrant CS","2023","20-29","Unknown","Project Delivery","165","[c]","27920","25830"
"New entrant CS","2023","20-29","Unknown","Property","110","[c]","25300","22520"
"New entrant CS","2023","20-29","Unknown","Security","180","[c]","27000","26350"
"New entrant CS","2023","20-29","Unknown","Unknown","815","[c]","27190","25710"
"New entrant CS","2023","20-29","White","Analysis","585","[c]","31140","31560"
"New entrant CS","2023","20-29","White","Commercial","165","[c]","30560","28840"
"New entrant CS","2023","20-29","White","Communications","125","[c]","32590","32800"
"New entrant CS","2023","20-29","White","Counter Fraud","135","[c]","27090","27650"
"New entrant CS","2023","20-29","White","Debt","270","[c]","22540","22520"
"New entrant CS","2023","20-29","White","Digital, Data & Technology","585","[c]","31680","30080"
"New entrant CS","2023","20-29","White","Finance","155","[c]","29920","28120"
"New entrant CS","2023","20-29","White","Grants Management","85","[c]","22880","22150"
"New entrant CS","2023","20-29","White","Human Resources","200","[c]","28800","27340"
"New entrant CS","2023","20-29","White","Internal Audit","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Legal","395","[c]","28680","26900"
"New entrant CS","2023","20-29","White","No function","6560","[c]","26510","24270"
"New entrant CS","2023","20-29","White","Project Delivery","440","[c]","29340","28840"
"New entrant CS","2023","20-29","White","Property","140","[c]","27200","26000"
"New entrant CS","2023","20-29","White","Security","140","[c]","26760","25350"
"New entrant CS","2023","20-29","White","Unknown","720","[c]","28330","28840"
"New entrant CS","2023","30-39","Asian","Analysis","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Commercial","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Counter Fraud","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Debt","75","[c]","23060","22520"
"New entrant CS","2023","30-39","Asian","Digital, Data & Technology","110","[c]","42060","39420"
"New entrant CS","2023","30-39","Asian","Finance","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Grants Management","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Legal","65","[c]","40910","40800"
"New entrant CS","2023","30-39","Asian","No function","510","[c]","28210","25830"
"New entrant CS","2023","30-39","Asian","Project Delivery","45","[c]","40530","34260"
"New entrant CS","2023","30-39","Asian","Property","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Security","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Unknown","35","[c]","36340","32520"
"New entrant CS","2023","30-39","Black","Analysis","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Counter Fraud","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Debt","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Digital, Data & Technology","75","[c]","39240","37300"
"New entrant CS","2023","30-39","Black","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Legal","30","[c]","42790","47140"
"New entrant CS","2023","30-39","Black","No function","320","[c]","28320","27640"
"New entrant CS","2023","30-39","Black","Project Delivery","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Analysis","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Counter Fraud","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Debt","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Digital, Data & Technology","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Legal","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","No function","175","[c]","29900","26960"
"New entrant CS","2023","30-39","Mixed","Project Delivery","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Property","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other ethnicity","Digital, Data & Technology","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other ethnicity","No function","40","[c]","29790","25920"
"New entrant CS","2023","30-39","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other ethnicity","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Undeclared","Analysis","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Undeclared","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Undeclared","Digital, Data & Technology","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Undeclared","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Undeclared","Grants Management","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Undeclared","Legal","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Undeclared","No function","110","[c]","30770","27650"
"New entrant CS","2023","30-39","Undeclared","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Undeclared","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Analysis","30","[c]","38560","35410"
"New entrant CS","2023","30-39","Unknown","Commercial","40","[c]","33950","29160"
"New entrant CS","2023","30-39","Unknown","Communications","45","[c]","39590","37650"
"New entrant CS","2023","30-39","Unknown","Counter Fraud","30","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Debt","125","[c]","22760","22520"
"New entrant CS","2023","30-39","Unknown","Digital, Data & Technology","265","[c]","40090","37150"
"New entrant CS","2023","30-39","Unknown","Finance","50","[c]","33450","30080"
"New entrant CS","2023","30-39","Unknown","Grants Management","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Human Resources","90","[c]","33310","30320"
"New entrant CS","2023","30-39","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Legal","55","[c]","43350","44350"
"New entrant CS","2023","30-39","Unknown","No function","3500","[c]","27920","25750"
"New entrant CS","2023","30-39","Unknown","Project Delivery","95","[c]","39140","39490"
"New entrant CS","2023","30-39","Unknown","Property","60","[c]","31680","24710"
"New entrant CS","2023","30-39","Unknown","Security","105","[c]","29670","27500"
"New entrant CS","2023","30-39","Unknown","Unknown","720","[c]","31870","29100"
"New entrant CS","2023","30-39","White","Analysis","185","[c]","38310","35410"
"New entrant CS","2023","30-39","White","Commercial","120","[c]","42110","35200"
"New entrant CS","2023","30-39","White","Communications","100","[c]","40170","38870"
"New entrant CS","2023","30-39","White","Counter Fraud","115","[c]","29820","27890"
"New entrant CS","2023","30-39","White","Debt","140","[c]","22500","22520"
"New entrant CS","2023","30-39","White","Digital, Data & Technology","440","[c]","40840","38050"
"New entrant CS","2023","30-39","White","Finance","110","[c]","34780","33830"
"New entrant CS","2023","30-39","White","Grants Management","50","[c]","23630","22150"
"New entrant CS","2023","30-39","White","Human Resources","180","[c]","34080","32910"
"New entrant CS","2023","30-39","White","Internal Audit","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","White","Legal","275","[c]","42070","40800"
"New entrant CS","2023","30-39","White","No function","3915","[c]","29280","27100"
"New entrant CS","2023","30-39","White","Project Delivery","255","[c]","40290","37720"
"New entrant CS","2023","30-39","White","Property","95","[c]","32960","28840"
"New entrant CS","2023","30-39","White","Security","100","[c]","30200","27500"
"New entrant CS","2023","30-39","White","Unknown","470","[c]","34880","32460"
"New entrant CS","2023","40-49","Asian","Analysis","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Commercial","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Counter Fraud","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Debt","35","[c]","23020","22520"
"New entrant CS","2023","40-49","Asian","Digital, Data & Technology","90","[c]","46890","43200"
"New entrant CS","2023","40-49","Asian","Finance","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Grants Management","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Human Resources","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Internal Audit","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Legal","30","[c]","45970","49050"
"New entrant CS","2023","40-49","Asian","No function","340","[c]","28730","25750"
"New entrant CS","2023","40-49","Asian","Project Delivery","30","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Property","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Security","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Analysis","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Counter Fraud","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Debt","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Digital, Data & Technology","55","[c]","42550","39560"
"New entrant CS","2023","40-49","Black","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Legal","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","No function","225","[c]","29280","27640"
"New entrant CS","2023","40-49","Black","Project Delivery","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Digital, Data & Technology","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Legal","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","No function","105","[c]","32790","28510"
"New entrant CS","2023","40-49","Mixed","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Property","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Legal","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","No function","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Digital, Data & Technology","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Grants Management","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Legal","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","No function","55","[c]","34070","26400"
"New entrant CS","2023","40-49","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Analysis","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Commercial","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Communications","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Counter Fraud","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Debt","80","[c]","22810","22520"
"New entrant CS","2023","40-49","Unknown","Digital, Data & Technology","140","[c]","45380","41010"
"New entrant CS","2023","40-49","Unknown","Finance","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Grants Management","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Human Resources","65","[c]","34980","31660"
"New entrant CS","2023","40-49","Unknown","Legal","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","No function","2160","[c]","28970","25750"
"New entrant CS","2023","40-49","Unknown","Project Delivery","60","[c]","44160","41000"
"New entrant CS","2023","40-49","Unknown","Property","60","[c]","34050","29800"
"New entrant CS","2023","40-49","Unknown","Security","75","[c]","34020","27500"
"New entrant CS","2023","40-49","Unknown","Unknown","410","[c]","34360","29100"
"New entrant CS","2023","40-49","White","Analysis","65","[c]","42060","37680"
"New entrant CS","2023","40-49","White","Commercial","100","[c]","49100","39030"
"New entrant CS","2023","40-49","White","Communications","75","[c]","45990","42140"
"New entrant CS","2023","40-49","White","Counter Fraud","85","[c]","28970","27770"
"New entrant CS","2023","40-49","White","Debt","100","[c]","22510","22520"
"New entrant CS","2023","40-49","White","Digital, Data & Technology","350","[c]","46350","42030"
"New entrant CS","2023","40-49","White","Finance","95","[c]","39640","34400"
"New entrant CS","2023","40-49","White","Grants Management","55","[c]","23540","22150"
"New entrant CS","2023","40-49","White","Human Resources","150","[c]","37270","33830"
"New entrant CS","2023","40-49","White","Internal Audit","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Legal","135","[c]","40430","40800"
"New entrant CS","2023","40-49","White","No function","2695","[c]","31220","26410"
"New entrant CS","2023","40-49","White","Project Delivery","220","[c]","44950","41190"
"New entrant CS","2023","40-49","White","Property","115","[c]","40510","34950"
"New entrant CS","2023","40-49","White","Security","85","[c]","33030","27500"
"New entrant CS","2023","40-49","White","Unknown","385","[c]","37220","33520"
"New entrant CS","2023","50-59","Asian","Analysis","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Debt","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Digital, Data & Technology","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Legal","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","No function","135","[c]","29700","25810"
"New entrant CS","2023","50-59","Asian","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Black","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Black","Debt","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Black","Digital, Data & Technology","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Black","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Black","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Black","Legal","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Black","No function","135","[c]","29910","25830"
"New entrant CS","2023","50-59","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Black","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Mixed","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Mixed","Digital, Data & Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Mixed","No function","60","[c]","29290","25480"
"New entrant CS","2023","50-59","Mixed","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Other ethnicity","Digital, Data & Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Other ethnicity","No function","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","No function","75","[c]","31860","27370"
"New entrant CS","2023","50-59","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Analysis","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Counter Fraud","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Debt","60","[c]","22840","22520"
"New entrant CS","2023","50-59","Unknown","Digital, Data & Technology","80","[c]","50540","41000"
"New entrant CS","2023","50-59","Unknown","Finance","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Grants Management","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","55","[c]","37770","30080"
"New entrant CS","2023","50-59","Unknown","Legal","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","No function","1940","[c]","28180","25750"
"New entrant CS","2023","50-59","Unknown","Project Delivery","30","[c]","49160","41000"
