"Status","Year","Age","Ethnicity","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Unknown","London","Male","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Outside London","Female","240","225","22960","22400"
"In post","2023","16-19","Unknown","Outside London","Male","270","260","22480","22400"
"In post","2023","16-19","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2023","16-19","White","London","Female","25","25","[c]","[c]"
"In post","2023","16-19","White","London","Male","15","15","[c]","[c]"
"In post","2023","16-19","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Outside London","Female","340","330","23340","22520"
"In post","2023","16-19","White","Outside London","Male","330","325","23130","22520"
"In post","2023","16-19","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","London","Female","1695","1680","35520","33400"
"In post","2023","20-29","Asian","London","Male","1160","1155","35830","33630"
"In post","2023","20-29","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Outside London","Female","2160","2080","27350","26400"
"In post","2023","20-29","Asian","Outside London","Male","2025","1990","27790","27650"
"In post","2023","20-29","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Overseas","Female","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Overseas","Male","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","Female","10","5","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","Male","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","London","Female","995","985","34060","32520"
"In post","2023","20-29","Black","London","Male","380","375","33820","32520"
"In post","2023","20-29","Black","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Outside London","Female","555","545","28220","27890"
"In post","2023","20-29","Black","Outside London","Male","285","285","28620","28120"
"In post","2023","20-29","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","London","Female","620","615","37190","34190"
"In post","2023","20-29","Mixed","London","Male","400","395","37870","35010"
"In post","2023","20-29","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Outside London","Female","880","855","28200","28080"
"In post","2023","20-29","Mixed","Outside London","Male","540","535","29430","28120"
"In post","2023","20-29","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Overseas","Female","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","Overseas","Male","15","15","[c]","[c]"
"In post","2023","20-29","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","Female","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","London","Female","185","185","35630","33630"
"In post","2023","20-29","Other ethnicity","London","Male","140","140","38660","34760"
"In post","2023","20-29","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Outside London","Female","125","120","28370","28120"
"In post","2023","20-29","Other ethnicity","Outside London","Male","100","100","30340","28540"
"In post","2023","20-29","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Overseas","Male","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","London","Female","160","155","38520","35630"
"In post","2023","20-29","Undeclared","London","Male","230","225","40130","35950"
"In post","2023","20-29","Undeclared","Outside London","Female","280","270","29170","28120"
"In post","2023","20-29","Undeclared","Outside London","Male","530","525","31140","30320"
"In post","2023","20-29","Undeclared","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","London","Female","3220","3195","37080","35010"
"In post","2023","20-29","Unknown","London","Male","2490","2475","38360","35760"
"In post","2023","20-29","Unknown","Outside London","Female","8140","7905","27020","25750"
"In post","2023","20-29","Unknown","Outside London","Male","7650","7580","27760","26350"
"In post","2023","20-29","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Overseas","Female","40","40","43450","41440"
"In post","2023","20-29","Unknown","Overseas","Male","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Female","80","80","32520","31710"
"In post","2023","20-29","Unknown","Unknown","Male","355","355","31610","31710"
"In post","2023","20-29","White","London","Female","6220","6185","39880","36970"
"In post","2023","20-29","White","London","Male","4805","4795","40600","38020"
"In post","2023","20-29","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Outside London","Female","22125","21640","28980","28120"
"In post","2023","20-29","White","Outside London","Male","16155","16065","29420","28120"
"In post","2023","20-29","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Overseas","Female","120","120","37590","33650"
"In post","2023","20-29","White","Overseas","Male","90","90","39370","35180"
"In post","2023","20-29","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Unknown","Female","45","45","30020","28120"
"In post","2023","20-29","White","Unknown","Male","40","40","32450","28120"
"In post","2023","20-29","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","London","Female","2055","1940","42740","39450"
"In post","2023","30-39","Asian","London","Male","1665","1655","42890","39150"
"In post","2023","30-39","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Outside London","Female","2940","2645","30520","28120"
"In post","2023","30-39","Asian","Outside London","Male","2960","2895","32450","28130"
"In post","2023","30-39","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Overseas","Female","15","15","[c]","[c]"
"In post","2023","30-39","Asian","Overseas","Male","35","35","51310","52720"
"In post","2023","30-39","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Unknown","Female","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Unknown","Male","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","London","Female","1260","1210","38680","35400"
"In post","2023","30-39","Black","London","Male","610","610","38120","35590"
"In post","2023","30-39","Black","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Outside London","Female","1010","950","30890","28120"
"In post","2023","30-39","Black","Outside London","Male","665","655","32280","30370"
"In post","2023","30-39","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Overseas","Female","5","5","[c]","[c]"
"In post","2023","30-39","Black","Overseas","Male","10","10","[c]","[c]"
"In post","2023","30-39","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","London","Female","625","595","45820","43000"
"In post","2023","30-39","Mixed","London","Male","440","435","46690","42700"
"In post","2023","30-39","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Outside London","Female","970","900","33150","29220"
"In post","2023","30-39","Mixed","Outside London","Male","700","690","34560","31510"
"In post","2023","30-39","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Overseas","Female","25","25","[c]","[c]"
"In post","2023","30-39","Mixed","Overseas","Male","20","20","[c]","[c]"
"In post","2023","30-39","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","London","Female","215","205","45580","42420"
"In post","2023","30-39","Other ethnicity","London","Male","145","145","47540","45270"
"In post","2023","30-39","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Outside London","Female","195","180","33870","30940"
"In post","2023","30-39","Other ethnicity","Outside London","Male","140","140","33320","31310"
"In post","2023","30-39","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Overseas","Female","5","5","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","London","Female","335","325","46580","43210"
"In post","2023","30-39","Undeclared","London","Male","510","505","48660","45560"
"In post","2023","30-39","Undeclared","Outside London","Female","825","750","32740","29450"
"In post","2023","30-39","Undeclared","Outside London","Male","1615","1595","35950","33700"
"In post","2023","30-39","Undeclared","Overseas","Female","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Overseas","Male","35","35","48050","45150"
"In post","2023","30-39","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","London","Female","2350","2275","46640","43310"
"In post","2023","30-39","Unknown","London","Male","2200","2180","46460","43000"
"In post","2023","30-39","Unknown","Outside London","Female","8020","7335","30810","28120"
"In post","2023","30-39","Unknown","Outside London","Male","8115","8010","32430","28880"
"In post","2023","30-39","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Overseas","Female","130","130","53290","53640"
"In post","2023","30-39","Unknown","Overseas","Male","110","110","51040","53550"
"In post","2023","30-39","Unknown","Unknown","Female","65","65","40540","41390"
"In post","2023","30-39","Unknown","Unknown","Male","360","360","41270","40690"
"In post","2023","30-39","White","London","Female","6785","6490","51540","54220"
"In post","2023","30-39","White","London","Male","6010","5965","51580","54130"
"In post","2023","30-39","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","White","Outside London","Female","34255","31420","33700","31240"
"In post","2023","30-39","White","Outside London","Male","27120","26900","35090","32400"
"In post","2023","30-39","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","White","Overseas","Female","270","265","48700","50850"
"In post","2023","30-39","White","Overseas","Male","350","350","49650","52060"
"In post","2023","30-39","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","White","Unknown","Female","50","45","34490","28480"
"In post","2023","30-39","White","Unknown","Male","60","60","33300","28120"
"In post","2023","30-39","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Asian","London","Female","2410","2195","42440","36620"
"In post","2023","40-49","Asian","London","Male","1560","1535","43430","39150"
"In post","2023","40-49","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Asian","Outside London","Female","2940","2550","31940","28120"
"In post","2023","40-49","Asian","Outside London","Male","2540","2450","34030","28130"
"In post","2023","40-49","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Asian","Overseas","Female","40","40","56050","56100"
"In post","2023","40-49","Asian","Overseas","Male","35","35","[c]","[c]"
"In post","2023","40-49","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Asian","Unknown","Female","15","15","[c]","[c]"
"In post","2023","40-49","Asian","Unknown","Male","10","10","[c]","[c]"
"In post","2023","40-49","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Black","London","Female","1350","1270","38940","35410"
"In post","2023","40-49","Black","London","Male","705","705","39930","36050"
"In post","2023","40-49","Black","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Black","Outside London","Female","965","895","31930","28120"
"In post","2023","40-49","Black","Outside London","Male","855","845","33610","30880"
"In post","2023","40-49","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Black","Overseas","Female","20","20","[c]","[c]"
"In post","2023","40-49","Black","Overseas","Male","15","15","[c]","[c]"
"In post","2023","40-49","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Black","Unknown","Female","5","5","[c]","[c]"
"In post","2023","40-49","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","London","Female","450","425","48950","44220"
"In post","2023","40-49","Mixed","London","Male","270","270","50360","46810"
"In post","2023","40-49","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Outside London","Female","800","725","35370","30560"
"In post","2023","40-49","Mixed","Outside London","Male","525","520","37450","33120"
"In post","2023","40-49","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Overseas","Female","10","10","[c]","[c]"
"In post","2023","40-49","Mixed","Overseas","Male","20","20","[c]","[c]"
"In post","2023","40-49","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","London","Female","175","165","44740","40250"
"In post","2023","40-49","Other ethnicity","London","Male","140","135","51100","42780"
"In post","2023","40-49","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Outside London","Female","170","150","35250","31280"
"In post","2023","40-49","Other ethnicity","Outside London","Male","150","150","36490","32060"
"In post","2023","40-49","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Overseas","Male","10","10","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","London","Female","450","415","45840","40300"
"In post","2023","40-49","Undeclared","London","Male","560","550","50930","45950"
"In post","2023","40-49","Undeclared","Outside London","Female","1340","1210","34870","30710"
"In post","2023","40-49","Undeclared","Outside London","Male","2105","2070","37290","34170"
"In post","2023","40-49","Undeclared","Overseas","Female","25","25","[c]","[c]"
"In post","2023","40-49","Undeclared","Overseas","Male","35","35","51560","52480"
"In post","2023","40-49","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","London","Female","1500","1395","48360","43150"
"In post","2023","40-49","Unknown","London","Male","1285","1270","50120","43760"
"In post","2023","40-49","Unknown","Outside London","Female","5990","5415","32780","28120"
"In post","2023","40-49","Unknown","Outside London","Male","5120","5020","35070","30820"
"In post","2023","40-49","Unknown","Overseas","Female","90","90","58360","58220"
"In post","2023","40-49","Unknown","Overseas","Male","105","105","59900","58940"
"In post","2023","40-49","Unknown","Unknown","Female","60","60","40750","38510"
"In post","2023","40-49","Unknown","Unknown","Male","290","290","46070","41890"
"In post","2023","40-49","White","London","Female","6045","5545","55490","55520"
"In post","2023","40-49","White","London","Male","5560","5505","56600","55770"
"In post","2023","40-49","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Outside London","Female","41110","37115","35550","31280"
"In post","2023","40-49","White","Outside London","Male","29695","29355","38250","34170"
"In post","2023","40-49","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Overseas","Female","250","250","60560","60080"
"In post","2023","40-49","White","Overseas","Male","400","400","56310","56100"
"In post","2023","40-49","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Unknown","Female","90","85","38810","33420"
"In post","2023","40-49","White","Unknown","Male","55","55","40420","33830"
"In post","2023","40-49","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Asian","London","Female","1885","1755","39020","32520"
"In post","2023","50-59","Asian","London","Male","1095","1080","41750","36180"
"In post","2023","50-59","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Asian","Outside London","Female","1910","1710","31690","28120"
"In post","2023","50-59","Asian","Outside London","Male","1485","1430","33590","28120"
"In post","2023","50-59","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Asian","Overseas","Female","5","5","[c]","[c]"
"In post","2023","50-59","Asian","Overseas","Male","15","15","[c]","[c]"
"In post","2023","50-59","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Asian","Unknown","Male","5","5","[c]","[c]"
"In post","2023","50-59","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Black","London","Female","2400","2310","37330","32520"
"In post","2023","50-59","Black","London","Male","1205","1190","38960","34390"
"In post","2023","50-59","Black","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Black","Outside London","Female","1010","950","31260","28120"
"In post","2023","50-59","Black","Outside London","Male","795","775","33780","30440"
"In post","2023","50-59","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Black","Overseas","Female","5","5","[c]","[c]"
"In post","2023","50-59","Black","Overseas","Male","5","5","[c]","[c]"
"In post","2023","50-59","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Black","Unknown","Female","5","5","[c]","[c]"
"In post","2023","50-59","Black","Unknown","Male","5","5","[c]","[c]"
"In post","2023","50-59","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mixed","London","Female","365","340","42960","37560"
"In post","2023","50-59","Mixed","London","Male","240","235","45100","39790"
"In post","2023","50-59","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mixed","Outside London","Female","605","555","33370","28120"
"In post","2023","50-59","Mixed","Outside London","Male","510","490","38570","32920"
"In post","2023","50-59","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mixed","Overseas","Female","5","5","[c]","[c]"
"In post","2023","50-59","Mixed","Overseas","Male","5","5","[c]","[c]"
"In post","2023","50-59","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","London","Female","155","145","43860","36500"
"In post","2023","50-59","Other ethnicity","London","Male","120","120","45200","39150"
"In post","2023","50-59","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Outside London","Female","140","135","32880","28120"
"In post","2023","50-59","Other ethnicity","Outside London","Male","200","195","36550","32920"
"In post","2023","50-59","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Overseas","Male","5","5","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","London","Female","730","685","40020","34370"
"In post","2023","50-59","Undeclared","London","Male","795","785","48580","43650"
"In post","2023","50-59","Undeclared","Outside London","Female","2305","2085","32430","28120"
"In post","2023","50-59","Undeclared","Outside London","Male","3270","3165","36800","34000"
"In post","2023","50-59","Undeclared","Overseas","Female","15","15","[c]","[c]"
"In post","2023","50-59","Undeclared","Overseas","Male","35","35","58810","58000"
"In post","2023","50-59","Undeclared","Unknown","Female","5","5","[c]","[c]"
"In post","2023","50-59","Undeclared","Unknown","Male","15","15","[c]","[c]"
"In post","2023","50-59","Unknown","London","Female","1115","1055","44810","37130"
"In post","2023","50-59","Unknown","London","Male","1140","1115","48580","41550"
"In post","2023","50-59","Unknown","Outside London","Female","5295","4815","31530","27650"
"In post","2023","50-59","Unknown","Outside London","Male","5330","5115","35630","30440"
"In post","2023","50-59","Unknown","Overseas","Female","55","55","59720","58540"
"In post","2023","50-59","Unknown","Overseas","Male","55","50","59210","56650"
"In post","2023","50-59","Unknown","Unknown","Female","30","30","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","Male","445","440","47180","43120"
"In post","2023","50-59","White","London","Female","6015","5680","50050","43760"
"In post","2023","50-59","White","London","Male","6550","6465","53200","47040"
"In post","2023","50-59","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","White","Outside London","Female","52690","47800","33530","28120"
"In post","2023","50-59","White","Outside London","Male","40620","39530","37750","33990"
"In post","2023","50-59","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","White","Overseas","Female","240","240","59780","58290"
"In post","2023","50-59","White","Overseas","Male","440","440","55580","50970"
"In post","2023","50-59","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","White","Unknown","Female","110","105","34280","28500"
"In post","2023","50-59","White","Unknown","Male","105","100","41830","38470"
"In post","2023","50-59","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","London","Female","605","505","34460","31950"
"In post","2023","60-64","Asian","London","Male","350","315","38660","32520"
"In post","2023","60-64","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Outside London","Female","420","335","29010","26920"
"In post","2023","60-64","Asian","Outside London","Male","335","305","32930","28120"
