"Status","Year","Age","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","South West (England)","20","20","58690","57270"
"In post","2023","50-59","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Wales","45","40","36780","35000"
"In post","2023","50-59","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Midlands (England)","240","235","47060","42900"
"In post","2023","50-59","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","100","95","43650","42140"
"In post","2023","50-59","Digital, Data & Technology","HM Treasury (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Health and Safety Executive","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Health and Safety Executive","North West (England)","30","30","42720","33480"
"In post","2023","50-59","Digital, Data & Technology","Health and Safety Executive","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Home Office","East of England","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Home Office","London","270","265","53900","49800"
"In post","2023","50-59","Digital, Data & Technology","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Home Office","North West (England)","105","100","48590","42300"
"In post","2023","50-59","Digital, Data & Technology","Home Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Home Office","South East (England)","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Home Office","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Home Office","Yorkshire and The Humber","30","25","53560","54610"
"In post","2023","50-59","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Intellectual Property Office","Wales","65","65","52120","49770"
"In post","2023","50-59","Digital, Data & Technology","Maritime and Coastguard Agency","South East (England)","15","15","48390","45450"
"In post","2023","50-59","Digital, Data & Technology","Maritime and Coastguard Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","10","10","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Met Office","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Met Office","East of England","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Met Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Met Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Met Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Met Office","Scotland","20","20","35450","35230"
"In post","2023","50-59","Digital, Data & Technology","Met Office","South East (England)","10","10","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Met Office","South West (England)","275","260","44500","43420"
"In post","2023","50-59","Digital, Data & Technology","Met Office","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Met Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Met Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East Midlands (England)","25","25","28740","27470"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East of England","115","110","34390","34300"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","110","105","41720","38330"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","North West (England)","75","70","36580","34300"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Northern Ireland","15","15","27900","28220"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","20","20","40400","41230"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Scotland","40","40","28660","27470"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South East (England)","165","165","36040","34300"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South West (England)","290","285","42030","37640"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Wales","10","10","29000","27140"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","West Midlands (England)","75","70","33660","29570"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","25","25","31720","31700"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","East Midlands (England)","15","15","47750","47100"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","East of England","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","110","110","53880","55720"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","North East (England)","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","North West (England)","15","15","41590","40110"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Scotland","10","10","46200","51770"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","South East (England)","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","South West (England)","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","West Midlands (England)","20","20","43020","37790"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","25","25","57570","59590"
"In post","2023","50-59","Digital, Data & Technology","National Crime Agency","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","National Crime Agency","London","20","20","62490","57500"
"In post","2023","50-59","Digital, Data & Technology","National Crime Agency","North West (England)","15","15","43340","43010"
"In post","2023","50-59","Digital, Data & Technology","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","National Crime Agency","South East (England)","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","National Crime Agency","Yorkshire and The Humber","10","10","45670","46340"
"In post","2023","50-59","Digital, Data & Technology","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","National Savings and Investments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","National Savings and Investments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","15","15","52570","44250"
"In post","2023","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","North West (England)","10","10","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","London","15","15","55520","48200"
"In post","2023","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","Scotland","10","10","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Planning Inspectorate","South West (England)","10","10","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Registers of Scotland","Scotland","10","10","42800","39590"
"In post","2023","50-59","Digital, Data & Technology","Scottish Courts and Tribunals Service","Scotland","15","15","47620","40570"
"In post","2023","50-59","Digital, Data & Technology","Scottish Prison Service","Scotland","20","20","48030","49780"
"In post","2023","50-59","Digital, Data & Technology","Serious Fraud Office","London","10","10","45880","41580"
"In post","2023","50-59","Digital, Data & Technology","Submarine Delivery Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Submarine Delivery Agency","South West (England)","20","20","43890","42440"
"In post","2023","50-59","Digital, Data & Technology","The Insolvency Service","East Midlands (England)","[c]","[c]","[c]","[c]"
