"Status","Year","Organisation","Region_ITL1","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Driver and Vehicle Licensing Agency","North West (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","South East (England)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","South East (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","South East (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","South East (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","South East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","South West (England)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","South West (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","South West (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","South West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Wales","AA/AO","Heterosexual / straight","2350","2025","21770","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Wales","AA/AO","LGBO","155","145","21630","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Wales","AA/AO","Undeclared","835","650","21350","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Wales","AA/AO","Unknown","510","445","21320","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Wales","EO","Heterosexual / straight","620","590","27250","27190"
"In post","2023","Driver and Vehicle Licensing Agency","Wales","EO","LGBO","35","35","27100","26960"
"In post","2023","Driver and Vehicle Licensing Agency","Wales","EO","Undeclared","160","150","27430","27450"
"In post","2023","Driver and Vehicle Licensing Agency","Wales","EO","Unknown","50","50","27040","26960"
"In post","2023","Driver and Vehicle Licensing Agency","Wales","G6/G7","Heterosexual / straight","210","205","64650","60850"
"In post","2023","Driver and Vehicle Licensing Agency","Wales","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Wales","G6/G7","Undeclared","50","50","63190","58610"
"In post","2023","Driver and Vehicle Licensing Agency","Wales","G6/G7","Unknown","30","30","72560","75350"
"In post","2023","Driver and Vehicle Licensing Agency","Wales","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Wales","SEO/HEO","Heterosexual / straight","760","735","37750","34850"
"In post","2023","Driver and Vehicle Licensing Agency","Wales","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Wales","SEO/HEO","Undeclared","185","175","38590","39430"
"In post","2023","Driver and Vehicle Licensing Agency","Wales","SEO/HEO","Unknown","70","65","39370","39300"
"In post","2023","Driver and Vehicle Licensing Agency","West Midlands (England)","AA/AO","Heterosexual / straight","95","90","22500","22500"
"In post","2023","Driver and Vehicle Licensing Agency","West Midlands (England)","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","West Midlands (England)","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","West Midlands (England)","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","West Midlands (England)","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","West Midlands (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","West Midlands (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","West Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","West Midlands (England)","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","West Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Yorkshire and The Humber","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Yorkshire and The Humber","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Yorkshire and The Humber","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Midlands (England)","AA/AO","Heterosexual / straight","55","50","25830","27490"
"In post","2023","Driver and Vehicle Standards Agency","East Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Midlands (England)","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Midlands (England)","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Midlands (England)","EO","Heterosexual / straight","125","115","28060","27450"
"In post","2023","Driver and Vehicle Standards Agency","East Midlands (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Midlands (England)","EO","Undeclared","35","30","28030","27450"
"In post","2023","Driver and Vehicle Standards Agency","East Midlands (England)","EO","Unknown","55","55","27420","27260"
"In post","2023","Driver and Vehicle Standards Agency","East Midlands (England)","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Midlands (England)","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Midlands (England)","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Midlands (England)","SEO/HEO","Heterosexual / straight","115","115","36890","33850"
"In post","2023","Driver and Vehicle Standards Agency","East Midlands (England)","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Midlands (England)","SEO/HEO","Undeclared","30","30","38800","40370"
"In post","2023","Driver and Vehicle Standards Agency","East Midlands (England)","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East of England","AA/AO","Heterosexual / straight","50","50","28230","28590"
"In post","2023","Driver and Vehicle Standards Agency","East of England","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East of England","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East of England","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East of England","EO","Heterosexual / straight","140","125","28860","27450"
"In post","2023","Driver and Vehicle Standards Agency","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East of England","EO","Undeclared","35","30","29420","27450"
"In post","2023","Driver and Vehicle Standards Agency","East of England","EO","Unknown","50","50","27520","27190"
"In post","2023","Driver and Vehicle Standards Agency","East of England","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East of England","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East of England","SEO/HEO","Heterosexual / straight","45","40","34670","33700"
"In post","2023","Driver and Vehicle Standards Agency","East of England","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East of England","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East of England","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","London","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","London","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","London","EO","Heterosexual / straight","150","140","32080","31450"
"In post","2023","Driver and Vehicle Standards Agency","London","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","London","EO","Undeclared","50","45","31980","31450"
"In post","2023","Driver and Vehicle Standards Agency","London","EO","Unknown","45","45","31490","31260"
"In post","2023","Driver and Vehicle Standards Agency","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","London","SEO/HEO","Heterosexual / straight","40","40","38220","36950"
"In post","2023","Driver and Vehicle Standards Agency","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","London","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North East (England)","AA/AO","Heterosexual / straight","75","70","23490","22500"
"In post","2023","Driver and Vehicle Standards Agency","North East (England)","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North East (England)","AA/AO","Undeclared","40","35","22750","22500"
"In post","2023","Driver and Vehicle Standards Agency","North East (England)","AA/AO","Unknown","40","40","22850","22500"
"In post","2023","Driver and Vehicle Standards Agency","North East (England)","EO","Heterosexual / straight","70","65","27830","27400"
"In post","2023","Driver and Vehicle Standards Agency","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North East (England)","EO","Undeclared","30","25","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North East (England)","EO","Unknown","40","40","27100","26960"
"In post","2023","Driver and Vehicle Standards Agency","North East (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North East (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North East (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North East (England)","SEO/HEO","Heterosexual / straight","50","50","35850","33850"
"In post","2023","Driver and Vehicle Standards Agency","North East (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North East (England)","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North East (England)","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North West (England)","AA/AO","Heterosexual / straight","60","55","26620","27490"
"In post","2023","Driver and Vehicle Standards Agency","North West (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North West (England)","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North West (England)","AA/AO","Unknown","35","30","25790","27490"
"In post","2023","Driver and Vehicle Standards Agency","North West (England)","EO","Heterosexual / straight","160","145","28630","27450"
"In post","2023","Driver and Vehicle Standards Agency","North West (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North West (England)","EO","Undeclared","65","55","28310","27450"
"In post","2023","Driver and Vehicle Standards Agency","North West (England)","EO","Unknown","80","75","27690","27190"
"In post","2023","Driver and Vehicle Standards Agency","North West (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North West (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North West (England)","SEO/HEO","Heterosexual / straight","50","50","34310","33080"
"In post","2023","Driver and Vehicle Standards Agency","North West (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North West (England)","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North West (England)","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Scotland","AA/AO","Heterosexual / straight","35","35","27030","28590"
"In post","2023","Driver and Vehicle Standards Agency","Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Scotland","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Scotland","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Scotland","EO","Heterosexual / straight","90","80","28650","27450"
"In post","2023","Driver and Vehicle Standards Agency","Scotland","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Scotland","EO","Undeclared","35","30","27860","27450"
"In post","2023","Driver and Vehicle Standards Agency","Scotland","EO","Unknown","55","55","27420","26960"
"In post","2023","Driver and Vehicle Standards Agency","Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Scotland","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Scotland","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Scotland","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South East (England)","AA/AO","Heterosexual / straight","40","40","27370","28590"
"In post","2023","Driver and Vehicle Standards Agency","South East (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South East (England)","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South East (England)","AA/AO","Unknown","40","35","27060","27490"
"In post","2023","Driver and Vehicle Standards Agency","South East (England)","EO","Heterosexual / straight","175","160","29740","27450"
"In post","2023","Driver and Vehicle Standards Agency","South East (England)","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South East (England)","EO","Undeclared","60","55","29780","27450"
"In post","2023","Driver and Vehicle Standards Agency","South East (England)","EO","Unknown","90","85","29150","27260"
"In post","2023","Driver and Vehicle Standards Agency","South East (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South East (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South East (England)","SEO/HEO","Heterosexual / straight","60","60","36310","35190"
"In post","2023","Driver and Vehicle Standards Agency","South East (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South East (England)","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","AA/AO","Heterosexual / straight","60","55","26210","27490"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","EO","Heterosexual / straight","150","135","28400","27450"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","EO","LGBO","15","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","EO","Undeclared","40","35","28010","27450"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","EO","Unknown","50","45","27620","27260"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","SEO/HEO","Heterosexual / straight","125","120","36690","34800"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Wales","AA/AO","Heterosexual / straight","85","80","24010","22500"
"In post","2023","Driver and Vehicle Standards Agency","Wales","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Wales","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Wales","AA/AO","Unknown","80","75","23070","22500"
"In post","2023","Driver and Vehicle Standards Agency","Wales","EO","Heterosexual / straight","105","100","28380","27260"
"In post","2023","Driver and Vehicle Standards Agency","Wales","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Wales","EO","Undeclared","35","30","28220","27450"
"In post","2023","Driver and Vehicle Standards Agency","Wales","EO","Unknown","50","50","27650","26960"
"In post","2023","Driver and Vehicle Standards Agency","Wales","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Wales","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Wales","SEO/HEO","Heterosexual / straight","105","100","36680","34660"
"In post","2023","Driver and Vehicle Standards Agency","Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Wales","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Wales","SEO/HEO","Unknown","40","40","35830","32670"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands (England)","AA/AO","Heterosexual / straight","45","40","26680","27490"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands (England)","AA/AO","Unknown","35","30","26250","27490"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands (England)","EO","Heterosexual / straight","130","125","28600","27450"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands (England)","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands (England)","EO","Undeclared","45","40","27980","27450"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands (England)","EO","Unknown","65","60","28490","27260"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands (England)","SEO/HEO","Heterosexual / straight","50","45","34360","32810"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands (England)","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Yorkshire and The Humber","AA/AO","Heterosexual / straight","90","80","24920","22500"
"In post","2023","Driver and Vehicle Standards Agency","Yorkshire and The Humber","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Yorkshire and The Humber","AA/AO","Undeclared","20","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Yorkshire and The Humber","AA/AO","Unknown","55","50","23790","22500"
"In post","2023","Driver and Vehicle Standards Agency","Yorkshire and The Humber","EO","Heterosexual / straight","125","115","28510","27450"
"In post","2023","Driver and Vehicle Standards Agency","Yorkshire and The Humber","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Yorkshire and The Humber","EO","Undeclared","45","40","28010","27450"
"In post","2023","Driver and Vehicle Standards Agency","Yorkshire and The Humber","EO","Unknown","70","70","27540","26960"
"In post","2023","Driver and Vehicle Standards Agency","Yorkshire and The Humber","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Yorkshire and The Humber","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Yorkshire and The Humber","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Yorkshire and The Humber","SEO/HEO","Heterosexual / straight","45","45","35060","33240"
"In post","2023","Driver and Vehicle Standards Agency","Yorkshire and The Humber","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Yorkshire and The Humber","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Yorkshire and The Humber","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Education Scotland","Scotland","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Education Scotland","Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Scotland","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2023","Education Scotland","Scotland","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Education Scotland","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Scotland","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Education Scotland","Scotland","G6/G7","Heterosexual / straight","145","140","73510","79110"
"In post","2023","Education Scotland","Scotland","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Education Scotland","Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Scotland","G6/G7","Unknown","75","70","71230","70920"
"In post","2023","Education Scotland","Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Scotland","SEO/HEO","Heterosexual / straight","30","30","44920","44110"
"In post","2023","Education Scotland","Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Scotland","SEO/HEO","Unknown","30","30","42700","41640"
"In post","2023","Education and Skills Funding Agency","East Midlands (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","East Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","East Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","East Midlands (England)","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","East Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","East Midlands (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","East Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","East Midlands (England)","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","East Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","East Midlands (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","East Midlands (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","East of England","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
