"Status","Year","Age","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North East (England)","Sunderland","10","10","[c]","[c]"
"In post","2023","16-19","North East (England)","Tyneside","35","35","23030","22520"
"In post","2023","16-19","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Chorley and West Lancashire","10","10","[c]","[c]"
"In post","2023","16-19","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Greater Manchester North West","10","10","25630","26260"
"In post","2023","16-19","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Greater Manchester South West","15","15","23560","22520"
"In post","2023","16-19","North West (England)","Lancaster and Wyre","5","5","[c]","[c]"
"In post","2023","16-19","North West (England)","Liverpool","40","35","23110","22520"
"In post","2023","16-19","North West (England)","Manchester","20","20","23010","21690"
"In post","2023","16-19","North West (England)","Mid Lancashire","15","10","23390","23230"
"In post","2023","16-19","North West (England)","Sefton","10","10","22810","22400"
"In post","2023","16-19","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","West Cumbria","10","10","23970","23110"
"In post","2023","16-19","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Aberdeen City and Aberdeenshire","5","5","[c]","[c]"
"In post","2023","16-19","Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","City of Edinburgh","20","20","23050","22520"
"In post","2023","16-19","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","East Ayrshire and North Ayrshire mainland","15","15","20520","21090"
"In post","2023","16-19","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","5","5","[c]","[c]"
"In post","2023","16-19","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Glasgow City","40","35","22720","22520"
"In post","2023","16-19","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","South Lanarkshire","10","10","22610","22520"
"In post","2023","16-19","South East (England)","Berkshire","5","5","[c]","[c]"
"In post","2023","16-19","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Buckinghamshire","5","5","[c]","[c]"
"In post","2023","16-19","South East (England)","Central Hampshire","10","10","27730","30520"
"In post","2023","16-19","South East (England)","East Kent","45","45","23400","22400"
"In post","2023","16-19","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","East Sussex CC","5","5","[c]","[c]"
"In post","2023","16-19","South East (England)","Isle of Wight","5","5","[c]","[c]"
"In post","2023","16-19","South East (England)","Kent Thames Gateway","5","5","[c]","[c]"
"In post","2023","16-19","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Milton Keynes","35","35","24250","23800"
"In post","2023","16-19","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Oxfordshire CC","5","5","[c]","[c]"
"In post","2023","16-19","South East (England)","Portsmouth","10","10","[c]","[c]"
"In post","2023","16-19","South East (England)","South Hampshire","30","25","21040","20320"
"In post","2023","16-19","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","West Surrey","5","5","[c]","[c]"
"In post","2023","16-19","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","100","100","19430","18780"
"In post","2023","16-19","South West (England)","Bristol, City of","20","20","22810","22520"
"In post","2023","16-19","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South West (England)","Devon CC","15","15","22310","19770"
"In post","2023","16-19","South West (England)","Dorset","5","5","[c]","[c]"
"In post","2023","16-19","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South West (England)","Plymouth","20","20","21840","21570"
"In post","2023","16-19","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South West (England)","Wiltshire","40","40","22460","23290"
"In post","2023","16-19","Unknown","Unknown","40","40","21120","17810"
"In post","2023","16-19","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wales","Cardiff and Vale of Glamorgan","30","30","22940","22520"
"In post","2023","16-19","Wales","Central Valleys","5","5","[c]","[c]"
"In post","2023","16-19","Wales","Flintshire and Wrexham","15","15","20700","19840"
"In post","2023","16-19","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wales","Monmouthshire and Newport","20","20","22720","21780"
"In post","2023","16-19","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wales","Swansea","85","75","20850","21690"
"In post","2023","16-19","West Midlands (England)","Birmingham","45","45","23520","22510"
"In post","2023","16-19","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Staffordshire CC","20","20","23890","23230"
"In post","2023","16-19","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","Bradford","25","20","22230","22520"
"In post","2023","16-19","Yorkshire and The Humber","East Riding of Yorkshire","10","10","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","Kingston upon Hull, City of","5","5","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","Leeds","50","50","24180","22870"
"In post","2023","16-19","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","Sheffield","15","15","22660","22090"
"In post","2023","16-19","Yorkshire and The Humber","Wakefield","10","10","26220","28880"
"In post","2023","16-19","Yorkshire and The Humber","York","5","5","[c]","[c]"
"In post","2023","20-29","East Midlands (England)","Derby","155","150","25910","24570"
"In post","2023","20-29","East Midlands (England)","East Derbyshire","25","25","25680","24570"
"In post","2023","20-29","East Midlands (England)","Leicester","375","365","25320","23640"
"In post","2023","20-29","East Midlands (England)","Leicestershire CC and Rutland","315","310","27020","27240"
"In post","2023","20-29","East Midlands (England)","Lincolnshire CC","350","345","27320","28120"
"In post","2023","20-29","East Midlands (England)","North Northamptonshire","85","85","24970","23020"
"In post","2023","20-29","East Midlands (England)","North Nottinghamshire","180","175","27950","28880"
"In post","2023","20-29","East Midlands (England)","Nottingham","1660","1625","28470","27890"
"In post","2023","20-29","East Midlands (England)","South Nottinghamshire","140","135","29100","28880"
"In post","2023","20-29","East Midlands (England)","South and West Derbyshire","145","145","29140","28880"
"In post","2023","20-29","East Midlands (England)","West Northamptonshire","185","180","26570","25830"
"In post","2023","20-29","East of England","Bedford","160","160","29100","30880"
"In post","2023","20-29","East of England","Breckland and South Norfolk","90","90","29030","28880"
"In post","2023","20-29","East of England","Cambridgeshire CC","460","455","29390","28880"
"In post","2023","20-29","East of England","Central Bedfordshire","40","40","29060","28120"
"In post","2023","20-29","East of England","Essex Haven Gateway","100","100","26490","25750"
"In post","2023","20-29","East of England","Essex Thames Gateway","115","110","27630","25610"
"In post","2023","20-29","East of England","Heart of Essex","240","235","28900","28880"
"In post","2023","20-29","East of England","Hertfordshire CC","375","365","32070","31280"
"In post","2023","20-29","East of England","Luton","105","105","25850","25830"
"In post","2023","20-29","East of England","North and West Norfolk","65","65","27200","28480"
"In post","2023","20-29","East of England","Norwich and East Norfolk","280","270","27470","28120"
"In post","2023","20-29","East of England","Peterborough","185","175","26530","23640"
"In post","2023","20-29","East of England","Southend-on-Sea","25","25","27090","25090"
"In post","2023","20-29","East of England","Suffolk CC","595","580","27700","27890"
"In post","2023","20-29","East of England","Thurrock","75","75","24620","22400"
"In post","2023","20-29","East of England","West Essex","70","70","27390","25880"
"In post","2023","20-29","London","Barking & Dagenham and Havering","90","90","31000","32520"
"In post","2023","20-29","London","Barnet","310","300","32670","32520"
"In post","2023","20-29","London","Bexley and Greenwich","290","290","31910","32520"
"In post","2023","20-29","London","Brent","100","100","31650","32520"
"In post","2023","20-29","London","Bromley","65","65","30300","32520"
"In post","2023","20-29","London","Camden and City of London","275","275","33390","30090"
"In post","2023","20-29","London","Croydon","1515","1500","34790","32170"
"In post","2023","20-29","London","Ealing","50","50","31280","32520"
"In post","2023","20-29","London","Enfield","40","40","31370","32520"
"In post","2023","20-29","London","Hackney and Newham","1050","1040","37390","32580"
"In post","2023","20-29","London","Haringey and Islington","270","265","32730","33800"
"In post","2023","20-29","London","Harrow and Hillingdon","405","400","30150","29750"
"In post","2023","20-29","London","Hounslow and Richmond upon Thames","580","575","31840","31310"
"In post","2023","20-29","London","Kensington & Chelsea and Hammersmith & Fulham","190","185","33710","33800"
"In post","2023","20-29","London","Lambeth","450","445","36940","34820"
"In post","2023","20-29","London","Lewisham and Southwark","185","180","29880","29100"
"In post","2023","20-29","London","Merton, Kingston upon Thames and Sutton","75","75","31910","32520"
"In post","2023","20-29","London","Redbridge and Waltham Forest","190","185","30070","29660"
"In post","2023","20-29","London","Tower Hamlets","1270","1260","37220","35000"
"In post","2023","20-29","London","Wandsworth","185","185","33340","33800"
"In post","2023","20-29","London","Westminster","15115","15060","40440","37870"
"In post","2023","20-29","North East (England)","Darlington","330","325","31770","30510"
"In post","2023","20-29","North East (England)","Durham","1010","975","26760","27570"
"In post","2023","20-29","North East (England)","Hartlepool and Stockton-on-Tees","210","205","27410","28880"
"In post","2023","20-29","North East (England)","Northumberland","35","35","26240","24570"
"In post","2023","20-29","North East (England)","South Teesside","130","130","25230","23640"
"In post","2023","20-29","North East (England)","Sunderland","370","355","25390","22520"
"In post","2023","20-29","North East (England)","Tyneside","2790","2740","28530","27890"
"In post","2023","20-29","North West (England)","Blackburn with Darwen","45","45","25090","24110"
"In post","2023","20-29","North West (England)","Blackpool","615","605","26610","28120"
"In post","2023","20-29","North West (England)","Cheshire East","190","190","27480","28120"
"In post","2023","20-29","North West (England)","Cheshire West and Chester","70","65","24330","23640"
"In post","2023","20-29","North West (England)","Chorley and West Lancashire","285","280","29130","28880"
"In post","2023","20-29","North West (England)","East Cumbria","85","85","24160","22150"
"In post","2023","20-29","North West (England)","East Lancashire","50","50","26030","25300"
"In post","2023","20-29","North West (England)","East Merseyside","110","110","26870","26840"
"In post","2023","20-29","North West (England)","Greater Manchester North East","145","145","27550","28120"
"In post","2023","20-29","North West (England)","Greater Manchester North West","290","285","25400","23640"
"In post","2023","20-29","North West (England)","Greater Manchester South East","120","120","25120","23640"
"In post","2023","20-29","North West (England)","Greater Manchester South West","2060","2035","30420","28120"
"In post","2023","20-29","North West (England)","Lancaster and Wyre","190","190","26690","27080"
"In post","2023","20-29","North West (England)","Liverpool","2560","2515","26900","25750"
"In post","2023","20-29","North West (England)","Manchester","1500","1485","30950","28880"
"In post","2023","20-29","North West (England)","Mid Lancashire","565","550","25940","23640"
"In post","2023","20-29","North West (England)","Sefton","770","755","26140","25750"
"In post","2023","20-29","North West (England)","Warrington","375","370","31310","30740"
"In post","2023","20-29","North West (England)","West Cumbria","180","175","25700","22530"
"In post","2023","20-29","North West (England)","Wirral","220","215","25700","23390"
"In post","2023","20-29","Northern Ireland","Antrim and Newtownabbey","15","15","26660","22130"
"In post","2023","20-29","Northern Ireland","Ards and North Down","5","5","[c]","[c]"
"In post","2023","20-29","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland","Belfast","510","495","26480","22520"
"In post","2023","20-29","Northern Ireland","Causeway Coast and Glens","5","5","[c]","[c]"
"In post","2023","20-29","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland","Lisburn and Castlereagh","60","60","27280","25750"
"In post","2023","20-29","Northern Ireland","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Overseas","Overseas","340","340","38980","34880"
"In post","2023","20-29","Scotland","Aberdeen City and Aberdeenshire","230","225","30160","29100"
"In post","2023","20-29","Scotland","Angus and Dundee City","375","365","26000","23340"
"In post","2023","20-29","Scotland","Caithness and Sutherland, and Ross and Cromarty","25","25","29080","28140"
"In post","2023","20-29","Scotland","City of Edinburgh","2365","2340","31900","29450"
"In post","2023","20-29","Scotland","Clackmannanshire and Fife","135","135","28810","28120"
"In post","2023","20-29","Scotland","Dumfries and Galloway","70","70","28990","28800"
"In post","2023","20-29","Scotland","East Ayrshire and North Ayrshire mainland","115","115","26310","23700"
"In post","2023","20-29","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","340","340","27670","26410"
"In post","2023","20-29","Scotland","East Lothian and Midlothian","15","15","31500","29880"
"In post","2023","20-29","Scotland","Falkirk","210","200","26820","24710"
"In post","2023","20-29","Scotland","Glasgow City","2580","2530","28700","26970"
"In post","2023","20-29","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","110","110","30500","26930"
"In post","2023","20-29","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","125","120","26630","25060"
"In post","2023","20-29","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","30","30","27770","26600"
"In post","2023","20-29","Scotland","Na h-Eileanan Siar","15","15","23230","21690"
"In post","2023","20-29","Scotland","North Lanarkshire","235","235","27230","26930"
"In post","2023","20-29","Scotland","Orkney Islands","5","5","[c]","[c]"
"In post","2023","20-29","Scotland","Perth and Kinross, and Stirling","170","170","28610","28140"
"In post","2023","20-29","Scotland","Scottish Borders","75","75","28310","27170"
"In post","2023","20-29","Scotland","Shetland Islands","5","5","[c]","[c]"
"In post","2023","20-29","Scotland","South Ayrshire","20","20","28170","28140"
"In post","2023","20-29","Scotland","South Lanarkshire","545","530","27460","23950"
"In post","2023","20-29","Scotland","West Lothian","35","35","28240","28140"
"In post","2023","20-29","South East (England)","Berkshire","380","375","29870","29480"
"In post","2023","20-29","South East (England)","Brighton and Hove","90","90","27350","28120"
"In post","2023","20-29","South East (England)","Buckinghamshire","245","240","30640","30810"
"In post","2023","20-29","South East (England)","Central Hampshire","770","765","31540","30650"
"In post","2023","20-29","South East (England)","East Kent","825","815","25820","25750"
"In post","2023","20-29","South East (England)","East Surrey","185","180","33030","34110"
"In post","2023","20-29","South East (England)","East Sussex CC","280","270","26760","28120"
"In post","2023","20-29","South East (England)","Isle of Wight","110","110","27960","29530"
"In post","2023","20-29","South East (England)","Kent Thames Gateway","230","225","29330","30880"
"In post","2023","20-29","South East (England)","Medway","225","225","30110","30880"
"In post","2023","20-29","South East (England)","Mid Kent","135","135","28850","28880"
"In post","2023","20-29","South East (England)","Milton Keynes","370","370","29070","28540"
"In post","2023","20-29","South East (England)","North Hampshire","85","85","27750","27020"
"In post","2023","20-29","South East (England)","Oxfordshire CC","305","300","29650","30880"
"In post","2023","20-29","South East (England)","Portsmouth","440","435","28380","27080"
"In post","2023","20-29","South East (England)","South Hampshire","565","545","30150","31060"
"In post","2023","20-29","South East (England)","Southampton","160","160","27790","26900"
"In post","2023","20-29","South East (England)","West Kent","10","10","32370","31940"
"In post","2023","20-29","South East (England)","West Surrey","400","395","29610","29080"
"In post","2023","20-29","South East (England)","West Sussex (North East)","140","135","27000","26880"
"In post","2023","20-29","South East (England)","West Sussex (South West)","120","120","30050","28130"
"In post","2023","20-29","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","2665","2640","30350","30740"
"In post","2023","20-29","South West (England)","Bournemouth, Christchurch and Poole","80","80","25990","25300"
"In post","2023","20-29","South West (England)","Bristol, City of","1240","1220","30630","28840"
"In post","2023","20-29","South West (England)","Cornwall and Isles of Scilly","130","125","25880","24090"
"In post","2023","20-29","South West (England)","Devon CC","695","685","27710","28120"
"In post","2023","20-29","South West (England)","Dorset","260","255","28210","28880"
"In post","2023","20-29","South West (England)","Gloucestershire CC","140","135","27430","28080"
"In post","2023","20-29","South West (England)","Plymouth","400","395","27990","26520"
"In post","2023","20-29","South West (England)","Somerset CC","280","275","27930","27610"
"In post","2023","20-29","South West (England)","Swindon","45","45","29400","28120"
"In post","2023","20-29","South West (England)","Torbay","25","25","25450","24570"
"In post","2023","20-29","South West (England)","Wiltshire","1310","1300","30420","30650"
"In post","2023","20-29","Unknown","Unknown","545","540","31630","29860"
"In post","2023","20-29","Wales","Bridgend and Neath Port Talbot","85","80","25300","22360"
"In post","2023","20-29","Wales","Cardiff and Vale of Glamorgan","1885","1860","28850","27890"
"In post","2023","20-29","Wales","Central Valleys","410","405","27710","28120"
"In post","2023","20-29","Wales","Conwy and Denbighshire","75","70","27020","25620"
"In post","2023","20-29","Wales","Flintshire and Wrexham","340","340","26770","28120"
"In post","2023","20-29","Wales","Gwent Valleys","65","65","25670","24570"
"In post","2023","20-29","Wales","Gwynedd","95","90","24870","23640"
"In post","2023","20-29","Wales","Isle of Anglesey","20","20","25590","25880"
"In post","2023","20-29","Wales","Monmouthshire and Newport","1100","1080","30850","31060"
"In post","2023","20-29","Wales","Powys","30","25","27730","26900"
"In post","2023","20-29","Wales","South West Wales","150","145","25330","25620"
"In post","2023","20-29","Wales","Swansea","1140","1090","24840","22500"
"In post","2023","20-29","West Midlands (England)","Birmingham","2685","2620","28010","26900"
"In post","2023","20-29","West Midlands (England)","Coventry","420","415","30930","30330"
"In post","2023","20-29","West Midlands (England)","Dudley","140","135","24860","21690"
"In post","2023","20-29","West Midlands (England)","Herefordshire, County of","45","45","27140","27080"
"In post","2023","20-29","West Midlands (England)","Sandwell","45","45","26510","27650"
"In post","2023","20-29","West Midlands (England)","Shropshire","85","85","27830","28480"
"In post","2023","20-29","West Midlands (England)","Solihull","210","205","26660","25880"
"In post","2023","20-29","West Midlands (England)","Staffordshire CC","690","680","29530","28880"
"In post","2023","20-29","West Midlands (England)","Stoke-on-Trent","210","200","24680","21780"
"In post","2023","20-29","West Midlands (England)","Telford and Wrekin","260","255","31420","28120"
"In post","2023","20-29","West Midlands (England)","Walsall","30","30","25200","24110"
"In post","2023","20-29","West Midlands (England)","Warwickshire CC","125","120","25790","23640"
"In post","2023","20-29","West Midlands (England)","Wolverhampton","135","135","28250","25830"
"In post","2023","20-29","West Midlands (England)","Worcestershire CC","325","325","27560","28880"
"In post","2023","20-29","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","415","405","27950","28880"
"In post","2023","20-29","Yorkshire and The Humber","Bradford","595","575","24300","22520"
"In post","2023","20-29","Yorkshire and The Humber","Calderdale and Kirklees","125","120","26880","28120"
"In post","2023","20-29","Yorkshire and The Humber","East Riding of Yorkshire","325","315","29060","28880"
"In post","2023","20-29","Yorkshire and The Humber","Kingston upon Hull, City of","300","295","27200","28080"
"In post","2023","20-29","Yorkshire and The Humber","Leeds","2855","2815","30390","28130"
"In post","2023","20-29","Yorkshire and The Humber","North Yorkshire CC","160","155","27670","27080"
"In post","2023","20-29","Yorkshire and The Humber","North and North East Lincolnshire","115","115","24510","23020"
"In post","2023","20-29","Yorkshire and The Humber","Sheffield","1425","1405","29270","25900"
"In post","2023","20-29","Yorkshire and The Humber","Wakefield","290","285","28460","28880"
"In post","2023","20-29","Yorkshire and The Humber","York","475","470","29160","27320"
"In post","2023","30-39","East Midlands (England)","Derby","215","195","28370","28120"
"In post","2023","30-39","East Midlands (England)","East Derbyshire","55","50","30790","28120"
"In post","2023","30-39","East Midlands (England)","Leicester","470","435","28670","28080"
"In post","2023","30-39","East Midlands (England)","Leicestershire CC and Rutland","455","430","31150","30740"
"In post","2023","30-39","East Midlands (England)","Lincolnshire CC","525","510","31620","30410"
"In post","2023","30-39","East Midlands (England)","North Northamptonshire","115","100","27040","26780"
"In post","2023","30-39","East Midlands (England)","North Nottinghamshire","260","250","31750","30610"
"In post","2023","30-39","East Midlands (England)","Nottingham","2125","2030","33490","31270"
"In post","2023","30-39","East Midlands (England)","South Nottinghamshire","215","200","34740","32420"
"In post","2023","30-39","East Midlands (England)","South and West Derbyshire","205","190","32610","31510"
"In post","2023","30-39","East Midlands (England)","West Northamptonshire","230","210","30760","28880"
"In post","2023","30-39","East of England","Bedford","180","170","31410","30880"
"In post","2023","30-39","East of England","Breckland and South Norfolk","135","125","32220","30440"
"In post","2023","30-39","East of England","Cambridgeshire CC","715","685","34200","33130"
"In post","2023","30-39","East of England","Central Bedfordshire","60","60","33220","29290"
"In post","2023","30-39","East of England","Essex Haven Gateway","150","140","31460","30810"
"In post","2023","30-39","East of England","Essex Thames Gateway","155","145","29080","26840"
"In post","2023","30-39","East of England","Heart of Essex","265","255","33810","32050"
"In post","2023","30-39","East of England","Hertfordshire CC","540","515","38050","34060"
"In post","2023","30-39","East of England","Luton","100","90","27940","27370"
"In post","2023","30-39","East of England","North and West Norfolk","145","140","29290","28880"
"In post","2023","30-39","East of England","Norwich and East Norfolk","390","360","30890","28880"
"In post","2023","30-39","East of England","Peterborough","315","285","29210","25880"
"In post","2023","30-39","East of England","Southend-on-Sea","55","50","28990","26960"
"In post","2023","30-39","East of England","Suffolk CC","740","690","31560","30350"
"In post","2023","30-39","East of England","Thurrock","70","65","28180","25980"
"In post","2023","30-39","East of England","West Essex","95","85","31350","31070"
"In post","2023","30-39","London","Barking & Dagenham and Havering","110","100","34340","32520"
"In post","2023","30-39","London","Barnet","330","315","40220","38760"
"In post","2023","30-39","London","Bexley and Greenwich","365","355","34810","34800"
"In post","2023","30-39","London","Brent","100","95","32710","32520"
"In post","2023","30-39","London","Bromley","85","80","33500","32520"
"In post","2023","30-39","London","Camden and City of London","340","335","44220","36180"
"In post","2023","30-39","London","Croydon","2135","2065","40840","36280"
"In post","2023","30-39","London","Ealing","75","75","34450","32520"
"In post","2023","30-39","London","Enfield","50","45","34180","32520"
"In post","2023","30-39","London","Hackney and Newham","1380","1325","43880","39450"
"In post","2023","30-39","London","Haringey and Islington","325","315","34760","33800"
"In post","2023","30-39","London","Harrow and Hillingdon","615","590","32900","30110"
"In post","2023","30-39","London","Hounslow and Richmond upon Thames","655","635","34980","34110"
"In post","2023","30-39","London","Kensington & Chelsea and Hammersmith & Fulham","215","205","35630","33800"
"In post","2023","30-39","London","Lambeth","585","570","42120","41160"
"In post","2023","30-39","London","Lewisham and Southwark","245","235","35310","32520"
"In post","2023","30-39","London","Merton, Kingston upon Thames and Sutton","110","105","36770","34310"
"In post","2023","30-39","London","Redbridge and Waltham Forest","225","210","33220","32520"
"In post","2023","30-39","London","Tower Hamlets","1765","1720","51320","54090"
"In post","2023","30-39","London","Wandsworth","185","185","35620","34980"
"In post","2023","30-39","London","Westminster","15310","14975","52380","54660"
"In post","2023","30-39","North East (England)","Darlington","450","435","39880","37590"
"In post","2023","30-39","North East (England)","Durham","1240","1165","29000","28120"
