"Status","Year","Profession_of_post","Region_ITL3","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data and Technology","East Cumbria","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Cumbria","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Cumbria","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Derbyshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Derbyshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","AO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Kent","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Kent","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Kent","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Kent","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Lancashire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Lancashire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Lothian and Midlothian","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Merseyside","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Merseyside","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Merseyside","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Merseyside","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Riding of Yorkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Riding of Yorkshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Riding of Yorkshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Riding of Yorkshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Riding of Yorkshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Surrey","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Surrey","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Surrey","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Surrey","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Sussex CC","Outside London","EO","10","10","27700","28120"
"In post","2023","Digital, Data and Technology","East Sussex CC","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Sussex CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Sussex CC","Outside London","HEO","10","10","31940","31660"
"In post","2023","Digital, Data and Technology","East Sussex CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Sussex CC","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Enfield","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Enfield","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Essex Haven Gateway","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Essex Haven Gateway","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Essex Haven Gateway","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Essex Haven Gateway","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Essex Haven Gateway","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Essex Thames Gateway","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Essex Thames Gateway","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Falkirk","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Falkirk","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Falkirk","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Falkirk","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Flintshire and Wrexham","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Flintshire and Wrexham","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Flintshire and Wrexham","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Flintshire and Wrexham","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Flintshire and Wrexham","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Glasgow City","Outside London","AO","15","15","25080","26410"
"In post","2023","Digital, Data and Technology","Glasgow City","Outside London","EO","65","65","28800","28120"
"In post","2023","Digital, Data and Technology","Glasgow City","Outside London","G6","20","20","67320","64370"
"In post","2023","Digital, Data and Technology","Glasgow City","Outside London","G7","75","75","54750","52380"
"In post","2023","Digital, Data and Technology","Glasgow City","Outside London","HEO","100","95","34570","34700"
"In post","2023","Digital, Data and Technology","Glasgow City","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Glasgow City","Outside London","SEO","75","75","41350","41780"
"In post","2023","Digital, Data and Technology","Gloucestershire CC","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gloucestershire CC","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gloucestershire CC","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gloucestershire CC","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gloucestershire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gloucestershire CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester North East","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester North East","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester North East","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester North East","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester North East","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester North West","Outside London","EO","10","10","28350","28120"
"In post","2023","Digital, Data and Technology","Greater Manchester North West","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester North West","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester North West","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester South East","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester South East","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester South East","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester South East","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester South East","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester South West","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester South West","Outside London","EO","55","55","27490","27650"
"In post","2023","Digital, Data and Technology","Greater Manchester South West","Outside London","G6","30","30","71470","71310"
"In post","2023","Digital, Data and Technology","Greater Manchester South West","Outside London","G7","110","110","57310","57970"
"In post","2023","Digital, Data and Technology","Greater Manchester South West","Outside London","HEO","170","165","33740","34400"
"In post","2023","Digital, Data and Technology","Greater Manchester South West","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester South West","Outside London","SEO","145","140","41610","42140"
"In post","2023","Digital, Data and Technology","Gwent Valleys","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gwent Valleys","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gwent Valleys","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gwent Valleys","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gwent Valleys","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gwent Valleys","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gwent Valleys","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gwynedd","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gwynedd","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gwynedd","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hackney and Newham","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hackney and Newham","London","EO","55","55","31820","32520"
"In post","2023","Digital, Data and Technology","Hackney and Newham","London","G6","25","25","78160","78600"
"In post","2023","Digital, Data and Technology","Hackney and Newham","London","G7","80","80","63590","63990"
"In post","2023","Digital, Data and Technology","Hackney and Newham","London","HEO","110","105","38830","39450"
"In post","2023","Digital, Data and Technology","Hackney and Newham","London","SCS level","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hackney and Newham","London","SEO","95","95","45570","45710"
"In post","2023","Digital, Data and Technology","Haringey and Islington","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Haringey and Islington","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Haringey and Islington","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Haringey and Islington","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Harrow and Hillingdon","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Harrow and Hillingdon","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Harrow and Hillingdon","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Harrow and Hillingdon","London","HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Harrow and Hillingdon","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hartlepool and Stockton-on-Tees","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hartlepool and Stockton-on-Tees","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hartlepool and Stockton-on-Tees","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hartlepool and Stockton-on-Tees","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Heart of Essex","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Heart of Essex","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Heart of Essex","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Herefordshire, County of","Outside London","AO","35","35","22290","22220"
"In post","2023","Digital, Data and Technology","Herefordshire, County of","Outside London","EO","15","15","27370","27140"
"In post","2023","Digital, Data and Technology","Herefordshire, County of","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hertfordshire CC","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hertfordshire CC","Outside London","EO","30","30","31870","31580"
"In post","2023","Digital, Data and Technology","Hertfordshire CC","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hertfordshire CC","Outside London","G7","15","15","55650","54830"
"In post","2023","Digital, Data and Technology","Hertfordshire CC","Outside London","HEO","20","20","37360","38020"
"In post","2023","Digital, Data and Technology","Hertfordshire CC","Outside London","SEO","15","15","42930","42560"
"In post","2023","Digital, Data and Technology","Hounslow and Richmond upon Thames","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hounslow and Richmond upon Thames","London","EO","15","15","28700","28000"
"In post","2023","Digital, Data and Technology","Hounslow and Richmond upon Thames","London","G6","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hounslow and Richmond upon Thames","London","G7","20","20","54740","53380"
"In post","2023","Digital, Data and Technology","Hounslow and Richmond upon Thames","London","HEO","35","35","34940","36000"
"In post","2023","Digital, Data and Technology","Hounslow and Richmond upon Thames","London","SEO","60","60","45620","45900"
"In post","2023","Digital, Data and Technology","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Isle of Anglesey","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Isle of Anglesey","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Isle of Wight","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Isle of Wight","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Isle of Wight","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kensington & Chelsea and Hammersmith & Fulham","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kensington & Chelsea and Hammersmith & Fulham","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kensington & Chelsea and Hammersmith & Fulham","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kensington & Chelsea and Hammersmith & Fulham","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kent Thames Gateway","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kent Thames Gateway","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kingston upon Hull, City of","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kingston upon Hull, City of","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kingston upon Hull, City of","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kingston upon Hull, City of","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lambeth","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lambeth","London","EO","20","20","34350","34340"
"In post","2023","Digital, Data and Technology","Lambeth","London","G6","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lambeth","London","G7","15","15","61710","61240"
"In post","2023","Digital, Data and Technology","Lambeth","London","HEO","20","20","42880","42240"
"In post","2023","Digital, Data and Technology","Lambeth","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lambeth","London","SEO","20","20","51650","50980"
"In post","2023","Digital, Data and Technology","Lancaster and Wyre","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lancaster and Wyre","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lancaster and Wyre","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lancaster and Wyre","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lancaster and Wyre","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leeds","Outside London","AO","20","15","22200","22520"
"In post","2023","Digital, Data and Technology","Leeds","Outside London","EO","110","105","28000","28120"
"In post","2023","Digital, Data and Technology","Leeds","Outside London","G6","75","75","69490","68600"
"In post","2023","Digital, Data and Technology","Leeds","Outside London","G7","205","195","54960","55000"
"In post","2023","Digital, Data and Technology","Leeds","Outside London","HEO","160","155","34350","34700"
"In post","2023","Digital, Data and Technology","Leeds","Outside London","SCS level","10","10","91070","89550"
"In post","2023","Digital, Data and Technology","Leeds","Outside London","SEO","200","195","41070","41480"
"In post","2023","Digital, Data and Technology","Leicester","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leicester","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leicester","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leicester","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leicester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leicester","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leicestershire CC and Rutland","Outside London","AO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leicestershire CC and Rutland","Outside London","EO","15","15","29990","30740"
"In post","2023","Digital, Data and Technology","Leicestershire CC and Rutland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leicestershire CC and Rutland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leicestershire CC and Rutland","Outside London","HEO","15","15","37670","38640"
"In post","2023","Digital, Data and Technology","Leicestershire CC and Rutland","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lewisham and Southwark","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lewisham and Southwark","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lewisham and Southwark","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lewisham and Southwark","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lewisham and Southwark","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lewisham and Southwark","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lincolnshire CC","Outside London","AO","10","10","22740","22220"
"In post","2023","Digital, Data and Technology","Lincolnshire CC","Outside London","EO","10","10","27050","27470"
"In post","2023","Digital, Data and Technology","Lincolnshire CC","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lincolnshire CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lincolnshire CC","Outside London","HEO","10","10","33690","33990"
"In post","2023","Digital, Data and Technology","Lincolnshire CC","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lisburn and Castlereagh","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lisburn and Castlereagh","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lisburn and Castlereagh","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Liverpool","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Liverpool","Outside London","EO","55","50","27260","27140"
"In post","2023","Digital, Data and Technology","Liverpool","Outside London","G6","15","15","69310","68180"
"In post","2023","Digital, Data and Technology","Liverpool","Outside London","G7","60","60","55770","55110"
"In post","2023","Digital, Data and Technology","Liverpool","Outside London","HEO","110","105","33890","34300"
"In post","2023","Digital, Data and Technology","Liverpool","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Liverpool","Outside London","SEO","110","105","41660","41800"
"In post","2023","Digital, Data and Technology","Liverpool","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Luton","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Luton","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Luton","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Manchester","Outside London","AO","20","20","21760","21690"
"In post","2023","Digital, Data and Technology","Manchester","Outside London","EO","125","120","27490","28120"
"In post","2023","Digital, Data and Technology","Manchester","Outside London","G6","105","105","70570","68000"
"In post","2023","Digital, Data and Technology","Manchester","Outside London","G7","285","280","54460","51770"
"In post","2023","Digital, Data and Technology","Manchester","Outside London","HEO","170","170","33110","34170"
"In post","2023","Digital, Data and Technology","Manchester","Outside London","SCS level","20","15","99400","94980"
"In post","2023","Digital, Data and Technology","Manchester","Outside London","SEO","260","260","39910","38470"
"In post","2023","Digital, Data and Technology","Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Medway","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Medway","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Medway","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Medway","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Medway","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Merton, Kingston upon Thames and Sutton","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Merton, Kingston upon Thames and Sutton","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Merton, Kingston upon Thames and Sutton","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Merton, Kingston upon Thames and Sutton","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Mid Kent","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Mid Kent","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Mid Kent","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Mid Kent","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Mid Lancashire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Mid Lancashire","Outside London","EO","20","20","28360","28120"
"In post","2023","Digital, Data and Technology","Mid Lancashire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Mid Lancashire","Outside London","G7","15","15","53640","52330"
"In post","2023","Digital, Data and Technology","Mid Lancashire","Outside London","HEO","30","25","34860","34780"
"In post","2023","Digital, Data and Technology","Mid Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Mid Lancashire","Outside London","SEO","10","10","42200","42140"
"In post","2023","Digital, Data and Technology","Mid and East Antrim","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Milton Keynes","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Milton Keynes","Outside London","EO","25","25","31770","30960"
"In post","2023","Digital, Data and Technology","Milton Keynes","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Milton Keynes","Outside London","G7","20","20","64050","62750"
"In post","2023","Digital, Data and Technology","Milton Keynes","Outside London","HEO","25","25","39720","39440"
"In post","2023","Digital, Data and Technology","Milton Keynes","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Milton Keynes","Outside London","SEO","40","40","49110","47200"
"In post","2023","Digital, Data and Technology","Milton Keynes","Outside London","Unknown","15","15","23450","23800"
"In post","2023","Digital, Data and Technology","Monmouthshire and Newport","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Monmouthshire and Newport","Outside London","EO","95","90","25580","24840"
"In post","2023","Digital, Data and Technology","Monmouthshire and Newport","Outside London","G6","50","50","66030","63850"
"In post","2023","Digital, Data and Technology","Monmouthshire and Newport","Outside London","G7","250","250","56520","53960"
"In post","2023","Digital, Data and Technology","Monmouthshire and Newport","Outside London","HEO","150","145","33730","31900"
"In post","2023","Digital, Data and Technology","Monmouthshire and Newport","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Monmouthshire and Newport","Outside London","SEO","265","265","41900","41100"
"In post","2023","Digital, Data and Technology","Newry, Mourne and Down","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","North Hampshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","North Hampshire","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","North Hampshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","North Hampshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","North Hampshire","Outside London","HEO","10","10","35140","34300"
"In post","2023","Digital, Data and Technology","North Hampshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","North Hampshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","North Lanarkshire","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","North Lanarkshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","North Northamptonshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","North Northamptonshire","Outside London","G7","[c]","[c]","[c]","[c]"
