"Status","Year","Profession_of_post","Region_ITL3","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO","345","330","42450","42700"
"In post","2023","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","125","125","43970","42620"
"In post","2023","Commercial","Bedford","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedford","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire","Outside London","SEO","10","10","40960","39470"
"In post","2023","Commercial","Bexley and Greenwich","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bexley and Greenwich","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bexley and Greenwich","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bexley and Greenwich","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Birmingham","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Commercial","Birmingham","Outside London","G6","15","10","81120","76860"
"In post","2023","Commercial","Birmingham","Outside London","G7","30","30","63470","65500"
"In post","2023","Commercial","Birmingham","Outside London","HEO","30","30","32800","31660"
"In post","2023","Commercial","Birmingham","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","Birmingham","Outside London","SEO","25","25","41040","39430"
"In post","2023","Commercial","Birmingham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Blackpool","Outside London","EO","10","10","27990","28120"
"In post","2023","Commercial","Blackpool","Outside London","G6","15","15","70410","66860"
"In post","2023","Commercial","Blackpool","Outside London","G7","35","35","56670","56000"
"In post","2023","Commercial","Blackpool","Outside London","HEO","45","45","33970","34170"
"In post","2023","Commercial","Blackpool","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Blackpool","Outside London","SEO","60","60","38630","38470"
"In post","2023","Commercial","Bournemouth, Christchurch and Poole","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bournemouth, Christchurch and Poole","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bournemouth, Christchurch and Poole","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bradford","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bradford","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Breckland and South Norfolk","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Breckland and South Norfolk","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Brent","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bridgend and Neath Port Talbot","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bridgend and Neath Port Talbot","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bridgend and Neath Port Talbot","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Brighton and Hove","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Brighton and Hove","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Brighton and Hove","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bristol, City of","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bristol, City of","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bristol, City of","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Bristol, City of","Outside London","G7","20","20","59190","56000"
"In post","2023","Commercial","Bristol, City of","Outside London","HEO","20","20","32100","31350"
"In post","2023","Commercial","Bristol, City of","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","Bristol, City of","Outside London","SEO","35","35","40230","38940"
"In post","2023","Commercial","Bristol, City of","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Buckinghamshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Buckinghamshire","Outside London","EO","15","15","28900","29080"
"In post","2023","Commercial","Buckinghamshire","Outside London","G7","10","10","62640","67480"
"In post","2023","Commercial","Buckinghamshire","Outside London","HEO","15","15","36290","35990"
"In post","2023","Commercial","Buckinghamshire","Outside London","SEO","30","30","44340","44210"
"In post","2023","Commercial","Calderdale and Kirklees","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cambridgeshire CC","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cambridgeshire CC","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Commercial","Cambridgeshire CC","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cambridgeshire CC","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Commercial","Cambridgeshire CC","Outside London","HEO","20","20","34970","35400"
"In post","2023","Commercial","Cambridgeshire CC","Outside London","SEO","25","20","43130","42700"
"In post","2023","Commercial","Camden and City of London","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Camden and City of London","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cardiff and Vale of Glamorgan","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cardiff and Vale of Glamorgan","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Cardiff and Vale of Glamorgan","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Commercial","Cardiff and Vale of Glamorgan","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Commercial","Cardiff and Vale of Glamorgan","Outside London","HEO","15","15","33520","34170"
"In post","2023","Commercial","Cardiff and Vale of Glamorgan","Outside London","SEO","20","20","40470","38470"
"In post","2023","Commercial","Cardiff and Vale of Glamorgan","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Bedfordshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Bedfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Bedfordshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Bedfordshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Hampshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Hampshire","Outside London","EO","40","40","26710","27140"
"In post","2023","Commercial","Central Hampshire","Outside London","G6","10","10","76950","74010"
"In post","2023","Commercial","Central Hampshire","Outside London","G7","30","30","59680","61300"
"In post","2023","Commercial","Central Hampshire","Outside London","HEO","50","45","33390","33990"
"In post","2023","Commercial","Central Hampshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","Central Hampshire","Outside London","SEO","55","55","42140","42700"
"In post","2023","Commercial","Central Valleys","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Valleys","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Valleys","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire East","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire East","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire East","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire West and Chester","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chorley and West Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chorley and West Lancashire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chorley and West Lancashire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chorley and West Lancashire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chorley and West Lancashire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","City of Edinburgh","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","City of Edinburgh","Outside London","AO","10","10","[c]","[c]"
"In post","2023","Commercial","City of Edinburgh","Outside London","EO","10","10","33130","32240"
"In post","2023","Commercial","City of Edinburgh","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","City of Edinburgh","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Commercial","City of Edinburgh","Outside London","HEO","15","15","37630","38770"
"In post","2023","Commercial","City of Edinburgh","Outside London","SEO","10","10","48830","48410"
"In post","2023","Commercial","Clackmannanshire and Fife","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Clackmannanshire and Fife","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Clackmannanshire and Fife","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Clackmannanshire and Fife","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Clackmannanshire and Fife","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Clackmannanshire and Fife","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Coventry","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Coventry","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Coventry","Outside London","G7","15","15","56520","52060"
"In post","2023","Commercial","Coventry","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Coventry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Coventry","Outside London","SEO","15","15","40470","39240"
"In post","2023","Commercial","Coventry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Croydon","London","AO","10","10","28920","28180"
"In post","2023","Commercial","Croydon","London","EO","20","20","31220","31310"
"In post","2023","Commercial","Croydon","London","G6","15","15","79270","77500"
"In post","2023","Commercial","Croydon","London","G7","20","20","64820","66140"
"In post","2023","Commercial","Croydon","London","HEO","25","25","37180","36180"
"In post","2023","Commercial","Croydon","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Croydon","London","SEO","50","50","46810","46280"
"In post","2023","Commercial","Darlington","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Darlington","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Darlington","Outside London","G7","10","10","58890","56000"
"In post","2023","Commercial","Darlington","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Darlington","Outside London","SEO","20","20","38900","39090"
"In post","2023","Commercial","Devon CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon CC","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Devon CC","Outside London","G7","10","10","54810","49150"
"In post","2023","Commercial","Devon CC","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Devon CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon CC","Outside London","SEO","20","20","39360","39170"
"In post","2023","Commercial","Dorset","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Durham","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Durham","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Durham","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Commercial","Durham","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Durham","Outside London","SEO","10","10","45050","44080"
"In post","2023","Commercial","East Ayrshire and North Ayrshire mainland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Cumbria","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Cumbria","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Derbyshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Derbyshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","East Kent","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Kent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Kent","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Merseyside","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Merseyside","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Merseyside","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Commercial","East Merseyside","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Merseyside","Outside London","SEO","10","10","41170","38470"
"In post","2023","Commercial","East Riding of Yorkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Riding of Yorkshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Riding of Yorkshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Riding of Yorkshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Riding of Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Riding of Yorkshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Surrey","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Surrey","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Surrey","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Surrey","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Sussex CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Sussex CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Sussex CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Sussex CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Enfield","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Enfield","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Enfield","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex Haven Gateway","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex Haven Gateway","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Flintshire and Wrexham","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Flintshire and Wrexham","Outside London","EO","10","10","28660","28030"
"In post","2023","Commercial","Flintshire and Wrexham","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Flintshire and Wrexham","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Flintshire and Wrexham","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Glasgow City","Outside London","AO","10","10","24740","22280"
"In post","2023","Commercial","Glasgow City","Outside London","EO","35","35","27180","27080"
"In post","2023","Commercial","Glasgow City","Outside London","G6","10","10","76630","76030"
"In post","2023","Commercial","Glasgow City","Outside London","G7","30","25","60540","57050"
"In post","2023","Commercial","Glasgow City","Outside London","HEO","60","60","34270","33990"
"In post","2023","Commercial","Glasgow City","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Glasgow City","Outside London","SEO","40","40","41540","42310"
"In post","2023","Commercial","Gloucestershire CC","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire CC","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North East","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North West","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North West","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North West","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North West","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North West","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South East","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South West","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South West","Outside London","EO","20","15","28140","28130"
"In post","2023","Commercial","Greater Manchester South West","Outside London","G6","10","10","76780","72110"
"In post","2023","Commercial","Greater Manchester South West","Outside London","G7","30","30","60990","57350"
"In post","2023","Commercial","Greater Manchester South West","Outside London","HEO","15","15","33580","34400"
"In post","2023","Commercial","Greater Manchester South West","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South West","Outside London","SEO","50","45","44210","42510"
"In post","2023","Commercial","Greater Manchester South West","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hackney and Newham","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hackney and Newham","London","G7","5","5","[c]","[c]"
"In post","2023","Commercial","Hackney and Newham","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Haringey and Islington","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Haringey and Islington","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Harrow and Hillingdon","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hartlepool and Stockton-on-Tees","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hartlepool and Stockton-on-Tees","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hartlepool and Stockton-on-Tees","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hartlepool and Stockton-on-Tees","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Heart of Essex","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Heart of Essex","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Heart of Essex","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, County of","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","London","AO","20","20","23800","23460"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","London","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","London","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","London","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Isle of Anglesey","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kensington & Chelsea and Hammersmith & Fulham","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent Thames Gateway","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kingston upon Hull, City of","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kingston upon Hull, City of","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancaster and Wyre","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancaster and Wyre","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancaster and Wyre","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leeds","Outside London","AO","15","15","21660","21690"
"In post","2023","Commercial","Leeds","Outside London","EO","20","20","26960","26710"
"In post","2023","Commercial","Leeds","Outside London","G6","35","35","72320","70350"
"In post","2023","Commercial","Leeds","Outside London","G7","100","95","60960","59590"
"In post","2023","Commercial","Leeds","Outside London","HEO","80","75","32730","31800"
"In post","2023","Commercial","Leeds","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leeds","Outside London","SEO","115","110","39660","38470"
"In post","2023","Commercial","Leicester","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicester","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicester","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicester","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire CC and Rutland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire CC and Rutland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire CC and Rutland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire CC and Rutland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire CC and Rutland","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","Lewisham and Southwark","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire CC","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","Lisburn and Castlereagh","Outside London","EO","5","5","[c]","[c]"
