"Status","Year","Profession_of_post","Region_ITL2","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Security","West Wales and The Valleys","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","West Wales and The Valleys","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","West Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","West Yorkshire","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Derbyshire and Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Derbyshire and Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Devon","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Devon","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","East Wales","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","East Wales","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Greater Manchester","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Greater Manchester","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Hampshire and Isle of Wight","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Hampshire and Isle of Wight","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Inner London - East","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Inner London - East","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Inner London - West","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Inner London - West","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Leicestershire, Rutland and Northamptonshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Leicestershire, Rutland and Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Northumberland, and Tyne and Wear","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Northumberland, and Tyne and Wear","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outer London - South","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outer London - South","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outer London - West and North West","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outer London - West and North West","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","South Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","South Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","West Midlands","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","West Midlands","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","West Wales and The Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","West Wales and The Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","West Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","West Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Bedfordshire and Hertfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Bedfordshire and Hertfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Derbyshire and Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Derbyshire and Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","East Anglia","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","East Anglia","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","East Wales","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","East Wales","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Eastern Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Eastern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Greater Manchester","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Greater Manchester","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Hampshire and Isle of Wight","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Hampshire and Isle of Wight","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Inner London - East","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Inner London - East","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Inner London - West","London","Female","40","[c]","31020","26870"
"Leaver CS","2023","Statistics","Inner London - West","London","Male","40","[c]","35690","29250"
"Leaver CS","2023","Statistics","Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Merseyside","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Merseyside","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Northumberland, and Tyne and Wear","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Northumberland, and Tyne and Wear","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outer London - South","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outer London - South","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outer London - West and North West","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outer London - West and North West","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","South Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","South Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Tees Valley and Durham","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Tees Valley and Durham","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","West Central Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","West Central Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","West Midlands","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","West Midlands","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","West Wales and The Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","West Wales and The Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","West Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","West Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Derbyshire and Nottinghamshire","Outside London","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Derbyshire and Nottinghamshire","Outside London","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Tax","East Anglia","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","East Anglia","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","East Wales","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Tax","East Wales","Outside London","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Eastern Scotland","Outside London","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Eastern Scotland","Outside London","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Essex","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Essex","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Greater Manchester","Outside London","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Greater Manchester","Outside London","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Hampshire and Isle of Wight","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Hampshire and Isle of Wight","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Inner London - East","London","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Inner London - East","London","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Inner London - West","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Inner London - West","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Lancashire","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Lancashire","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Merseyside","Outside London","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Merseyside","Outside London","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Northern Ireland","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Northern Ireland","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Northumberland, and Tyne and Wear","Outside London","Female","60","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Northumberland, and Tyne and Wear","Outside London","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Outer London - South","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Outer London - South","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Outer London - West and North West","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Outer London - West and North West","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Shropshire and Staffordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Shropshire and Staffordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Southern Scotland","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Southern Scotland","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Surrey, East and West Sussex","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Surrey, East and West Sussex","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Tees Valley and Durham","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Tees Valley and Durham","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","West Central Scotland","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Tax","West Central Scotland","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Tax","West Midlands","Outside London","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Tax","West Midlands","Outside London","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Tax","West Yorkshire","Outside London","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Tax","West Yorkshire","Outside London","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Bedfordshire and Hertfordshire","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Bedfordshire and Hertfordshire","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Cheshire","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Cheshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Cumbria","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Derbyshire and Nottinghamshire","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Derbyshire and Nottinghamshire","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Devon","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Devon","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Dorset and Somerset","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Dorset and Somerset","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East Anglia","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East Anglia","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East Wales","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East Wales","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East Yorkshire and Northern Lincolnshire","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East Yorkshire and Northern Lincolnshire","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Eastern Scotland","Outside London","Female","305","[c]","40680","34730"
"Leaver CS","2023","Unknown","Eastern Scotland","Outside London","Male","255","[c]","41400","35570"
"Leaver CS","2023","Unknown","Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Essex","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Greater Manchester","Outside London","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Greater Manchester","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Hampshire and Isle of Wight","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Hampshire and Isle of Wight","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Highlands and Islands","Outside London","Female","35","[c]","29980","29450"
"Leaver CS","2023","Unknown","Highlands and Islands","Outside London","Male","35","[c]","29460","29560"
"Leaver CS","2023","Unknown","Inner London - East","London","Female","140","[c]","49750","46250"
"Leaver CS","2023","Unknown","Inner London - East","London","Male","160","[c]","54300","56340"
"Leaver CS","2023","Unknown","Inner London - West","London","Female","660","[c]","48580","42470"
"Leaver CS","2023","Unknown","Inner London - West","London","Male","545","[c]","52250","44140"
"Leaver CS","2023","Unknown","Kent","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Kent","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Lancashire","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Lancashire","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Leicestershire, Rutland and Northamptonshire","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Leicestershire, Rutland and Northamptonshire","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Lincolnshire","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Lincolnshire","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Merseyside","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Merseyside","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North Eastern Scotland","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North Eastern Scotland","Outside London","Male","35","[c]","41790","36330"
"Leaver CS","2023","Unknown","North Yorkshire","Outside London","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North Yorkshire","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northumberland, and Tyne and Wear","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northumberland, and Tyne and Wear","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outer London - East and North East","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outer London - East and North East","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outer London - South","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outer London - South","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outer London - West and North West","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outer London - West and North West","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Overseas","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Overseas","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Shropshire and Staffordshire","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Shropshire and Staffordshire","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South Yorkshire","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South Yorkshire","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Southern Scotland","Outside London","Female","55","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Southern Scotland","Outside London","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Surrey, East and West Sussex","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Surrey, East and West Sussex","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tees Valley and Durham","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tees Valley and Durham","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Central Scotland","Outside London","Female","175","[c]","36650","32000"
"Leaver CS","2023","Unknown","West Central Scotland","Outside London","Male","170","[c]","37310","31940"
"Leaver CS","2023","Unknown","West Midlands","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Midlands","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Wales and The Valleys","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Wales and The Valleys","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Yorkshire","Outside London","Female","65","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Yorkshire","Outside London","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Bedfordshire and Hertfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Bedfordshire and Hertfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Cheshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Cheshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Derbyshire and Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Derbyshire and Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Devon","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Devon","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Dorset and Somerset","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Dorset and Somerset","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","East Anglia","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","East Anglia","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","East Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","East Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Hampshire and Isle of Wight","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Hampshire and Isle of Wight","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Inner London - West","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Inner London - West","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Lancashire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Lancashire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Leicestershire, Rutland and Northamptonshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Leicestershire, Rutland and Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","North Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","North Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Outer London - West and North West","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Outer London - West and North West","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Shropshire and Staffordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Shropshire and Staffordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Surrey, East and West Sussex","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Surrey, East and West Sussex","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","West Wales and The Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","West Wales and The Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Bedfordshire and Hertfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Bedfordshire and Hertfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Derbyshire and Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Derbyshire and Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Devon","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Devon","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East Anglia","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East Anglia","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Eastern Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Eastern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Greater Manchester","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Greater Manchester","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Hampshire and Isle of Wight","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Hampshire and Isle of Wight","Outside London","Male","[c]","[c]","[c]","[c]"
