"Status","Year","Organisation","Region_ITL1","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Animal and Plant Health Agency","North West (England)","Male","Heterosexual / straight","80","75","29140","25920"
"In post","2023","Animal and Plant Health Agency","North West (England)","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Female","Heterosexual / straight","80","75","31440","26750"
"In post","2023","Animal and Plant Health Agency","Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Male","Heterosexual / straight","35","35","35150","30320"
"In post","2023","Animal and Plant Health Agency","Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Female","Heterosexual / straight","355","335","33430","29370"
"In post","2023","Animal and Plant Health Agency","South East (England)","Female","LGBO","30","30","29370","29080"
"In post","2023","Animal and Plant Health Agency","South East (England)","Female","Undeclared","50","50","35290","33160"
"In post","2023","Animal and Plant Health Agency","South East (England)","Female","Unknown","40","40","29510","25920"
"In post","2023","Animal and Plant Health Agency","South East (England)","Male","Heterosexual / straight","215","210","34300","30320"
"In post","2023","Animal and Plant Health Agency","South East (England)","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Male","Undeclared","45","40","40520","34650"
"In post","2023","Animal and Plant Health Agency","South East (England)","Male","Unknown","40","40","35620","31200"
"In post","2023","Animal and Plant Health Agency","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Female","Heterosexual / straight","210","195","29220","25920"
"In post","2023","Animal and Plant Health Agency","South West (England)","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Female","Undeclared","30","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Female","Unknown","30","30","32240","25920"
"In post","2023","Animal and Plant Health Agency","South West (England)","Male","Heterosexual / straight","135","130","29980","25920"
"In post","2023","Animal and Plant Health Agency","South West (England)","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Male","Undeclared","30","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Wales","Female","Heterosexual / straight","165","150","28990","25920"
"In post","2023","Animal and Plant Health Agency","Wales","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Wales","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Wales","Female","Unknown","35","30","25600","22150"
"In post","2023","Animal and Plant Health Agency","Wales","Male","Heterosexual / straight","80","80","32000","26850"
"In post","2023","Animal and Plant Health Agency","Wales","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Wales","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Wales","Male","Unknown","15","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Female","Heterosexual / straight","145","135","28770","25920"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Female","Undeclared","25","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Male","Heterosexual / straight","80","75","33330","30750"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Male","Undeclared","15","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","Female","Heterosexual / straight","110","105","28690","25920"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","Female","Unknown","20","20","[c]","[c]"
