"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","Security","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","South East (England)","AA","10","10","[c]","[c]"
"In post","2023","Black","Security","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","London","EO","15","15","[c]","[c]"
"In post","2023","Black","Unknown","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","London","G7","10","10","[c]","[c]"
"In post","2023","Black","Unknown","London","HEO","50","50","34940","34280"
"In post","2023","Black","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","London","SEO","15","15","[c]","[c]"
"In post","2023","Black","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Scotland","AA","10","10","[c]","[c]"
"In post","2023","Black","Unknown","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Scotland","EO","25","25","[c]","[c]"
"In post","2023","Black","Unknown","Scotland","G6","5","5","[c]","[c]"
"In post","2023","Black","Unknown","Scotland","G7","5","5","[c]","[c]"
"In post","2023","Black","Unknown","Scotland","HEO","15","15","[c]","[c]"
"In post","2023","Black","Unknown","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Scotland","SEO","15","15","[c]","[c]"
"In post","2023","Black","Unknown","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","London","EO","15","15","[c]","[c]"
"In post","2023","Mixed","Analysis","London","G6","15","15","[c]","[c]"
"In post","2023","Mixed","Analysis","London","G7","40","40","57360","56270"
"In post","2023","Mixed","Analysis","London","HEO","45","40","36140","35620"
"In post","2023","Mixed","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","London","SEO","35","35","44140","43700"
"In post","2023","Mixed","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","South East (England)","HEO","10","10","[c]","[c]"
"In post","2023","Mixed","Analysis","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","South East (England)","SEO","10","5","[c]","[c]"
"In post","2023","Mixed","Analysis","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","South West (England)","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Analysis","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","South West (England)","HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Analysis","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Wales","G7","5","5","[c]","[c]"
"In post","2023","Mixed","Analysis","Wales","HEO","10","10","[c]","[c]"
"In post","2023","Mixed","Analysis","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Wales","SEO","5","5","[c]","[c]"
"In post","2023","Mixed","Analysis","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Yorkshire and The Humber","G7","5","5","[c]","[c]"
"In post","2023","Mixed","Analysis","Yorkshire and The Humber","HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Analysis","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","London","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Commercial","London","G6","10","10","[c]","[c]"
"In post","2023","Mixed","Commercial","London","G7","15","15","[c]","[c]"
"In post","2023","Mixed","Commercial","London","HEO","20","20","[c]","[c]"
"In post","2023","Mixed","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","London","SEO","10","10","[c]","[c]"
"In post","2023","Mixed","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","North West (England)","HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Commercial","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","South West (England)","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Commercial","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","South West (England)","SEO","10","5","[c]","[c]"
"In post","2023","Mixed","Commercial","South West (England)","Unknown","[c]","[c]","[c]","[c]"
