"Status","Year","Age","Disability","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Declared non-disabled","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Digital, Data & Technology","The National Archives","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Digital, Data & Technology","UK Statistics Authority","25","20","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Attorney General's Departments","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Department for Business, Energy and Industrial Strategy","15","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Department for Education","30","25","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Department for Levelling Up, Housing and Communities","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Department for Transport","25","25","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Department for Work and Pensions","140","110","39140","34970"
"In post","2023","60-64","Declared non-disabled","Finance","Department of Health and Social Care","10","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office","20","20","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","HM Revenue and Customs","185","145","32430","27770"
"In post","2023","60-64","Declared non-disabled","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Home Office","20","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Ministry of Defence","135","120","44900","37950"
"In post","2023","60-64","Declared non-disabled","Finance","Ministry of Justice","45","40","42380","41510"
"In post","2023","60-64","Declared non-disabled","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","95","80","26220","22150"
"In post","2023","60-64","Declared non-disabled","Grants Management","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","Attorney General's Departments","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","Cabinet Office","35","30","46920","37410"
"In post","2023","60-64","Declared non-disabled","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","Department for Education","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","Department for Transport","25","20","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","Department for Work and Pensions","150","120","36490","34170"
"In post","2023","60-64","Declared non-disabled","Human Resources","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","15","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","HM Revenue and Customs","70","55","42350","36990"
"In post","2023","60-64","Declared non-disabled","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","Home Office","20","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","Ministry of Defence","400","385","34010","33470"
"In post","2023","60-64","Declared non-disabled","Human Resources","Ministry of Justice","55","45","42060","41510"
"In post","2023","60-64","Declared non-disabled","Human Resources","National Crime Agency","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","Scottish Government","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","UK Statistics Authority","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Internal Audit","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Internal Audit","Department for Transport","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Internal Audit","HM Treasury","40","30","47900","46260"
"In post","2023","60-64","Declared non-disabled","Internal Audit","Ministry of Defence","10","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","Attorney General's Departments","390","335","49250","55230"
"In post","2023","60-64","Declared non-disabled","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","Department for Work and Pensions","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","HM Land Registry","20","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","HM Revenue and Customs","65","50","44690","36990"
"In post","2023","60-64","Declared non-disabled","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","Scottish Government","30","25","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","No function","Attorney General's Departments","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","No function","Cabinet Office","45","40","45440","38910"
"In post","2023","60-64","Declared non-disabled","No function","Chancellor's other departments","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","No function","Charity Commission","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","310","270","39700","34410"
"In post","2023","60-64","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","20","20","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","No function","Department for Education","110","105","48090","43050"
"In post","2023","60-64","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","270","245","37380","32480"
"In post","2023","60-64","Declared non-disabled","No function","Department for International Trade","70","70","48510","43540"
"In post","2023","60-64","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","120","100","49720","47990"
"In post","2023","60-64","Declared non-disabled","No function","Department for Transport","890","730","29690","27450"
"In post","2023","60-64","Declared non-disabled","No function","Department for Work and Pensions","5805","4505","27760","28120"
"In post","2023","60-64","Declared non-disabled","No function","Department of Health and Social Care","150","125","52850","42480"
"In post","2023","60-64","Declared non-disabled","No function","Food Standards Agency","85","75","32480","29430"
"In post","2023","60-64","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","85","85","59140","55460"
"In post","2023","60-64","Declared non-disabled","No function","HM Land Registry","370","255","32200","34850"
"In post","2023","60-64","Declared non-disabled","No function","HM Revenue and Customs","1675","1280","31720","28130"
"In post","2023","60-64","Declared non-disabled","No function","HM Treasury","30","25","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","No function","Home Office","1820","1460","31430","27650"
"In post","2023","60-64","Declared non-disabled","No function","Ministry of Defence","2085","1940","32290","27470"
"In post","2023","60-64","Declared non-disabled","No function","Ministry of Justice","4325","3590","30490","26840"
"In post","2023","60-64","Declared non-disabled","No function","National Crime Agency","95","90","45540","45610"
"In post","2023","60-64","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","95","90","61660","66170"
"In post","2023","60-64","Declared non-disabled","No function","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","No function","Scottish Government","185","150","31090","25060"
"In post","2023","60-64","Declared non-disabled","No function","The National Archives","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","No function","UK Statistics Authority","200","140","24610","21200"
"In post","2023","60-64","Declared non-disabled","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","No function","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Cabinet Office","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","20","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Department for Education","45","40","53370","57300"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Department for Transport","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Department for Work and Pensions","145","105","37740","34970"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Department of Health and Social Care","15","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Estyn","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","25","25","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","HM Revenue and Customs","245","200","48060","42510"
"In post","2023","60-64","Declared non-disabled","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Ministry of Defence","395","355","46740","43440"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Ministry of Justice","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","UK Statistics Authority","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","Cabinet Office","20","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","Department for Environment, Food and Rural Affairs","25","20","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","Department for Transport","15","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","Department for Work and Pensions","35","30","42350","38470"
"In post","2023","60-64","Declared non-disabled","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","Foreign, Commonwealth and Development Office","15","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","HM Revenue and Customs","255","205","37040","34240"
"In post","2023","60-64","Declared non-disabled","Property","Home Office","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","Ministry of Defence","195","185","32410","33990"
"In post","2023","60-64","Declared non-disabled","Property","Ministry of Justice","60","55","44360","41510"
"In post","2023","60-64","Declared non-disabled","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Security","Cabinet Office","35","30","34740","34320"
"In post","2023","60-64","Declared non-disabled","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Security","Department for Transport","20","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Security","Department for Work and Pensions","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Security","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Security","Foreign, Commonwealth and Development Office","45","45","42100","38920"
"In post","2023","60-64","Declared non-disabled","Security","HM Revenue and Customs","15","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Security","Home Office","30","25","29720","26400"
"In post","2023","60-64","Declared non-disabled","Security","Ministry of Defence","460","425","27610","22130"
"In post","2023","60-64","Declared non-disabled","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Security","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Security","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","Department for Education","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","Department for Work and Pensions","55","50","43670","43760"
"In post","2023","60-64","Declared non-disabled","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","Ministry of Defence","65","50","48930","49260"
"In post","2023","60-64","Declared non-disabled","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","Scottish Government","545","475","43680","38330"
"In post","2023","60-64","Declared non-disabled","Unknown","Welsh Government","410","355","45300","39690"
"In post","2023","60-64","Undeclared","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Commercial","Cabinet Office","5","5","[c]","[c]"
"In post","2023","60-64","Undeclared","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Commercial","Department for Transport","5","5","[c]","[c]"
"In post","2023","60-64","Undeclared","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Commercial","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Commercial","Ministry of Defence","20","15","[c]","[c]"
"In post","2023","60-64","Undeclared","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Counter Fraud","Department for Work and Pensions","35","30","28830","28120"
"In post","2023","60-64","Undeclared","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Counter Fraud","HM Revenue and Customs","70","55","37330","35000"
"In post","2023","60-64","Undeclared","Debt","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2023","60-64","Undeclared","Debt","HM Revenue and Customs","25","20","[c]","[c]"
"In post","2023","60-64","Undeclared","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2023","60-64","Undeclared","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Digital, Data & Technology","Department for Transport","10","5","[c]","[c]"
"In post","2023","60-64","Undeclared","Digital, Data & Technology","Department for Work and Pensions","15","15","[c]","[c]"
"In post","2023","60-64","Undeclared","Digital, Data & Technology","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2023","60-64","Undeclared","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Digital, Data & Technology","HM Revenue and Customs","20","15","[c]","[c]"
"In post","2023","60-64","Undeclared","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Digital, Data & Technology","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Digital, Data & Technology","Ministry of Defence","30","25","[c]","[c]"
"In post","2023","60-64","Undeclared","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Finance","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Finance","Department for Work and Pensions","10","5","[c]","[c]"
"In post","2023","60-64","Undeclared","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Finance","HM Revenue and Customs","15","15","[c]","[c]"
"In post","2023","60-64","Undeclared","Finance","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Finance","Ministry of Defence","15","10","[c]","[c]"
"In post","2023","60-64","Undeclared","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Grants Management","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2023","60-64","Undeclared","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Human Resources","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2023","60-64","Undeclared","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Human Resources","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2023","60-64","Undeclared","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Human Resources","Ministry of Defence","55","50","34190","33470"
"In post","2023","60-64","Undeclared","Human Resources","Ministry of Justice","10","10","[c]","[c]"
"In post","2023","60-64","Undeclared","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
