"Status","Year","Disability","Region_ITL1","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","South East (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South East (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South East (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South East (England)","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South East (England)","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South East (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South West (England)","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South West (England)","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South West (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South West (England)","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South West (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South West (England)","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South West (England)","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South West (England)","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South West (England)","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South West (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South West (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South West (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wales","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wales","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wales","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wales","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wales","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wales","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wales","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wales","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wales","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wales","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wales","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wales","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","West Midlands (England)","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","West Midlands (England)","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","West Midlands (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","West Midlands (England)","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","West Midlands (England)","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","West Midlands (England)","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","West Midlands (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","West Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","West Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","West Midlands (England)","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","West Midlands (England)","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","West Midlands (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","West Midlands (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","West Midlands (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","West Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Yorkshire and The Humber","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Yorkshire and The Humber","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Yorkshire and The Humber","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Yorkshire and The Humber","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Yorkshire and The Humber","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Yorkshire and The Humber","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Yorkshire and The Humber","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Yorkshire and The Humber","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Yorkshire and The Humber","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Yorkshire and The Humber","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Yorkshire and The Humber","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Yorkshire and The Humber","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Yorkshire and The Humber","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Yorkshire and The Humber","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Yorkshire and The Humber","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Yorkshire and The Humber","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Yorkshire and The Humber","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Yorkshire and The Humber","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East Midlands (England)","AA/AO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East Midlands (England)","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East Midlands (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East Midlands (England)","EO","Female","50","[c]","27350","27570"
"Leaver Dept.","2023","Declared non-disabled","East Midlands (England)","EO","Male","35","[c]","27370","27570"
"Leaver Dept.","2023","Declared non-disabled","East Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East Midlands (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East Midlands (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East Midlands (England)","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East Midlands (England)","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East Midlands (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East Midlands (England)","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East Midlands (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East of England","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East of England","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East of England","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East of England","EO","Female","35","[c]","28050","28120"
"Leaver Dept.","2023","Declared non-disabled","East of England","EO","Male","45","[c]","28020","28120"
"Leaver Dept.","2023","Declared non-disabled","East of England","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East of England","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East of England","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East of England","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East of England","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East of England","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East of England","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East of England","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East of England","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","AA/AO","Female","90","[c]","24650","25480"
"Leaver Dept.","2023","Declared non-disabled","London","AA/AO","Male","70","[c]","25420","25480"
"Leaver Dept.","2023","Declared non-disabled","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","EO","Female","350","[c]","29870","29890"
"Leaver Dept.","2023","Declared non-disabled","London","EO","Male","255","[c]","29870","29660"
"Leaver Dept.","2023","Declared non-disabled","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","G6/G7","Female","535","[c]","59660","57430"
"Leaver Dept.","2023","Declared non-disabled","London","G6/G7","Male","425","[c]","59440","56430"
"Leaver Dept.","2023","Declared non-disabled","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","SCS level","Female","90","[c]","85300","80000"
"Leaver Dept.","2023","Declared non-disabled","London","SCS level","Male","90","[c]","95760","86130"
"Leaver Dept.","2023","Declared non-disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","SEO/HEO","Female","850","[c]","37920","36270"
"Leaver Dept.","2023","Declared non-disabled","London","SEO/HEO","Male","645","[c]","38120","36790"
"Leaver Dept.","2023","Declared non-disabled","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North East (England)","AA/AO","Female","115","[c]","21760","21690"
"Leaver Dept.","2023","Declared non-disabled","North East (England)","AA/AO","Male","75","[c]","21720","21690"
"Leaver Dept.","2023","Declared non-disabled","North East (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North East (England)","EO","Female","75","[c]","27370","28120"
"Leaver Dept.","2023","Declared non-disabled","North East (England)","EO","Male","60","[c]","27250","27570"
"Leaver Dept.","2023","Declared non-disabled","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North East (England)","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North East (England)","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North East (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North East (England)","SEO/HEO","Female","95","[c]","34480","34170"
"Leaver Dept.","2023","Declared non-disabled","North East (England)","SEO/HEO","Male","60","[c]","34890","34170"
"Leaver Dept.","2023","Declared non-disabled","North East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North East (England)","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North West (England)","AA/AO","Female","195","[c]","21700","21690"
"Leaver Dept.","2023","Declared non-disabled","North West (England)","AA/AO","Male","110","[c]","21630","21690"
"Leaver Dept.","2023","Declared non-disabled","North West (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North West (England)","EO","Female","170","[c]","27400","28120"
"Leaver Dept.","2023","Declared non-disabled","North West (England)","EO","Male","130","[c]","27380","28120"
"Leaver Dept.","2023","Declared non-disabled","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North West (England)","G6/G7","Female","50","[c]","55320","52370"
"Leaver Dept.","2023","Declared non-disabled","North West (England)","G6/G7","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North West (England)","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North West (England)","SEO/HEO","Female","165","[c]","35550","34300"
"Leaver Dept.","2023","Declared non-disabled","North West (England)","SEO/HEO","Male","125","[c]","36130","36050"
"Leaver Dept.","2023","Declared non-disabled","North West (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North West (England)","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North West (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","AA/AO","Female","165","[c]","21790","21690"
"Leaver Dept.","2023","Declared non-disabled","Scotland","AA/AO","Male","90","[c]","22440","21690"
"Leaver Dept.","2023","Declared non-disabled","Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","EO","Female","180","[c]","27660","27570"
"Leaver Dept.","2023","Declared non-disabled","Scotland","EO","Male","115","[c]","27470","27570"
"Leaver Dept.","2023","Declared non-disabled","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","SEO/HEO","Female","75","[c]","36940","35050"
"Leaver Dept.","2023","Declared non-disabled","Scotland","SEO/HEO","Male","65","[c]","37550","36330"
"Leaver Dept.","2023","Declared non-disabled","Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","AA/AO","Female","60","[c]","22210","21690"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","AA/AO","Male","80","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","EO","Female","65","[c]","28180","28120"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","EO","Male","70","[c]","28890","28120"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","SEO/HEO","Female","50","[c]","36060","35490"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","SEO/HEO","Male","50","[c]","37540","38280"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","AA/AO","Female","60","[c]","21810","21730"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","EO","Female","65","[c]","27170","27570"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","EO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","G6/G7","Female","40","[c]","55120","52980"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","G6/G7","Male","35","[c]","58790","57150"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","SEO/HEO","Female","110","[c]","37890","38110"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","SEO/HEO","Male","85","[c]","37450","36300"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","Unknown","Female","10","[c]","[c]","[c]"
