"Status","Year","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Charity Commission","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","50","[c]","26630","26720"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","EO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","130","[c]","56360","53600"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","240","[c]","36730","35050"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","35","[c]","37060","37390"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","45","[c]","37320","40050"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","65","[c]","56160","54680"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","85","[c]","35800","35620"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","EO","Heterosexual / straight","35","[c]","27340","26940"
"Leaver Dept.","2023","Department for Education","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","G6/G7","Heterosexual / straight","100","[c]","56500","55020"
"Leaver Dept.","2023","Department for Education","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","SEO/HEO","Heterosexual / straight","215","[c]","36870","37590"
"Leaver Dept.","2023","Department for Education","SEO/HEO","LGBO","30","[c]","38160","37590"
"Leaver Dept.","2023","Department for Education","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","SEO/HEO","Unknown","40","[c]","38370","37710"
"Leaver Dept.","2023","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","AA/AO","Heterosexual / straight","45","[c]","21960","22150"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","G6/G7","Heterosexual / straight","80","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","195","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","G6/G7","Heterosexual / straight","40","[c]","57460","55500"
"Leaver Dept.","2023","Department for International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","SEO/HEO","Heterosexual / straight","70","[c]","35430","35010"
"Leaver Dept.","2023","Department for International Trade","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","SEO/HEO","Unknown","35","[c]","36540","36650"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","EO","Heterosexual / straight","40","[c]","27650","27850"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","G6/G7","Heterosexual / straight","95","[c]","56500","54700"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","SEO/HEO","Heterosexual / straight","185","[c]","35280","34310"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","AA/AO","Heterosexual / straight","70","[c]","22130","22500"
"Leaver Dept.","2023","Department for Transport","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","AA/AO","Unknown","30","[c]","22230","22500"
"Leaver Dept.","2023","Department for Transport","EO","Heterosexual / straight","80","[c]","27930","26960"
"Leaver Dept.","2023","Department for Transport","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","EO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","G6/G7","Heterosexual / straight","50","[c]","57400","54820"
"Leaver Dept.","2023","Department for Transport","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","SEO/HEO","Heterosexual / straight","185","[c]","36200","34730"
"Leaver Dept.","2023","Department for Transport","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","SEO/HEO","Unknown","55","[c]","37170","35760"
"Leaver Dept.","2023","Department for Work and Pensions","AA/AO","Heterosexual / straight","405","[c]","21730","21690"
"Leaver Dept.","2023","Department for Work and Pensions","AA/AO","LGBO","40","[c]","21640","21690"
"Leaver Dept.","2023","Department for Work and Pensions","AA/AO","Undeclared","45","[c]","21780","21690"
"Leaver Dept.","2023","Department for Work and Pensions","AA/AO","Unknown","85","[c]","21730","21690"
"Leaver Dept.","2023","Department for Work and Pensions","EO","Heterosexual / straight","1200","[c]","28740","28120"
"Leaver Dept.","2023","Department for Work and Pensions","EO","LGBO","95","[c]","28790","28120"
"Leaver Dept.","2023","Department for Work and Pensions","EO","Undeclared","75","[c]","28700","28120"
"Leaver Dept.","2023","Department for Work and Pensions","EO","Unknown","190","[c]","28760","28120"
"Leaver Dept.","2023","Department for Work and Pensions","G6/G7","Heterosexual / straight","85","[c]","57500","55150"
"Leaver Dept.","2023","Department for Work and Pensions","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","SEO/HEO","Heterosexual / straight","325","[c]","36330","34970"
"Leaver Dept.","2023","Department for Work and Pensions","SEO/HEO","LGBO","30","[c]","33870","34170"
"Leaver Dept.","2023","Department for Work and Pensions","SEO/HEO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","SEO/HEO","Unknown","80","[c]","36900","37000"
"Leaver Dept.","2023","Department of Health and Social Care","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","EO","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","EO","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","G6/G7","Heterosexual / straight","75","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","G6/G7","Undeclared","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","G6/G7","Unknown","40","[c]","56610","54310"
"Leaver Dept.","2023","Department of Health and Social Care","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","SEO/HEO","Heterosexual / straight","135","[c]","36020","35350"
"Leaver Dept.","2023","Department of Health and Social Care","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","SEO/HEO","Undeclared","95","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","SEO/HEO","Unknown","60","[c]","35100","34340"
"Leaver Dept.","2023","Estyn","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","SEO/HEO","Heterosexual / straight","30","[c]","36130","36200"
"Leaver Dept.","2023","Food Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","G6/G7","Heterosexual / straight","55","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","G6/G7","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","SEO/HEO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","SEO/HEO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","AA/AO","Unknown","585","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","EO","Unknown","270","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","G6/G7","Unknown","120","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","SCS level","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","SEO/HEO","Unknown","360","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","G6/G7","Heterosexual / straight","85","[c]","57610","54130"
"Leaver Dept.","2023","HM Treasury","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","SEO/HEO","Heterosexual / straight","90","[c]","35780","34460"
"Leaver Dept.","2023","HM Treasury","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","AA/AO","Heterosexual / straight","90","[c]","22870","22400"
"Leaver Dept.","2023","Home Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","AA/AO","Unknown","60","[c]","23510","22400"
"Leaver Dept.","2023","Home Office","EO","Heterosexual / straight","230","[c]","27490","26750"
"Leaver Dept.","2023","Home Office","EO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","EO","Undeclared","30","[c]","27490","26750"
"Leaver Dept.","2023","Home Office","EO","Unknown","65","[c]","27480","26750"
"Leaver Dept.","2023","Home Office","G6/G7","Heterosexual / straight","120","[c]","62450","59340"
"Leaver Dept.","2023","Home Office","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","G6/G7","Unknown","40","[c]","61870","59290"
"Leaver Dept.","2023","Home Office","SCS level","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
