"Status","Year","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Office of Qualifications and Examinations Regulation","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","G6/G7","Heterosexual / straight","100","100","54090","50050"
"In post","2023","Office of Qualifications and Examinations Regulation","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Heterosexual / straight","135","130","36540","38380"
"In post","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Office of Rail and Road","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","G6/G7","Heterosexual / straight","140","130","61820","60320"
"In post","2023","Office of Rail and Road","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Office of Rail and Road","G6/G7","Unknown","40","35","64660","63660"
"In post","2023","Office of Rail and Road","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office of Rail and Road","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","SEO/HEO","Heterosexual / straight","65","65","39700","40240"
"In post","2023","Office of Rail and Road","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","G6/G7","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Scottish Government","AA/AO","Heterosexual / straight","2915","2720","25200","24890"
"In post","2023","Scottish Government","AA/AO","LGBO","290","280","24610","24490"
"In post","2023","Scottish Government","AA/AO","Undeclared","170","160","25180","24890"
"In post","2023","Scottish Government","AA/AO","Unknown","3980","3715","25270","24890"
"In post","2023","Scottish Government","EO","Heterosexual / straight","3400","3245","32010","31540"
"In post","2023","Scottish Government","EO","LGBO","320","310","31010","29450"
"In post","2023","Scottish Government","EO","Undeclared","160","155","32120","31940"
"In post","2023","Scottish Government","EO","Unknown","3165","3005","32980","31970"
"In post","2023","Scottish Government","G6/G7","Heterosexual / straight","3015","2895","65920","65280"
"In post","2023","Scottish Government","G6/G7","LGBO","215","210","64010","65280"
"In post","2023","Scottish Government","G6/G7","Undeclared","215","205","65970","65280"
"In post","2023","Scottish Government","G6/G7","Unknown","990","950","65360","65280"
"In post","2023","Scottish Government","SCS level","Heterosexual / straight","195","195","90640","85200"
"In post","2023","Scottish Government","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Scottish Government","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Scottish Government","SCS level","Unknown","90","85","92560","85200"
"In post","2023","Scottish Government","SEO/HEO","Heterosexual / straight","5160","4950","41760","41640"
"In post","2023","Scottish Government","SEO/HEO","LGBO","455","445","40490","38530"
"In post","2023","Scottish Government","SEO/HEO","Undeclared","325","315","41320","40570"
"In post","2023","Scottish Government","SEO/HEO","Unknown","2545","2405","41470","41500"
"In post","2023","The National Archives","AA/AO","Heterosexual / straight","35","30","23560","23460"
"In post","2023","The National Archives","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","The National Archives","AA/AO","Undeclared","10","5","[c]","[c]"
"In post","2023","The National Archives","AA/AO","Unknown","40","35","23410","23460"
"In post","2023","The National Archives","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","The National Archives","EO","LGBO","10","10","[c]","[c]"
"In post","2023","The National Archives","EO","Undeclared","10","5","[c]","[c]"
"In post","2023","The National Archives","EO","Unknown","30","30","26310","25670"
"In post","2023","The National Archives","G6/G7","Heterosexual / straight","50","50","55720","53570"
"In post","2023","The National Archives","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","The National Archives","G6/G7","Undeclared","15","10","[c]","[c]"
"In post","2023","The National Archives","G6/G7","Unknown","35","35","51140","48440"
"In post","2023","The National Archives","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","SEO/HEO","Heterosexual / straight","155","150","36850","35470"
"In post","2023","The National Archives","SEO/HEO","LGBO","30","30","[c]","[c]"
"In post","2023","The National Archives","SEO/HEO","Undeclared","35","30","35080","34820"
"In post","2023","The National Archives","SEO/HEO","Unknown","95","95","37530","35470"
"In post","2023","UK Export Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","EO","Heterosexual / straight","60","60","32380","32300"
"In post","2023","UK Export Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","G6/G7","Heterosexual / straight","185","180","65410","63800"
"In post","2023","UK Export Finance","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","UK Export Finance","G6/G7","Undeclared","20","15","[c]","[c]"
"In post","2023","UK Export Finance","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","UK Export Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","UK Export Finance","SEO/HEO","Heterosexual / straight","170","170","42600","42420"
"In post","2023","UK Export Finance","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","UK Export Finance","SEO/HEO","Undeclared","30","30","[c]","[c]"
"In post","2023","UK Statistics Authority","AA/AO","Heterosexual / straight","1035","725","21410","21200"
"In post","2023","UK Statistics Authority","AA/AO","LGBO","35","30","21600","21200"
"In post","2023","UK Statistics Authority","AA/AO","Undeclared","60","45","21420","21200"
"In post","2023","UK Statistics Authority","AA/AO","Unknown","385","280","21610","21200"
"In post","2023","UK Statistics Authority","EO","Heterosexual / straight","500","460","25430","24840"
"In post","2023","UK Statistics Authority","EO","LGBO","35","35","25100","24840"
"In post","2023","UK Statistics Authority","EO","Undeclared","25","25","[c]","[c]"
"In post","2023","UK Statistics Authority","EO","Unknown","155","145","25410","24840"
"In post","2023","UK Statistics Authority","G6/G7","Heterosexual / straight","870","840","55010","52490"
"In post","2023","UK Statistics Authority","G6/G7","LGBO","60","55","53960","51460"
"In post","2023","UK Statistics Authority","G6/G7","Undeclared","50","50","55480","52490"
"In post","2023","UK Statistics Authority","G6/G7","Unknown","235","230","55610","52490"
"In post","2023","UK Statistics Authority","SCS level","Heterosexual / straight","65","65","85530","78470"
"In post","2023","UK Statistics Authority","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","SCS level","Unknown","20","20","[c]","[c]"
"In post","2023","UK Statistics Authority","SEO/HEO","Heterosexual / straight","1745","1675","35440","37690"
"In post","2023","UK Statistics Authority","SEO/HEO","LGBO","200","195","34610","31660"
"In post","2023","UK Statistics Authority","SEO/HEO","Undeclared","135","130","35470","34560"
"In post","2023","UK Statistics Authority","SEO/HEO","Unknown","510","495","35360","36490"
"In post","2023","UK Supreme Court","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","UK Supreme Court","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","UK Supreme Court","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","UK Supreme Court","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Water Services Regulation Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Water Services Regulation Authority","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","G6/G7","Heterosexual / straight","45","45","82930","78340"
"In post","2023","Water Services Regulation Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","SEO/HEO","Heterosexual / straight","100","100","47860","46550"
"In post","2023","Water Services Regulation Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Water Services Regulation Authority","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2023","Welsh Government","AA/AO","Heterosexual / straight","655","605","25230","25620"
"In post","2023","Welsh Government","AA/AO","LGBO","35","35","24370","25620"
"In post","2023","Welsh Government","AA/AO","Undeclared","100","90","25050","25620"
"In post","2023","Welsh Government","AA/AO","Unknown","55","45","24500","25620"
"In post","2023","Welsh Government","EO","Heterosexual / straight","870","820","29870","30610"
"In post","2023","Welsh Government","EO","LGBO","45","45","29730","30610"
"In post","2023","Welsh Government","EO","Undeclared","115","110","30060","30610"
"In post","2023","Welsh Government","EO","Unknown","45","45","29240","30610"
"In post","2023","Welsh Government","G6/G7","Heterosexual / straight","920","875","64540","63900"
"In post","2023","Welsh Government","G6/G7","LGBO","55","55","64200","63900"
"In post","2023","Welsh Government","G6/G7","Undeclared","150","140","64840","63900"
"In post","2023","Welsh Government","G6/G7","Unknown","55","55","63750","63900"
"In post","2023","Welsh Government","SCS level","Heterosexual / straight","150","145","90800","82550"
"In post","2023","Welsh Government","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Welsh Government","SCS level","Undeclared","20","20","[c]","[c]"
"In post","2023","Welsh Government","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Welsh Government","SEO/HEO","Heterosexual / straight","2240","2125","42830","39690"
"In post","2023","Welsh Government","SEO/HEO","LGBO","115","110","41950","39690"
"In post","2023","Welsh Government","SEO/HEO","Undeclared","310","295","43320","39690"
"In post","2023","Welsh Government","SEO/HEO","Unknown","90","85","40840","39690"
"Leaver CS","2023","Attorney General's Departments","AA/AO","Heterosexual / straight","130","[c]","22880","22870"
"Leaver CS","2023","Attorney General's Departments","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","EO","Heterosexual / straight","100","[c]","28280","27950"
"Leaver CS","2023","Attorney General's Departments","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","G6/G7","Heterosexual / straight","230","[c]","59050","56450"
"Leaver CS","2023","Attorney General's Departments","G6/G7","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","G6/G7","Unknown","75","[c]","62380","61920"
"Leaver CS","2023","Attorney General's Departments","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","SEO/HEO","Heterosexual / straight","100","[c]","37930","38760"
"Leaver CS","2023","Attorney General's Departments","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","AA/AO","Heterosexual / straight","65","[c]","20600","21050"
"Leaver CS","2023","Cabinet Office","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","AA/AO","Unknown","30","[c]","20270","21170"
"Leaver CS","2023","Cabinet Office","EO","Heterosexual / straight","70","[c]","26760","27500"
"Leaver CS","2023","Cabinet Office","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","G6/G7","Heterosexual / straight","190","[c]","58900","56430"
"Leaver CS","2023","Cabinet Office","G6/G7","LGBO","30","[c]","58400","56430"
"Leaver CS","2023","Cabinet Office","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","G6/G7","Unknown","175","[c]","65280","65500"
"Leaver CS","2023","Cabinet Office","SCS level","Heterosexual / straight","50","[c]","104550","91770"
"Leaver CS","2023","Cabinet Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","SCS level","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","SEO/HEO","Heterosexual / straight","185","[c]","36990","36120"
"Leaver CS","2023","Cabinet Office","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","SEO/HEO","Unknown","170","[c]","33060","32000"
"Leaver CS","2023","Chancellor's other departments","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","G6/G7","Heterosexual / straight","45","[c]","65050","62190"
"Leaver CS","2023","Competition and Markets Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","75","[c]","21980","21810"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","50","[c]","21920","22180"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","75","[c]","27080","27520"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","EO","Unknown","50","[c]","26360","25160"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","235","[c]","57200","53600"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","40","[c]","57190","54610"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","30","[c]","57950","56010"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","40","[c]","81550","76480"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","300","[c]","37210","36060"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","45","[c]","37900","39840"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","45","[c]","38920","39300"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","70","[c]","37270","37140"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","60","[c]","56780","53030"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","5","[c]","[c]","[c]"
