"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","Male","215","215","51300","49970"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","Female","140","130","31570","30640"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","Male","90","90","31830","30860"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Female","50","45","80800","76260"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Male","55","55","84220","78860"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","Female","245","220","38640","37710"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","Male","175","175","38720","37710"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for International Trade","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for International Trade","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for International Trade","EO","Female","15","15","[c]","[c]"
"In post","2023","40-49","Department for International Trade","EO","Male","10","10","[c]","[c]"
"In post","2023","40-49","Department for International Trade","G6","Female","50","45","67810","66340"
"In post","2023","40-49","Department for International Trade","G6","Male","55","55","67840","65980"
"In post","2023","40-49","Department for International Trade","G7","Female","85","80","55770","55390"
"In post","2023","40-49","Department for International Trade","G7","Male","100","95","57090","55500"
"In post","2023","40-49","Department for International Trade","HEO","Female","40","40","33620","35010"
"In post","2023","40-49","Department for International Trade","HEO","Male","15","15","[c]","[c]"
"In post","2023","40-49","Department for International Trade","SCS level","Female","30","30","83550","77100"
"In post","2023","40-49","Department for International Trade","SCS level","Male","40","40","93210","81630"
"In post","2023","40-49","Department for International Trade","SEO","Female","75","70","42220","41750"
"In post","2023","40-49","Department for International Trade","SEO","Male","70","70","41910","41750"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Female","25","25","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Male","10","10","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","Female","70","65","65300","64970"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","Male","55","55","66280","65410"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","Female","125","115","53910","54630"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","Male","105","100","54680","54630"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","Female","75","70","33360","31420"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","Male","35","35","34200","34310"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","Female","50","50","87710","79970"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","Male","35","35","92150","81530"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","Female","65","60","40030","39750"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","Male","60","55","40580","40390"
"In post","2023","40-49","Department for Transport (excl. agencies)","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Transport (excl. agencies)","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Transport (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Transport (excl. agencies)","AO","Male","10","10","[c]","[c]"
"In post","2023","40-49","Department for Transport (excl. agencies)","EO","Female","30","25","[c]","[c]"
"In post","2023","40-49","Department for Transport (excl. agencies)","EO","Male","15","15","[c]","[c]"
"In post","2023","40-49","Department for Transport (excl. agencies)","G6","Female","70","60","68750","67770"
"In post","2023","40-49","Department for Transport (excl. agencies)","G6","Male","90","90","69820","68150"
"In post","2023","40-49","Department for Transport (excl. agencies)","G7","Female","115","110","57570","56340"
"In post","2023","40-49","Department for Transport (excl. agencies)","G7","Male","150","150","59260","56340"
"In post","2023","40-49","Department for Transport (excl. agencies)","HEO","Female","60","55","35840","36010"
"In post","2023","40-49","Department for Transport (excl. agencies)","HEO","Male","35","35","35910","36410"
"In post","2023","40-49","Department for Transport (excl. agencies)","SCS level","Female","60","55","84150","78570"
"In post","2023","40-49","Department for Transport (excl. agencies)","SCS level","Male","50","50","91220","85430"
"In post","2023","40-49","Department for Transport (excl. agencies)","SEO","Female","65","65","43570","43750"
"In post","2023","40-49","Department for Transport (excl. agencies)","SEO","Male","80","80","44500","44570"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","AA","Female","25","20","[c]","[c]"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","AA","Male","30","30","21270","21250"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","AO","Female","3565","2825","22010","21690"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","AO","Male","1730","1665","21950","21690"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","EO","Female","6385","5545","28720","28120"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","EO","Male","3360","3300","28740","28120"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","G6","Female","160","155","70100","70360"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","G6","Male","190","190","71580","70570"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","G7","Female","380","360","52670","50160"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","G7","Male","415","410","54490","53200"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","HEO","Female","1295","1215","35010","34170"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","HEO","Male","825","820","35020","34170"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","SCS level","Female","60","60","91940","80780"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","SCS level","Male","45","40","89550","84340"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","SEO","Female","520","495","39760","38470"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","SEO","Male","455","455","40550","38470"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","EO","Female","25","25","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","EO","Male","10","10","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","G6","Female","85","75","68400","67890"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","G6","Male","55","55","67950","67820"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","G7","Female","155","140","54130","54690"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","G7","Male","105","105","53900","54660"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","HEO","Female","50","45","33570","34190"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","HEO","Male","40","40","33110","33760"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","SCS level","Female","55","55","85490","78850"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","SCS level","Male","50","50","89640","80460"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","SEO","Female","85","80","40350","40040"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","SEO","Male","45","45","40770","40310"
"In post","2023","40-49","Disclosure Scotland","AA","Female","15","15","[c]","[c]"
"In post","2023","40-49","Disclosure Scotland","AA","Male","20","20","[c]","[c]"
"In post","2023","40-49","Disclosure Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Disclosure Scotland","AO","Male","5","5","[c]","[c]"
"In post","2023","40-49","Disclosure Scotland","EO","Female","10","10","[c]","[c]"
"In post","2023","40-49","Disclosure Scotland","EO","Male","10","10","[c]","[c]"
"In post","2023","40-49","Disclosure Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Disclosure Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Disclosure Scotland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Disclosure Scotland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Disclosure Scotland","HEO","Female","10","5","[c]","[c]"
"In post","2023","40-49","Disclosure Scotland","HEO","Male","5","5","[c]","[c]"
"In post","2023","40-49","Disclosure Scotland","SEO","Female","10","10","[c]","[c]"
"In post","2023","40-49","Disclosure Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","AA","Female","130","95","19050","19000"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","AA","Male","80","80","20120","19000"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","AO","Female","470","390","22500","22500"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","AO","Male","240","235","22850","22500"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","EO","Female","125","120","27170","27260"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","EO","Male","120","120","27540","27260"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","G6","Female","15","15","[c]","[c]"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","G6","Male","20","20","[c]","[c]"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","G7","Female","30","30","[c]","[c]"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","G7","Male","50","50","60030","53600"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","HEO","Female","80","75","32840","31940"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","HEO","Male","90","90","33670","31940"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","SEO","Female","65","60","41660","40180"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","SEO","Male","100","100","44420","42050"
"In post","2023","40-49","Driver and Vehicle Standards Agency","AO","Female","85","70","22880","22500"
"In post","2023","40-49","Driver and Vehicle Standards Agency","AO","Male","140","140","26920","27490"
"In post","2023","40-49","Driver and Vehicle Standards Agency","EO","Female","190","170","28110","27400"
"In post","2023","40-49","Driver and Vehicle Standards Agency","EO","Male","370","365","29050","27400"
"In post","2023","40-49","Driver and Vehicle Standards Agency","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Driver and Vehicle Standards Agency","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Driver and Vehicle Standards Agency","G7","Female","20","20","[c]","[c]"
"In post","2023","40-49","Driver and Vehicle Standards Agency","G7","Male","20","20","[c]","[c]"
"In post","2023","40-49","Driver and Vehicle Standards Agency","HEO","Female","75","75","33360","31940"
"In post","2023","40-49","Driver and Vehicle Standards Agency","HEO","Male","130","130","33450","32670"
"In post","2023","40-49","Driver and Vehicle Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Driver and Vehicle Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Driver and Vehicle Standards Agency","SEO","Female","45","45","41420","40570"
"In post","2023","40-49","Driver and Vehicle Standards Agency","SEO","Male","40","40","41720","40570"
"In post","2023","40-49","Education Scotland","AA","Female","5","5","[c]","[c]"
"In post","2023","40-49","Education Scotland","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Education Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Education Scotland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Education Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Education Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Education Scotland","G6","Female","30","30","77160","79110"
"In post","2023","40-49","Education Scotland","G6","Male","20","20","[c]","[c]"
"In post","2023","40-49","Education Scotland","G7","Female","15","10","[c]","[c]"
"In post","2023","40-49","Education Scotland","G7","Male","10","10","[c]","[c]"
"In post","2023","40-49","Education Scotland","HEO","Female","5","5","[c]","[c]"
"In post","2023","40-49","Education Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Education Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Education Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Education Scotland","SEO","Female","10","10","[c]","[c]"
"In post","2023","40-49","Education Scotland","SEO","Male","5","5","[c]","[c]"
"In post","2023","40-49","Education and Skills Funding Agency","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Education and Skills Funding Agency","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Education and Skills Funding Agency","EO","Female","5","5","[c]","[c]"
"In post","2023","40-49","Education and Skills Funding Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Education and Skills Funding Agency","G6","Female","15","15","[c]","[c]"
"In post","2023","40-49","Education and Skills Funding Agency","G6","Male","15","15","[c]","[c]"
"In post","2023","40-49","Education and Skills Funding Agency","G7","Female","35","35","52720","51910"
"In post","2023","40-49","Education and Skills Funding Agency","G7","Male","30","30","[c]","[c]"
"In post","2023","40-49","Education and Skills Funding Agency","HEO","Female","25","25","[c]","[c]"
"In post","2023","40-49","Education and Skills Funding Agency","HEO","Male","20","20","[c]","[c]"
"In post","2023","40-49","Education and Skills Funding Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Education and Skills Funding Agency","SCS level","Male","10","10","[c]","[c]"
"In post","2023","40-49","Education and Skills Funding Agency","SEO","Female","45","40","39730","38210"
"In post","2023","40-49","Education and Skills Funding Agency","SEO","Male","35","35","40150","38210"
"In post","2023","40-49","Estyn","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","G6","Female","5","5","[c]","[c]"
"In post","2023","40-49","Estyn","G6","Male","10","10","[c]","[c]"
"In post","2023","40-49","Estyn","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","FCDO Services","AO","Female","10","10","[c]","[c]"
"In post","2023","40-49","FCDO Services","AO","Male","5","5","[c]","[c]"
"In post","2023","40-49","FCDO Services","EO","Female","15","15","[c]","[c]"
"In post","2023","40-49","FCDO Services","EO","Male","25","25","[c]","[c]"
"In post","2023","40-49","FCDO Services","G6","Female","5","5","[c]","[c]"
"In post","2023","40-49","FCDO Services","G6","Male","10","10","[c]","[c]"
"In post","2023","40-49","FCDO Services","G7","Female","15","10","[c]","[c]"
"In post","2023","40-49","FCDO Services","G7","Male","25","25","[c]","[c]"
"In post","2023","40-49","FCDO Services","HEO","Female","15","15","[c]","[c]"
"In post","2023","40-49","FCDO Services","HEO","Male","40","40","37880","37730"
"In post","2023","40-49","FCDO Services","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","FCDO Services","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","FCDO Services","SEO","Female","20","20","[c]","[c]"
"In post","2023","40-49","FCDO Services","SEO","Male","40","40","46150","44490"
"In post","2023","40-49","FCDO Services","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","FCDO Services","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","EO","Female","30","30","27810","28090"
"In post","2023","40-49","Food Standards Agency","EO","Male","45","45","28130","28090"
"In post","2023","40-49","Food Standards Agency","G6","Female","15","15","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","G6","Male","15","15","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","G7","Female","50","50","54730","53110"
"In post","2023","40-49","Food Standards Agency","G7","Male","40","40","54410","53110"
"In post","2023","40-49","Food Standards Agency","HEO","Female","40","40","32170","31730"
"In post","2023","40-49","Food Standards Agency","HEO","Male","25","25","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","SCS level","Female","10","10","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","SEO","Female","75","70","40360","40750"
"In post","2023","40-49","Food Standards Agency","SEO","Male","70","70","39630","38670"
"In post","2023","40-49","Food Standards Scotland","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Scotland","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Scotland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Scotland","EO","Female","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Scotland","EO","Male","10","10","[c]","[c]"
"In post","2023","40-49","Food Standards Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Scotland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Scotland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Scotland","HEO","Female","15","15","[c]","[c]"
"In post","2023","40-49","Food Standards Scotland","HEO","Male","10","10","[c]","[c]"
"In post","2023","40-49","Food Standards Scotland","SEO","Female","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Scotland","SEO","Male","10","10","[c]","[c]"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","AO","Female","20","20","[c]","[c]"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","AO","Male","20","20","[c]","[c]"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Female","70","60","31040","31440"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Male","50","50","31520","31400"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","G6","Female","220","210","67820","67530"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","G6","Male","210","205","67860","67530"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","G7","Female","300","285","57510","57620"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","G7","Male","305","300","57250","57060"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","Female","160","155","37350","37560"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","Male","170","170","36720","35810"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Female","115","110","83960","79000"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Male","135","135","84210","79000"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","Female","95","90","44170","44450"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","Male","95","95","43770","44450"
"In post","2023","40-49","Forestry and Land Scotland","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Forestry and Land Scotland","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Forestry and Land Scotland","AO","Female","30","30","27030","26220"
"In post","2023","40-49","Forestry and Land Scotland","AO","Male","65","65","28810","29560"
"In post","2023","40-49","Forestry and Land Scotland","EO","Female","35","35","32860","33260"
"In post","2023","40-49","Forestry and Land Scotland","EO","Male","40","40","34010","33260"
"In post","2023","40-49","Forestry and Land Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Forestry and Land Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Forestry and Land Scotland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Forestry and Land Scotland","G7","Male","5","5","[c]","[c]"
"In post","2023","40-49","Forestry and Land Scotland","HEO","Female","25","25","[c]","[c]"
"In post","2023","40-49","Forestry and Land Scotland","HEO","Male","30","30","[c]","[c]"
"In post","2023","40-49","Forestry and Land Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Forestry and Land Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Forestry and Land Scotland","SEO","Female","10","10","[c]","[c]"
"In post","2023","40-49","Forestry and Land Scotland","SEO","Male","15","15","[c]","[c]"
"In post","2023","40-49","Government Actuary's Department","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Actuary's Department","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Actuary's Department","G6","Female","15","10","[c]","[c]"
"In post","2023","40-49","Government Actuary's Department","G6","Male","25","20","[c]","[c]"
"In post","2023","40-49","Government Actuary's Department","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Actuary's Department","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Actuary's Department","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Actuary's Department","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Actuary's Department","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Actuary's Department","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Actuary's Department","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Actuary's Department","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Commercial Organisation","G6","Female","75","70","76780","76450"
"In post","2023","40-49","Government Commercial Organisation","G6","Male","75","75","79610","79750"
"In post","2023","40-49","Government Commercial Organisation","G7","Female","120","115","63130","65500"
"In post","2023","40-49","Government Commercial Organisation","G7","Male","130","130","63760","65500"
"In post","2023","40-49","Government Commercial Organisation","SCS level","Female","45","45","111380","102650"
"In post","2023","40-49","Government Commercial Organisation","SCS level","Male","40","40","123350","123520"
"In post","2023","40-49","Government Commercial Organisation","SEO","Female","15","15","[c]","[c]"
"In post","2023","40-49","Government Commercial Organisation","SEO","Male","10","10","[c]","[c]"
"In post","2023","40-49","Government Internal Audit Agency","G6","Female","10","10","[c]","[c]"
"In post","2023","40-49","Government Internal Audit Agency","G6","Male","15","15","[c]","[c]"
"In post","2023","40-49","Government Internal Audit Agency","G7","Female","15","15","[c]","[c]"
"In post","2023","40-49","Government Internal Audit Agency","G7","Male","20","20","[c]","[c]"
"In post","2023","40-49","Government Internal Audit Agency","HEO","Female","10","10","[c]","[c]"
"In post","2023","40-49","Government Internal Audit Agency","HEO","Male","5","5","[c]","[c]"
"In post","2023","40-49","Government Internal Audit Agency","SCS level","Female","5","5","[c]","[c]"
"In post","2023","40-49","Government Internal Audit Agency","SCS level","Male","5","5","[c]","[c]"
"In post","2023","40-49","Government Internal Audit Agency","SEO","Female","25","25","[c]","[c]"
"In post","2023","40-49","Government Internal Audit Agency","SEO","Male","20","20","[c]","[c]"
"In post","2023","40-49","Government Legal Department","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Legal Department","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Legal Department","EO","Female","30","30","28840","28410"
"In post","2023","40-49","Government Legal Department","EO","Male","15","10","[c]","[c]"
"In post","2023","40-49","Government Legal Department","G6","Female","250","210","67850","67240"
"In post","2023","40-49","Government Legal Department","G6","Male","120","120","69040","67680"
"In post","2023","40-49","Government Legal Department","G7","Female","165","140","53890","52790"
"In post","2023","40-49","Government Legal Department","G7","Male","70","65","54920","53390"
"In post","2023","40-49","Government Legal Department","HEO","Female","15","10","[c]","[c]"
"In post","2023","40-49","Government Legal Department","HEO","Male","5","5","[c]","[c]"
"In post","2023","40-49","Government Legal Department","SCS level","Female","55","50","80190","78150"
"In post","2023","40-49","Government Legal Department","SCS level","Male","30","30","[c]","[c]"
"In post","2023","40-49","Government Legal Department","SEO","Female","10","10","[c]","[c]"
"In post","2023","40-49","Government Legal Department","SEO","Male","5","5","[c]","[c]"
"In post","2023","40-49","Government Property Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Property Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Property Agency","G6","Female","10","10","[c]","[c]"
"In post","2023","40-49","Government Property Agency","G6","Male","15","15","[c]","[c]"
"In post","2023","40-49","Government Property Agency","G7","Female","15","15","[c]","[c]"
"In post","2023","40-49","Government Property Agency","G7","Male","20","20","[c]","[c]"
"In post","2023","40-49","Government Property Agency","HEO","Female","10","10","[c]","[c]"
"In post","2023","40-49","Government Property Agency","HEO","Male","5","5","[c]","[c]"
"In post","2023","40-49","Government Property Agency","SCS level","Female","5","5","[c]","[c]"
"In post","2023","40-49","Government Property Agency","SCS level","Male","5","5","[c]","[c]"
"In post","2023","40-49","Government Property Agency","SEO","Female","10","10","[c]","[c]"
"In post","2023","40-49","Government Property Agency","SEO","Male","15","15","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","AA","Female","125","110","20640","19930"
"In post","2023","40-49","HM Courts and Tribunals Service","AA","Male","60","60","20820","19930"
"In post","2023","40-49","HM Courts and Tribunals Service","AO","Female","1255","1005","22460","21780"
"In post","2023","40-49","HM Courts and Tribunals Service","AO","Male","435","420","22600","21780"
"In post","2023","40-49","HM Courts and Tribunals Service","EO","Female","455","410","26770","25830"
"In post","2023","40-49","HM Courts and Tribunals Service","EO","Male","175","175","26760","25830"
"In post","2023","40-49","HM Courts and Tribunals Service","G6","Female","40","35","65770","63190"
"In post","2023","40-49","HM Courts and Tribunals Service","G6","Male","15","15","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","G7","Female","110","105","55200","53430"
"In post","2023","40-49","HM Courts and Tribunals Service","G7","Male","60","60","54510","52430"
"In post","2023","40-49","HM Courts and Tribunals Service","HEO","Female","260","250","32860","31270"
"In post","2023","40-49","HM Courts and Tribunals Service","HEO","Male","100","100","32990","31270"
"In post","2023","40-49","HM Courts and Tribunals Service","SCS level","Female","15","15","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","SCS level","Male","10","10","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","SEO","Female","275","245","41280","41510"
"In post","2023","40-49","HM Courts and Tribunals Service","SEO","Male","115","110","40950","40060"
"In post","2023","40-49","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
