"Status","Year","Region_ITL2","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Bedfordshire and Hertfordshire","Outside London","Female","Heterosexual / straight","2010","1840","34270","31280"
"In post","2023","Bedfordshire and Hertfordshire","Outside London","Female","LGBO","110","105","32410","31280"
"In post","2023","Bedfordshire and Hertfordshire","Outside London","Female","Undeclared","230","205","34660","31270"
"In post","2023","Bedfordshire and Hertfordshire","Outside London","Female","Unknown","425","370","33350","30130"
"In post","2023","Bedfordshire and Hertfordshire","Outside London","Male","Heterosexual / straight","1410","1380","36580","32440"
"In post","2023","Bedfordshire and Hertfordshire","Outside London","Male","LGBO","80","80","37060","31580"
"In post","2023","Bedfordshire and Hertfordshire","Outside London","Male","Undeclared","205","195","35980","33170"
"In post","2023","Bedfordshire and Hertfordshire","Outside London","Male","Unknown","305","295","33950","30880"
"In post","2023","Bedfordshire and Hertfordshire","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","Heterosexual / straight","3455","3190","34000","31270"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","LGBO","235","230","32470","31280"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","Undeclared","390","360","34430","31280"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","Unknown","735","660","32910","29750"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","Heterosexual / straight","3120","3045","37280","34170"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","LGBO","140","140","36310","32680"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","Undeclared","420","400","39250","36480"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","Unknown","805","780","36040","32700"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","Outside London","Female","Heterosexual / straight","1880","1735","33580","30740"
"In post","2023","Cheshire","Outside London","Female","LGBO","155","150","34420","32060"
"In post","2023","Cheshire","Outside London","Female","Undeclared","185","170","32800","30690"
"In post","2023","Cheshire","Outside London","Female","Unknown","350","310","30120","28120"
"In post","2023","Cheshire","Outside London","Male","Heterosexual / straight","1395","1355","36220","33990"
