"Status","Year","Age","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","60-64","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","Internal Audit","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","Internal Audit","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Legal","G6/G7","50","[c]","63800","62710"
"Leaver CS","2023","60-64","Legal","Legal","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Inspector of Education and Training","G6/G7","25","[c]","78570","77470"
"Leaver CS","2023","60-64","No function","Inspector of Education and Training","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Intelligence Analysis","EO","15","[c]","28810","29670"
"Leaver CS","2023","60-64","No function","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Intelligence Analysis","SEO/HEO","10","[c]","39030","39660"
"Leaver CS","2023","60-64","No function","International Trade","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","International Trade","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Legal","SEO/HEO","15","[c]","45290","45350"
"Leaver CS","2023","60-64","No function","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Medicine","G6/G7","10","[c]","90260","93060"
"Leaver CS","2023","60-64","No function","Medicine","SCS level","10","[c]","118480","119130"
"Leaver CS","2023","60-64","No function","Medicine","SEO/HEO","15","[c]","40170","40590"
"Leaver CS","2023","60-64","No function","Operational Delivery","AA/AO","1320","[c]","21920","21690"
"Leaver CS","2023","60-64","No function","Operational Delivery","EO","920","[c]","28740","28120"
"Leaver CS","2023","60-64","No function","Operational Delivery","G6/G7","115","[c]","59770","58620"
"Leaver CS","2023","60-64","No function","Operational Delivery","SCS level","25","[c]","105990","103550"
"Leaver CS","2023","60-64","No function","Operational Delivery","SEO/HEO","410","[c]","38090","37000"
"Leaver CS","2023","60-64","No function","Operational Delivery","Unknown","200","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Other","AA/AO","60","[c]","21170","20970"
"Leaver CS","2023","60-64","No function","Other","EO","15","[c]","29310","27740"
"Leaver CS","2023","60-64","No function","Other","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Other","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Other","SEO/HEO","25","[c]","38420","36170"
"Leaver CS","2023","60-64","No function","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Policy","EO","15","[c]","30320","30560"
"Leaver CS","2023","60-64","No function","Policy","G6/G7","40","[c]","63860","63780"
"Leaver CS","2023","60-64","No function","Policy","SCS level","15","[c]","98160","88690"
"Leaver CS","2023","60-64","No function","Policy","SEO/HEO","35","[c]","40080","40050"
"Leaver CS","2023","60-64","No function","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Science and Engineering","AA/AO","15","[c]","22470","22750"
"Leaver CS","2023","60-64","No function","Science and Engineering","EO","15","[c]","29080","29200"
"Leaver CS","2023","60-64","No function","Science and Engineering","G6/G7","20","[c]","63620","60910"
"Leaver CS","2023","60-64","No function","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Science and Engineering","SEO/HEO","65","[c]","40740","38540"
"Leaver CS","2023","60-64","No function","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Tax","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Tax","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Tax","G6/G7","45","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Tax","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Tax","SEO/HEO","75","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Unknown","AA/AO","35","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Unknown","SEO/HEO","35","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Policy","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Policy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Project Delivery","G6/G7","60","[c]","61490","59740"
"Leaver CS","2023","60-64","Project Delivery","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Project Delivery","SEO/HEO","70","[c]","40300","40210"
"Leaver CS","2023","60-64","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Tax","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Tax","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Other","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Property","AA/AO","15","[c]","20620","20800"
"Leaver CS","2023","60-64","Property","Property","EO","15","[c]","28100","27810"
"Leaver CS","2023","60-64","Property","Property","G6/G7","15","[c]","60760","58090"
"Leaver CS","2023","60-64","Property","Property","SEO/HEO","60","[c]","40940","41510"
"Leaver CS","2023","60-64","Property","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","Security","AA/AO","75","[c]","31890","27500"
"Leaver CS","2023","60-64","Security","Security","EO","20","[c]","39240","45720"
"Leaver CS","2023","60-64","Security","Security","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","Security","SEO/HEO","25","[c]","46720","46330"
"Leaver CS","2023","60-64","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Other","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Other","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Other","Unknown","30","[c]","46800","38420"
"Leaver CS","2023","60-64","Unknown","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Policy","G6/G7","10","[c]","66510","66250"
"Leaver CS","2023","60-64","Unknown","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Policy","SEO/HEO","15","[c]","41980","40100"
"Leaver CS","2023","60-64","Unknown","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Science and Engineering","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","AA/AO","40","[c]","24960","24890"
"Leaver CS","2023","60-64","Unknown","Unknown","EO","30","[c]","31870","31940"
"Leaver CS","2023","60-64","Unknown","Unknown","G6/G7","80","[c]","72290","76560"
"Leaver CS","2023","60-64","Unknown","Unknown","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","SEO/HEO","75","[c]","45220","49860"
"Leaver CS","2023","65+","Analysis","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","Science and Engineering","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","Science and Engineering","SEO/HEO","10","[c]","38220","39890"
"Leaver CS","2023","65+","Analysis","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","Commercial","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Counter Fraud","AA/AO","30","[c]","22670","21690"
"Leaver CS","2023","65+","Counter Fraud","Counter Fraud","EO","60","[c]","28760","28120"
"Leaver CS","2023","65+","Counter Fraud","Counter Fraud","SEO/HEO","15","[c]","37200","36600"
"Leaver CS","2023","65+","Counter Fraud","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Legal","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Legal","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Legal","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Other","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Other","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Tax","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","Operational Delivery","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","Operational Delivery","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","Other","AA/AO","40","[c]","21830","21690"
"Leaver CS","2023","65+","Debt","Other","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","Digital, Data and Technology","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","Digital, Data and Technology","EO","20","[c]","29510","28120"
"Leaver CS","2023","65+","Digital, Data & Technology","Digital, Data and Technology","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","45","[c]","38640","36560"
"Leaver CS","2023","65+","Digital, Data & Technology","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","Knowledge and Information Management","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","Finance","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","Finance","EO","15","[c]","27800","28070"
"Leaver CS","2023","65+","Finance","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","Finance","SEO/HEO","40","[c]","41110","38680"
"Leaver CS","2023","65+","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","Operational Delivery","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","Operational Delivery","AA/AO","15","[c]","21960","21720"
"Leaver CS","2023","65+","Grants Management","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","Human Resources","AA/AO","80","[c]","22280","22220"
"Leaver CS","2023","65+","Human Resources","Human Resources","EO","50","[c]","30760","31470"
"Leaver CS","2023","65+","Human Resources","Human Resources","G6/G7","10","[c]","62280","62830"
"Leaver CS","2023","65+","Human Resources","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","Human Resources","SEO/HEO","50","[c]","37720","36260"
"Leaver CS","2023","65+","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","Internal Audit","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","Legal","G6/G7","25","[c]","64440","63500"
"Leaver CS","2023","65+","Legal","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Inspector of Education and Training","G6/G7","10","[c]","[c]","[c]"
