"Status","Year","Profession_of_post","Region_ITL1","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Female","Heterosexual / straight","130","125","41080","36990"
"In post","2023","Commercial","Scotland","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Scotland","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Scotland","Female","Unknown","60","60","42380","34950"
"In post","2023","Commercial","Scotland","Male","Heterosexual / straight","115","110","44060","39620"
"In post","2023","Commercial","Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Scotland","Male","Unknown","65","65","42380","36310"
"In post","2023","Commercial","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Female","Heterosexual / straight","265","255","41240","39610"
"In post","2023","Commercial","South East (England)","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","South East (England)","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","Commercial","South East (England)","Female","Unknown","30","30","[c]","[c]"
"In post","2023","Commercial","South East (England)","Male","Heterosexual / straight","185","180","48240","42620"
"In post","2023","Commercial","South East (England)","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","South East (England)","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","South East (England)","Male","Unknown","30","30","40400","33830"
"In post","2023","Commercial","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","Female","Heterosexual / straight","730","680","42140","40710"
"In post","2023","Commercial","South West (England)","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Commercial","South West (England)","Female","Undeclared","80","75","41900","42210"
"In post","2023","Commercial","South West (England)","Female","Unknown","105","105","38280","33990"
"In post","2023","Commercial","South West (England)","Male","Heterosexual / straight","590","580","46120","42700"
"In post","2023","Commercial","South West (England)","Male","LGBO","35","35","41860","38590"
"In post","2023","Commercial","South West (England)","Male","Undeclared","80","75","44080","42620"
"In post","2023","Commercial","South West (England)","Male","Unknown","115","115","46870","39890"
"In post","2023","Commercial","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","Female","Heterosexual / straight","175","165","37430","33990"
"In post","2023","Commercial","Wales","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Wales","Female","Undeclared","25","20","[c]","[c]"
"In post","2023","Commercial","Wales","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","Wales","Male","Heterosexual / straight","140","135","39010","36180"
"In post","2023","Commercial","Wales","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Wales","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Commercial","Wales","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Commercial","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Female","Heterosexual / straight","125","120","44310","38470"
"In post","2023","Commercial","West Midlands (England)","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Female","Unknown","50","50","44930","41170"
"In post","2023","Commercial","West Midlands (England)","Male","Heterosexual / straight","130","130","50370","40600"
"In post","2023","Commercial","West Midlands (England)","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Male","Unknown","40","40","49840","42150"
"In post","2023","Commercial","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","Female","Heterosexual / straight","330","315","43990","38470"
"In post","2023","Commercial","Yorkshire and The Humber","Female","LGBO","30","30","42200","38120"
"In post","2023","Commercial","Yorkshire and The Humber","Female","Undeclared","35","35","43880","38780"
"In post","2023","Commercial","Yorkshire and The Humber","Female","Unknown","45","45","49430","50160"
"In post","2023","Commercial","Yorkshire and The Humber","Male","Heterosexual / straight","235","230","45370","38550"
"In post","2023","Commercial","Yorkshire and The Humber","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","Male","Unknown","60","60","50420","50650"
"In post","2023","Commercial","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Female","Heterosexual / straight","55","50","41370","37640"
"In post","2023","Communications","East Midlands (England)","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Female","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Communications","East of England","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","East of England","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","East of England","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Communications","East of England","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Female","Heterosexual / straight","770","740","49610","46450"
"In post","2023","Communications","London","Female","LGBO","60","55","46050","43830"
"In post","2023","Communications","London","Female","Undeclared","80","80","47720","44270"
"In post","2023","Communications","London","Female","Unknown","290","285","47520","43690"
"In post","2023","Communications","London","Male","Heterosexual / straight","455","455","50140","45540"
"In post","2023","Communications","London","Male","LGBO","85","85","48250","44600"
"In post","2023","Communications","London","Male","Undeclared","55","55","51230","47210"
"In post","2023","Communications","London","Male","Unknown","200","200","48430","44010"
"In post","2023","Communications","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","Female","Heterosexual / straight","60","55","36930","35000"
"In post","2023","Communications","North East (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Communications","North East (England)","Male","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Communications","North East (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","North East (England)","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Female","Heterosexual / straight","120","115","39990","37700"
"In post","2023","Communications","North West (England)","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Communications","North West (England)","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","North West (England)","Female","Unknown","25","25","[c]","[c]"
"In post","2023","Communications","North West (England)","Male","Heterosexual / straight","65","65","40840","40310"
"In post","2023","Communications","North West (England)","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Communications","North West (England)","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Communications","North West (England)","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Communications","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Female","Heterosexual / straight","45","45","39390","38640"
"In post","2023","Communications","Scotland","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Communications","Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Male","Heterosexual / straight","30","30","41990","39590"
"In post","2023","Communications","Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Communications","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South East (England)","Female","Heterosexual / straight","125","115","35610","34140"
"In post","2023","Communications","South East (England)","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Communications","South East (England)","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Communications","South East (England)","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Communications","South East (England)","Male","Heterosexual / straight","95","95","36270","33830"
"In post","2023","Communications","South East (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South East (England)","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Communications","South East (England)","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Communications","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South West (England)","Female","Heterosexual / straight","145","135","37770","37300"
"In post","2023","Communications","South West (England)","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Communications","South West (England)","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Communications","South West (England)","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Communications","South West (England)","Male","Heterosexual / straight","95","90","38140","37020"
"In post","2023","Communications","South West (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South West (England)","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Communications","South West (England)","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Communications","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","Female","Heterosexual / straight","200","180","38150","37310"
"In post","2023","Communications","Wales","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Communications","Wales","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","Communications","Wales","Female","Unknown","35","30","40380","37760"
"In post","2023","Communications","Wales","Male","Heterosexual / straight","105","105","40610","38260"
"In post","2023","Communications","Wales","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Communications","Wales","Male","Undeclared","25","20","[c]","[c]"
"In post","2023","Communications","Wales","Male","Unknown","30","30","[c]","[c]"
"In post","2023","Communications","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Female","Heterosexual / straight","90","85","40630","37980"
"In post","2023","Communications","West Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Female","Undeclared","10","5","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Male","Heterosexual / straight","45","45","38590","34690"
"In post","2023","Communications","West Midlands (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Female","Heterosexual / straight","90","80","43830","42000"
"In post","2023","Communications","Yorkshire and The Humber","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Male","Heterosexual / straight","45","45","41720","39720"
"In post","2023","Communications","Yorkshire and The Humber","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","London","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Corporate Finance","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","London","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Corporate Finance","London","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Corporate Finance","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","London","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Corporate Finance","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","North West (England)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","North West (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","North West (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","North West (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","North West (England)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","North West (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","North West (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","North West (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","Female","Unknown","[c]","[c]","[c]","[c]"
