"Status","Year","Function_of_post","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Digital, Data and Technology","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","East Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Eastern Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","10","5","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","10","10","37760","37760"
"In post","2023","Analysis","Digital, Data and Technology","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Inner London - East","G6/G7","25","20","60150","55720"
"In post","2023","Analysis","Digital, Data and Technology","Inner London - East","SEO/HEO","35","35","40160","43650"
"In post","2023","Analysis","Digital, Data and Technology","Inner London - West","G6/G7","10","10","63860","65960"
"In post","2023","Analysis","Digital, Data and Technology","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Inner London - West","SEO/HEO","20","20","39800","40550"
"In post","2023","Analysis","Digital, Data and Technology","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","South Yorkshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","South Yorkshire","SEO/HEO","10","10","34710","32160"
"In post","2023","Analysis","Digital, Data and Technology","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","East Wales","AA/AO","20","20","21390","21200"
"In post","2023","Analysis","Economics","East Wales","EO","10","10","24840","24840"
"In post","2023","Analysis","Economics","East Wales","G6/G7","25","25","56730","52490"
"In post","2023","Analysis","Economics","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","East Wales","SEO/HEO","55","55","34110","31560"
"In post","2023","Analysis","Economics","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Eastern Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Greater Manchester","EO","15","15","26740","26940"
"In post","2023","Analysis","Economics","Greater Manchester","G6/G7","20","20","58030","55780"
"In post","2023","Analysis","Economics","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Greater Manchester","SEO/HEO","50","50","36780","35000"
"In post","2023","Analysis","Economics","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Hampshire and Isle of Wight","G6/G7","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Hampshire and Isle of Wight","SEO/HEO","20","20","33010","31560"
"In post","2023","Analysis","Economics","Inner London - East","AA/AO","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Inner London - East","EO","20","20","29340","29000"
"In post","2023","Analysis","Economics","Inner London - East","G6/G7","115","110","66730","63720"
"In post","2023","Analysis","Economics","Inner London - East","SCS level","25","20","108310","101620"
"In post","2023","Analysis","Economics","Inner London - East","SEO/HEO","90","85","39320","39110"
"In post","2023","Analysis","Economics","Inner London - West","AA/AO","20","20","25330","23740"
"In post","2023","Analysis","Economics","Inner London - West","EO","90","90","28580","28840"
"In post","2023","Analysis","Economics","Inner London - West","G6/G7","500","485","60280","57030"
"In post","2023","Analysis","Economics","Inner London - West","SCS level","55","50","86450","80300"
"In post","2023","Analysis","Economics","Inner London - West","SEO/HEO","420","420","37610","36270"
"In post","2023","Analysis","Economics","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Merseyside","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
