"Status","Year","Ethnicity","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","55","[c]","31470","25160"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy","Policy","London","215","[c]","46930","41550"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy","Policy","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport","Policy","London","110","[c]","46180","38070"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport","Project Delivery","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Commercial","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Digital, Data and Technology","Outside London","35","[c]","41130","37590"
"Leaver Dept.","2023","White","Department for Education","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Finance","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Operational Delivery","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Operational Delivery","Outside London","50","[c]","43440","37590"
"Leaver Dept.","2023","White","Department for Education","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Operational Research","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Policy","London","50","[c]","48910","46330"
"Leaver Dept.","2023","White","Department for Education","Policy","Outside London","40","[c]","40570","37590"
"Leaver Dept.","2023","White","Department for Education","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Project Delivery","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Social Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Social Research","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Economics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","55","[c]","24940","22150"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Other","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Other","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Policy","London","115","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Policy","Outside London","90","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Property","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Economics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","International Trade","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","International Trade","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Other","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Policy","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Operational Delivery","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Planning","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Policy","London","115","[c]","47590","41870"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Policy","Outside London","65","[c]","39200","36340"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Statistics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Digital, Data and Technology","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Human Resources","Outside London","50","[c]","33240","31660"
"Leaver Dept.","2023","White","Department for Transport","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Operational Delivery","Outside London","125","[c]","26710","24310"
"Leaver Dept.","2023","White","Department for Transport","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Project Delivery","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Security","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Unknown","London","85","[c]","49470","43360"
"Leaver Dept.","2023","White","Department for Transport","Unknown","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Counter Fraud","Outside London","80","[c]","28960","28120"
"Leaver Dept.","2023","White","Department for Work and Pensions","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Digital, Data and Technology","Outside London","70","[c]","40860","38470"
"Leaver Dept.","2023","White","Department for Work and Pensions","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Finance","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Finance","Outside London","65","[c]","40420","35310"
"Leaver Dept.","2023","White","Department for Work and Pensions","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Human Resources","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Operational Delivery","London","60","[c]","33040","32520"
"Leaver Dept.","2023","White","Department for Work and Pensions","Operational Delivery","Outside London","1305","[c]","27410","28120"
"Leaver Dept.","2023","White","Department for Work and Pensions","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Other","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Other","Outside London","50","[c]","24830","21690"
"Leaver Dept.","2023","White","Department for Work and Pensions","Policy","London","30","[c]","48800","38640"
"Leaver Dept.","2023","White","Department for Work and Pensions","Policy","Outside London","35","[c]","35020","34170"
"Leaver Dept.","2023","White","Department for Work and Pensions","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Project Delivery","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Property","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Operational Delivery","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Operational Delivery","Outside London","35","[c]","38890","34370"
"Leaver Dept.","2023","White","Department of Health and Social Care","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Policy","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Unknown","London","105","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Unknown","Outside London","45","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Estyn","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Estyn","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Policy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","Unknown","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","Unknown","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Digital, Data and Technology","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Economics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Human Resources","Outside London","20","[c]","[c]","[c]"
