"Status","Year","Function_of_post","Organisation","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Active Travel England","Department for Transport","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Active Travel England","Department for Transport","York","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Attorney General's Office","Attorney General's Departments","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Building Digital UK","Department for Digital, Culture, Media and Sport","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Building Digital UK","Department for Digital, Culture, Media and Sport","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Building Digital UK","Department for Digital, Culture, Media and Sport","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Building Digital UK","Department for Digital, Culture, Media and Sport","Westminster","15","15","46800","39040"
"In post","2023","Analysis","Cabinet Office (excl. agencies)","Cabinet Office","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cabinet Office (excl. agencies)","Cabinet Office","Glasgow City","5","5","[c]","[c]"
"In post","2023","Analysis","Cabinet Office (excl. agencies)","Cabinet Office","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cabinet Office (excl. agencies)","Cabinet Office","Westminster","15","15","51180","48830"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Bristol, City of","5","5","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Tower Hamlets","10","10","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Westminster","65","65","31130","30130"
"In post","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","York","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Dorset","135","130","34820","30350"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","North Yorkshire CC","5","5","[c]","[c]"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Suffolk CC","345","325","36460","32080"
"In post","2023","Analysis","Charity Commission","Charity Commission","Sefton","10","10","31600","30170"
"In post","2023","Analysis","Charity Commission","Charity Commission","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Charity Commission","Charity Commission","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Department for Business, Energy and Industrial Strategy","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2023","Analysis","Companies House","Department for Business, Energy and Industrial Strategy","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Department for Business, Energy and Industrial Strategy","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Department for Business, Energy and Industrial Strategy","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Competition and Markets Authority","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Competition and Markets Authority","City of Edinburgh","10","10","47640","34370"
"In post","2023","Analysis","Competition and Markets Authority","Competition and Markets Authority","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Competition and Markets Authority","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Competition and Markets Authority","Tower Hamlets","125","120","64110","58050"
"In post","2023","Analysis","Defence Electronics and Components Agency","Ministry of Defence","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","Central Hampshire","530","510","45550","49260"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","Wiltshire","510","495","43400","39890"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Birmingham","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","20","20","35200","31120"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Westminster","180","180","43090","36230"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Birmingham","[c]","[c]","[c]","[c]"
