"Status","Year","Disability","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Commercial","Outer London - South","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Shropshire and Staffordshire","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Commercial","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Shropshire and Staffordshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Commercial","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","South Yorkshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Commercial","South Yorkshire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","West Central Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Commercial","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","West Wales and The Valleys","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","West Yorkshire","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","West Yorkshire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Communications","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","East Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Communications","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Communications","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Hampshire and Isle of Wight","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Communications","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Inner London - East","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Communications","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Inner London - West","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Communications","Inner London - West","G6/G7","20","20","[c]","[c]"
"In post","2023","Undeclared","Communications","Inner London - West","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Communications","Inner London - West","SEO/HEO","40","40","42250","41620"
"In post","2023","Undeclared","Communications","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Northumberland, and Tyne and Wear","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Communications","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Outer London - West and North West","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Communications","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Corporate Finance","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Corporate Finance","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Bedfordshire and Hertfordshire","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Derbyshire and Nottinghamshire","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Devon","EO","10","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Dorset and Somerset","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","East Anglia","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","East Anglia","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","East Wales","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","East Wales","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Greater Manchester","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Greater Manchester","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Inner London - East","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Inner London - East","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Inner London - West","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Inner London - West","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Kent","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Kent","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Lancashire","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Merseyside","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","North Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Northumberland, and Tyne and Wear","EO","20","15","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Northumberland, and Tyne and Wear","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Outer London - East and North East","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Outer London - East and North East","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Outer London - South","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Outer London - South","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Surrey, East and West Sussex","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Tees Valley and Durham","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","West Central Scotland","EO","15","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","West Midlands","AA/AO","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","West Midlands","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","West Midlands","SEO/HEO","20","15","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","West Wales and The Valleys","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","West Yorkshire","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","West Yorkshire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Bedfordshire and Hertfordshire","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Bedfordshire and Hertfordshire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Cheshire","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Derbyshire and Nottinghamshire","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Devon","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Devon","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Dorset and Somerset","SEO/HEO","15","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","East Anglia","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","East Wales","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","East Wales","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","East Wales","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Eastern Scotland","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Eastern Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Essex","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","35","35","55820","55590"
"In post","2023","Undeclared","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","70","65","38730","38400"
"In post","2023","Undeclared","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Greater Manchester","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Greater Manchester","G6/G7","25","25","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Greater Manchester","SEO/HEO","40","40","36640","35000"
"In post","2023","Undeclared","Digital, Data and Technology","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Hampshire and Isle of Wight","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Hampshire and Isle of Wight","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Inner London - East","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Inner London - East","G6/G7","25","25","[c]","[c]"
