"Status","Year","Organisation","Region_ITL3","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Advisory, Conciliation and Arbitration Service","Central Hampshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Devon CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Devon CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Dorset","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Dorset","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Merseyside","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Merseyside","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Glasgow City","Outside London","Female","50","45","31460","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Glasgow City","Outside London","Male","45","40","33850","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester North West","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester North West","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester South East","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester South East","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hartlepool and Stockton-on-Tees","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hartlepool and Stockton-on-Tees","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent Thames Gateway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent Thames Gateway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","Female","35","30","34340","32350"
"In post","2023","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","Male","35","30","33110","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","Female","80","70","32090","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","Male","60","60","32180","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Medway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Medway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Mid Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Mid Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Mid Lancashire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Mid Lancashire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North Northamptonshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","Female","65","60","31070","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","Male","35","35","30220","29180"
"In post","2023","Advisory, Conciliation and Arbitration Service","Oxfordshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Oxfordshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Perth and Kinross, and Stirling","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Perth and Kinross, and Stirling","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Sefton","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Sefton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Staffordshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Staffordshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Suffolk CC","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Suffolk CC","Outside London","Male","15","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Swansea","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Swansea","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Thurrock","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Thurrock","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","Female","85","75","30220","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","Male","55","50","33000","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wandsworth","London","Female","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wandsworth","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Warwickshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Warwickshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Westminster","London","Female","90","85","42260","39360"
"In post","2023","Advisory, Conciliation and Arbitration Service","Westminster","London","Male","75","75","46170","45240"
"In post","2023","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Birmingham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Birmingham","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Breckland and South Norfolk","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Breckland and South Norfolk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Bristol, City of","Outside London","Female","45","45","26230","22150"
"In post","2023","Animal and Plant Health Agency","Bristol, City of","Outside London","Male","30","30","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Buckinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Buckinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Caithness and Sutherland, and Ross and Cromarty","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Caithness and Sutherland, and Ross and Cromarty","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Calderdale and Kirklees","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Calderdale and Kirklees","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","Female","60","60","28040","22150"
"In post","2023","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","Male","40","35","32870","28590"
"In post","2023","Animal and Plant Health Agency","Central Hampshire","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Central Hampshire","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cheshire East","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cheshire East","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","City of Edinburgh","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","City of Edinburgh","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","Female","35","30","31820","30320"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","Male","30","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Devon CC","Outside London","Female","135","125","28280","25920"
"In post","2023","Animal and Plant Health Agency","Devon CC","Outside London","Male","85","80","28130","22150"
"In post","2023","Animal and Plant Health Agency","Dorset","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Cumbria","Outside London","Female","115","110","26160","22150"
"In post","2023","Animal and Plant Health Agency","East Cumbria","Outside London","Male","70","70","25790","22150"
"In post","2023","Animal and Plant Health Agency","East Kent","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Kent","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","Male","15","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex Haven Gateway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex Haven Gateway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gloucestershire CC","Outside London","Female","45","40","31690","30320"
"In post","2023","Animal and Plant Health Agency","Gloucestershire CC","Outside London","Male","40","40","31500","25920"
"In post","2023","Animal and Plant Health Agency","Greater Manchester North West","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Greater Manchester North West","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gwent Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gwent Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gwynedd","Outside London","Female","50","40","28030","24030"
"In post","2023","Animal and Plant Health Agency","Gwynedd","Outside London","Male","20","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Harrow and Hillingdon","London","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Harrow and Hillingdon","London","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Heart of Essex","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Heart of Essex","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hertfordshire CC","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hertfordshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","Female","20","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","Male","30","30","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Female","15","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Leeds","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Leeds","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lewisham and Southwark","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lewisham and Southwark","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lincolnshire CC","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lincolnshire CC","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Manchester","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Manchester","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Mid Kent","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Mid Kent","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Mid Lancashire","Outside London","Female","60","55","28570","25920"
"In post","2023","Animal and Plant Health Agency","Mid Lancashire","Outside London","Male","30","30","35040","27350"
"In post","2023","Animal and Plant Health Agency","North Yorkshire CC","Outside London","Female","70","65","30260","26180"
"In post","2023","Animal and Plant Health Agency","North Yorkshire CC","Outside London","Male","75","70","33390","30320"
"In post","2023","Animal and Plant Health Agency","North and West Norfolk","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North and West Norfolk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Northumberland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Northumberland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Nottingham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Nottingham","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Oxfordshire CC","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Oxfordshire CC","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Perth and Kinross, and Stirling","Outside London","Female","30","30","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Perth and Kinross, and Stirling","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Portsmouth","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Portsmouth","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Powys","Outside London","Female","15","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Powys","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Redbridge and Waltham Forest","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Redbridge and Waltham Forest","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scottish Borders","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scottish Borders","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Shropshire","Outside London","Female","25","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Shropshire","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Somerset CC","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Somerset CC","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South Ayrshire","Outside London","Female","15","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South Ayrshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South Hampshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South Hampshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South Lanarkshire","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South Lanarkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South Nottinghamshire","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South Nottinghamshire","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West Wales","Outside London","Female","100","95","27930","25920"
"In post","2023","Animal and Plant Health Agency","South West Wales","Outside London","Male","55","55","30960","25920"
"In post","2023","Animal and Plant Health Agency","South and West Derbyshire","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South and West Derbyshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Staffordshire CC","Outside London","Female","65","60","27660","22150"
"In post","2023","Animal and Plant Health Agency","Staffordshire CC","Outside London","Male","30","30","27260","25920"
"In post","2023","Animal and Plant Health Agency","Suffolk CC","Outside London","Female","30","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Suffolk CC","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Telford and Wrekin","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Telford and Wrekin","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Thurrock","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Thurrock","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Torbay","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Torbay","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Tyneside","Outside London","Female","30","30","32020","28440"
"In post","2023","Animal and Plant Health Agency","Tyneside","Outside London","Male","25","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Surrey","Outside London","Female","400","375","33160","29080"
"In post","2023","Animal and Plant Health Agency","West Surrey","Outside London","Male","260","250","35630","33830"
"In post","2023","Animal and Plant Health Agency","West Sussex (North East)","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Sussex (North East)","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Sussex (South West)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Sussex (South West)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Westminster","London","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Westminster","London","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Wiltshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Wiltshire","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Worcestershire CC","Outside London","Female","105","95","28800","26030"
"In post","2023","Animal and Plant Health Agency","Worcestershire CC","Outside London","Male","65","60","33940","30750"
"In post","2023","Animal and Plant Health Agency","York","Outside London","Female","65","65","26490","24920"
"In post","2023","Animal and Plant Health Agency","York","Outside London","Male","65","65","27530","24920"
"In post","2023","Attorney General's Office","Westminster","London","Female","30","25","[c]","[c]"
"In post","2023","Attorney General's Office","Westminster","London","Male","20","20","[c]","[c]"
"In post","2023","Building Digital UK","Belfast","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Belfast","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Bristol, City of","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Bristol, City of","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Cardiff and Vale of Glamorgan","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Cardiff and Vale of Glamorgan","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","City of Edinburgh","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","City of Edinburgh","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Darlington","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Darlington","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Manchester","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Building Digital UK","Manchester","Outside London","Male","35","35","44140","45500"
"In post","2023","Building Digital UK","Nottingham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Nottingham","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Tyneside","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Tyneside","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Westminster","London","Female","75","75","46830","52760"
"In post","2023","Building Digital UK","Westminster","London","Male","65","65","50980","53030"
"In post","2023","Cabinet Office (excl. agencies)","Ards and North Down","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Ards and North Down","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Armagh City, Banbridge and Craigavon","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Armagh City, Banbridge and Craigavon","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Bedford","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Bedford","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Belfast","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Belfast","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Berkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Berkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Birmingham","Outside London","Female","35","35","61300","51770"
"In post","2023","Cabinet Office (excl. agencies)","Birmingham","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Blackpool","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Blackpool","Outside London","Male","[c]","[c]","[c]","[c]"
