"Status","Year","Disability","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Project Delivery","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Ministry of Defence (excl. agencies)","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Ministry of Defence (excl. agencies)","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Ministry of Justice (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Rural Payments Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Rural Payments Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Rural Payments Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Rural Payments Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Standards and Testing Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Standards and Testing Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Submarine Delivery Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Submarine Delivery Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Submarine Delivery Agency","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","The Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","UK Hydrographic Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","UK Space Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","UK Space Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","UK Space Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Valuation Office Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Valuation Office Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Vehicle Certification Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Wilton Park","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Building Digital UK","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Cabinet Office (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Central Civil Service Fast Stream","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Companies House","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Defence Electronics and Components Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Department for Work and Pensions (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Department for Work and Pensions (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Driver and Vehicle Licensing Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Driver and Vehicle Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Driver and Vehicle Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","FCDO Services","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Government Property Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Government Property Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Government Property Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Government Property Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Government Property Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Government Property Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Government Property Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","HM Courts and Tribunals Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","HM Courts and Tribunals Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","HM Courts and Tribunals Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","HM Courts and Tribunals Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","HM Courts and Tribunals Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","HM Courts and Tribunals Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","HM Revenue and Customs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Home Office","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Home Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Maritime and Coastguard Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Medicines and Healthcare Products Regulatory Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Defence (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Defence (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Defence (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Defence (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Justice (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Justice (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Justice (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Justice (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Justice (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Registers of Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","UK Hydrographic Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Valuation Office Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Valuation Office Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Valuation Office Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Valuation Office Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Valuation Office Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Valuation Office Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Valuation Office Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Valuation Office Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Valuation Office Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Vehicle Certification Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Cabinet Office (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Cabinet Office (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Cabinet Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Cabinet Office (excl. agencies)","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Department for Education (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Driver and Vehicle Licensing Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Estyn","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","FCDO Services","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","HM Prison and Probation Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","HM Prison and Probation Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","HM Prison and Probation Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","HM Prison and Probation Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","HM Prison and Probation Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","HM Prison and Probation Service","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","HM Prison and Probation Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","HM Prison and Probation Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","HM Revenue and Customs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","HM Revenue and Customs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Home Office","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Home Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Home Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Ministry of Defence (excl. agencies)","East of England","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Ministry of Defence (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Ministry of Defence (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Ministry of Defence (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Ministry of Defence (excl. agencies)","Scotland","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Ministry of Defence (excl. agencies)","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Ministry of Defence (excl. agencies)","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Ministry of Defence (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Submarine Delivery Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","UK Hydrographic Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","UK Space Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Accountant in Bankruptcy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Animal and Plant Health Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Animal and Plant Health Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Animal and Plant Health Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Animal and Plant Health Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
