"Status","Year","Disability","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Home Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intellectual Property Office","Outside London","40","[c]","35110","29580"
"Leaver CS","2023","Unknown","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal Aid Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Maritime and Coastguard Agency","Outside London","65","[c]","26830","26130"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","London","90","[c]","47950","41130"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Outside London","30","[c]","41410","40850"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","London","75","[c]","37610","36010"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Outside London","680","[c]","31930","27500"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Overseas","50","[c]","49580","48580"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","London","115","[c]","43120","41750"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Crime Agency","London","80","[c]","44950","41910"
"Leaver CS","2023","Unknown","National Crime Agency","Outside London","170","[c]","37080","36740"
"Leaver CS","2023","Unknown","National Crime Agency","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Crime Agency","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Records of Scotland","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland Office","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Public Guardian","Outside London","35","[c]","21600","21780"
"Leaver CS","2023","Unknown","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectorate","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Registers of Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Royal Fleet Auxiliary","Unknown","200","[c]","36910","34110"
"Leaver CS","2023","Unknown","Rural Payments Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Courts and Tribunals Service","Outside London","85","[c]","27910","25060"
"Leaver CS","2023","Unknown","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","Outside London","225","[c]","39500","34730"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Prison Service","Outside London","370","[c]","32810","31290"
"Leaver CS","2023","Unknown","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Serious Fraud Office","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Security Scotland","Outside London","100","[c]","27840","23340"
"Leaver CS","2023","Unknown","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Student Awards Agency for Scotland","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Submarine Delivery Agency","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The Insolvency Service","Outside London","40","[c]","25470","22180"
"Leaver CS","2023","Unknown","The National Archives","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Transport Scotland","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Debt Management Office","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Health Security Agency","London","330","[c]","49480","41870"
"Leaver CS","2023","Unknown","UK Health Security Agency","Outside London","250","[c]","44500","37920"
"Leaver CS","2023","Unknown","UK Hydrographic Office","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Statistics Authority","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Statistics Authority","Outside London","270","[c]","28450","21200"
"Leaver CS","2023","Unknown","UK Supreme Court","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Valuation Office Agency","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Valuation Office Agency","Outside London","65","[c]","27300","22520"
"Leaver CS","2023","Unknown","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Active Travel England","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Active Travel England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Animal and Plant Health Agency","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Building Digital UK","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Cabinet Office (excl. agencies)","London","85","[c]","47200","40600"
"Leaver Dept.","2023","Declared disabled","Cabinet Office (excl. agencies)","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Central Civil Service Fast Stream","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Companies House","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Commercial Service","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Prosecution Service","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","55","[c]","45940","40050"
"Leaver Dept.","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Education (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Education (excl. agencies)","Outside London","30","[c]","41630","37880"
"Leaver Dept.","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for International Trade","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","35","[c]","42790","36160"
"Leaver Dept.","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Transport (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","London","55","[c]","34390","32520"
"Leaver Dept.","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Outside London","325","[c]","27730","28120"
"Leaver Dept.","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Driver and Vehicle Standards Agency","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Education and Skills Funding Agency","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Commercial Organisation","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Commercial Organisation","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Legal Department","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Property Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Courts and Tribunals Service","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Courts and Tribunals Service","Outside London","50","[c]","25810","21780"
"Leaver Dept.","2023","Declared disabled","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Prison and Probation Service","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Prison and Probation Service","Outside London","65","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Outside London","75","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Treasury (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Treasury (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Health and Safety Executive","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Home Office","London","35","[c]","42370","36180"
"Leaver Dept.","2023","Declared disabled","Home Office","Outside London","40","[c]","34440","26180"
"Leaver Dept.","2023","Declared disabled","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Defence (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Defence (excl. agencies)","Outside London","35","[c]","32980","33990"
"Leaver Dept.","2023","Declared disabled","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Justice (excl. agencies)","London","30","[c]","38460","35410"
"Leaver Dept.","2023","Declared disabled","Ministry of Justice (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Crime Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Gas and Electricity Markets","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Rural Payments Agency","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Health Security Agency","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Space Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Statistics Authority","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Statistics Authority","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Valuation Office Agency","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Welsh Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Active Travel England","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Active Travel England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Animal and Plant Health Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Animal and Plant Health Agency","Outside London","35","[c]","28200","25920"
"Leaver Dept.","2023","Declared non-disabled","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Building Digital UK","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Cabinet Office (excl. agencies)","London","540","[c]","47520","41870"
"Leaver Dept.","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Outside London","165","[c]","36190","33020"
"Leaver Dept.","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Central Civil Service Fast Stream","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Charity Commission","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Companies House","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Competition and Markets Authority","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Competition and Markets Authority","Outside London","5","[c]","[c]","[c]"
