"Status","Year","Function_of_post","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Communications","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northumberland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northumberland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northumberland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Norwich and East Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Norwich and East Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Norwich and East Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Nottingham","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Nottingham","EO","10","10","[c]","[c]"
"In post","2023","Communications","Nottingham","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Nottingham","G7","15","15","55870","57970"
"In post","2023","Communications","Nottingham","HEO","20","20","33240","33450"
"In post","2023","Communications","Nottingham","SEO","30","30","42460","42510"
"In post","2023","Communications","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Oxfordshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Oxfordshire CC","EO","10","10","[c]","[c]"
"In post","2023","Communications","Oxfordshire CC","HEO","5","5","[c]","[c]"
"In post","2023","Communications","Oxfordshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Peterborough","AA","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Peterborough","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Peterborough","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Peterborough","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Peterborough","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Peterborough","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Peterborough","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Plymouth","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Plymouth","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Plymouth","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Plymouth","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Portsmouth","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Portsmouth","EO","10","10","27790","27470"
"In post","2023","Communications","Portsmouth","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Portsmouth","HEO","15","15","33550","34300"
"In post","2023","Communications","Portsmouth","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Portsmouth","SEO","10","10","41950","41800"
"In post","2023","Communications","Powys","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Powys","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Powys","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Sefton","EO","5","5","[c]","[c]"
"In post","2023","Communications","Sefton","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Sefton","G7","5","5","[c]","[c]"
"In post","2023","Communications","Sefton","HEO","25","25","32760","32800"
"In post","2023","Communications","Sefton","SEO","15","15","40680","40790"
"In post","2023","Communications","Sheffield","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Sheffield","EO","5","5","[c]","[c]"
"In post","2023","Communications","Sheffield","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Sheffield","G7","15","15","52190","51410"
"In post","2023","Communications","Sheffield","HEO","30","25","35670","34170"
"In post","2023","Communications","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Sheffield","SEO","30","30","42760","43250"
"In post","2023","Communications","Shropshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Shropshire","EO","10","10","28100","27470"
"In post","2023","Communications","Shropshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Shropshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Somerset CC","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Somerset CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Somerset CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Somerset CC","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Somerset CC","HEO","10","5","[c]","[c]"
"In post","2023","Communications","Somerset CC","SEO","5","5","[c]","[c]"
"In post","2023","Communications","South Ayrshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Hampshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Hampshire","EO","5","5","[c]","[c]"
"In post","2023","Communications","South Hampshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Hampshire","G7","5","5","[c]","[c]"
"In post","2023","Communications","South Hampshire","HEO","5","5","[c]","[c]"
"In post","2023","Communications","South Hampshire","SEO","5","5","[c]","[c]"
"In post","2023","Communications","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Lanarkshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Lanarkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Lanarkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Teesside","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South West Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Southampton","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Southampton","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Southampton","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Southampton","HEO","10","10","[c]","[c]"
"In post","2023","Communications","Southampton","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Southend-on-Sea","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Southend-on-Sea","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Staffordshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Staffordshire CC","EO","5","5","[c]","[c]"
"In post","2023","Communications","Staffordshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Staffordshire CC","G7","5","5","[c]","[c]"
"In post","2023","Communications","Staffordshire CC","HEO","15","15","33200","33990"
"In post","2023","Communications","Staffordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Staffordshire CC","SEO","10","10","[c]","[c]"
"In post","2023","Communications","Stoke-on-Trent","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Suffolk CC","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Suffolk CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Suffolk CC","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Suffolk CC","HEO","5","5","[c]","[c]"
"In post","2023","Communications","Suffolk CC","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Sunderland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Sunderland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Sunderland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Swansea","AO","15","10","22500","22500"
"In post","2023","Communications","Swansea","EO","30","25","27100","26960"
"In post","2023","Communications","Swansea","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Swansea","G7","5","5","[c]","[c]"
"In post","2023","Communications","Swansea","HEO","20","20","32380","31940"
"In post","2023","Communications","Swansea","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Swansea","SEO","5","5","[c]","[c]"
"In post","2023","Communications","Swindon","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Swindon","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Swindon","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Telford and Wrekin","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Tower Hamlets","AO","10","10","24640","23970"
"In post","2023","Communications","Tower Hamlets","EO","30","30","30050","29550"
"In post","2023","Communications","Tower Hamlets","G6","20","20","72840","69480"
"In post","2023","Communications","Tower Hamlets","G7","30","30","55900","54460"
"In post","2023","Communications","Tower Hamlets","HEO","25","25","36490","36870"
"In post","2023","Communications","Tower Hamlets","SCS level","10","10","98630","97240"
"In post","2023","Communications","Tower Hamlets","SEO","40","40","42710","42060"
"In post","2023","Communications","Tyneside","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Tyneside","EO","5","5","[c]","[c]"
"In post","2023","Communications","Tyneside","G6","5","5","[c]","[c]"
"In post","2023","Communications","Tyneside","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Tyneside","HEO","25","25","33630","34400"
"In post","2023","Communications","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Tyneside","SEO","35","35","40670","41780"
"In post","2023","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wakefield","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wakefield","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wandsworth","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Warrington","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Warrington","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Warrington","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Warrington","SEO","5","5","[c]","[c]"
"In post","2023","Communications","Warwickshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Warwickshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Warwickshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Warwickshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Warwickshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Cumbria","EO","5","5","[c]","[c]"
"In post","2023","Communications","West Cumbria","HEO","5","5","[c]","[c]"
"In post","2023","Communications","West Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Lothian","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Lothian","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Northamptonshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Surrey","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Surrey","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Sussex (North East)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Sussex (North East)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Sussex (North East)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Sussex (South West)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Sussex (South West)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Sussex (South West)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Sussex (South West)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Westminster","AO","30","30","26020","25900"
"In post","2023","Communications","Westminster","EO","155","150","30480","30030"
"In post","2023","Communications","Westminster","G6","180","175","70160","70500"
"In post","2023","Communications","Westminster","G7","465","450","57800","56430"
"In post","2023","Communications","Westminster","HEO","455","450","37030","36100"
"In post","2023","Communications","Westminster","SCS level","105","105","92920","86260"
"In post","2023","Communications","Westminster","SEO","520","515","44570","43920"
"In post","2023","Communications","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wiltshire","AO","5","5","[c]","[c]"
"In post","2023","Communications","Wiltshire","EO","15","10","28700","29570"
"In post","2023","Communications","Wiltshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wiltshire","G7","5","5","[c]","[c]"
"In post","2023","Communications","Wiltshire","HEO","10","10","34130","34300"
"In post","2023","Communications","Wiltshire","SEO","10","10","40190","40550"
"In post","2023","Communications","Wirral","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wirral","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wolverhampton","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Worcestershire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Worcestershire CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Worcestershire CC","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Worcestershire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Worcestershire CC","SEO","5","5","[c]","[c]"
"In post","2023","Communications","York","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","York","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","York","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","York","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","York","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","York","SEO","10","10","[c]","[c]"
"In post","2023","Communications","York","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Aberdeen City and Aberdeenshire","EO","15","10","28120","28120"
"In post","2023","Counter Fraud","Aberdeen City and Aberdeenshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Angus and Dundee City","AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Angus and Dundee City","EO","20","20","28120","28120"
"In post","2023","Counter Fraud","Angus and Dundee City","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Angus and Dundee City","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Barking & Dagenham and Havering","AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Barking & Dagenham and Havering","EO","65","60","32490","32520"
"In post","2023","Counter Fraud","Barking & Dagenham and Havering","HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Barnet","AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Barnet","EO","45","45","32610","32520"
"In post","2023","Counter Fraud","Barnet","HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Barnsley, Doncaster and Rotherham","AO","10","5","21670","21690"
"In post","2023","Counter Fraud","Barnsley, Doncaster and Rotherham","EO","75","65","28140","28120"
"In post","2023","Counter Fraud","Barnsley, Doncaster and Rotherham","HEO","15","15","34250","34170"
"In post","2023","Counter Fraud","Barnsley, Doncaster and Rotherham","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Bedford","AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Bedford","EO","20","20","28760","28120"
"In post","2023","Counter Fraud","Bedford","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Bedford","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Belfast","AO","35","30","22520","22520"
"In post","2023","Counter Fraud","Belfast","EO","175","165","28240","28130"
"In post","2023","Counter Fraud","Belfast","G6","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Belfast","G7","30","30","57370","57970"
"In post","2023","Counter Fraud","Belfast","HEO","140","135","35040","35000"
"In post","2023","Counter Fraud","Belfast","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Belfast","SEO","65","60","42590","42510"
"In post","2023","Counter Fraud","Berkshire","AO","25","20","25050","25610"
"In post","2023","Counter Fraud","Berkshire","EO","65","65","31360","31280"
"In post","2023","Counter Fraud","Berkshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Berkshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Berkshire","HEO","35","35","38640","37520"
"In post","2023","Counter Fraud","Berkshire","SEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Bexley and Greenwich","AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Bexley and Greenwich","EO","30","25","32720","32520"
"In post","2023","Counter Fraud","Bexley and Greenwich","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Birmingham","AA","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Birmingham","AO","100","85","22290","22520"
"In post","2023","Counter Fraud","Birmingham","EO","385","360","28240","28120"
"In post","2023","Counter Fraud","Birmingham","G6","15","15","70250","71300"
"In post","2023","Counter Fraud","Birmingham","G7","60","55","57520","57970"
"In post","2023","Counter Fraud","Birmingham","HEO","300","285","34900","34870"
"In post","2023","Counter Fraud","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Birmingham","SEO","110","105","42240","42510"
"In post","2023","Counter Fraud","Blackburn with Darwen","AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Blackburn with Darwen","EO","35","30","28120","28120"
"In post","2023","Counter Fraud","Blackburn with Darwen","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Blackpool","AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Blackpool","EO","25","20","28060","28120"
"In post","2023","Counter Fraud","Blackpool","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Blackpool","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Blackpool","HEO","10","10","35490","34170"
"In post","2023","Counter Fraud","Blackpool","SEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Bournemouth, Christchurch and Poole","AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Bournemouth, Christchurch and Poole","EO","15","10","28220","28120"
"In post","2023","Counter Fraud","Bournemouth, Christchurch and Poole","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Bournemouth, Christchurch and Poole","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Bradford","EO","35","30","28270","28120"
"In post","2023","Counter Fraud","Bradford","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Bradford","HEO","15","10","35090","35000"
"In post","2023","Counter Fraud","Bradford","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Breckland and South Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Brent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Brent","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Bridgend and Neath Port Talbot","AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Bridgend and Neath Port Talbot","EO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Bridgend and Neath Port Talbot","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Bridgend and Neath Port Talbot","SEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Brighton and Hove","AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Brighton and Hove","EO","15","15","28510","28120"
"In post","2023","Counter Fraud","Brighton and Hove","HEO","15","10","34960","34170"
"In post","2023","Counter Fraud","Brighton and Hove","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Bristol, City of","AO","30","25","22200","22520"
"In post","2023","Counter Fraud","Bristol, City of","EO","165","155","28350","28130"
"In post","2023","Counter Fraud","Bristol, City of","G6","20","15","71620","71300"
"In post","2023","Counter Fraud","Bristol, City of","G7","60","55","57720","57970"
"In post","2023","Counter Fraud","Bristol, City of","HEO","120","110","35070","35000"
"In post","2023","Counter Fraud","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Bristol, City of","SEO","55","55","42510","42510"
"In post","2023","Counter Fraud","Bromley","AO","15","15","25420","25610"
"In post","2023","Counter Fraud","Bromley","EO","70","65","32620","32520"
"In post","2023","Counter Fraud","Bromley","HEO","30","30","39150","39150"
"In post","2023","Counter Fraud","Bromley","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Buckinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Buckinghamshire","EO","15","15","28980","28120"
"In post","2023","Counter Fraud","Buckinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Buckinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Caithness and Sutherland, and Ross and Cromarty","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Calderdale and Kirklees","AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Calderdale and Kirklees","EO","35","25","27900","28120"
"In post","2023","Counter Fraud","Calderdale and Kirklees","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Calderdale and Kirklees","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Cambridgeshire CC","AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Cambridgeshire CC","EO","15","15","28760","28120"
"In post","2023","Counter Fraud","Cambridgeshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Cambridgeshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Cardiff and Vale of Glamorgan","AO","125","110","22590","22520"
"In post","2023","Counter Fraud","Cardiff and Vale of Glamorgan","EO","230","215","27710","28070"
"In post","2023","Counter Fraud","Cardiff and Vale of Glamorgan","G6","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Cardiff and Vale of Glamorgan","G7","40","40","57240","57970"
"In post","2023","Counter Fraud","Cardiff and Vale of Glamorgan","HEO","180","170","34850","35000"
"In post","2023","Counter Fraud","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Cardiff and Vale of Glamorgan","SEO","60","55","42340","42140"
"In post","2023","Counter Fraud","Central Bedfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Central Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Central Hampshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Central Valleys","AO","65","60","21680","21690"
"In post","2023","Counter Fraud","Central Valleys","EO","110","100","28070","28120"
"In post","2023","Counter Fraud","Central Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Central Valleys","HEO","65","60","34250","34170"
"In post","2023","Counter Fraud","Central Valleys","SEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Cheshire East","EO","10","10","28120","28120"
"In post","2023","Counter Fraud","Cheshire East","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Cheshire West and Chester","EO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Cheshire West and Chester","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Chorley and West Lancashire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Chorley and West Lancashire","EO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Chorley and West Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Chorley and West Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","City of Edinburgh","AA","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","City of Edinburgh","AO","20","20","22260","22520"
"In post","2023","Counter Fraud","City of Edinburgh","EO","140","125","28520","28130"
"In post","2023","Counter Fraud","City of Edinburgh","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","City of Edinburgh","G7","20","20","57250","57970"
"In post","2023","Counter Fraud","City of Edinburgh","HEO","90","85","35060","35000"
"In post","2023","Counter Fraud","City of Edinburgh","SEO","25","25","42630","42510"
"In post","2023","Counter Fraud","Clackmannanshire and Fife","AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Clackmannanshire and Fife","EO","20","15","28120","28120"
"In post","2023","Counter Fraud","Clackmannanshire and Fife","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Clackmannanshire and Fife","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Conwy and Denbighshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Conwy and Denbighshire","EO","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Cornwall and Isles of Scilly","EO","40","35","28200","28120"
"In post","2023","Counter Fraud","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Cornwall and Isles of Scilly","HEO","15","15","34180","34170"
"In post","2023","Counter Fraud","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Coventry","AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Coventry","EO","20","15","28300","28120"
"In post","2023","Counter Fraud","Coventry","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Croydon","AO","45","40","26920","26920"
"In post","2023","Counter Fraud","Croydon","EO","270","260","32510","32540"
"In post","2023","Counter Fraud","Croydon","G6","25","25","78510","78600"
"In post","2023","Counter Fraud","Croydon","G7","75","70","64780","65230"
"In post","2023","Counter Fraud","Croydon","HEO","255","245","39790","39790"
"In post","2023","Counter Fraud","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Croydon","SEO","125","120","46420","45960"
"In post","2023","Counter Fraud","Darlington","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Darlington","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Derby","EO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Derby","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Devon CC","AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Devon CC","EO","30","25","27830","28120"
"In post","2023","Counter Fraud","Devon CC","HEO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Devon CC","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Dorset","EO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Dorset","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Dudley","AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Dudley","EO","30","25","28010","28120"
"In post","2023","Counter Fraud","Dudley","HEO","30","25","34100","34170"
"In post","2023","Counter Fraud","Dudley","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Dumfries and Galloway","AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Dumfries and Galloway","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Dumfries and Galloway","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Durham","AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Durham","EO","50","50","28080","28120"
"In post","2023","Counter Fraud","Durham","G7","[c]","[c]","[c]","[c]"
