"Status","Year","Age","Ethnicity","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Mixed","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Operational Delivery","London","35","35","27620","26400"
"In post","2023","16-19","Unknown","Operational Delivery","Outside London","335","315","23180","22500"
"In post","2023","16-19","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Operational Research","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other","Outside London","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Other","Unknown","30","30","[c]","[c]"
"In post","2023","16-19","Unknown","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Property","Outside London","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Science and Engineering","Outside London","50","50","19060","18280"
"In post","2023","16-19","Unknown","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","London","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Outside London","35","35","22700","22180"
"In post","2023","16-19","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","White","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Digital, Data and Technology","Outside London","15","15","[c]","[c]"
"In post","2023","16-19","White","Economics","London","10","10","[c]","[c]"
"In post","2023","16-19","White","Economics","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","White","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Finance","Outside London","20","15","[c]","[c]"
"In post","2023","16-19","White","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Human Resources","Outside London","15","15","[c]","[c]"
"In post","2023","16-19","White","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Operational Delivery","London","15","10","[c]","[c]"
"In post","2023","16-19","White","Operational Delivery","Outside London","435","425","23740","22520"
"In post","2023","16-19","White","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Other","Outside London","25","25","[c]","[c]"
"In post","2023","16-19","White","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Policy","London","5","5","[c]","[c]"
"In post","2023","16-19","White","Policy","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","White","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","White","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Property","Outside London","15","15","[c]","[c]"
"In post","2023","16-19","White","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Science and Engineering","Outside London","60","60","20040","19430"
"In post","2023","16-19","White","Security","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","White","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Unknown","Outside London","30","30","23120","22520"
"In post","2023","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Commercial","London","35","35","39680","35760"
"In post","2023","20-29","Asian","Commercial","Outside London","30","30","33360","32120"
"In post","2023","20-29","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Communications","London","35","35","34260","33240"
"In post","2023","20-29","Asian","Communications","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Counter Fraud","London","80","80","31210","32520"
"In post","2023","20-29","Asian","Counter Fraud","Outside London","90","90","28580","28120"
"In post","2023","20-29","Asian","Digital, Data and Technology","London","135","135","38440","36240"
"In post","2023","20-29","Asian","Digital, Data and Technology","Outside London","175","170","32800","30870"
"In post","2023","20-29","Asian","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Economics","London","110","110","39270","35650"
"In post","2023","20-29","Asian","Economics","Outside London","30","30","33410","34170"
"In post","2023","20-29","Asian","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Finance","London","80","80","38300","35860"
"In post","2023","20-29","Asian","Finance","Outside London","100","100","31340","28090"
"In post","2023","20-29","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Human Resources","London","70","70","34500","32980"
"In post","2023","20-29","Asian","Human Resources","Outside London","50","45","28660","25900"
"In post","2023","20-29","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Intelligence Analysis","London","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Internal Audit","London","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","International Trade","London","40","40","38750","35150"
"In post","2023","20-29","Asian","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Knowledge and Information Management","London","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Legal","London","60","60","38030","32580"
"In post","2023","20-29","Asian","Legal","Outside London","60","60","37400","34780"
"In post","2023","20-29","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Medicine","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Operational Delivery","London","925","910","31210","30950"
"In post","2023","20-29","Asian","Operational Delivery","Outside London","2505","2420","25410","23640"
"In post","2023","20-29","Asian","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Operational Research","London","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Operational Research","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Other","London","60","60","34220","33720"
"In post","2023","20-29","Asian","Other","Outside London","130","125","23430","21690"
"In post","2023","20-29","Asian","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Policy","London","565","560","40340","39000"
"In post","2023","20-29","Asian","Policy","Outside London","130","130","34190","31530"
"In post","2023","20-29","Asian","Policy","Overseas","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Project Delivery","London","110","110","36440","35510"
"In post","2023","20-29","Asian","Project Delivery","Outside London","75","75","34160","33420"
"In post","2023","20-29","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Property","London","20","20","[c]","[c]"
"In post","2023","20-29","Asian","Property","Outside London","45","45","29140","26890"
"In post","2023","20-29","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Psychology","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Science and Engineering","London","45","45","36300","33790"
"In post","2023","20-29","Asian","Science and Engineering","Outside London","100","100","29930","28370"
"In post","2023","20-29","Asian","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Security","London","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Security","Outside London","20","20","[c]","[c]"
"In post","2023","20-29","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Social Research","London","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Social Research","Outside London","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Statistics","London","55","55","37840","37940"
"In post","2023","20-29","Asian","Statistics","Outside London","40","40","36060","35000"
"In post","2023","20-29","Asian","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Tax","London","75","75","40290","39450"
"In post","2023","20-29","Asian","Tax","Outside London","330","320","29610","27890"
"In post","2023","20-29","Asian","Unknown","London","270","270","35520","32580"
