"Status","Year","Age","Ethnicity","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Mixed","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Human Resources","London","25","25","[c]","[c]"
"In post","2023","40-49","Mixed","Human Resources","Outside London","35","35","41250","39700"
"In post","2023","40-49","Mixed","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Intelligence Analysis","London","10","10","[c]","[c]"
"In post","2023","40-49","Mixed","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","International Trade","Outside London","5","5","[c]","[c]"
"In post","2023","40-49","Mixed","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2023","40-49","Mixed","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Legal","London","55","55","62620","62800"
"In post","2023","40-49","Mixed","Legal","Outside London","35","30","52450","52060"
"In post","2023","40-49","Mixed","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Medicine","Outside London","5","5","[c]","[c]"
"In post","2023","40-49","Mixed","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Operational Delivery","London","240","230","36790","32700"
"In post","2023","40-49","Mixed","Operational Delivery","Outside London","755","700","30850","28120"
"In post","2023","40-49","Mixed","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Mixed","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Other","London","20","15","[c]","[c]"
"In post","2023","40-49","Mixed","Other","Outside London","25","25","[c]","[c]"
"In post","2023","40-49","Mixed","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Policy","London","125","120","57910","57820"
"In post","2023","40-49","Mixed","Policy","Outside London","50","45","48280","49400"
"In post","2023","40-49","Mixed","Policy","Overseas","20","20","[c]","[c]"
"In post","2023","40-49","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Project Delivery","London","50","45","56200","55350"
"In post","2023","40-49","Mixed","Project Delivery","Outside London","50","50","41520","38100"
"In post","2023","40-49","Mixed","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Property","London","5","5","[c]","[c]"
"In post","2023","40-49","Mixed","Property","Outside London","15","15","[c]","[c]"
"In post","2023","40-49","Mixed","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Psychology","Outside London","10","10","[c]","[c]"
"In post","2023","40-49","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Science and Engineering","London","10","10","[c]","[c]"
"In post","2023","40-49","Mixed","Science and Engineering","Outside London","40","40","43140","41660"
"In post","2023","40-49","Mixed","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Security","London","15","15","[c]","[c]"
"In post","2023","40-49","Mixed","Security","Outside London","15","15","[c]","[c]"
"In post","2023","40-49","Mixed","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Social Research","London","5","5","[c]","[c]"
"In post","2023","40-49","Mixed","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Statistics","London","10","10","[c]","[c]"
"In post","2023","40-49","Mixed","Statistics","Outside London","5","5","[c]","[c]"
"In post","2023","40-49","Mixed","Tax","London","10","10","[c]","[c]"
"In post","2023","40-49","Mixed","Tax","Outside London","50","45","38890","35000"
"In post","2023","40-49","Mixed","Unknown","London","30","30","53460","56430"
"In post","2023","40-49","Mixed","Unknown","Outside London","70","65","47090","39440"
"In post","2023","40-49","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Counter Fraud","London","5","5","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Digital, Data and Technology","London","15","15","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Digital, Data and Technology","Outside London","20","15","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Finance","London","5","5","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Finance","Outside London","5","5","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Human Resources","London","10","10","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Legal","London","15","10","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Legal","Outside London","10","10","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Medicine","London","5","5","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Operational Delivery","London","125","120","37430","32520"
"In post","2023","40-49","Other ethnicity","Operational Delivery","Outside London","160","145","30500","28120"
"In post","2023","40-49","Other ethnicity","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Other","London","10","10","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Other","Outside London","10","10","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Policy","London","55","55","58410","57630"
"In post","2023","40-49","Other ethnicity","Policy","Outside London","20","20","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Policy","Overseas","10","10","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Project Delivery","London","15","15","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Project Delivery","Outside London","10","5","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Science and Engineering","London","10","5","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Science and Engineering","Outside London","20","15","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Tax","London","5","5","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Tax","Outside London","20","20","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Unknown","London","10","10","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Unknown","Outside London","15","15","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Veterinarian","Outside London","5","5","[c]","[c]"
"In post","2023","40-49","Undeclared","Commercial","London","25","25","[c]","[c]"
"In post","2023","40-49","Undeclared","Commercial","Outside London","55","50","44770","40460"
"In post","2023","40-49","Undeclared","Communications","London","15","15","[c]","[c]"
"In post","2023","40-49","Undeclared","Communications","Outside London","20","15","[c]","[c]"
"In post","2023","40-49","Undeclared","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Counter Fraud","London","25","25","[c]","[c]"
"In post","2023","40-49","Undeclared","Counter Fraud","Outside London","80","80","32760","28130"
"In post","2023","40-49","Undeclared","Digital, Data and Technology","London","55","55","56230","58350"
"In post","2023","40-49","Undeclared","Digital, Data and Technology","Outside London","225","225","43620","41720"
"In post","2023","40-49","Undeclared","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Economics","London","10","10","[c]","[c]"
"In post","2023","40-49","Undeclared","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Finance","London","30","30","[c]","[c]"
"In post","2023","40-49","Undeclared","Finance","Outside London","85","80","42470","40210"
"In post","2023","40-49","Undeclared","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Human Resources","London","20","20","[c]","[c]"
"In post","2023","40-49","Undeclared","Human Resources","Outside London","75","75","36320","33960"
"In post","2023","40-49","Undeclared","Inspector of Education and Training","Outside London","5","5","[c]","[c]"
"In post","2023","40-49","Undeclared","Intelligence Analysis","London","15","15","[c]","[c]"
"In post","2023","40-49","Undeclared","Intelligence Analysis","Outside London","25","25","[c]","[c]"
"In post","2023","40-49","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Internal Audit","Outside London","10","10","[c]","[c]"
"In post","2023","40-49","Undeclared","International Trade","London","10","10","[c]","[c]"
"In post","2023","40-49","Undeclared","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Knowledge and Information Management","London","15","15","[c]","[c]"
"In post","2023","40-49","Undeclared","Knowledge and Information Management","Outside London","15","15","[c]","[c]"
"In post","2023","40-49","Undeclared","Legal","London","60","55","62100","65650"
"In post","2023","40-49","Undeclared","Legal","Outside London","55","50","49010","49260"
"In post","2023","40-49","Undeclared","Medicine","London","5","5","[c]","[c]"
"In post","2023","40-49","Undeclared","Medicine","Outside London","20","15","[c]","[c]"
"In post","2023","40-49","Undeclared","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Operational Delivery","London","365","340","37470","32520"
"In post","2023","40-49","Undeclared","Operational Delivery","Outside London","1845","1730","30290","28120"
"In post","2023","40-49","Undeclared","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Undeclared","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Operational Research","Outside London","10","10","[c]","[c]"
"In post","2023","40-49","Undeclared","Other","London","25","25","[c]","[c]"
"In post","2023","40-49","Undeclared","Other","Outside London","100","95","33590","28120"
"In post","2023","40-49","Undeclared","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Planning Inspectors","Outside London","5","5","[c]","[c]"
"In post","2023","40-49","Undeclared","Policy","London","170","165","59110","57800"
"In post","2023","40-49","Undeclared","Policy","Outside London","80","80","47040","49370"
"In post","2023","40-49","Undeclared","Policy","Overseas","35","35","50280","53980"
"In post","2023","40-49","Undeclared","Project Delivery","London","45","45","52100","50350"
"In post","2023","40-49","Undeclared","Project Delivery","Outside London","150","150","47530","42600"
"In post","2023","40-49","Undeclared","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Property","London","15","15","[c]","[c]"
"In post","2023","40-49","Undeclared","Property","Outside London","45","40","39080","37640"
"In post","2023","40-49","Undeclared","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Psychology","Outside London","5","5","[c]","[c]"
"In post","2023","40-49","Undeclared","Science and Engineering","London","15","15","[c]","[c]"
"In post","2023","40-49","Undeclared","Science and Engineering","Outside London","170","165","48400","49260"
"In post","2023","40-49","Undeclared","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Security","London","20","20","[c]","[c]"
"In post","2023","40-49","Undeclared","Security","Outside London","95","95","37550","40880"
"In post","2023","40-49","Undeclared","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Statistics","London","10","5","[c]","[c]"
"In post","2023","40-49","Undeclared","Statistics","Outside London","10","10","[c]","[c]"
"In post","2023","40-49","Undeclared","Tax","London","20","20","[c]","[c]"
"In post","2023","40-49","Undeclared","Tax","Outside London","135","135","45460","41780"
"In post","2023","40-49","Undeclared","Unknown","London","30","30","57010","56430"
"In post","2023","40-49","Undeclared","Unknown","Outside London","95","90","48100","42860"
"In post","2023","40-49","Undeclared","Unknown","Overseas","10","10","[c]","[c]"
"In post","2023","40-49","Undeclared","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Veterinarian","Outside London","10","5","[c]","[c]"
"In post","2023","40-49","Unknown","Commercial","London","35","35","55350","55600"
"In post","2023","40-49","Unknown","Commercial","Outside London","115","110","44710","40110"
"In post","2023","40-49","Unknown","Communications","London","75","75","58710","55500"
"In post","2023","40-49","Unknown","Communications","Outside London","65","60","43090","41240"
"In post","2023","40-49","Unknown","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Counter Fraud","London","55","55","37760","34370"
"In post","2023","40-49","Unknown","Counter Fraud","Outside London","145","135","32970","28130"
"In post","2023","40-49","Unknown","Digital, Data and Technology","London","225","220","55170","56000"
"In post","2023","40-49","Unknown","Digital, Data and Technology","Outside London","605","595","46040","42510"
"In post","2023","40-49","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Economics","London","15","10","[c]","[c]"
"In post","2023","40-49","Unknown","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","London","60","55","56960","55020"
"In post","2023","40-49","Unknown","Finance","Outside London","195","190","41300","39910"
"In post","2023","40-49","Unknown","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Geography","Outside London","30","25","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","London","60","60","50810","44750"
"In post","2023","40-49","Unknown","Human Resources","Outside London","235","225","36420","33830"
"In post","2023","40-49","Unknown","Human Resources","Overseas","80","80","59550","59440"
"In post","2023","40-49","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Inspector of Education and Training","Outside London","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Intelligence Analysis","London","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Intelligence Analysis","Outside London","35","35","32460","27650"
"In post","2023","40-49","Unknown","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","International Trade","London","40","40","58410","59620"
"In post","2023","40-49","Unknown","International Trade","Outside London","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","International Trade","Overseas","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Knowledge and Information Management","London","25","25","[c]","[c]"
"In post","2023","40-49","Unknown","Knowledge and Information Management","Outside London","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","London","180","165","59530","61090"
"In post","2023","40-49","Unknown","Legal","Outside London","160","145","47660","50000"
"In post","2023","40-49","Unknown","Medicine","London","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Medicine","Outside London","125","100","55510","43810"
"In post","2023","40-49","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Operational Delivery","London","970","920","35800","31650"
"In post","2023","40-49","Unknown","Operational Delivery","Outside London","6105","5650","28280","25880"
"In post","2023","40-49","Unknown","Operational Delivery","Overseas","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Operational Delivery","Unknown","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Operational Research","London","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Operational Research","Outside London","25","20","[c]","[c]"
"In post","2023","40-49","Unknown","Other","London","60","55","49450","42480"
"In post","2023","40-49","Unknown","Other","Outside London","215","200","32740","28120"
"In post","2023","40-49","Unknown","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Other","Unknown","320","320","45890","41630"
"In post","2023","40-49","Unknown","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Planning Inspectors","Outside London","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Policy","London","390","375","61300","59290"
"In post","2023","40-49","Unknown","Policy","Outside London","175","165","45180","42140"
"In post","2023","40-49","Unknown","Policy","Overseas","80","80","59360","58570"
"In post","2023","40-49","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","London","140","135","57580","59000"
"In post","2023","40-49","Unknown","Project Delivery","Outside London","285","280","46410","42510"
"In post","2023","40-49","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","London","40","40","43600","43370"
"In post","2023","40-49","Unknown","Property","Outside London","155","145","35540","31720"
"In post","2023","40-49","Unknown","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Psychology","Outside London","30","25","[c]","[c]"
"In post","2023","40-49","Unknown","Science and Engineering","London","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Science and Engineering","Outside London","155","145","45440","44000"
"In post","2023","40-49","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Security","London","45","45","56050","48970"
"In post","2023","40-49","Unknown","Security","Outside London","230","225","36170","34320"
"In post","2023","40-49","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Social Research","London","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Social Research","Outside London","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Statistics","London","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Statistics","Outside London","30","25","[c]","[c]"
"In post","2023","40-49","Unknown","Tax","London","70","65","44980","39790"
"In post","2023","40-49","Unknown","Tax","Outside London","595","570","32760","28130"
"In post","2023","40-49","Unknown","Unknown","London","230","220","59600","56430"
"In post","2023","40-49","Unknown","Unknown","Outside London","1320","1260","40300","34730"
"In post","2023","40-49","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Veterinarian","Outside London","10","10","[c]","[c]"
"In post","2023","40-49","White","Commercial","London","255","250","71860","66790"
"In post","2023","40-49","White","Commercial","Outside London","1280","1235","48310","42620"
"In post","2023","40-49","White","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Communications","London","300","285","58690","56080"
"In post","2023","40-49","White","Communications","Outside London","510","475","42950","40830"
"In post","2023","40-49","White","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Corporate Finance","London","5","5","[c]","[c]"
