"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Mixed","Communications","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Department for Work and Pensions","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Cabinet Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
