"Status","Year","Disability","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Human Resources","Scotland","Male","90","90","38640","37060"
"In post","2023","Unknown","Human Resources","South East (England)","Female","120","115","33410","31270"
"In post","2023","Unknown","Human Resources","South East (England)","Male","125","125","36230","33830"
"In post","2023","Unknown","Human Resources","South West (England)","Female","125","120","32870","30690"
"In post","2023","Unknown","Human Resources","South West (England)","Male","100","95","33750","33300"
"In post","2023","Unknown","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Wales","Female","95","90","32460","31060"
"In post","2023","Unknown","Human Resources","Wales","Male","50","50","31690","27470"
"In post","2023","Unknown","Human Resources","West Midlands (England)","Female","65","65","32430","30790"
"In post","2023","Unknown","Human Resources","West Midlands (England)","Male","75","70","32910","30140"
"In post","2023","Unknown","Human Resources","Yorkshire and The Humber","Female","95","95","34980","31270"
"In post","2023","Unknown","Human Resources","Yorkshire and The Humber","Male","90","85","33260","27740"
"In post","2023","Unknown","Inspector of Education and Training","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","London","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","North West (England)","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","South East (England)","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","South West (England)","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","East Midlands (England)","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","East of England","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","East of England","Male","45","45","33140","33830"
"In post","2023","Unknown","Intelligence Analysis","London","Female","90","85","39820","37850"
"In post","2023","Unknown","Intelligence Analysis","London","Male","125","125","41710","38390"
"In post","2023","Unknown","Intelligence Analysis","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","North West (England)","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","North West (England)","Male","30","30","28170","25880"
"In post","2023","Unknown","Intelligence Analysis","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Overseas","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Scotland","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Scotland","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","South East (England)","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","South East (England)","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","South West (England)","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","South West (England)","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Wales","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Wales","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Yorkshire and The Humber","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Yorkshire and The Humber","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Internal Audit","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","London","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Internal Audit","London","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Internal Audit","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Scotland","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Scotland","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Internal Audit","South East (England)","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Internal Audit","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","International Trade","East Midlands (England)","Female","10","5","[c]","[c]"
"In post","2023","Unknown","International Trade","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","Unknown","International Trade","East of England","Female","5","5","[c]","[c]"
"In post","2023","Unknown","International Trade","East of England","Male","10","10","[c]","[c]"
"In post","2023","Unknown","International Trade","London","Female","265","260","48460","42480"
"In post","2023","Unknown","International Trade","London","Male","235","235","49850","43920"
"In post","2023","Unknown","International Trade","North East (England)","Female","25","25","[c]","[c]"
"In post","2023","Unknown","International Trade","North East (England)","Male","15","15","[c]","[c]"
"In post","2023","Unknown","International Trade","North West (England)","Female","20","20","[c]","[c]"
"In post","2023","Unknown","International Trade","North West (England)","Male","15","15","[c]","[c]"
"In post","2023","Unknown","International Trade","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","International Trade","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2023","Unknown","International Trade","Overseas","Female","50","50","55980","54100"
"In post","2023","Unknown","International Trade","Overseas","Male","120","120","58390","56240"
"In post","2023","Unknown","International Trade","Scotland","Female","5","5","[c]","[c]"
"In post","2023","Unknown","International Trade","Scotland","Male","5","5","[c]","[c]"
"In post","2023","Unknown","International Trade","South East (England)","Female","5","5","[c]","[c]"
"In post","2023","Unknown","International Trade","South East (England)","Male","10","10","[c]","[c]"
"In post","2023","Unknown","International Trade","South West (England)","Female","10","10","[c]","[c]"
"In post","2023","Unknown","International Trade","South West (England)","Male","10","10","[c]","[c]"
"In post","2023","Unknown","International Trade","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","International Trade","Wales","Male","5","5","[c]","[c]"
"In post","2023","Unknown","International Trade","West Midlands (England)","Female","15","15","[c]","[c]"
"In post","2023","Unknown","International Trade","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","Unknown","International Trade","Yorkshire and The Humber","Female","15","15","[c]","[c]"
"In post","2023","Unknown","International Trade","Yorkshire and The Humber","Male","10","5","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","East of England","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","East of England","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","London","Female","80","75","39380","36360"
"In post","2023","Unknown","Knowledge and Information Management","London","Male","80","80","42740","38520"
"In post","2023","Unknown","Knowledge and Information Management","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","North West (England)","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","North West (England)","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","South East (England)","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","South East (England)","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","South West (England)","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","South West (England)","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Wales","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Wales","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","West Midlands (England)","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","West Midlands (England)","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Legal","East Midlands (England)","Female","55","50","46270","49050"
"In post","2023","Unknown","Legal","East Midlands (England)","Male","40","40","45560","49050"
"In post","2023","Unknown","Legal","East of England","Female","70","65","39590","36380"
"In post","2023","Unknown","Legal","East of England","Male","40","40","41130","36990"
"In post","2023","Unknown","Legal","London","Female","530","500","55660","54230"
"In post","2023","Unknown","Legal","London","Male","325","315","53690","53960"
"In post","2023","Unknown","Legal","North East (England)","Female","35","35","47060","49050"
"In post","2023","Unknown","Legal","North East (England)","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Legal","North West (England)","Female","150","140","42780","42330"
"In post","2023","Unknown","Legal","North West (England)","Male","120","120","42690","40270"
"In post","2023","Unknown","Legal","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Legal","Northern Ireland","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Scotland","Female","60","55","44560","48410"
"In post","2023","Unknown","Legal","Scotland","Male","35","30","42300","42930"
"In post","2023","Unknown","Legal","South East (England)","Female","85","80","50240","54100"
"In post","2023","Unknown","Legal","South East (England)","Male","60","60","49690","54100"
"In post","2023","Unknown","Legal","South West (England)","Female","65","60","46680","49050"
"In post","2023","Unknown","Legal","South West (England)","Male","45","45","46870","49050"
"In post","2023","Unknown","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Wales","Female","80","75","48770","49050"
"In post","2023","Unknown","Legal","Wales","Male","40","40","47240","49050"
"In post","2023","Unknown","Legal","West Midlands (England)","Female","70","65","46540","49050"
"In post","2023","Unknown","Legal","West Midlands (England)","Male","40","40","44440","46180"
"In post","2023","Unknown","Legal","Yorkshire and The Humber","Female","80","75","45830","49050"
"In post","2023","Unknown","Legal","Yorkshire and The Humber","Male","40","40","44950","49050"
"In post","2023","Unknown","Medicine","East Midlands (England)","Female","65","60","42080","38680"
"In post","2023","Unknown","Medicine","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Medicine","East of England","Female","30","25","54940","44970"
"In post","2023","Unknown","Medicine","East of England","Male","15","10","[c]","[c]"
"In post","2023","Unknown","Medicine","London","Female","110","100","57930","54090"
"In post","2023","Unknown","Medicine","London","Male","35","30","80620","79030"
"In post","2023","Unknown","Medicine","North East (England)","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Medicine","North East (England)","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Medicine","North West (England)","Female","15","10","[c]","[c]"
"In post","2023","Unknown","Medicine","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Medicine","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Medicine","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Medicine","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Medicine","Scotland","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Medicine","Scotland","Male","20","15","[c]","[c]"
"In post","2023","Unknown","Medicine","South East (England)","Female","100","85","51440","41190"
"In post","2023","Unknown","Medicine","South East (England)","Male","30","25","61650","41190"
"In post","2023","Unknown","Medicine","South West (England)","Female","140","125","39460","32930"
"In post","2023","Unknown","Medicine","South West (England)","Male","50","45","51310","40590"
"In post","2023","Unknown","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Medicine","Wales","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Medicine","Wales","Male","15","10","[c]","[c]"
"In post","2023","Unknown","Medicine","West Midlands (England)","Female","35","30","54680","43810"
"In post","2023","Unknown","Medicine","West Midlands (England)","Male","15","10","[c]","[c]"
"In post","2023","Unknown","Medicine","Yorkshire and The Humber","Female","30","25","49580","40590"
"In post","2023","Unknown","Medicine","Yorkshire and The Humber","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Operational Delivery","East Midlands (England)","Female","1270","1165","26710","24570"
"In post","2023","Unknown","Operational Delivery","East Midlands (England)","Male","990","960","28100","27400"
"In post","2023","Unknown","Operational Delivery","East of England","Female","1070","985","27570","25750"
"In post","2023","Unknown","Operational Delivery","East of England","Male","945","910","28870","27360"
"In post","2023","Unknown","Operational Delivery","London","Female","3685","3520","33780","29890"
"In post","2023","Unknown","Operational Delivery","London","Male","2955","2890","36110","32520"
"In post","2023","Unknown","Operational Delivery","North East (England)","Female","2180","1880","25780","22520"
"In post","2023","Unknown","Operational Delivery","North East (England)","Male","1560","1500","26900","25750"
"In post","2023","Unknown","Operational Delivery","North West (England)","Female","4830","4465","26620","24220"
"In post","2023","Unknown","Operational Delivery","North West (England)","Male","3765","3670","28090","25750"
"In post","2023","Unknown","Operational Delivery","Northern Ireland","Female","395","360","26560","22520"
"In post","2023","Unknown","Operational Delivery","Northern Ireland","Male","425","415","27900","25750"
"In post","2023","Unknown","Operational Delivery","Overseas","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Operational Delivery","Overseas","Male","65","65","46580","47380"
"In post","2023","Unknown","Operational Delivery","Scotland","Female","3230","2950","28850","26930"
"In post","2023","Unknown","Operational Delivery","Scotland","Male","3790","3575","31760","31290"
"In post","2023","Unknown","Operational Delivery","South East (England)","Female","2305","2085","27780","25750"
"In post","2023","Unknown","Operational Delivery","South East (England)","Male","2290","2170","28960","26750"
"In post","2023","Unknown","Operational Delivery","South West (England)","Female","1455","1340","28530","26160"
"In post","2023","Unknown","Operational Delivery","South West (England)","Male","1150","1120","31000","28080"
"In post","2023","Unknown","Operational Delivery","Unknown","Female","70","65","30220","25880"
"In post","2023","Unknown","Operational Delivery","Unknown","Male","90","80","36390","34630"
"In post","2023","Unknown","Operational Delivery","Wales","Female","2030","1835","26100","23390"
"In post","2023","Unknown","Operational Delivery","Wales","Male","1460","1420","27680","25750"
"In post","2023","Unknown","Operational Delivery","West Midlands (England)","Female","2025","1885","27460","25750"
"In post","2023","Unknown","Operational Delivery","West Midlands (England)","Male","1500","1440","29140","27140"
"In post","2023","Unknown","Operational Delivery","Yorkshire and The Humber","Female","2150","2005","26640","25750"
"In post","2023","Unknown","Operational Delivery","Yorkshire and The Humber","Male","1965","1925","27510","25750"
"In post","2023","Unknown","Operational Research","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Operational Research","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Operational Research","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Research","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Research","London","Female","55","50","45510","39280"
"In post","2023","Unknown","Operational Research","London","Male","60","60","46520","44190"
"In post","2023","Unknown","Operational Research","North East (England)","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Operational Research","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Research","North West (England)","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Operational Research","North West (England)","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Operational Research","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Research","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Research","Scotland","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Operational Research","Scotland","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Operational Research","South East (England)","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Operational Research","South East (England)","Male","55","55","35360","30650"
"In post","2023","Unknown","Operational Research","South West (England)","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Operational Research","South West (England)","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Operational Research","Wales","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Operational Research","Wales","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Operational Research","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Operational Research","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Research","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Operational Research","Yorkshire and The Humber","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Other","East Midlands (England)","Female","30","25","[c]","[c]"
"In post","2023","Unknown","Other","East Midlands (England)","Male","35","35","24350","21600"
"In post","2023","Unknown","Other","East of England","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Other","East of England","Male","70","65","23740","21580"
"In post","2023","Unknown","Other","London","Female","310","300","41200","34980"
"In post","2023","Unknown","Other","London","Male","230","230","44640","35780"
"In post","2023","Unknown","Other","North East (England)","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Other","North East (England)","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Other","North West (England)","Female","85","80","30510","26630"
"In post","2023","Unknown","Other","North West (England)","Male","65","65","29430","26510"
"In post","2023","Unknown","Other","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other","Northern Ireland","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Other","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other","Scotland","Female","255","230","31090","28490"
"In post","2023","Unknown","Other","Scotland","Male","375","350","35440","34230"
"In post","2023","Unknown","Other","South East (England)","Female","50","50","32470","29460"
"In post","2023","Unknown","Other","South East (England)","Male","105","105","29640","24110"
"In post","2023","Unknown","Other","South West (England)","Female","175","160","31640","28360"
"In post","2023","Unknown","Other","South West (England)","Male","255","250","35080","30650"
"In post","2023","Unknown","Other","Unknown","Female","170","170","38020","36860"
"In post","2023","Unknown","Other","Unknown","Male","1530","1530","42380","40530"
"In post","2023","Unknown","Other","Wales","Female","35","30","41690","39690"
"In post","2023","Unknown","Other","Wales","Male","45","40","27420","21600"
"In post","2023","Unknown","Other","West Midlands (England)","Female","65","60","25650","22220"
"In post","2023","Unknown","Other","West Midlands (England)","Male","55","55","22870","21690"
"In post","2023","Unknown","Other","Yorkshire and The Humber","Female","70","65","26630","25190"
"In post","2023","Unknown","Other","Yorkshire and The Humber","Male","80","80","28120","22400"
"In post","2023","Unknown","Planning","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","London","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Planning","London","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Planning","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","North West (England)","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","South West (England)","Male","10","5","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","East Midlands (England)","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Policy","East Midlands (England)","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Policy","East of England","Female","30","25","[c]","[c]"
