"Status","Year","Disability","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Undeclared","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Geography","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Geography","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Geography","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Geography","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","East Midlands (England)","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","East Midlands (England)","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","East of England","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","East of England","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","London","Female","40","[c]","31420","28460"
"New entrant CS","2023","Undeclared","Operational Delivery","London","Male","30","[c]","31490","28400"
"New entrant CS","2023","Undeclared","Operational Delivery","North East (England)","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","North East (England)","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","North West (England)","Female","55","[c]","24510","22520"
"New entrant CS","2023","Undeclared","Operational Delivery","North West (England)","Male","30","[c]","23430","22520"
"New entrant CS","2023","Undeclared","Operational Delivery","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Scotland","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Scotland","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","South East (England)","Female","40","[c]","24760","23640"
"New entrant CS","2023","Undeclared","Operational Delivery","South East (England)","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","South West (England)","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","South West (England)","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Wales","Female","30","[c]","23300","22510"
"New entrant CS","2023","Undeclared","Operational Delivery","Wales","Male","30","[c]","25070","22500"
"New entrant CS","2023","Undeclared","Operational Delivery","West Midlands (England)","Female","35","[c]","23670","22150"
"New entrant CS","2023","Undeclared","Operational Delivery","West Midlands (England)","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Yorkshire and The Humber","Female","40","[c]","25090","23640"
"New entrant CS","2023","Undeclared","Operational Delivery","Yorkshire and The Humber","Male","30","[c]","24830","23230"
"New entrant CS","2023","Undeclared","Operational Research","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","North East (England)","Male","[c]","[c]","[c]","[c]"
