"Status","Year","Ethnicity","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Cheshire","15","15","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Cumbria","10","10","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","150","140","48210","41050"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Devon","25","25","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Dorset and Somerset","25","25","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","East Anglia","50","50","61790","52750"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","East Wales","10","10","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","East Yorkshire and Northern Lincolnshire","10","10","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Essex","20","20","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","240","225","43760","40640"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Greater Manchester","385","370","38740","33130"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Hampshire and Isle of Wight","40","40","66150","66170"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Herefordshire, Worcestershire and Warwickshire","30","30","70560","77470"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Inner London - East","20","20","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Inner London - West","145","145","53930","44250"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Kent","20","20","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Lancashire","30","30","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Leicestershire, Rutland and Northamptonshire","25","25","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Lincolnshire","15","15","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Merseyside","35","35","67210","66170"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","North Yorkshire","35","30","57590","61480"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Northumberland, and Tyne and Wear","20","20","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Outer London - East and North East","10","10","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Outer London - South","20","20","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Shropshire and Staffordshire","25","25","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","South Yorkshire","20","20","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Surrey, East and West Sussex","50","50","64820","66170"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Tees Valley and Durham","25","25","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","West Midlands","65","65","48190","41050"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","West Yorkshire","40","40","69910","77470"
"In post","2023","White","Office of Gas and Electricity Markets","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","East Wales","25","25","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","Inner London - East","485","480","53790","49420"
"In post","2023","White","Office of Gas and Electricity Markets","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","West Central Scotland","535","530","39150","33150"
"In post","2023","White","Office of Gas and Electricity Markets","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","West Midlands","255","245","46240","42230"
"In post","2023","White","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2023","White","Office of Rail and Road","Greater Manchester","20","20","[c]","[c]"
"In post","2023","White","Office of Rail and Road","Inner London - East","145","140","60220","58230"
"In post","2023","White","Office of Rail and Road","North Yorkshire","25","25","[c]","[c]"
"In post","2023","White","Office of Rail and Road","West Central Scotland","30","30","54190","53410"
"In post","2023","White","Office of Rail and Road","West Midlands","20","20","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Scotland","Eastern Scotland","45","40","58450","65280"
"In post","2023","White","Office of the Secretary of State for Scotland","Inner London - West","15","15","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Wales","East Wales","15","15","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Wales","Inner London - West","15","15","[c]","[c]"
"In post","2023","White","Scottish Government","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Scottish Government","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","White","Scottish Government","Eastern Scotland","9725","9270","43330","38330"
"In post","2023","White","Scottish Government","Highlands and Islands","820","770","35300","31940"
"In post","2023","White","Scottish Government","Inner London - West","10","10","[c]","[c]"
"In post","2023","White","Scottish Government","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","White","Scottish Government","North Eastern Scotland","765","720","38010","34730"
"In post","2023","White","Scottish Government","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","White","Scottish Government","Overseas","15","15","[c]","[c]"
"In post","2023","White","Scottish Government","Southern Scotland","1270","1195","34610","31540"
"In post","2023","White","Scottish Government","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","White","Scottish Government","West Central Scotland","4885","4670","41540","37060"
"In post","2023","White","The National Archives","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","White","The National Archives","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","White","The National Archives","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","White","The National Archives","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","White","The National Archives","Outer London - West and North West","385","365","38220","34940"
"In post","2023","White","UK Export Finance","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Export Finance","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Export Finance","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Export Finance","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Export Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Export Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Export Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Export Finance","Inner London - West","300","295","58800","54000"
"In post","2023","White","UK Export Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Export Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Export Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Export Finance","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Export Finance","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Export Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Export Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Export Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Export Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Devon","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","White","UK Statistics Authority","East Anglia","5","5","[c]","[c]"
"In post","2023","White","UK Statistics Authority","East Wales","2300","2180","38010","37690"
"In post","2023","White","UK Statistics Authority","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Eastern Scotland","15","15","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Essex","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Greater Manchester","20","20","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Hampshire and Isle of Wight","1925","1590","31840","27570"
"In post","2023","White","UK Statistics Authority","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Inner London - East","10","10","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Inner London - West","195","190","50990","42370"
"In post","2023","White","UK Statistics Authority","Kent","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","North Yorkshire","5","5","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","South Yorkshire","5","5","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Southern Scotland","5","5","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Tees Valley and Durham","90","85","33200","31560"
"In post","2023","White","UK Statistics Authority","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","White","UK Statistics Authority","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Supreme Court","Inner London - West","40","35","40770","37230"
"In post","2023","White","Water Services Regulation Authority","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","White","Water Services Regulation Authority","Inner London - East","60","55","71670","68170"
"In post","2023","White","Water Services Regulation Authority","West Midlands","140","135","55960","52300"
"In post","2023","White","Welsh Government","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Welsh Government","East Wales","3090","2910","45680","39690"
"In post","2023","White","Welsh Government","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","White","Welsh Government","Inner London - West","10","5","[c]","[c]"
"In post","2023","White","Welsh Government","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","White","Welsh Government","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","White","Welsh Government","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","White","Welsh Government","Overseas","10","10","[c]","[c]"
"In post","2023","White","Welsh Government","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Welsh Government","West Wales and The Valleys","2285","2165","41210","39690"
"In post","2023","White","Welsh Government","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Inner London - West","50","[c]","42170","41100"
"Leaver CS","2023","Asian","Attorney General's Departments","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","West Midlands","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","Inner London - East","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","Inner London - West","35","[c]","40950","35650"
"Leaver CS","2023","Asian","Cabinet Office","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","West Midlands","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Chancellor's other departments","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Chancellor's other departments","Inner London - West","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Chancellor's other departments","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Chancellor's other departments","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Charity Commission","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Charity Commission","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Competition and Markets Authority","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Competition and Markets Authority","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Competition and Markets Authority","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Competition and Markets Authority","Inner London - East","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Devon","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Inner London - West","45","[c]","44340","40050"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","West Midlands","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Digital, Culture, Media and Sport","Inner London - West","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","Greater Manchester","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","Inner London - West","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","South Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","West Midlands","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","West Yorkshire","[c]","[c]","[c]","[c]"
