"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Anglia","North and West Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Anglia","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Anglia","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Anglia","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Anglia","Peterborough","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Anglia","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Anglia","Peterborough","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Anglia","Suffolk CC","AA/AO","15","[c]","22100","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Anglia","Suffolk CC","EO","15","[c]","25920","25970"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Anglia","Suffolk CC","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Anglia","Suffolk CC","SEO/HEO","20","[c]","33100","30820"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Anglia","Suffolk CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Wales","Cardiff and Vale of Glamorgan","AA/AO","15","[c]","22150","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Wales","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Wales","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Wales","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Wales","Cardiff and Vale of Glamorgan","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Wales","Powys","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","City of Edinburgh","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","Clackmannanshire and Fife","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","East Lothian and Midlothian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","East Lothian and Midlothian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","East Lothian and Midlothian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","Perth and Kinross, and Stirling","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","Perth and Kinross, and Stirling","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","Perth and Kinross, and Stirling","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Essex","Essex Haven Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Essex","Heart of Essex","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Essex","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Essex","West Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","AA/AO","35","[c]","22100","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","EO","25","[c]","24880","25920"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6/G7","40","[c]","51570","49400"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO/HEO","75","[c]","34360","37300"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","EO","15","[c]","25920","25920"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Greater Manchester","Greater Manchester North West","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Greater Manchester","Greater Manchester South East","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Greater Manchester","Manchester","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Greater Manchester","Manchester","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Greater Manchester","Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","Central Hampshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","Central Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","AA/AO","40","[c]","22070","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Inner London - East","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Inner London - West","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Inner London - West","Westminster","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Inner London - West","Westminster","EO","95","[c]","28100","29080"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Inner London - West","Westminster","G6/G7","100","[c]","56880","54330"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Inner London - West","Westminster","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Inner London - West","Westminster","SEO/HEO","205","[c]","36190","33830"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Kent","East Kent","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Kent","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Kent","Mid Kent","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Kent","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Lancashire","Mid Lancashire","AA/AO","15","[c]","22150","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Lancashire","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Lancashire","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Lancashire","Mid Lancashire","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Lincolnshire","Lincolnshire CC","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Lincolnshire","Lincolnshire CC","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Lincolnshire","Lincolnshire CC","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Lincolnshire","Lincolnshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","North Eastern Scotland","Aberdeen City and Aberdeenshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","North Eastern Scotland","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","North Eastern Scotland","Aberdeen City and Aberdeenshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","North Yorkshire CC","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","North Yorkshire CC","EO","10","[c]","26030","25920"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","North Yorkshire CC","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","North Yorkshire CC","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","York","AA/AO","85","[c]","22770","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","York","EO","15","[c]","25440","25920"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","York","G6/G7","30","[c]","51940","49400"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","York","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","York","SEO/HEO","60","[c]","32530","30320"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","York","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Northern Ireland","Belfast","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Northumberland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Tyneside","AA/AO","60","[c]","22050","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Tyneside","EO","25","[c]","25420","25920"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Tyneside","G6/G7","20","[c]","51120","49400"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Tyneside","SEO/HEO","35","[c]","34000","35050"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Outer London - West and North West","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","Shropshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","Shropshire","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","Shropshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","Staffordshire CC","AA/AO","15","[c]","22000","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","Staffordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","South Yorkshire","Barnsley, Doncaster and Rotherham","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","South Yorkshire","Sheffield","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","South Yorkshire","Sheffield","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","South Yorkshire","Sheffield","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Southern Scotland","Dumfries and Galloway","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Southern Scotland","Dumfries and Galloway","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Southern Scotland","South Ayrshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Southern Scotland","South Ayrshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Southern Scotland","South Lanarkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Southern Scotland","South Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Southern Scotland","South Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","West Surrey","AA/AO","60","[c]","25240","25340"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","West Surrey","EO","25","[c]","29020","29080"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","West Surrey","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","West Surrey","SEO/HEO","30","[c]","37320","40260"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","West Sussex (North East)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","West Sussex (North East)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","West Sussex (South West)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","South Teesside","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","West Midlands","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","West Midlands","Birmingham","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","West Midlands","Birmingham","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","West Midlands","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","West Midlands","Birmingham","SEO/HEO","10","[c]","33960","34200"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","Gwynedd","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","Gwynedd","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","Gwynedd","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","South West Wales","AA/AO","20","[c]","22150","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","South West Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","South West Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","Swansea","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","West Yorkshire","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","West Yorkshire","Leeds","AA/AO","15","[c]","21820","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","West Yorkshire","Leeds","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","West Yorkshire","Leeds","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","West Yorkshire","Leeds","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","West Yorkshire","Leeds","SEO/HEO","10","[c]","32410","30320"
"New entrant CS","2023","Department for International Trade","Bedfordshire and Hertfordshire","Hertfordshire CC","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Bedfordshire and Hertfordshire","Hertfordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Derbyshire and Nottinghamshire","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Derbyshire and Nottinghamshire","Nottingham","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Derbyshire and Nottinghamshire","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Derbyshire and Nottinghamshire","Nottingham","SEO/HEO","25","[c]","48840","46460"
"New entrant CS","2023","Department for International Trade","East Anglia","Cambridgeshire CC","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","East Anglia","Cambridgeshire CC","SEO/HEO","25","[c]","43800","45190"
"New entrant CS","2023","Department for International Trade","East Anglia","Suffolk CC","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","East Anglia","Suffolk CC","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","East Wales","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","East Wales","Cardiff and Vale of Glamorgan","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","East Wales","Cardiff and Vale of Glamorgan","SEO/HEO","10","[c]","33470","31440"
"New entrant CS","2023","Department for International Trade","Eastern Scotland","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Eastern Scotland","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Eastern Scotland","City of Edinburgh","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Eastern Scotland","City of Edinburgh","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO/HEO","35","[c]","38880","42350"
"New entrant CS","2023","Department for International Trade","Greater Manchester","Manchester","EO","10","[c]","24840","24210"
"New entrant CS","2023","Department for International Trade","Greater Manchester","Manchester","G6/G7","15","[c]","52570","52530"
"New entrant CS","2023","Department for International Trade","Greater Manchester","Manchester","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Greater Manchester","Manchester","SEO/HEO","30","[c]","38270","39400"
"New entrant CS","2023","Department for International Trade","Hampshire and Isle of Wight","South Hampshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Hampshire and Isle of Wight","South Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Hampshire and Isle of Wight","South Hampshire","SEO/HEO","20","[c]","41820","42640"
"New entrant CS","2023","Department for International Trade","Inner London - West","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Inner London - West","Westminster","EO","110","[c]","26930","29280"
"New entrant CS","2023","Department for International Trade","Inner London - West","Westminster","G6/G7","45","[c]","60070","60130"
"New entrant CS","2023","Department for International Trade","Inner London - West","Westminster","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Inner London - West","Westminster","SEO/HEO","190","[c]","37110","35010"
"New entrant CS","2023","Department for International Trade","Northern Ireland","Belfast","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Northern Ireland","Belfast","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Tees Valley and Durham","Darlington","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Tees Valley and Durham","Darlington","EO","25","[c]","25450","25660"
"New entrant CS","2023","Department for International Trade","Tees Valley and Durham","Darlington","G6/G7","20","[c]","56510","53430"
"New entrant CS","2023","Department for International Trade","Tees Valley and Durham","Darlington","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Tees Valley and Durham","Darlington","SEO/HEO","60","[c]","34820","32520"
"New entrant CS","2023","Department for International Trade","West Midlands","Birmingham","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","West Midlands","Birmingham","G6/G7","10","[c]","52010","51000"
"New entrant CS","2023","Department for International Trade","West Midlands","Birmingham","SEO/HEO","35","[c]","38310","38190"
"New entrant CS","2023","Department for International Trade","West Yorkshire","Leeds","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","West Yorkshire","Leeds","G6/G7","10","[c]","55410","54320"
"New entrant CS","2023","Department for International Trade","West Yorkshire","Leeds","SEO/HEO","35","[c]","40880","43540"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","Hertfordshire CC","AA/AO","10","[c]","18300","18300"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","Hertfordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Cheshire","Cheshire East","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Cheshire","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
