"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Hertfordshire CC","AA/AO","40","40","23990","24480"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Hertfordshire CC","EO","40","35","29300","28870"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Hertfordshire CC","G6/G7","90","80","61270","63370"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Hertfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Hertfordshire CC","SEO/HEO","20","20","38100","38660"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Luton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AA/AO","30","25","23920","24480"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","EO","30","25","28990","28200"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6/G7","50","45","61220","59050"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO/HEO","25","25","36970","36170"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire","Cheshire East","G6/G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire","Warrington","EO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire","Warrington","G6/G7","10","10","67140","59690"
"In post","2023","Attorney General's Departments","Cheshire","Warrington","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","EO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","G6/G7","10","10","53870","56450"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","East Cumbria","AA/AO","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","East Cumbria","G6/G7","15","15","57210","55870"
"In post","2023","Attorney General's Departments","Cumbria","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","West Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","West Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Derby","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Derby","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","North Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","North Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Nottingham","AA/AO","80","75","22390","22870"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Nottingham","EO","70","65","27420","26900"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Nottingham","G6/G7","115","105","54850","53150"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Nottingham","SEO/HEO","50","50","35030","33100"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","Devon CC","AA/AO","15","15","22370","22870"
"In post","2023","Attorney General's Departments","Devon","Devon CC","EO","25","20","27870","27440"
"In post","2023","Attorney General's Departments","Devon","Devon CC","G6/G7","50","45","55850","56450"
"In post","2023","Attorney General's Departments","Devon","Devon CC","SEO/HEO","20","20","35670","34640"
"In post","2023","Attorney General's Departments","Dorset and Somerset","Dorset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset and Somerset","Somerset CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Cambridgeshire CC","G6/G7","10","10","51400","49050"
"In post","2023","Attorney General's Departments","East Anglia","Cambridgeshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Norwich and East Norfolk","AA/AO","30","25","22380","22870"
"In post","2023","Attorney General's Departments","East Anglia","Norwich and East Norfolk","EO","25","20","27500","26900"
"In post","2023","Attorney General's Departments","East Anglia","Norwich and East Norfolk","G6/G7","25","20","57880","60550"
"In post","2023","Attorney General's Departments","East Anglia","Norwich and East Norfolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Norwich and East Norfolk","SEO/HEO","15","15","35750","36880"
"In post","2023","Attorney General's Departments","East Anglia","Peterborough","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Suffolk CC","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Suffolk CC","EO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Suffolk CC","G6/G7","15","15","56850","56450"
"In post","2023","Attorney General's Departments","East Anglia","Suffolk CC","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","AA/AO","55","50","23040","22870"
"In post","2023","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","EO","45","45","27830","27400"
"In post","2023","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","G6/G7","105","95","56300","55390"
"In post","2023","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","SEO/HEO","30","30","36330","38350"
"In post","2023","Attorney General's Departments","East Wales","Flintshire and Wrexham","AA/AO","15","15","22850","22870"
"In post","2023","Attorney General's Departments","East Wales","Flintshire and Wrexham","EO","15","15","27820","27420"
"In post","2023","Attorney General's Departments","East Wales","Flintshire and Wrexham","G6/G7","45","40","54010","53700"
"In post","2023","Attorney General's Departments","East Wales","Flintshire and Wrexham","SEO/HEO","15","15","36610","36680"
"In post","2023","Attorney General's Departments","East Wales","Monmouthshire and Newport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","AA/AO","20","15","22850","22870"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","EO","20","15","28210","28850"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","G6/G7","35","30","56340","56450"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Essex Haven Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Essex Thames Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Heart of Essex","AA/AO","45","40","24030","24480"
"In post","2023","Attorney General's Departments","Essex","Heart of Essex","EO","45","40","29630","30210"
"In post","2023","Attorney General's Departments","Essex","Heart of Essex","G6/G7","85","75","61010","58820"
"In post","2023","Attorney General's Departments","Essex","Heart of Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Heart of Essex","SEO/HEO","30","30","38520","40670"
"In post","2023","Attorney General's Departments","Essex","Thurrock","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","25","20","56940","55470"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","AA/AO","45","40","22230","22870"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","EO","40","40","28040","27400"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6/G7","120","110","56800","54320"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO/HEO","25","25","35430","34410"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Greater Manchester North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Greater Manchester North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Greater Manchester South East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Manchester","AA/AO","80","75","22770","22870"
"In post","2023","Attorney General's Departments","Greater Manchester","Manchester","EO","90","85","28190","28850"
"In post","2023","Attorney General's Departments","Greater Manchester","Manchester","G6/G7","165","155","57060","56450"
"In post","2023","Attorney General's Departments","Greater Manchester","Manchester","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Manchester","SEO/HEO","50","50","36170","36880"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Central Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","North Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","North Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","AA/AO","40","35","23950","24480"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","EO","25","25","29030","28200"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","G6/G7","50","50","61640","62880"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","SEO/HEO","10","10","38520","40340"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","AA/AO","30","30","23880","24480"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","EO","25","25","28970","28200"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","G6/G7","75","75","60380","57590"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","SEO/HEO","30","30","37330","36170"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","G6/G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Haringey and Islington","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Haringey and Islington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Haringey and Islington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Lewisham and Southwark","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - West","Camden and City of London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - West","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - West","Westminster","AA/AO","370","345","24160","24480"
"In post","2023","Attorney General's Departments","Inner London - West","Westminster","EO","790","755","29250","28410"
"In post","2023","Attorney General's Departments","Inner London - West","Westminster","G6/G7","2560","2385","61940","62830"
"In post","2023","Attorney General's Departments","Inner London - West","Westminster","SCS level","265","255","88850","82550"
"In post","2023","Attorney General's Departments","Inner London - West","Westminster","SEO/HEO","720","705","38400","38860"
"In post","2023","Attorney General's Departments","Kent","East Kent","AA/AO","30","30","23910","24480"
"In post","2023","Attorney General's Departments","Kent","East Kent","EO","30","30","29340","29100"
"In post","2023","Attorney General's Departments","Kent","East Kent","G6/G7","50","45","59910","58210"
"In post","2023","Attorney General's Departments","Kent","East Kent","SEO/HEO","20","20","38630","38660"
"In post","2023","Attorney General's Departments","Kent","Kent Thames Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Medway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Mid Kent","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Mid Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Mid Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","West Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Blackburn with Darwen","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Lancaster and Wyre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Mid Lancashire","AA/AO","40","35","22760","22870"
"In post","2023","Attorney General's Departments","Lancashire","Mid Lancashire","EO","40","35","28280","28850"
"In post","2023","Attorney General's Departments","Lancashire","Mid Lancashire","G6/G7","90","85","54860","54800"
"In post","2023","Attorney General's Departments","Lancashire","Mid Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Mid Lancashire","SEO/HEO","25","25","36080","35000"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","AA/AO","45","45","22050","22870"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","EO","25","25","28140","28850"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","G6/G7","65","60","53710","52460"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","SEO/HEO","15","15","35260","35000"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","G6/G7","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","Lincolnshire CC","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","Lincolnshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","Lincolnshire CC","G6/G7","15","15","56150","56450"
"In post","2023","Attorney General's Departments","Merseyside","East Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","East Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Liverpool","AA/AO","105","100","22590","22870"
"In post","2023","Attorney General's Departments","Merseyside","Liverpool","EO","95","90","27670","27150"
"In post","2023","Attorney General's Departments","Merseyside","Liverpool","G6/G7","150","140","55170","54800"
"In post","2023","Attorney General's Departments","Merseyside","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Liverpool","SEO/HEO","70","70","35540","35000"
"In post","2023","Attorney General's Departments","Merseyside","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Sefton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Wirral","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","North Yorkshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","North Yorkshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","York","AA/AO","10","10","22700","22870"
"In post","2023","Attorney General's Departments","North Yorkshire","York","EO","35","35","27340","27150"
"In post","2023","Attorney General's Departments","North Yorkshire","York","G6/G7","60","55","61650","59740"
"In post","2023","Attorney General's Departments","North Yorkshire","York","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","York","SEO/HEO","50","50","36340","38940"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Northumberland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","AA/AO","75","65","22230","22870"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","EO","55","50","27900","27030"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","G6/G7","105","95","56110","56450"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","SEO/HEO","45","40","35860","35000"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Redbridge and Waltham Forest","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Redbridge and Waltham Forest","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Redbridge and Waltham Forest","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","Bromley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","Croydon","AA/AO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","Croydon","EO","10","10","28380","28170"
"In post","2023","Attorney General's Departments","Outer London - South","Croydon","G6/G7","10","10","60250","62830"
"In post","2023","Attorney General's Departments","Outer London - South","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","Croydon","SEO/HEO","20","20","35970","36050"
"In post","2023","Attorney General's Departments","Outer London - South","Merton, Kingston upon Thames and Sutton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","Merton, Kingston upon Thames and Sutton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","Barnet","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","Ealing","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","Harrow and Hillingdon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","Hounslow and Richmond upon Thames","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","Shropshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","Shropshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","Staffordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","Stoke-on-Trent","AA/AO","15","15","22750","22870"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","Stoke-on-Trent","EO","10","10","27800","27290"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","Stoke-on-Trent","G6/G7","30","25","58990","56450"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","Stoke-on-Trent","SEO/HEO","10","10","37420","38760"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Yorkshire","Barnsley, Doncaster and Rotherham","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Yorkshire","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Yorkshire","Barnsley, Doncaster and Rotherham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Yorkshire","Sheffield","AA/AO","50","45","22590","22870"
"In post","2023","Attorney General's Departments","South Yorkshire","Sheffield","EO","40","35","27790","27150"
"In post","2023","Attorney General's Departments","South Yorkshire","Sheffield","G6/G7","45","40","56120","56450"
"In post","2023","Attorney General's Departments","South Yorkshire","Sheffield","SEO/HEO","25","25","35810","35000"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","Brighton and Hove","AA/AO","30","30","23760","24480"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","Brighton and Hove","EO","30","30","29100","28200"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","Brighton and Hove","G6/G7","45","40","60660","58820"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","Brighton and Hove","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","Brighton and Hove","SEO/HEO","15","10","37520","36780"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","East Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","West Surrey","AA/AO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","West Surrey","EO","25","25","29010","28200"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","West Surrey","G6/G7","40","35","61040","61920"
