"Status","Year","Disability","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Mixed","Legal","40","40","54490","59960"
"In post","2023","Declared disabled","Mixed","No function","1100","1020","33030","29280"
"In post","2023","Declared disabled","Mixed","Project Delivery","60","60","39430","35760"
"In post","2023","Declared disabled","Mixed","Property","20","20","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Security","20","20","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","70","70","38800","34170"
"In post","2023","Declared disabled","Other ethnicity","Analysis","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Counter Fraud","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Debt","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Digital, Data & Technology","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Finance","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Human Resources","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Legal","15","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","No function","275","260","34950","32520"
"In post","2023","Declared disabled","Other ethnicity","Project Delivery","25","20","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Security","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Analysis","60","60","47240","49260"
"In post","2023","Declared disabled","Undeclared","Commercial","35","35","48500","43450"
"In post","2023","Declared disabled","Undeclared","Communications","10","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Counter Fraud","95","85","31850","28120"
"In post","2023","Declared disabled","Undeclared","Debt","35","30","23710","21690"
"In post","2023","Declared disabled","Undeclared","Digital, Data & Technology","110","110","41440","37850"
"In post","2023","Declared disabled","Undeclared","Finance","50","45","37940","34590"
"In post","2023","Declared disabled","Undeclared","Grants Management","20","15","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Human Resources","70","65","38170","35570"
"In post","2023","Declared disabled","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Legal","45","40","50580","53600"
"In post","2023","Declared disabled","Undeclared","No function","1505","1365","30940","28120"
"In post","2023","Declared disabled","Undeclared","Project Delivery","100","95","45440","42510"
"In post","2023","Declared disabled","Undeclared","Property","35","35","37870","35410"
"In post","2023","Declared disabled","Undeclared","Security","40","40","40280","40880"
"In post","2023","Declared disabled","Undeclared","Unknown","105","100","44120","41990"
"In post","2023","Declared disabled","Unknown","Analysis","20","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Commercial","20","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Communications","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Counter Fraud","50","45","36640","35000"
"In post","2023","Declared disabled","Unknown","Debt","20","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Digital, Data & Technology","55","50","39780","37260"
"In post","2023","Declared disabled","Unknown","Finance","30","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Human Resources","40","40","37670","35060"
"In post","2023","Declared disabled","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Legal","45","45","42430","39790"
"In post","2023","Declared disabled","Unknown","No function","910","825","32570","28490"
"In post","2023","Declared disabled","Unknown","Project Delivery","50","45","39990","37960"
"In post","2023","Declared disabled","Unknown","Property","40","40","36830","33400"
"In post","2023","Declared disabled","Unknown","Security","25","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","100","100","39510","33520"
"In post","2023","Declared disabled","White","Analysis","845","795","42770","39890"
"In post","2023","Declared disabled","White","Commercial","615","595","47440","42500"
"In post","2023","Declared disabled","White","Communications","285","275","41390","38470"
"In post","2023","Declared disabled","White","Counter Fraud","1735","1570","32480","28130"
"In post","2023","Declared disabled","White","Debt","725","635","24530","22520"
"In post","2023","Declared disabled","White","Digital, Data & Technology","2135","2050","41290","37880"
"In post","2023","Declared disabled","White","Finance","1030","955","38710","34450"
"In post","2023","Declared disabled","White","Grants Management","365","335","25850","22150"
"In post","2023","Declared disabled","White","Human Resources","1665","1575","39320","34850"
"In post","2023","Declared disabled","White","Internal Audit","75","70","46540","43670"
"In post","2023","Declared disabled","White","Legal","1015","940","45420","44620"
"In post","2023","Declared disabled","White","No function","33115","29995","31220","28120"
"In post","2023","Declared disabled","White","Project Delivery","1925","1835","43420","40270"
"In post","2023","Declared disabled","White","Property","625","600","37680","34300"
"In post","2023","Declared disabled","White","Security","710","685","34620","31060"
"In post","2023","Declared disabled","White","Unknown","2290","2175","40310","35440"
"In post","2023","Declared non-disabled","Asian","Analysis","560","545","44320","40640"
"In post","2023","Declared non-disabled","Asian","Commercial","290","285","47920","41780"
"In post","2023","Declared non-disabled","Asian","Communications","115","115","43070","41020"
"In post","2023","Declared non-disabled","Asian","Counter Fraud","1150","1085","32820","32520"
"In post","2023","Declared non-disabled","Asian","Debt","880","785","23990","22520"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","1465","1445","44550","41780"
"In post","2023","Declared non-disabled","Asian","Finance","910","880","41430","38680"
"In post","2023","Declared non-disabled","Asian","Grants Management","45","40","24900","22150"
"In post","2023","Declared non-disabled","Asian","Human Resources","550","535","38360","35000"
"In post","2023","Declared non-disabled","Asian","Internal Audit","75","70","46330","43430"
"In post","2023","Declared non-disabled","Asian","Legal","1025","965","45060","49050"
"In post","2023","Declared non-disabled","Asian","No function","17550","16260","32310","28880"
"In post","2023","Declared non-disabled","Asian","Project Delivery","980","955","44940","41200"
"In post","2023","Declared non-disabled","Asian","Property","325","315","36300","32960"
"In post","2023","Declared non-disabled","Asian","Security","265","260","33770","29980"
"In post","2023","Declared non-disabled","Asian","Unknown","435","415","39890","38470"
"In post","2023","Declared non-disabled","Black","Analysis","165","160","40390","38600"
"In post","2023","Declared non-disabled","Black","Commercial","165","160","46130","41550"
"In post","2023","Declared non-disabled","Black","Communications","75","70","41620","39450"
"In post","2023","Declared non-disabled","Black","Counter Fraud","520","495","32630","32520"
"In post","2023","Declared non-disabled","Black","Debt","230","210","25610","22520"
"In post","2023","Declared non-disabled","Black","Digital, Data & Technology","675","670","41910","39450"
"In post","2023","Declared non-disabled","Black","Finance","375","370","41860","39490"
"In post","2023","Declared non-disabled","Black","Grants Management","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Human Resources","300","295","38980","35650"
"In post","2023","Declared non-disabled","Black","Internal Audit","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Legal","520","505","43360","39790"
"In post","2023","Declared non-disabled","Black","No function","8870","8475","32740","30940"
"In post","2023","Declared non-disabled","Black","Project Delivery","490","480","44040","40890"
"In post","2023","Declared non-disabled","Black","Property","135","130","38050","35410"
"In post","2023","Declared non-disabled","Black","Security","125","125","36220","31910"
"In post","2023","Declared non-disabled","Black","Unknown","155","155","38660","38330"
"In post","2023","Declared non-disabled","Mixed","Analysis","170","165","45210","43320"
"In post","2023","Declared non-disabled","Mixed","Commercial","95","90","47860","42200"
"In post","2023","Declared non-disabled","Mixed","Communications","85","80","45380","41060"
"In post","2023","Declared non-disabled","Mixed","Counter Fraud","230","220","34900","32520"
"In post","2023","Declared non-disabled","Mixed","Debt","80","70","24100","22520"
"In post","2023","Declared non-disabled","Mixed","Digital, Data & Technology","305","300","43840","41780"
"In post","2023","Declared non-disabled","Mixed","Finance","170","165","43550","40710"
"In post","2023","Declared non-disabled","Mixed","Grants Management","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Human Resources","190","185","40280","35910"
"In post","2023","Declared non-disabled","Mixed","Internal Audit","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Legal","275","260","47960","51270"
"In post","2023","Declared non-disabled","Mixed","No function","4325","4105","35060","31280"
"In post","2023","Declared non-disabled","Mixed","Project Delivery","280","275","46600","42140"
"In post","2023","Declared non-disabled","Mixed","Property","80","75","35820","33990"
"In post","2023","Declared non-disabled","Mixed","Security","75","75","38310","36310"
"In post","2023","Declared non-disabled","Mixed","Unknown","210","205","42310","39690"
"In post","2023","Declared non-disabled","Other ethnicity","Analysis","50","45","47840","41020"
"In post","2023","Declared non-disabled","Other ethnicity","Commercial","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Communications","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Counter Fraud","55","50","32070","31280"
"In post","2023","Declared non-disabled","Other ethnicity","Debt","35","30","24740","22520"
"In post","2023","Declared non-disabled","Other ethnicity","Digital, Data & Technology","105","105","42950","39730"
"In post","2023","Declared non-disabled","Other ethnicity","Finance","45","40","44740","42170"
"In post","2023","Declared non-disabled","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Human Resources","50","45","37600","31820"
"In post","2023","Declared non-disabled","Other ethnicity","Internal Audit","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Legal","95","90","49740","52360"
"In post","2023","Declared non-disabled","Other ethnicity","No function","1220","1160","35850","32160"
"In post","2023","Declared non-disabled","Other ethnicity","Project Delivery","70","70","53470","49060"
"In post","2023","Declared non-disabled","Other ethnicity","Property","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Security","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","55","55","38380","32960"
"In post","2023","Declared non-disabled","Undeclared","Analysis","115","110","47260","43680"
"In post","2023","Declared non-disabled","Undeclared","Commercial","85","85","51180","46050"
"In post","2023","Declared non-disabled","Undeclared","Communications","45","45","42840","37200"
"In post","2023","Declared non-disabled","Undeclared","Counter Fraud","330","290","32400","28190"
"In post","2023","Declared non-disabled","Undeclared","Debt","100","85","24830","22520"
"In post","2023","Declared non-disabled","Undeclared","Digital, Data & Technology","445","430","43940","41480"
"In post","2023","Declared non-disabled","Undeclared","Finance","220","205","41290","38470"
"In post","2023","Declared non-disabled","Undeclared","Grants Management","45","45","25940","22150"
"In post","2023","Declared non-disabled","Undeclared","Human Resources","165","155","36330","33990"
"In post","2023","Declared non-disabled","Undeclared","Internal Audit","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Legal","165","155","50820","52360"
"In post","2023","Declared non-disabled","Undeclared","No function","5245","4770","32820","28460"
"In post","2023","Declared non-disabled","Undeclared","Project Delivery","290","275","48190","43340"
"In post","2023","Declared non-disabled","Undeclared","Property","115","105","40350","38470"
"In post","2023","Declared non-disabled","Undeclared","Security","165","160","36930","35010"
"In post","2023","Declared non-disabled","Undeclared","Unknown","290","275","44680","39890"
"In post","2023","Declared non-disabled","Unknown","Analysis","85","85","44610","40760"
"In post","2023","Declared non-disabled","Unknown","Commercial","75","75","39010","36130"
"In post","2023","Declared non-disabled","Unknown","Communications","60","55","42250","41800"
"In post","2023","Declared non-disabled","Unknown","Counter Fraud","260","235","34710","31850"
"In post","2023","Declared non-disabled","Unknown","Debt","90","75","24600","22520"
"In post","2023","Declared non-disabled","Unknown","Digital, Data & Technology","570","545","40800","38680"
"In post","2023","Declared non-disabled","Unknown","Finance","190","180","38970","35000"
"In post","2023","Declared non-disabled","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Human Resources","135","130","40780","37110"
"In post","2023","Declared non-disabled","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Legal","335","310","47670","51270"
"In post","2023","Declared non-disabled","Unknown","No function","4515","4065","32290","28120"
"In post","2023","Declared non-disabled","Unknown","Project Delivery","265","260","44230","41780"
"In post","2023","Declared non-disabled","Unknown","Property","225","200","35340","32260"
"In post","2023","Declared non-disabled","Unknown","Security","115","115","32810","29000"
"In post","2023","Declared non-disabled","Unknown","Unknown","155","150","40880","34240"
"In post","2023","Declared non-disabled","White","Analysis","5160","4950","47430","43650"
"In post","2023","Declared non-disabled","White","Commercial","3875","3745","49820","43210"
"In post","2023","Declared non-disabled","White","Communications","2100","2005","45210","41750"
"In post","2023","Declared non-disabled","White","Counter Fraud","8890","8245","34500","31690"
"In post","2023","Declared non-disabled","White","Debt","3335","2985","25180","22520"
"In post","2023","Declared non-disabled","White","Digital, Data & Technology","13205","12785","44090","41000"
"In post","2023","Declared non-disabled","White","Finance","6655","6280","41850","38470"
"In post","2023","Declared non-disabled","White","Grants Management","1270","1175","26810","24030"
"In post","2023","Declared non-disabled","White","Human Resources","7675","7305","40050","35000"
"In post","2023","Declared non-disabled","White","Internal Audit","375","355","49810","46370"
"In post","2023","Declared non-disabled","White","Legal","6630","6160","49970","52360"
"In post","2023","Declared non-disabled","White","No function","165130","152920","33790","28880"
"In post","2023","Declared non-disabled","White","Project Delivery","11745","11260","47330","42510"
"In post","2023","Declared non-disabled","White","Property","4730","4530","39080","35000"
"In post","2023","Declared non-disabled","White","Security","5055","4925","34740","31340"
"In post","2023","Declared non-disabled","White","Unknown","15550","14850","44150","39690"
"In post","2023","Undeclared","Asian","Analysis","35","35","44270","39450"
"In post","2023","Undeclared","Asian","Commercial","20","20","[c]","[c]"
"In post","2023","Undeclared","Asian","Communications","10","10","[c]","[c]"
"In post","2023","Undeclared","Asian","Counter Fraud","55","50","31640","30980"
"In post","2023","Undeclared","Asian","Debt","50","40","23390","22520"
"In post","2023","Undeclared","Asian","Digital, Data & Technology","65","65","42710","39120"
"In post","2023","Undeclared","Asian","Finance","60","55","40660","36460"
"In post","2023","Undeclared","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Human Resources","35","35","39520","37090"
"In post","2023","Undeclared","Asian","Internal Audit","10","10","[c]","[c]"
"In post","2023","Undeclared","Asian","Legal","35","30","51880","54820"
"In post","2023","Undeclared","Asian","No function","1070","995","36050","30930"
"In post","2023","Undeclared","Asian","Project Delivery","55","55","44160","37890"
"In post","2023","Undeclared","Asian","Property","25","25","[c]","[c]"
"In post","2023","Undeclared","Asian","Security","15","15","[c]","[c]"
"In post","2023","Undeclared","Asian","Unknown","20","15","[c]","[c]"
"In post","2023","Undeclared","Black","Analysis","15","15","[c]","[c]"
"In post","2023","Undeclared","Black","Commercial","10","10","[c]","[c]"
"In post","2023","Undeclared","Black","Communications","5","5","[c]","[c]"
"In post","2023","Undeclared","Black","Counter Fraud","20","20","[c]","[c]"
"In post","2023","Undeclared","Black","Debt","5","5","[c]","[c]"
"In post","2023","Undeclared","Black","Digital, Data & Technology","20","20","[c]","[c]"
"In post","2023","Undeclared","Black","Finance","20","20","[c]","[c]"
"In post","2023","Undeclared","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Human Resources","20","20","[c]","[c]"
"In post","2023","Undeclared","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Legal","15","15","[c]","[c]"
"In post","2023","Undeclared","Black","No function","640","595","35330","32520"
"In post","2023","Undeclared","Black","Project Delivery","25","25","[c]","[c]"
"In post","2023","Undeclared","Black","Property","15","15","[c]","[c]"
"In post","2023","Undeclared","Black","Security","5","5","[c]","[c]"
"In post","2023","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Analysis","10","10","[c]","[c]"
"In post","2023","Undeclared","Mixed","Commercial","10","10","[c]","[c]"
"In post","2023","Undeclared","Mixed","Communications","10","10","[c]","[c]"
"In post","2023","Undeclared","Mixed","Counter Fraud","10","10","[c]","[c]"
"In post","2023","Undeclared","Mixed","Debt","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Digital, Data & Technology","20","20","[c]","[c]"
"In post","2023","Undeclared","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Human Resources","10","10","[c]","[c]"
"In post","2023","Undeclared","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Legal","10","10","[c]","[c]"
"In post","2023","Undeclared","Mixed","No function","330","315","35630","32060"
"In post","2023","Undeclared","Mixed","Project Delivery","25","25","[c]","[c]"
"In post","2023","Undeclared","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Analysis","10","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Communications","5","5","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Digital, Data & Technology","10","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Human Resources","5","5","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Internal Audit","10","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Legal","10","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","No function","155","150","40360","33750"
"In post","2023","Undeclared","Other ethnicity","Project Delivery","10","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Analysis","80","80","45830","42510"
"In post","2023","Undeclared","Undeclared","Commercial","100","95","51120","43750"
"In post","2023","Undeclared","Undeclared","Communications","45","40","39820","41030"
"In post","2023","Undeclared","Undeclared","Counter Fraud","395","375","38020","35000"
"In post","2023","Undeclared","Undeclared","Debt","85","75","25000","22520"
"In post","2023","Undeclared","Undeclared","Digital, Data & Technology","510","500","45150","42090"
"In post","2023","Undeclared","Undeclared","Finance","205","195","41370","37680"
"In post","2023","Undeclared","Undeclared","Grants Management","90","85","26470","22150"
"In post","2023","Undeclared","Undeclared","Human Resources","200","195","39130","34300"
"In post","2023","Undeclared","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Legal","110","100","53670","55890"
"In post","2023","Undeclared","Undeclared","No function","4405","4135","36290","32520"
"In post","2023","Undeclared","Undeclared","Project Delivery","340","325","48730","43420"
"In post","2023","Undeclared","Undeclared","Property","170","160","41020","37600"
"In post","2023","Undeclared","Undeclared","Security","225","220","38320","39790"
"In post","2023","Undeclared","Undeclared","Unknown","140","130","46270","45430"
"In post","2023","Undeclared","Unknown","Analysis","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Commercial","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","Communications","15","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","Counter Fraud","40","35","36280","34370"
"In post","2023","Undeclared","Unknown","Debt","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Digital, Data & Technology","95","90","45710","41870"
"In post","2023","Undeclared","Unknown","Finance","30","30","[c]","[c]"
"In post","2023","Undeclared","Unknown","Human Resources","40","40","38900","39050"
"In post","2023","Undeclared","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Legal","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","No function","950","885","37050","32920"
"In post","2023","Undeclared","Unknown","Project Delivery","35","30","43350","41800"
"In post","2023","Undeclared","Unknown","Property","90","80","36480","32970"
"In post","2023","Undeclared","Unknown","Security","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","White","Analysis","215","210","46630","43670"
"In post","2023","Undeclared","White","Commercial","250","240","49990","43220"
"In post","2023","Undeclared","White","Communications","120","115","45360","39730"
"In post","2023","Undeclared","White","Counter Fraud","425","395","33740","29730"
"In post","2023","Undeclared","White","Debt","185","165","24920","22520"
"In post","2023","Undeclared","White","Digital, Data & Technology","685","665","42590","39500"
"In post","2023","Undeclared","White","Finance","340","315","41500","37590"
"In post","2023","Undeclared","White","Grants Management","95","85","25310","22150"
"In post","2023","Undeclared","White","Human Resources","455","435","38260","34300"
"In post","2023","Undeclared","White","Internal Audit","20","20","[c]","[c]"
"In post","2023","Undeclared","White","Legal","170","160","50800","53800"
"In post","2023","Undeclared","White","No function","11985","10985","34000","31270"
"In post","2023","Undeclared","White","Project Delivery","460","440","45670","42140"
"In post","2023","Undeclared","White","Property","270","255","37730","35020"
"In post","2023","Undeclared","White","Security","375","360","34280","31020"
"In post","2023","Undeclared","White","Unknown","345","330","41430","38330"
"In post","2023","Unknown","Asian","Analysis","145","140","39290","37690"
"In post","2023","Unknown","Asian","Commercial","65","65","43670","37590"
"In post","2023","Unknown","Asian","Communications","40","35","37870","36120"
"In post","2023","Unknown","Asian","Counter Fraud","115","110","33040","32530"
"In post","2023","Unknown","Asian","Debt","75","65","25280","26920"
"In post","2023","Unknown","Asian","Digital, Data & Technology","290","285","41620","37720"
"In post","2023","Unknown","Asian","Finance","135","135","38830","34700"
"In post","2023","Unknown","Asian","Grants Management","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","85","85","36020","34300"
"In post","2023","Unknown","Asian","Internal Audit","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","Legal","220","210","41080","40800"
"In post","2023","Unknown","Asian","No function","1815","1740","35400","31070"
"In post","2023","Unknown","Asian","Project Delivery","275","270","44600","41190"
"In post","2023","Unknown","Asian","Property","30","30","35790","30740"
"In post","2023","Unknown","Asian","Security","70","70","37950","34340"
"In post","2023","Unknown","Asian","Unknown","190","185","35740","30440"
"In post","2023","Unknown","Black","Analysis","60","60","37980","34060"
"In post","2023","Unknown","Black","Commercial","35","30","45500","37590"
"In post","2023","Unknown","Black","Communications","20","20","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","40","40","33710","32540"
"In post","2023","Unknown","Black","Debt","25","25","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data & Technology","110","110","38820","37590"
"In post","2023","Unknown","Black","Finance","50","50","37310","32630"
"In post","2023","Unknown","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","45","45","40520","38640"
"In post","2023","Unknown","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Legal","80","75","35160","28410"
"In post","2023","Unknown","Black","No function","725","705","35410","32260"
"In post","2023","Unknown","Black","Project Delivery","130","130","43560","41030"
"In post","2023","Unknown","Black","Property","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Security","25","25","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","45","45","35850","32960"
"In post","2023","Unknown","Mixed","Analysis","50","50","39730","37760"
"In post","2023","Unknown","Mixed","Commercial","25","25","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","20","20","[c]","[c]"
"In post","2023","Unknown","Mixed","Debt","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data & Technology","55","55","41080","37740"
"In post","2023","Unknown","Mixed","Finance","30","30","38140","30130"
"In post","2023","Unknown","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Human Resources","30","30","[c]","[c]"
"In post","2023","Unknown","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Legal","55","55","40850","32150"
"In post","2023","Unknown","Mixed","No function","535","510","38500","34670"
"In post","2023","Unknown","Mixed","Project Delivery","80","75","43990","41090"
"In post","2023","Unknown","Mixed","Property","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Security","20","20","[c]","[c]"
"In post","2023","Unknown","Mixed","Unknown","95","95","36660","30650"
