"Status","Year","Function_of_post","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Project Delivery","Criminal Injuries Compensation Authority","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Crown Commercial Service","Cabinet Office","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Crown Commercial Service","Cabinet Office","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","Defence Electronics and Components Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Defence Electronics and Components Agency","Ministry of Defence","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","Defence Equipment and Support","Ministry of Defence","Female","860","810","38950","38790"
"In post","2023","Project Delivery","Defence Equipment and Support","Ministry of Defence","Male","1285","1255","45180","42230"
"In post","2023","Project Delivery","Defence Science and Technology Laboratory","Ministry of Defence","Female","610","575","39240","39890"
"In post","2023","Project Delivery","Defence Science and Technology Laboratory","Ministry of Defence","Male","610","595","44470","49260"
"In post","2023","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","20","20","[c]","[c]"
"In post","2023","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","30","30","[c]","[c]"
"In post","2023","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Department for Education","Female","565","540","47140","51360"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Department for Education","Male","470","465","52050","51910"
"In post","2023","Project Delivery","Department for International Trade","Department for International Trade","Female","60","60","48830","52130"
"In post","2023","Project Delivery","Department for International Trade","Department for International Trade","Male","30","30","48730","41550"
"In post","2023","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Female","95","95","48930","49700"
"In post","2023","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Male","65","65","48930","49700"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","Department for Transport","Female","185","180","53260","55190"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","Department for Transport","Male","250","250","57000","55740"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","860","770","39340","34970"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","545","520","41360","37990"
"In post","2023","Project Delivery","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","30","30","46990","50830"
"In post","2023","Project Delivery","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Licensing Agency","Department for Transport","Female","25","25","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Licensing Agency","Department for Transport","Male","25","20","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Standards Agency","Department for Transport","Female","25","25","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Standards Agency","Department for Transport","Male","20","20","[c]","[c]"
"In post","2023","Project Delivery","Education and Skills Funding Agency","Department for Education","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Education and Skills Funding Agency","Department for Education","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","Estyn","Estyn","Female","55","50","59970","73210"
"In post","2023","Project Delivery","Estyn","Estyn","Male","45","40","75190","78500"
"In post","2023","Project Delivery","FCDO Services","Foreign, Commonwealth and Development Office","Female","45","45","39140","32750"
"In post","2023","Project Delivery","FCDO Services","Foreign, Commonwealth and Development Office","Male","40","40","48670","47030"
"In post","2023","Project Delivery","Food Standards Agency","Food Standards Agency","Female","25","25","[c]","[c]"
"In post","2023","Project Delivery","Food Standards Agency","Food Standards Agency","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","590","565","51250","53050"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","395","390","53970","54960"
"In post","2023","Project Delivery","Government Actuary's Department","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Internal Audit Agency","HM Treasury","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Government Internal Audit Agency","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Legal Department","Attorney General's Departments","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Government Legal Department","Attorney General's Departments","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","Ministry of Justice","Female","25","25","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","Ministry of Justice","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","HM Land Registry","HM Land Registry","Female","110","110","37830","39520"
"In post","2023","Project Delivery","HM Land Registry","HM Land Registry","Male","80","80","40950","39520"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","2885","2710","47380","42510"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","2565","2490","48960","42510"
"In post","2023","Project Delivery","HM Treasury (excl. agencies)","HM Treasury","Female","15","15","[c]","[c]"
"In post","2023","Project Delivery","HM Treasury (excl. agencies)","HM Treasury","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","Health and Safety Executive","Department for Work and Pensions","Female","40","35","38810","32840"
"In post","2023","Project Delivery","Health and Safety Executive","Department for Work and Pensions","Male","25","25","[c]","[c]"
"In post","2023","Project Delivery","Home Office","Home Office","Female","35","35","52090","43310"
"In post","2023","Project Delivery","Home Office","Home Office","Male","25","25","[c]","[c]"
"In post","2023","Project Delivery","Institute for Apprenticeships and Technical Education","Department for Education","Female","25","25","[c]","[c]"
"In post","2023","Project Delivery","Institute for Apprenticeships and Technical Education","Department for Education","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","30","25","[c]","[c]"
"In post","2023","Project Delivery","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","20","20","[c]","[c]"
"In post","2023","Project Delivery","Legal Aid Agency","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Legal Aid Agency","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","410","395","52220","46550"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","215","215","53370","54090"
"In post","2023","Project Delivery","Met Office","Department for Business, Energy and Industrial Strategy","Female","185","175","38940","37420"
"In post","2023","Project Delivery","Met Office","Department for Business, Energy and Industrial Strategy","Male","225","220","39710","39650"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","1350","1310","43280","41200"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","1410","1390","47550","41800"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","225","220","42030","37680"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","130","130","46770","43650"
"In post","2023","Project Delivery","National Crime Agency","National Crime Agency","Female","55","50","43330","42240"
"In post","2023","Project Delivery","National Crime Agency","National Crime Agency","Male","50","45","48440","48250"
"In post","2023","Project Delivery","National Savings and Investments","Chancellor's other departments","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","National Savings and Investments","Chancellor's other departments","Male","20","20","[c]","[c]"
"In post","2023","Project Delivery","Northern Ireland Office","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","35","35","47290","43890"
"In post","2023","Project Delivery","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","30","30","54140","46250"
"In post","2023","Project Delivery","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Male","20","20","[c]","[c]"
"In post","2023","Project Delivery","Registers of Scotland","Scottish Government","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Registers of Scotland","Scottish Government","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","85","80","39640","37300"
"In post","2023","Project Delivery","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","80","75","38400","37300"
"In post","2023","Project Delivery","Scottish Prison Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Scottish Prison Service","Scottish Government","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","Serious Fraud Office","Attorney General's Departments","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Serious Fraud Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Department for Education","Female","90","85","42450","41720"
"In post","2023","Project Delivery","Standards and Testing Agency","Department for Education","Male","40","40","43190","38070"
"In post","2023","Project Delivery","Submarine Delivery Agency","Ministry of Defence","Female","490","460","38730","34960"
"In post","2023","Project Delivery","Submarine Delivery Agency","Ministry of Defence","Male","1225","1210","45100","42620"
"In post","2023","Project Delivery","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","35","30","43690","43300"
"In post","2023","Project Delivery","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","25","25","[c]","[c]"
"In post","2023","Project Delivery","UK Debt Management Office","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Debt Management Office","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Export Finance","UK Export Finance","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","UK Export Finance","UK Export Finance","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","UK Hydrographic Office","Ministry of Defence","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","UK Hydrographic Office","Ministry of Defence","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","95","95","46690","42840"
"In post","2023","Project Delivery","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","110","110","49620","50490"
"In post","2023","Project Delivery","UK Statistics Authority","UK Statistics Authority","Female","190","185","41840","37760"
"In post","2023","Project Delivery","UK Statistics Authority","UK Statistics Authority","Male","90","85","45230","38510"
"In post","2023","Project Delivery","UK Statistics Authority","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","HM Revenue and Customs","Female","20","20","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","HM Revenue and Customs","Male","20","20","[c]","[c]"
"In post","2023","Project Delivery","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Vehicle Certification Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Water Services Regulation Authority","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Water Services Regulation Authority","Water Services Regulation Authority","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Wilton Park","Foreign, Commonwealth and Development Office","Female","30","30","32430","26340"
"In post","2023","Project Delivery","Wilton Park","Foreign, Commonwealth and Development Office","Male","10","10","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Cabinet Office","Female","45","40","49540","50990"
"In post","2023","Property","Cabinet Office (excl. agencies)","Cabinet Office","Male","40","40","60040","56430"
"In post","2023","Property","Central Civil Service Fast Stream","Cabinet Office","Female","15","15","[c]","[c]"
"In post","2023","Property","Central Civil Service Fast Stream","Cabinet Office","Male","20","20","[c]","[c]"
"In post","2023","Property","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Companies House","Department for Business, Energy and Industrial Strategy","Female","5","5","[c]","[c]"
"In post","2023","Property","Companies House","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Competition and Markets Authority","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Competition and Markets Authority","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Crown Commercial Service","Cabinet Office","Female","5","5","[c]","[c]"
"In post","2023","Property","Crown Commercial Service","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Defence Electronics and Components Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Defence Electronics and Components Agency","Ministry of Defence","Male","10","10","[c]","[c]"
"In post","2023","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","5","5","[c]","[c]"
"In post","2023","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","5","5","[c]","[c]"
"In post","2023","Property","Department for Education (excl. agencies)","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Education (excl. agencies)","Department for Education","Male","5","5","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","245","230","37840","33830"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","180","175","44030","39290"
"In post","2023","Property","Department for International Trade","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for International Trade","Department for International Trade","Male","5","5","[c]","[c]"
"In post","2023","Property","Department for Transport (excl. agencies)","Department for Transport","Female","15","15","[c]","[c]"
"In post","2023","Property","Department for Transport (excl. agencies)","Department for Transport","Male","20","20","[c]","[c]"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","135","125","43170","38880"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","165","160","45160","40730"
"In post","2023","Property","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","10","10","[c]","[c]"
"In post","2023","Property","Driver and Vehicle Licensing Agency","Department for Transport","Female","35","30","29820","31350"
"In post","2023","Property","Driver and Vehicle Licensing Agency","Department for Transport","Male","30","30","33380","31660"
"In post","2023","Property","Driver and Vehicle Standards Agency","Department for Transport","Female","25","25","[c]","[c]"
"In post","2023","Property","Driver and Vehicle Standards Agency","Department for Transport","Male","30","30","33270","31950"
"In post","2023","Property","Estyn","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Estyn","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","FCDO Services","Foreign, Commonwealth and Development Office","Female","35","35","44090","40000"
"In post","2023","Property","FCDO Services","Foreign, Commonwealth and Development Office","Male","200","200","43700","42400"
"In post","2023","Property","Food Standards Agency","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Food Standards Agency","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Government Legal Department","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Government Legal Department","Attorney General's Departments","Male","10","10","[c]","[c]"
"In post","2023","Property","Government Property Agency","Cabinet Office","Female","175","175","46660","41330"
"In post","2023","Property","Government Property Agency","Cabinet Office","Male","215","215","53320","51330"
"In post","2023","Property","HM Courts and Tribunals Service","Ministry of Justice","Female","55","55","38220","35410"
"In post","2023","Property","HM Courts and Tribunals Service","Ministry of Justice","Male","60","60","47970","43650"
"In post","2023","Property","HM Land Registry","HM Land Registry","Female","10","10","[c]","[c]"
"In post","2023","Property","HM Land Registry","HM Land Registry","Male","10","10","[c]","[c]"
"In post","2023","Property","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","115","110","41240","35940"
"In post","2023","Property","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","155","150","44660","42140"
"In post","2023","Property","Health and Safety Executive","Department for Work and Pensions","Female","10","5","[c]","[c]"
"In post","2023","Property","Health and Safety Executive","Department for Work and Pensions","Male","10","10","[c]","[c]"
"In post","2023","Property","Home Office","Home Office","Female","25","20","[c]","[c]"
"In post","2023","Property","Home Office","Home Office","Male","50","50","31600","24840"
"In post","2023","Property","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","15","15","[c]","[c]"
"In post","2023","Property","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","20","15","[c]","[c]"
"In post","2023","Property","Maritime and Coastguard Agency","Department for Transport","Female","5","5","[c]","[c]"
"In post","2023","Property","Maritime and Coastguard Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","5","5","[c]","[c]"
"In post","2023","Property","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","20","20","[c]","[c]"
"In post","2023","Property","Met Office","Department for Business, Energy and Industrial Strategy","Female","10","10","[c]","[c]"
"In post","2023","Property","Met Office","Department for Business, Energy and Industrial Strategy","Male","10","10","[c]","[c]"
"In post","2023","Property","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","750","720","33530","33990"
"In post","2023","Property","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","1305","1280","34040","33990"
"In post","2023","Property","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","210","205","39400","37680"
"In post","2023","Property","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","250","245","46350","41510"
"In post","2023","Property","National Crime Agency","National Crime Agency","Female","20","20","[c]","[c]"
"In post","2023","Property","National Crime Agency","National Crime Agency","Male","20","20","[c]","[c]"
"In post","2023","Property","National Savings and Investments","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","National Savings and Investments","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Female","5","5","[c]","[c]"
"In post","2023","Property","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Male","5","5","[c]","[c]"
"In post","2023","Property","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","10","10","[c]","[c]"
"In post","2023","Property","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","10","10","[c]","[c]"
"In post","2023","Property","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of the Public Guardian","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of the Public Guardian","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Registers of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Registers of Scotland","Scottish Government","Male","10","10","[c]","[c]"
"In post","2023","Property","Scottish Courts and Tribunals Service","Scottish Government","Female","5","5","[c]","[c]"
"In post","2023","Property","Scottish Courts and Tribunals Service","Scottish Government","Male","15","15","[c]","[c]"
"In post","2023","Property","Scottish Prison Service","Scottish Government","Female","30","25","[c]","[c]"
"In post","2023","Property","Scottish Prison Service","Scottish Government","Male","205","205","35280","32930"
"In post","2023","Property","Serious Fraud Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Serious Fraud Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Submarine Delivery Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Submarine Delivery Agency","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","The National Archives","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","The National Archives","The National Archives","Male","10","10","[c]","[c]"
"In post","2023","Property","UK Debt Management Office","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Debt Management Office","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Health Security Agency","Department of Health and Social Care","Female","10","10","[c]","[c]"
"In post","2023","Property","UK Health Security Agency","Department of Health and Social Care","Male","10","10","[c]","[c]"
"In post","2023","Property","UK Hydrographic Office","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Hydrographic Office","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","UK Statistics Authority","Female","5","5","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","UK Statistics Authority","Male","10","10","[c]","[c]"
"In post","2023","Property","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Valuation Office Agency","HM Revenue and Customs","Female","1875","1710","33400","28840"
"In post","2023","Property","Valuation Office Agency","HM Revenue and Customs","Male","1785","1720","36760","32970"
"In post","2023","Property","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Vehicle Certification Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Wilton Park","Foreign, Commonwealth and Development Office","Male","5","5","[c]","[c]"
"In post","2023","Security","Cabinet Office (excl. agencies)","Cabinet Office","Female","530","495","33170","32640"
"In post","2023","Security","Cabinet Office (excl. agencies)","Cabinet Office","Male","520","505","34450","33020"
"In post","2023","Security","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Companies House","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Companies House","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Competition and Markets Authority","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Competition and Markets Authority","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Crown Office and Procurator Fiscal Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Crown Office and Procurator Fiscal Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Defence Equipment and Support","Ministry of Defence","Female","30","30","34460","33300"
"In post","2023","Security","Defence Equipment and Support","Ministry of Defence","Male","40","40","41360","39620"
"In post","2023","Security","Defence Science and Technology Laboratory","Ministry of Defence","Female","55","55","37950","39890"
"In post","2023","Security","Defence Science and Technology Laboratory","Ministry of Defence","Male","50","50","43380","39890"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","15","15","[c]","[c]"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","5","5","[c]","[c]"
"In post","2023","Security","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Female","5","5","[c]","[c]"
"In post","2023","Security","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Male","5","5","[c]","[c]"
"In post","2023","Security","Department for Education (excl. agencies)","Department for Education","Female","10","10","[c]","[c]"
"In post","2023","Security","Department for Education (excl. agencies)","Department for Education","Male","5","5","[c]","[c]"
"In post","2023","Security","Department for International Trade","Department for International Trade","Female","10","10","[c]","[c]"
"In post","2023","Security","Department for International Trade","Department for International Trade","Male","20","20","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Transport (excl. agencies)","Department for Transport","Female","35","35","49090","44570"
"In post","2023","Security","Department for Transport (excl. agencies)","Department for Transport","Male","85","80","47850","45180"
"In post","2023","Security","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","80","70","31170","28120"
"In post","2023","Security","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","70","65","33600","34170"
"In post","2023","Security","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","30","25","[c]","[c]"
"In post","2023","Security","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","30","30","48340","50830"
"In post","2023","Security","Driver and Vehicle Licensing Agency","Department for Transport","Female","45","45","29380","27220"
"In post","2023","Security","Driver and Vehicle Licensing Agency","Department for Transport","Male","75","75","28100","25650"
"In post","2023","Security","Driver and Vehicle Standards Agency","Department for Transport","Female","15","15","[c]","[c]"
"In post","2023","Security","Driver and Vehicle Standards Agency","Department for Transport","Male","15","15","[c]","[c]"
