"Status","Year","Disability","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Asian","Attorney General's Departments","115","105","43070","36780"
"In post","2023","Declared disabled","Asian","Cabinet Office","110","110","41610","34250"
"In post","2023","Declared disabled","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","85","80","42850","40420"
"In post","2023","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Education","65","60","40380","37590"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","65","60","37490","33830"
"In post","2023","Declared disabled","Asian","Department for International Trade","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","45","45","40900","35890"
"In post","2023","Declared disabled","Asian","Department for Transport","45","45","39540","35760"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","1210","1070","29210","28120"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","35","35","38030","34410"
"In post","2023","Declared disabled","Asian","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","35","35","37470","36620"
"In post","2023","Declared disabled","Asian","HM Land Registry","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","480","445","35750","34400"
"In post","2023","Declared disabled","Asian","HM Treasury","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","380","345","34400","30200"
"In post","2023","Declared disabled","Asian","Ministry of Defence","110","105","39120","34370"
"In post","2023","Declared disabled","Asian","Ministry of Justice","650","600","30960","28180"
"In post","2023","Declared disabled","Asian","National Crime Agency","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Government","30","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Statistics Authority","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Welsh Government","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Attorney General's Departments","80","75","41180","35010"
"In post","2023","Declared disabled","Black","Cabinet Office","50","50","43080","37450"
"In post","2023","Declared disabled","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","65","65","44140","41360"
"In post","2023","Declared disabled","Black","Department for Digital, Culture, Media and Sport","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Education","25","25","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Environment, Food and Rural Affairs","35","35","36740","32380"
"In post","2023","Declared disabled","Black","Department for International Trade","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Levelling Up, Housing and Communities","25","25","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Transport","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Work and Pensions","660","600","30730","31280"
"In post","2023","Declared disabled","Black","Department of Health and Social Care","25","25","[c]","[c]"
"In post","2023","Declared disabled","Black","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Food Standards Agency","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Land Registry","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Revenue and Customs","200","190","36040","34400"
"In post","2023","Declared disabled","Black","HM Treasury","10","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Home Office","180","165","34110","30240"
"In post","2023","Declared disabled","Black","Ministry of Defence","80","75","34550","32550"
"In post","2023","Declared disabled","Black","Ministry of Justice","665","630","33040","30810"
"In post","2023","Declared disabled","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Government","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Statistics Authority","10","5","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Attorney General's Departments","45","40","51040","54100"
"In post","2023","Declared disabled","Mixed","Cabinet Office","75","75","43910","34250"
"In post","2023","Declared disabled","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Business, Energy and Industrial Strategy","55","55","40770","41060"
"In post","2023","Declared disabled","Mixed","Department for Digital, Culture, Media and Sport","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Education","30","30","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Environment, Food and Rural Affairs","55","50","38500","34660"
"In post","2023","Declared disabled","Mixed","Department for International Trade","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Levelling Up, Housing and Communities","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Transport","20","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Work and Pensions","405","365","29510","28120"
"In post","2023","Declared disabled","Mixed","Department of Health and Social Care","15","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Food Standards Agency","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"In post","2023","Declared disabled","Mixed","HM Land Registry","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","HM Revenue and Customs","140","130","33510","29730"
"In post","2023","Declared disabled","Mixed","HM Treasury","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Home Office","85","80","32860","28730"
"In post","2023","Declared disabled","Mixed","Ministry of Defence","95","90","40210","38360"
"In post","2023","Declared disabled","Mixed","Ministry of Justice","440","415","32990","30810"
"In post","2023","Declared disabled","Mixed","National Crime Agency","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Scottish Government","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","UK Statistics Authority","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Welsh Government","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Attorney General's Departments","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Cabinet Office","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Department for Education","15","15","[c]","[c]"
