"Status","Year","Disability","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Other ethnicity","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Department for Levelling Up, Housing and Communities","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Department for Transport","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Department for Work and Pensions","125","115","31350","31280"
"In post","2023","Declared disabled","Other ethnicity","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Foreign, Commonwealth and Development Office","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","HM Revenue and Customs","40","40","41150","35000"
"In post","2023","Declared disabled","Other ethnicity","HM Treasury","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Home Office","20","20","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Ministry of Defence","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Ministry of Justice","85","80","34750","33050"
"In post","2023","Declared disabled","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Scottish Government","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Attorney General's Departments","30","30","48990","52740"
"In post","2023","Declared disabled","Undeclared","Cabinet Office","45","45","48420","44350"
"In post","2023","Declared disabled","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Department for Business, Energy and Industrial Strategy","30","30","46070","41540"
"In post","2023","Declared disabled","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Department for Education","25","25","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Department for Environment, Food and Rural Affairs","75","70","33010","30320"
"In post","2023","Declared disabled","Undeclared","Department for International Trade","10","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Department for Levelling Up, Housing and Communities","10","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Department for Transport","55","50","32320","27450"
"In post","2023","Declared disabled","Undeclared","Department for Work and Pensions","745","655","28610","28120"
"In post","2023","Declared disabled","Undeclared","Department of Health and Social Care","15","15","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Foreign, Commonwealth and Development Office","30","25","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","HM Land Registry","20","15","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","HM Revenue and Customs","175","155","35240","32260"
"In post","2023","Declared disabled","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Home Office","170","155","31800","29750"
"In post","2023","Declared disabled","Undeclared","Ministry of Defence","395","380","41000","39890"
"In post","2023","Declared disabled","Undeclared","Ministry of Justice","380","355","31550","29050"
"In post","2023","Declared disabled","Undeclared","National Crime Agency","10","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Scottish Government","55","55","40030","37060"
"In post","2023","Declared disabled","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","UK Statistics Authority","15","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Welsh Government","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Attorney General's Departments","40","35","43040","35000"
"In post","2023","Declared disabled","Unknown","Cabinet Office","25","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy","65","65","34640","31120"
"In post","2023","Declared disabled","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Department for Education","10","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Department for Environment, Food and Rural Affairs","20","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Department for International Trade","20","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Department for Transport","35","35","30790","27450"
"In post","2023","Declared disabled","Unknown","Department for Work and Pensions","165","145","29530","28120"
"In post","2023","Declared disabled","Unknown","Department of Health and Social Care","20","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Food Standards Agency","10","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Foreign, Commonwealth and Development Office","25","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","HM Land Registry","40","35","27970","23390"
"In post","2023","Declared disabled","Unknown","HM Revenue and Customs","225","190","33050","28130"
"In post","2023","Declared disabled","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Home Office","110","105","32210","26400"
"In post","2023","Declared disabled","Unknown","Ministry of Defence","180","180","39270","35330"
"In post","2023","Declared disabled","Unknown","Ministry of Justice","150","140","31370","29300"
"In post","2023","Declared disabled","Unknown","National Crime Agency","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Office for Standards in Education, Children's Services and Skills","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Scottish Government","230","210","35050","37060"
"In post","2023","Declared disabled","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","UK Statistics Authority","25","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Welsh Government","5","5","[c]","[c]"
"In post","2023","Declared disabled","White","Attorney General's Departments","885","825","44250","38940"
"In post","2023","Declared disabled","White","Cabinet Office","1075","1050","45270","38460"
"In post","2023","Declared disabled","White","Chancellor's other departments","20","20","[c]","[c]"
"In post","2023","Declared disabled","White","Charity Commission","30","30","35830","30170"
"In post","2023","Declared disabled","White","Competition and Markets Authority","30","30","[c]","[c]"
"In post","2023","Declared disabled","White","Department for Business, Energy and Industrial Strategy","1125","1070","40740","37470"
"In post","2023","Declared disabled","White","Department for Digital, Culture, Media and Sport","140","140","49630","52760"
"In post","2023","Declared disabled","White","Department for Education","665","630","44490","39090"
"In post","2023","Declared disabled","White","Department for Environment, Food and Rural Affairs","1540","1460","35040","30320"
"In post","2023","Declared disabled","White","Department for International Trade","200","200","47140","41550"
"In post","2023","Declared disabled","White","Department for Levelling Up, Housing and Communities","345","335","45390","40800"
"In post","2023","Declared disabled","White","Department for Transport","1250","1100","30600","27400"
"In post","2023","Declared disabled","White","Department for Work and Pensions","14085","12305","28670","28120"
"In post","2023","Declared disabled","White","Department of Health and Social Care","385","370","47630","41950"
"In post","2023","Declared disabled","White","Estyn","10","10","[c]","[c]"
"In post","2023","Declared disabled","White","Food Standards Agency","120","115","40050","37910"
"In post","2023","Declared disabled","White","Foreign, Commonwealth and Development Office","470","460","47820","41740"
"In post","2023","Declared disabled","White","HM Land Registry","590","520","31140","28080"
"In post","2023","Declared disabled","White","HM Revenue and Customs","5420","4930","35020","32470"
"In post","2023","Declared disabled","White","HM Treasury","210","205","47610","46380"
"In post","2023","Declared disabled","White","Home Office","2280","2115","34110","27650"
"In post","2023","Declared disabled","White","Ministry of Defence","4945","4750","35840","33990"
"In post","2023","Declared disabled","White","Ministry of Justice","9945","9230","31510","29050"
"In post","2023","Declared disabled","White","National Crime Agency","235","225","41330","39630"
"In post","2023","Declared disabled","White","Northern Ireland Office","10","10","[c]","[c]"
"In post","2023","Declared disabled","White","Office for Standards in Education, Children's Services and Skills","145","140","48740","47750"
"In post","2023","Declared disabled","White","Office of Gas and Electricity Markets","95","95","39660","33400"
"In post","2023","Declared disabled","White","Office of Qualifications and Examinations Regulation","40","40","41760","39140"
"In post","2023","Declared disabled","White","Office of Rail and Road","20","20","[c]","[c]"
"In post","2023","Declared disabled","White","Office of the Secretary of State for Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","White","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Scottish Government","1885","1785","39160","34730"
"In post","2023","Declared disabled","White","The National Archives","25","25","[c]","[c]"
"In post","2023","Declared disabled","White","UK Export Finance","25","25","[c]","[c]"
"In post","2023","Declared disabled","White","UK Statistics Authority","560","500","34140","31560"
"In post","2023","Declared disabled","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Water Services Regulation Authority","10","10","[c]","[c]"
"In post","2023","Declared disabled","White","Welsh Government","330","305","41400","39690"
"In post","2023","Declared non-disabled","Asian","Attorney General's Departments","905","845","43130","40800"
"In post","2023","Declared non-disabled","Asian","Cabinet Office","445","440","48740","43540"
"In post","2023","Declared non-disabled","Asian","Chancellor's other departments","45","40","52180","47250"
"In post","2023","Declared non-disabled","Asian","Charity Commission","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Competition and Markets Authority","110","105","49270","42920"
"In post","2023","Declared non-disabled","Asian","Department for Business, Energy and Industrial Strategy","700","685","42440","41060"
"In post","2023","Declared non-disabled","Asian","Department for Digital, Culture, Media and Sport","120","115","47390","46600"
"In post","2023","Declared non-disabled","Asian","Department for Education","565","550","43560","41440"
"In post","2023","Declared non-disabled","Asian","Department for Environment, Food and Rural Affairs","405","395","36390","33830"
"In post","2023","Declared non-disabled","Asian","Department for International Trade","200","200","45300","41550"
"In post","2023","Declared non-disabled","Asian","Department for Levelling Up, Housing and Communities","250","245","44290","38850"
"In post","2023","Declared non-disabled","Asian","Department for Transport","590","570","39110","35400"
"In post","2023","Declared non-disabled","Asian","Department for Work and Pensions","6250","5650","29430","28120"
"In post","2023","Declared non-disabled","Asian","Department of Health and Social Care","575","545","44310","37740"
"In post","2023","Declared non-disabled","Asian","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Food Standards Agency","45","45","41270","38670"
"In post","2023","Declared non-disabled","Asian","Foreign, Commonwealth and Development Office","295","290","43620","37560"
"In post","2023","Declared non-disabled","Asian","HM Land Registry","150","135","32850","28080"
"In post","2023","Declared non-disabled","Asian","HM Revenue and Customs","5075","4820","34280","32540"
"In post","2023","Declared non-disabled","Asian","HM Treasury","240","235","45120","40860"
"In post","2023","Declared non-disabled","Asian","Home Office","3590","3320","33600","30200"
"In post","2023","Declared non-disabled","Asian","Ministry of Defence","1080","1045","37570","34300"
"In post","2023","Declared non-disabled","Asian","Ministry of Justice","4020","3740","31100","28400"
"In post","2023","Declared non-disabled","Asian","National Crime Agency","65","65","43740","42240"
"In post","2023","Declared non-disabled","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Office for Standards in Education, Children's Services and Skills","105","105","42500","36330"
"In post","2023","Declared non-disabled","Asian","Office of Gas and Electricity Markets","175","170","42640","37950"
"In post","2023","Declared non-disabled","Asian","Office of Qualifications and Examinations Regulation","30","30","39040","35820"
"In post","2023","Declared non-disabled","Asian","Office of Rail and Road","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Scottish Government","235","225","38450","33700"
"In post","2023","Declared non-disabled","Asian","The National Archives","30","30","37280","36210"
"In post","2023","Declared non-disabled","Asian","UK Export Finance","80","80","49970","42000"
"In post","2023","Declared non-disabled","Asian","UK Statistics Authority","115","105","35830","31560"
"In post","2023","Declared non-disabled","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Water Services Regulation Authority","35","35","45750","41920"
"In post","2023","Declared non-disabled","Asian","Welsh Government","60","60","44570","41700"
"In post","2023","Declared non-disabled","Black","Attorney General's Departments","475","455","42230","34460"
"In post","2023","Declared non-disabled","Black","Cabinet Office","230","230","45070","38460"
"In post","2023","Declared non-disabled","Black","Chancellor's other departments","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Charity Commission","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Competition and Markets Authority","35","35","42620","37560"
"In post","2023","Declared non-disabled","Black","Department for Business, Energy and Industrial Strategy","345","340","40800","37470"
"In post","2023","Declared non-disabled","Black","Department for Digital, Culture, Media and Sport","75","75","39890","35620"
"In post","2023","Declared non-disabled","Black","Department for Education","200","195","42430","38890"
"In post","2023","Declared non-disabled","Black","Department for Environment, Food and Rural Affairs","240","235","36200","33830"
"In post","2023","Declared non-disabled","Black","Department for International Trade","110","105","43240","40710"
"In post","2023","Declared non-disabled","Black","Department for Levelling Up, Housing and Communities","140","140","41830","39390"
"In post","2023","Declared non-disabled","Black","Department for Transport","220","215","38890","35760"
"In post","2023","Declared non-disabled","Black","Department for Work and Pensions","2890","2720","30960","31280"
"In post","2023","Declared non-disabled","Black","Department of Health and Social Care","270","260","38880","34410"
"In post","2023","Declared non-disabled","Black","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Food Standards Agency","35","35","37610","33820"
