"Status","Year","Organisation","Parent_department","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Camden and City of London","EO","50","45","32450","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cardiff and Vale of Glamorgan","AA/AO","30","25","21670","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cardiff and Vale of Glamorgan","EO","210","190","28080","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cardiff and Vale of Glamorgan","G6/G7","15","15","58770","60330"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cardiff and Vale of Glamorgan","SEO/HEO","60","55","36030","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Bedfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Bedfordshire","EO","40","35","28450","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Hampshire","AA/AO","15","10","21690","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Hampshire","EO","90","75","28030","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Hampshire","SEO/HEO","10","10","35510","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Valleys","AA/AO","395","345","21650","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Valleys","EO","1335","1240","28080","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Valleys","G6/G7","20","20","54360","50160"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Valleys","SEO/HEO","265","250","35110","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cheshire East","AA/AO","15","15","21610","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cheshire East","EO","105","95","28100","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cheshire East","SEO/HEO","15","15","34830","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cheshire West and Chester","AA/AO","80","75","21690","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cheshire West and Chester","EO","120","105","28020","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cheshire West and Chester","SEO/HEO","15","15","34910","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Chorley and West Lancashire","AA/AO","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Chorley and West Lancashire","EO","70","65","28140","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Chorley and West Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Chorley and West Lancashire","SEO/HEO","15","15","35310","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","City of Edinburgh","AA/AO","25","20","21660","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","City of Edinburgh","EO","185","170","28100","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","City of Edinburgh","SEO/HEO","25","25","36200","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Clackmannanshire and Fife","AA/AO","20","20","21660","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Clackmannanshire and Fife","EO","160","145","28120","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Clackmannanshire and Fife","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Clackmannanshire and Fife","SEO/HEO","30","25","35040","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Conwy and Denbighshire","AA/AO","15","10","21600","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Conwy and Denbighshire","EO","95","85","28100","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Conwy and Denbighshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Conwy and Denbighshire","SEO/HEO","10","10","35640","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cornwall and Isles of Scilly","AA/AO","300","265","21640","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cornwall and Isles of Scilly","EO","380","340","28090","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cornwall and Isles of Scilly","G6/G7","15","10","53050","50160"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cornwall and Isles of Scilly","SEO/HEO","85","80","35060","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Coventry","AA/AO","135","115","21670","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Coventry","EO","195","175","28050","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Coventry","SEO/HEO","25","25","34950","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Croydon","AA/AO","25","25","25280","25610"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Croydon","EO","170","160","32260","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Croydon","SEO/HEO","15","15","39090","39150"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Darlington","AA/AO","15","15","21640","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Darlington","EO","50","45","28060","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Darlington","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Derby","AA/AO","295","245","21650","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Derby","EO","260","235","28100","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Derby","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Derby","SEO/HEO","45","45","35450","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Devon CC","AA/AO","440","345","21650","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Devon CC","EO","580","500","28030","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Devon CC","G6/G7","25","20","55600","50160"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Devon CC","SEO/HEO","125","120","35350","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dorset","AA/AO","10","10","21640","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dorset","EO","65","55","28010","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dorset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dorset","SEO/HEO","15","15","34820","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dudley","AA/AO","530","445","21650","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dudley","EO","430","375","28000","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dudley","G6/G7","10","10","54160","50160"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dudley","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dudley","SEO/HEO","110","100","35160","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dumfries and Galloway","AA/AO","15","10","21690","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dumfries and Galloway","EO","50","45","28090","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dumfries and Galloway","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Durham","AA/AO","330","275","21660","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Durham","EO","325","280","28000","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Durham","G6/G7","20","15","55180","50160"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Durham","SEO/HEO","60","55","35390","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Ealing","AA/AO","30","25","25510","25610"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Ealing","EO","270","250","32440","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Ealing","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Ealing","SEO/HEO","35","35","39800","39150"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Ayrshire and North Ayrshire mainland","AA/AO","210","185","21650","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Ayrshire and North Ayrshire mainland","EO","210","180","28070","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Ayrshire and North Ayrshire mainland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Ayrshire and North Ayrshire mainland","SEO/HEO","40","40","35120","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Cumbria","AA/AO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Cumbria","EO","65","50","27950","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Cumbria","SEO/HEO","15","15","34730","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Derbyshire","AA/AO","85","70","21610","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Derbyshire","EO","125","110","27950","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Derbyshire","SEO/HEO","25","25","34930","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","75","60","21640","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","80","75","28080","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","20","15","34830","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Kent","AA/AO","480","435","25530","25610"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Kent","EO","400","370","31570","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Kent","G6/G7","15","15","53870","53870"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Kent","SEO/HEO","80","80","39350","37520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Lancashire","AA/AO","20","15","21670","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Lancashire","EO","170","155","28060","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Lancashire","SEO/HEO","15","15","34480","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Lothian and Midlothian","AA/AO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Lothian and Midlothian","EO","60","55","28070","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Lothian and Midlothian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Lothian and Midlothian","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Merseyside","AA/AO","175","140","21610","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Merseyside","EO","355","305","28100","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Merseyside","G6/G7","10","5","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Merseyside","SEO/HEO","70","65","35370","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Riding of Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Riding of Yorkshire","EO","70","60","28100","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Riding of Yorkshire","SEO/HEO","10","10","35520","34970"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Surrey","AA/AO","10","10","25610","25610"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Surrey","EO","60","55","31350","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Surrey","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Surrey","SEO/HEO","10","10","39240","39640"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Sussex CC","AA/AO","455","385","21650","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Sussex CC","EO","545","480","28080","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Sussex CC","G6/G7","15","15","54680","50160"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Sussex CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Sussex CC","SEO/HEO","90","80","34990","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Enfield","AA/AO","25","20","24970","25610"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Enfield","EO","165","150","32310","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Enfield","SEO/HEO","20","20","40000","39150"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Essex Haven Gateway","AA/AO","30","20","25480","25610"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Essex Haven Gateway","EO","215","195","31590","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Essex Haven Gateway","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Essex Haven Gateway","SEO/HEO","35","35","39180","37520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Essex Thames Gateway","AA/AO","320","280","25270","25610"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Essex Thames Gateway","EO","330","295","31500","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Essex Thames Gateway","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Essex Thames Gateway","SEO/HEO","50","50","38810","37520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Falkirk","AA/AO","470","375","21670","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Falkirk","EO","405","350","28040","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Falkirk","G6/G7","15","15","53060","50160"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Falkirk","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Falkirk","SEO/HEO","100","90","35230","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Flintshire and Wrexham","AA/AO","295","260","21660","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Flintshire and Wrexham","EO","235","210","28060","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Flintshire and Wrexham","G6/G7","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Flintshire and Wrexham","SEO/HEO","45","45","35630","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Glasgow City","AA/AO","1080","950","21630","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Glasgow City","EO","1100","965","28020","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Glasgow City","G6/G7","40","40","54800","50160"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Glasgow City","SEO/HEO","275","260","35150","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gloucestershire CC","AA/AO","20","15","21680","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gloucestershire CC","EO","190","170","28090","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gloucestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gloucestershire CC","SEO/HEO","30","30","34960","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester North East","AA/AO","35","30","21620","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester North East","EO","330","300","28090","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester North East","G6/G7","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester North East","SEO/HEO","60","55","35230","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester North West","AA/AO","755","670","21640","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester North West","EO","540","475","28000","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester North West","G6/G7","15","15","53130","50160"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester North West","SEO/HEO","90","90","35010","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester South East","AA/AO","390","350","21640","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester South East","EO","270","245","28000","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester South East","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester South East","SEO/HEO","50","50","35210","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester South West","AA/AO","375","325","21640","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester South West","EO","425","390","28060","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester South West","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester South West","SEO/HEO","80","75","35060","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gwent Valleys","AA/AO","30","30","21630","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gwent Valleys","EO","210","180","28130","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gwent Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gwent Valleys","SEO/HEO","30","30","34930","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gwynedd","AA/AO","245","225","21680","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gwynedd","EO","160","150","28120","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gwynedd","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gwynedd","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gwynedd","SEO/HEO","40","40","34880","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hackney and Newham","AA/AO","65","60","25270","25610"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hackney and Newham","EO","475","435","32320","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hackney and Newham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hackney and Newham","SEO/HEO","50","50","40050","39150"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Haringey and Islington","AA/AO","35","30","25510","25610"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Haringey and Islington","EO","290","265","32360","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Haringey and Islington","SEO/HEO","30","25","40000","39150"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Harrow and Hillingdon","AA/AO","70","60","25160","25610"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Harrow and Hillingdon","EO","285","255","32390","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Harrow and Hillingdon","SEO/HEO","50","50","39750","39150"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","AA/AO","110","100","21670","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","EO","190","170","28070","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","SEO/HEO","30","30","35130","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heart of Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heart of Essex","EO","80","70","31330","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heart of Essex","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Herefordshire, County of","AA/AO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Herefordshire, County of","EO","55","50","28050","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Herefordshire, County of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Herefordshire, County of","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hertfordshire CC","AA/AO","160","135","25000","25610"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hertfordshire CC","EO","455","410","31570","31280"
