"Status","Year","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","UK Statistics Authority","UK Statistics Authority","Heterosexual / straight","4215","3765","35630","31560"
"In post","2023","UK Statistics Authority","UK Statistics Authority","LGBO","335","320","36180","31660"
"In post","2023","UK Statistics Authority","UK Statistics Authority","Undeclared","275","255","35940","32630"
"In post","2023","UK Statistics Authority","UK Statistics Authority","Unknown","1310","1170","34640","31060"
"In post","2023","UK Supreme Court","UK Supreme Court","Heterosexual / straight","45","45","39720","36720"
"In post","2023","UK Supreme Court","UK Supreme Court","LGBO","10","10","[c]","[c]"
"In post","2023","UK Supreme Court","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","HM Revenue and Customs","Heterosexual / straight","2405","2250","37100","32970"
"In post","2023","Valuation Office Agency","HM Revenue and Customs","LGBO","160","155","33780","32260"
"In post","2023","Valuation Office Agency","HM Revenue and Customs","Undeclared","345","315","38210","34440"
"In post","2023","Valuation Office Agency","HM Revenue and Customs","Unknown","1075","1020","32100","27810"
"In post","2023","Vehicle Certification Agency","Department for Transport","Heterosexual / straight","165","155","38030","35280"
"In post","2023","Vehicle Certification Agency","Department for Transport","LGBO","10","10","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Department for Transport","Undeclared","35","35","33470","34620"
"In post","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Heterosexual / straight","120","115","41640","39830"
"In post","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","LGBO","5","5","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Undeclared","20","20","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","15","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Water Services Regulation Authority","Heterosexual / straight","180","175","56110","50400"
"In post","2023","Water Services Regulation Authority","Water Services Regulation Authority","LGBO","10","10","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Water Services Regulation Authority","Undeclared","25","25","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","50","45","56950","48340"
"In post","2023","Welsh Government (excl. agencies)","Welsh Government","Heterosexual / straight","4835","4570","43710","39690"
"In post","2023","Welsh Government (excl. agencies)","Welsh Government","LGBO","260","255","43870","39690"
"In post","2023","Welsh Government (excl. agencies)","Welsh Government","Undeclared","700","660","44530","39690"
"In post","2023","Welsh Government (excl. agencies)","Welsh Government","Unknown","175","160","40530","34520"
"In post","2023","Welsh Revenue Authority","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Welsh Government","Unknown","80","80","46880","43660"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","Heterosexual / straight","65","60","37010","31620"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","Undeclared","10","10","[c]","[c]"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","Unknown","5","5","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","50","[c]","44150","43440"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","195","[c]","30840","26290"
"Leaver CS","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","55","[c]","27080","25340"
"Leaver CS","2023","Attorney General's Office","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","470","[c]","46940","41050"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","75","[c]","44040","38570"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","65","[c]","46480","38460"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","160","[c]","45220","40600"
"Leaver CS","2023","Central Civil Service Fast Stream","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","Cabinet Office","Unknown","110","[c]","30530","30130"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Charity Commission","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Charity Commission","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","60","[c]","34070","28070"
"Leaver CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Competition and Markets Authority","Heterosexual / straight","100","[c]","55560","54070"
"Leaver CS","2023","Competition and Markets Authority","Competition and Markets Authority","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Competition and Markets Authority","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","Cabinet Office","Heterosexual / straight","50","[c]","40550","38330"
"Leaver CS","2023","Crown Commercial Service","Cabinet Office","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","Cabinet Office","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Heterosexual / straight","105","[c]","34820","24490"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scottish Government","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","350","[c]","37680","30560"
"Leaver CS","2023","Crown Prosecution Service","Attorney General's Departments","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Attorney General's Departments","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Attorney General's Departments","Unknown","75","[c]","43470","44930"
"Leaver CS","2023","Defence Electronics and Components Agency","Ministry of Defence","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","Ministry of Defence","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Ministry of Defence","Heterosexual / straight","725","[c]","38100","33990"
"Leaver CS","2023","Defence Equipment and Support","Ministry of Defence","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Ministry of Defence","Undeclared","80","[c]","42550","40510"
"Leaver CS","2023","Defence Equipment and Support","Ministry of Defence","Unknown","95","[c]","33430","32500"
"Leaver CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","345","[c]","37000","38070"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","405","[c]","47780","41360"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","60","[c]","46170","40140"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","50","[c]","49440","53380"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","60","[c]","44260","40050"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Heterosexual / straight","120","[c]","45690","40010"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","LGBO","30","[c]","46260","52760"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","310","[c]","44570","41440"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","LGBO","40","[c]","38820","37590"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Unknown","70","[c]","36470","32230"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","360","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Heterosexual / straight","130","[c]","45140","43020"
"Leaver CS","2023","Department for International Trade","Department for International Trade","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Unknown","105","[c]","37260","32630"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Heterosexual / straight","205","[c]","43820","39100"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","LGBO","35","[c]","41210","33570"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","55","[c]","36550","33200"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","175","[c]","50200","43750"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Unknown","50","[c]","44210","43750"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","5590","[c]","27860","27570"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","445","[c]","27630","27570"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","625","[c]","27360","27570"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","1550","[c]","27580","25700"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","205","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","260","[c]","[c]","[c]"
"Leaver CS","2023","Disclosure Scotland","Scottish Government","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Disclosure Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Disclosure Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Disclosure Scotland","Scottish Government","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","370","[c]","25290","22500"
"Leaver CS","2023","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","100","[c]","25990","21840"
"Leaver CS","2023","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","115","[c]","21920","21840"
"Leaver CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","270","[c]","29510","27450"
"Leaver CS","2023","Driver and Vehicle Standards Agency","Department for Transport","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","80","[c]","29560","27450"
"Leaver CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Unknown","205","[c]","27160","26780"
"Leaver CS","2023","Education Scotland","Scottish Government","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Education Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Education Scotland","Scottish Government","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","40","[c]","45180","38480"
"Leaver CS","2023","Education and Skills Funding Agency","Department for Education","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Education and Skills Funding Agency","Department for Education","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Education and Skills Funding Agency","Department for Education","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Estyn","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","FCDO Services","Foreign, Commonwealth and Development Office","Heterosexual / straight","70","[c]","37730","34000"
"Leaver CS","2023","FCDO Services","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","FCDO Services","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Food Standards Agency","Heterosexual / straight","65","[c]","39290","35550"
"Leaver CS","2023","Food Standards Agency","Food Standards Agency","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Food Standards Agency","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Food Standards Agency","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Scotland","Scottish Government","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Scotland","Scottish Government","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","235","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2023","Forestry and Land Scotland","Scottish Government","Heterosexual / straight","40","[c]","35270","30370"
"Leaver CS","2023","Forestry and Land Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Forestry and Land Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Forestry and Land Scotland","Scottish Government","Unknown","70","[c]","32710","29560"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Cabinet Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Cabinet Office","Unknown","140","[c]","74760","68000"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","35","[c]","46940","43430"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","Heterosexual / straight","185","[c]","52020","52020"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","Unknown","30","[c]","61060","67080"
"Leaver CS","2023","Government Property Agency","Cabinet Office","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","1135","[c]","25790","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","LGBO","85","[c]","26150","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Undeclared","195","[c]","27390","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Unknown","595","[c]","24150","21780"
"Leaver CS","2023","HM Land Registry","HM Land Registry","Heterosexual / straight","285","[c]","35430","33840"
"Leaver CS","2023","HM Land Registry","HM Land Registry","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","HM Land Registry","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","HM Land Registry","Unknown","175","[c]","32310","28080"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","4455","[c]","38110","32380"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","LGBO","455","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","Undeclared","410","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","Unknown","1960","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","4325","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","225","[c]","43840","37900"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","Undeclared","40","[c]","36000","32970"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","160","[c]","43670","41460"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Home Office","Heterosexual / straight","1485","[c]","34130","27650"
"Leaver CS","2023","Home Office","Home Office","LGBO","85","[c]","34080","27050"
"Leaver CS","2023","Home Office","Home Office","Undeclared","210","[c]","35350","29750"
"Leaver CS","2023","Home Office","Home Office","Unknown","740","[c]","28430","25880"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","45","[c]","37070","32100"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","40","[c]","36750","29580"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","Heterosexual / straight","45","[c]","31470","25830"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","Heterosexual / straight","125","[c]","36070","31260"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","Unknown","30","[c]","26780","26130"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Heterosexual / straight","120","[c]","47810","41100"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","60","[c]","53990","44140"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","110","[c]","36480","35230"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Undeclared","40","[c]","36050","37420"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","2455","[c]","33510","29250"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","90","[c]","34280","33000"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","315","[c]","36030","34300"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","555","[c]","33890","27500"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","330","[c]","44370","41510"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","40","[c]","44340","35410"
