"Status","Year","Age","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Analysis","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Science and Engineering","G7","15","10","53730","50120"
"In post","2023","65+","Analysis","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Statistics","EO","10","5","[c]","[c]"
"In post","2023","65+","Analysis","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Statistics","SEO","10","5","[c]","[c]"
"In post","2023","65+","Commercial","Commercial","AO","10","10","23910","23190"
"In post","2023","65+","Commercial","Commercial","EO","10","10","28500","27450"
"In post","2023","65+","Commercial","Commercial","G6","10","10","[c]","[c]"
"In post","2023","65+","Commercial","Commercial","G7","10","10","60610","58350"
"In post","2023","65+","Commercial","Commercial","HEO","15","15","34590","34530"
"In post","2023","65+","Commercial","Commercial","SCS level","5","5","[c]","[c]"
"In post","2023","65+","Commercial","Commercial","SEO","20","20","43850","43650"
"In post","2023","65+","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","Operational Delivery","SEO","5","5","[c]","[c]"
"In post","2023","65+","Commercial","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","Communications","AO","5","5","[c]","[c]"
"In post","2023","65+","Communications","Communications","EO","10","10","28910","29560"
"In post","2023","65+","Communications","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","Communications","HEO","10","10","36610","36920"
"In post","2023","65+","Communications","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","Communications","SEO","10","5","[c]","[c]"
"In post","2023","65+","Communications","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Counter Fraud","AO","85","60","23460","23240"
"In post","2023","65+","Counter Fraud","Counter Fraud","EO","190","125","29070","28120"
"In post","2023","65+","Counter Fraud","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Counter Fraud","G7","5","5","[c]","[c]"
"In post","2023","65+","Counter Fraud","Counter Fraud","HEO","45","35","36880","36220"
"In post","2023","65+","Counter Fraud","Counter Fraud","SEO","20","15","44830","44930"
"In post","2023","65+","Counter Fraud","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Legal","AO","20","15","23840","22520"
"In post","2023","65+","Counter Fraud","Legal","EO","10","5","[c]","[c]"
"In post","2023","65+","Counter Fraud","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Operational Delivery","AO","30","20","23280","22520"
"In post","2023","65+","Counter Fraud","Operational Delivery","EO","35","25","29810","29730"
"In post","2023","65+","Counter Fraud","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Operational Delivery","HEO","15","10","36730","36890"
"In post","2023","65+","Counter Fraud","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Tax","EO","20","10","31670","31130"
"In post","2023","65+","Counter Fraud","Tax","G6","5","5","[c]","[c]"
"In post","2023","65+","Counter Fraud","Tax","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Tax","HEO","20","10","37950","36990"
"In post","2023","65+","Counter Fraud","Tax","SEO","5","5","[c]","[c]"
"In post","2023","65+","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Debt","Operational Delivery","AO","100","75","24000","22520"
"In post","2023","65+","Debt","Operational Delivery","EO","30","20","30210","29730"
"In post","2023","65+","Debt","Operational Delivery","HEO","5","5","[c]","[c]"
"In post","2023","65+","Debt","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Debt","Other","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Debt","Other","AO","75","55","22330","21690"
"In post","2023","65+","Debt","Other","EO","15","10","28230","28120"
"In post","2023","65+","Debt","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Debt","Tax","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Digital, Data and Technology","AO","30","25","24740","24160"
"In post","2023","65+","Digital, Data & Technology","Digital, Data and Technology","EO","80","60","29110","28120"
"In post","2023","65+","Digital, Data & Technology","Digital, Data and Technology","G6","10","10","69790","69730"
"In post","2023","65+","Digital, Data & Technology","Digital, Data and Technology","G7","60","55","58320","58430"
"In post","2023","65+","Digital, Data & Technology","Digital, Data and Technology","HEO","100","80","36400","35610"
"In post","2023","65+","Digital, Data & Technology","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Digital, Data and Technology","SEO","80","70","45560","44930"
"In post","2023","65+","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Knowledge and Information Management","AO","15","15","23290","22220"
"In post","2023","65+","Digital, Data & Technology","Knowledge and Information Management","EO","10","10","29020","27470"
"In post","2023","65+","Digital, Data & Technology","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Knowledge and Information Management","SEO","5","5","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Operational Delivery","SEO","5","5","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Science and Engineering","G7","5","5","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Tax","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Commercial","AO","5","5","[c]","[c]"
"In post","2023","65+","Finance","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Finance","AO","40","30","23890","22870"
"In post","2023","65+","Finance","Finance","EO","55","50","29360","29470"
"In post","2023","65+","Finance","Finance","G6","5","5","[c]","[c]"
"In post","2023","65+","Finance","Finance","G7","20","15","58430","59290"
"In post","2023","65+","Finance","Finance","HEO","40","35","36940","35980"
"In post","2023","65+","Finance","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Finance","SEO","45","35","44210","43210"
"In post","2023","65+","Finance","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Operational Delivery","AA","10","5","[c]","[c]"
"In post","2023","65+","Finance","Operational Delivery","AO","40","30","22810","22520"
"In post","2023","65+","Finance","Operational Delivery","EO","10","5","29390","29730"
"In post","2023","65+","Finance","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Grants Management","Operational Delivery","AO","45","35","22150","22150"
"In post","2023","65+","Grants Management","Operational Delivery","EO","20","15","26420","26540"
"In post","2023","65+","Grants Management","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Grants Management","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Grants Management","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Human Resources","AA","5","5","[c]","[c]"
"In post","2023","65+","Human Resources","Human Resources","AO","55","45","23080","22330"
"In post","2023","65+","Human Resources","Human Resources","EO","105","95","30000","29570"
"In post","2023","65+","Human Resources","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Human Resources","G7","20","15","56460","55990"
"In post","2023","65+","Human Resources","Human Resources","HEO","90","80","35850","34990"
"In post","2023","65+","Human Resources","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Human Resources","SEO","35","30","46100","44990"
"In post","2023","65+","Human Resources","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2023","65+","Human Resources","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Operational Delivery","EO","30","20","28490","28120"
"In post","2023","65+","Human Resources","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Tax","EO","10","5","[c]","[c]"
"In post","2023","65+","Human Resources","Tax","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Tax","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Tax","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Internal Audit","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Internal Audit","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Internal Audit","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Knowledge and Information Management","G7","30","15","59270","58880"
"In post","2023","65+","Legal","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Legal","G6","30","25","76970","77460"
"In post","2023","65+","Legal","Legal","G7","80","60","61490","62830"
"In post","2023","65+","Legal","Legal","HEO","10","5","[c]","[c]"
"In post","2023","65+","Legal","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Legal","SEO","5","5","[c]","[c]"
"In post","2023","65+","Legal","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Operational Delivery","AO","40","30","24190","24480"
"In post","2023","65+","Legal","Operational Delivery","EO","35","30","29470","29730"
"In post","2023","65+","Legal","Operational Delivery","HEO","5","5","[c]","[c]"
"In post","2023","65+","Legal","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Tax","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Tax","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Digital, Data and Technology","G7","10","10","[c]","[c]"
"In post","2023","65+","No function","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Geography","EO","5","5","[c]","[c]"
"In post","2023","65+","No function","Geography","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Geography","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Inspector of Education and Training","G7","5","5","[c]","[c]"
"In post","2023","65+","No function","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Intelligence Analysis","AO","5","5","[c]","[c]"
"In post","2023","65+","No function","Intelligence Analysis","EO","30","25","29640","30000"
"In post","2023","65+","No function","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Intelligence Analysis","HEO","10","5","36690","36060"
"In post","2023","65+","No function","Intelligence Analysis","SEO","5","5","[c]","[c]"
"In post","2023","65+","No function","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","International Trade","G7","10","10","62030","61930"
"In post","2023","65+","No function","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","International Trade","SEO","30","30","42880","42350"
"In post","2023","65+","No function","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2023","65+","No function","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Legal","G7","5","5","[c]","[c]"
"In post","2023","65+","No function","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Legal","SEO","15","10","46980","47100"
"In post","2023","65+","No function","Medicine","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Medicine","AO","5","5","[c]","[c]"
"In post","2023","65+","No function","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Medicine","G6","15","10","87320","86330"
"In post","2023","65+","No function","Medicine","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Medicine","HEO","10","10","39190","40590"
"In post","2023","65+","No function","Medicine","SCS level","20","15","138040","121300"
"In post","2023","65+","No function","Medicine","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Operational Delivery","AA","1000","715","21790","22080"
"In post","2023","65+","No function","Operational Delivery","AO","3215","2435","23600","22400"
"In post","2023","65+","No function","Operational Delivery","EO","2320","1660","29390","28120"
"In post","2023","65+","No function","Operational Delivery","G6","25","20","79750","76700"
"In post","2023","65+","No function","Operational Delivery","G7","65","60","58640","57970"
"In post","2023","65+","No function","Operational Delivery","HEO","575","430","36550","35050"
"In post","2023","65+","No function","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2023","65+","No function","Operational Delivery","SEO","200","160","47030","44310"
"In post","2023","65+","No function","Operational Delivery","Unknown","625","475","31400","29050"
"In post","2023","65+","No function","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Other","AA","110","105","20300","19770"
"In post","2023","65+","No function","Other","AO","120","105","22900","22220"
"In post","2023","65+","No function","Other","EO","80","65","28960","28120"
"In post","2023","65+","No function","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Other","HEO","35","30","35120","34300"
"In post","2023","65+","No function","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Other","SEO","30","20","50340","48640"
"In post","2023","65+","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Planning Inspectors","G6","40","25","69480","73100"
"In post","2023","65+","No function","Planning Inspectors","G7","5","5","[c]","[c]"
"In post","2023","65+","No function","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Policy","AO","30","25","24880","25340"
"In post","2023","65+","No function","Policy","EO","35","35","29870","29850"
"In post","2023","65+","No function","Policy","G6","20","20","72820","72460"
"In post","2023","65+","No function","Policy","G7","65","55","59360","59850"
"In post","2023","65+","No function","Policy","HEO","50","45","35430","34950"
"In post","2023","65+","No function","Policy","SCS level","10","10","[c]","[c]"
"In post","2023","65+","No function","Policy","SEO","35","30","43750","44050"
"In post","2023","65+","No function","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Project Delivery","SEO","5","5","[c]","[c]"
"In post","2023","65+","No function","Psychology","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Psychology","EO","5","5","[c]","[c]"
"In post","2023","65+","No function","Psychology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Psychology","SEO","5","5","[c]","[c]"
"In post","2023","65+","No function","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Science and Engineering","AO","55","50","23860","23430"
"In post","2023","65+","No function","Science and Engineering","EO","50","45","28530","27580"
"In post","2023","65+","No function","Science and Engineering","G6","10","10","78970","74860"
"In post","2023","65+","No function","Science and Engineering","G7","30","25","59660","59030"
"In post","2023","65+","No function","Science and Engineering","HEO","60","50","36580","35100"
"In post","2023","65+","No function","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Science and Engineering","SEO","65","55","45740","45160"
"In post","2023","65+","No function","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Security","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Tax","AO","25","20","23100","22520"
"In post","2023","65+","No function","Tax","EO","80","55","30140","29730"
"In post","2023","65+","No function","Tax","G6","15","10","74020","72920"
"In post","2023","65+","No function","Tax","G7","25","15","60440","59290"
"In post","2023","65+","No function","Tax","HEO","80","55","37950","36990"
"In post","2023","65+","No function","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Tax","SEO","40","25","45530","44930"
"In post","2023","65+","No function","Unknown","AO","20","15","26080","25280"
"In post","2023","65+","No function","Unknown","EO","20","20","29950","30270"
"In post","2023","65+","No function","Unknown","G6","5","5","[c]","[c]"
"In post","2023","65+","No function","Unknown","G7","10","5","[c]","[c]"
"In post","2023","65+","No function","Unknown","HEO","5","5","[c]","[c]"
"In post","2023","65+","No function","Unknown","SCS level","5","5","[c]","[c]"
"In post","2023","65+","No function","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Veterinarian","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Veterinarian","SEO","10","10","47560","50790"
"In post","2023","65+","Project Delivery","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Medicine","SCS level","5","5","[c]","[c]"
"In post","2023","65+","Project Delivery","Operational Delivery","AO","5","5","[c]","[c]"
"In post","2023","65+","Project Delivery","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Operational Delivery","G6","[c]","[c]","[c]","[c]"
