"Status","Year","Function_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","East Merseyside","Outside London","20","20","43850","38120"
"In post","2023","Commercial","East Riding of Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Flintshire and Wrexham","Outside London","25","25","33040","31410"
"In post","2023","Commercial","Glasgow City","Outside London","185","180","42280","36540"
"In post","2023","Commercial","Gloucestershire CC","Outside London","10","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South West","Outside London","175","170","44720","41780"
"In post","2023","Commercial","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hackney and Newham","London","15","10","57070","59710"
"In post","2023","Commercial","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Harrow and Hillingdon","London","5","5","[c]","[c]"
"In post","2023","Commercial","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","Outside London","15","15","50400","41540"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","London","40","40","32700","24810"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","London","10","10","[c]","[c]"
"In post","2023","Commercial","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leeds","Outside London","265","260","49330","41090"
"In post","2023","Commercial","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire CC","Outside London","15","15","37880","34300"
"In post","2023","Commercial","Lisburn and Castlereagh","Outside London","10","10","31690","28800"
"In post","2023","Commercial","Liverpool","Outside London","255","250","43960","40450"
"In post","2023","Commercial","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Manchester","Outside London","185","185","51650","51360"
"In post","2023","Commercial","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Lancashire","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Milton Keynes","Outside London","70","70","46960","41890"
"In post","2023","Commercial","Monmouthshire and Newport","Outside London","115","115","40360","37760"
"In post","2023","Commercial","North Hampshire","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire CC","Outside London","25","25","46980","41800"
"In post","2023","Commercial","North and West Norfolk","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Norwich and East Norfolk","Outside London","115","105","47230","40620"
"In post","2023","Commercial","Nottingham","Outside London","50","50","49350","42360"
"In post","2023","Commercial","Overseas","Overseas","30","30","67720","60030"
"In post","2023","Commercial","Oxfordshire CC","Outside London","35","30","40880","34300"
"In post","2023","Commercial","Perth and Kinross, and Stirling","Outside London","15","10","35270","28490"
"In post","2023","Commercial","Peterborough","Outside London","25","20","54040","40970"
"In post","2023","Commercial","Plymouth","Outside London","30","25","41710","41810"
"In post","2023","Commercial","Portsmouth","Outside London","65","60","40350","35800"
"In post","2023","Commercial","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Sefton","Outside London","30","30","37770","32800"
"In post","2023","Commercial","Sheffield","Outside London","135","130","48520","41880"
"In post","2023","Commercial","Shropshire","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Solihull","Outside London","15","15","66280","65500"
"In post","2023","Commercial","Somerset CC","Outside London","40","40","39350","35820"
"In post","2023","Commercial","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South Hampshire","Outside London","20","20","49250","43000"
"In post","2023","Commercial","South Lanarkshire","Outside London","65","65","50440","49230"
"In post","2023","Commercial","South Nottinghamshire","Outside London","25","20","33850","30320"
"In post","2023","Commercial","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","South and West Derbyshire","Outside London","35","35","43340","40600"
"In post","2023","Commercial","Southampton","Outside London","20","20","40770","40370"
"In post","2023","Commercial","Staffordshire CC","Outside London","125","120","33340","27170"
"In post","2023","Commercial","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Suffolk CC","Outside London","20","20","44410","45230"
"In post","2023","Commercial","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Swansea","Outside London","210","190","34660","31660"
"In post","2023","Commercial","Swindon","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Telford and Wrekin","Outside London","50","50","50280","42510"
"In post","2023","Commercial","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tower Hamlets","London","200","195","47890","43650"
"In post","2023","Commercial","Tyneside","Outside London","70","65","47250","39580"
"In post","2023","Commercial","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Wakefield","Outside London","10","10","[c]","[c]"
"In post","2023","Commercial","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Warrington","Outside London","25","25","42650","38640"
"In post","2023","Commercial","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Cumbria","Outside London","15","15","42200","42620"
"In post","2023","Commercial","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Lothian","Outside London","10","10","37510","42590"
"In post","2023","Commercial","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Surrey","Outside London","30","30","48260","40490"
"In post","2023","Commercial","West Sussex (North East)","Outside London","20","20","33060","28660"
"In post","2023","Commercial","West Sussex (South West)","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Westminster","London","1430","1410","61380","56200"
"In post","2023","Commercial","Wiltshire","Outside London","250","240","43150","35800"
"In post","2023","Commercial","Wirral","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Wolverhampton","Outside London","10","10","[c]","[c]"
"In post","2023","Commercial","Worcestershire CC","Outside London","20","20","38100","37300"
"In post","2023","Commercial","York","Outside London","80","80","48030","50350"
"In post","2023","Communications","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Barnet","London","10","10","[c]","[c]"
"In post","2023","Communications","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","55","55","41620","38890"
"In post","2023","Communications","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Belfast","Outside London","20","20","41160","38670"
"In post","2023","Communications","Berkshire","Outside London","30","30","35310","30800"
"In post","2023","Communications","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Birmingham","Outside London","35","35","43870","41390"
"In post","2023","Communications","Blackpool","Outside London","10","10","40990","39100"
"In post","2023","Communications","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bristol, City of","Outside London","85","80","40220","37300"
"In post","2023","Communications","Buckinghamshire","Outside London","40","40","37990","35990"
"In post","2023","Communications","Cambridgeshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Communications","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cardiff and Vale of Glamorgan","Outside London","90","85","39210","37680"
"In post","2023","Communications","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Central Hampshire","Outside London","60","55","34300","33990"
"In post","2023","Communications","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cheshire East","Outside London","5","5","[c]","[c]"
"In post","2023","Communications","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","City of Edinburgh","Outside London","45","45","44330","39590"
"In post","2023","Communications","Cornwall and Isles of Scilly","Outside London","10","10","24330","22220"
"In post","2023","Communications","Coventry","Outside London","35","30","43170","43070"
"In post","2023","Communications","Croydon","London","30","30","45170","42050"
"In post","2023","Communications","Darlington","Outside London","35","35","31010","30510"
"In post","2023","Communications","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Devon CC","Outside London","45","40","34900","32730"
"In post","2023","Communications","Dorset","Outside London","20","20","29460","29570"
"In post","2023","Communications","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Durham","Outside London","10","10","38030","34330"
"In post","2023","Communications","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Cumbria","Outside London","15","10","35790","32240"
"In post","2023","Communications","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","5","5","[c]","[c]"
"In post","2023","Communications","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Flintshire and Wrexham","Outside London","5","5","[c]","[c]"
"In post","2023","Communications","Glasgow City","Outside London","40","35","36900","33170"
"In post","2023","Communications","Gloucestershire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Communications","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Greater Manchester South West","Outside London","25","25","47530","42680"
"In post","2023","Communications","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Hackney and Newham","London","25","25","50850","45560"
"In post","2023","Communications","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
