"Status","Year","Function_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","70","65","40890","36990"
"In post","2023","Analysis","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Birmingham","Outside London","100","95","42940","37680"
"In post","2023","Analysis","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Brent","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Brighton and Hove","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Bristol, City of","Outside London","220","210","41980","40650"
"In post","2023","Analysis","Bromley","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Buckinghamshire","Outside London","10","10","37300","36470"
"In post","2023","Analysis","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cambridgeshire CC","Outside London","15","10","42650","40480"
"In post","2023","Analysis","Camden and City of London","London","180","165","71410","67430"
"In post","2023","Analysis","Cardiff and Vale of Glamorgan","Outside London","40","40","43040","37680"
"In post","2023","Analysis","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Hampshire","Outside London","555","535","45190","49260"
"In post","2023","Analysis","Central Valleys","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","City of Edinburgh","Outside London","60","60","49490","43000"
"In post","2023","Analysis","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","Outside London","10","10","30100","30330"
"In post","2023","Analysis","Coventry","Outside London","30","30","43440","41510"
"In post","2023","Analysis","Croydon","London","175","165","47050","43210"
"In post","2023","Analysis","Darlington","Outside London","165","160","37810","33790"
"In post","2023","Analysis","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon CC","Outside London","15","15","35640","34170"
"In post","2023","Analysis","Dorset","Outside London","140","135","35010","30350"
"In post","2023","Analysis","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Cumbria","Outside London","15","15","35200","37300"
"In post","2023","Analysis","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Kent","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Merseyside","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Sussex CC","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Glasgow City","Outside London","95","90","41210","35400"
"In post","2023","Analysis","Gloucestershire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester South West","Outside London","235","230","43270","41780"
"In post","2023","Analysis","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hackney and Newham","London","205","200","49250","45560"
"In post","2023","Analysis","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hertfordshire CC","Outside London","15","15","50080","45750"
"In post","2023","Analysis","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leeds","Outside London","250","240","41620","38470"
"In post","2023","Analysis","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Liverpool","Outside London","150","145","43460","41780"
"In post","2023","Analysis","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Manchester","Outside London","175","170","38940","35880"
"In post","2023","Analysis","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merton, Kingston upon Thames and Sutton","London","5","5","[c]","[c]"
"In post","2023","Analysis","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Mid Lancashire","Outside London","10","10","[c]","[c]"
"In post","2023","Analysis","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Monmouthshire and Newport","Outside London","1100","1060","38970","37760"
"In post","2023","Analysis","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire CC","Outside London","10","10","[c]","[c]"
"In post","2023","Analysis","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Nottingham","Outside London","70","65","41570","39300"
"In post","2023","Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Oxfordshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Plymouth","Outside London","20","20","35130","31760"
"In post","2023","Analysis","Portsmouth","Outside London","30","30","37970","34300"
"In post","2023","Analysis","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Sefton","Outside London","45","40","40930","38800"
"In post","2023","Analysis","Sheffield","Outside London","355","330","45410","43250"
"In post","2023","Analysis","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Hampshire","Outside London","530","505","39750","37760"
"In post","2023","Analysis","South Lanarkshire","Outside London","10","5","[c]","[c]"
"In post","2023","Analysis","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South and West Derbyshire","Outside London","30","30","42330","40820"
"In post","2023","Analysis","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Staffordshire CC","Outside London","15","15","35580","33830"
"In post","2023","Analysis","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Suffolk CC","Outside London","350","335","36500","33420"
"In post","2023","Analysis","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tower Hamlets","London","780","760","51190","46250"
"In post","2023","Analysis","Tyneside","Outside London","180","175","42060","38470"
"In post","2023","Analysis","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Cumbria","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Sussex (South West)","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Westminster","London","3050","2980","48990","45560"
"In post","2023","Analysis","Wiltshire","Outside London","520","505","43330","39890"
"In post","2023","Analysis","Wirral","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Wolverhampton","Outside London","20","20","36460","31290"
"In post","2023","Analysis","Worcestershire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","York","Outside London","25","25","43790","40560"
"In post","2023","Commercial","Aberdeen City and Aberdeenshire","Outside London","10","10","[c]","[c]"
"In post","2023","Commercial","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Barnet","London","15","15","46110","40880"
"In post","2023","Commercial","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","1245","1195","43250","42620"
"In post","2023","Commercial","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire","Outside London","15","15","41870","39240"
"In post","2023","Commercial","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Birmingham","Outside London","105","105","55970","46780"
"In post","2023","Commercial","Blackpool","Outside London","45","40","55340","56000"
"In post","2023","Commercial","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bridgend and Neath Port Talbot","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bristol, City of","Outside London","85","80","49600","40720"
"In post","2023","Commercial","Buckinghamshire","Outside London","65","65","41140","43000"
"In post","2023","Commercial","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cambridgeshire CC","Outside London","60","55","39360","36470"
"In post","2023","Commercial","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cardiff and Vale of Glamorgan","Outside London","35","35","45180","39690"
"In post","2023","Commercial","Central Bedfordshire","Outside London","10","10","[c]","[c]"
"In post","2023","Commercial","Central Hampshire","Outside London","200","190","42620","39890"
"In post","2023","Commercial","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","City of Edinburgh","Outside London","60","60","41920","38170"
"In post","2023","Commercial","Clackmannanshire and Fife","Outside London","15","10","35610","32800"
"In post","2023","Commercial","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Coventry","Outside London","45","45","51510","51360"
"In post","2023","Commercial","Croydon","London","85","85","51730","44650"
"In post","2023","Commercial","Darlington","Outside London","50","50","45480","40230"
"In post","2023","Commercial","Devon CC","Outside London","170","160","44610","45150"
"In post","2023","Commercial","Dorset","Outside London","10","10","[c]","[c]"
"In post","2023","Commercial","Durham","Outside London","15","15","42290","43490"
"In post","2023","Commercial","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","15","10","34720","31920"
"In post","2023","Commercial","East Kent","Outside London","5","5","[c]","[c]"
