"Status","Year","Age","Function_of_post","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Unknown","Transport Scotland","Heterosexual / straight","35","35","33540","33520"
"In post","2023","20-29","Unknown","Transport Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Transport Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Transport Scotland","Unknown","30","30","34490","34730"
"In post","2023","20-29","Unknown","Welsh Government (excl. agencies)","Heterosexual / straight","400","395","29860","27890"
"In post","2023","20-29","Unknown","Welsh Government (excl. agencies)","LGBO","50","50","30720","27890"
"In post","2023","20-29","Unknown","Welsh Government (excl. agencies)","Undeclared","45","40","27720","26260"
"In post","2023","20-29","Unknown","Welsh Government (excl. agencies)","Unknown","50","45","28880","26900"
"In post","2023","20-29","Unknown","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Active Travel England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Active Travel England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Active Travel England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Building Digital UK","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Building Digital UK","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Building Digital UK","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Central Civil Service Fast Stream","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Central Civil Service Fast Stream","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","55","55","32880","30820"
"In post","2023","30-39","Analysis","Centre for Environment, Fisheries and Aquaculture Science","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Unknown","70","70","34250","30820"
"In post","2023","30-39","Analysis","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Companies House","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Competition and Markets Authority","Heterosexual / straight","40","35","65720","61690"
"In post","2023","30-39","Analysis","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Competition and Markets Authority","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Analysis","Defence Science and Technology Laboratory","Heterosexual / straight","170","165","44710","49260"
"In post","2023","30-39","Analysis","Defence Science and Technology Laboratory","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Analysis","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Defence Science and Technology Laboratory","Unknown","55","55","42910","40250"
"In post","2023","30-39","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","30-39","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Heterosexual / straight","35","35","55650","57030"
"In post","2023","30-39","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Department for Education (excl. agencies)","Heterosexual / straight","140","135","47940","46600"
"In post","2023","30-39","Analysis","Department for Education (excl. agencies)","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Analysis","Department for Education (excl. agencies)","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Analysis","Department for Education (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","Analysis","Department for International Trade","Heterosexual / straight","50","50","55160","55500"
"In post","2023","30-39","Analysis","Department for International Trade","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Department for International Trade","Unknown","20","20","[c]","[c]"
"In post","2023","30-39","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","50","50","50420","54630"
"In post","2023","30-39","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Department for Transport (excl. agencies)","Heterosexual / straight","70","65","53060","55740"
"In post","2023","30-39","Analysis","Department for Transport (excl. agencies)","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Analysis","Department for Transport (excl. agencies)","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","Department for Transport (excl. agencies)","Unknown","20","20","[c]","[c]"
"In post","2023","30-39","Analysis","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","105","100","45760","40130"
"In post","2023","30-39","Analysis","Department for Work and Pensions (excl. agencies)","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","Department for Work and Pensions (excl. agencies)","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","Analysis","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","35","35","51330","54690"
"In post","2023","30-39","Analysis","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Department of Health and Social Care (excl. agencies)","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Analysis","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Education and Skills Funding Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Food Standards Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Government Actuary's Department","Heterosexual / straight","55","50","75290","70000"
"In post","2023","30-39","Analysis","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Government Actuary's Department","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","Government Legal Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","HM Courts and Tribunals Service","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","30-39","Analysis","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","HM Crown Prosecution Service Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","HM Crown Prosecution Service Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","HM Land Registry","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","HM Prison and Probation Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","155","150","53500","56870"
"In post","2023","30-39","Analysis","HM Revenue and Customs (excl. agencies)","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Analysis","HM Revenue and Customs (excl. agencies)","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","25","25","[c]","[c]"
"In post","2023","30-39","Analysis","HM Treasury (excl. agencies)","Heterosexual / straight","45","45","56130","54440"
"In post","2023","30-39","Analysis","HM Treasury (excl. agencies)","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","HM Treasury (excl. agencies)","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Analysis","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Health and Safety Executive","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","30-39","Analysis","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Home Office","Heterosexual / straight","105","100","52580","59290"
"In post","2023","30-39","Analysis","Home Office","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","Home Office","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Analysis","Home Office","Unknown","25","25","[c]","[c]"
"In post","2023","30-39","Analysis","Intellectual Property Office","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","30-39","Analysis","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","30-39","Analysis","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Ministry of Defence (excl. agencies)","Heterosexual / straight","65","60","43420","41200"
"In post","2023","30-39","Analysis","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Ministry of Defence (excl. agencies)","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","Ministry of Defence (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Analysis","Ministry of Justice (excl. agencies)","Heterosexual / straight","145","140","50090","51770"
"In post","2023","30-39","Analysis","Ministry of Justice (excl. agencies)","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Analysis","Ministry of Justice (excl. agencies)","Undeclared","20","15","[c]","[c]"
"In post","2023","30-39","Analysis","Ministry of Justice (excl. agencies)","Unknown","50","50","47480","43650"
"In post","2023","30-39","Analysis","National Savings and Investments","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Office for Budget Responsibility","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Analysis","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","40","35","42910","40640"
"In post","2023","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Office of Gas and Electricity Markets","Heterosexual / straight","40","40","51960","48330"
"In post","2023","30-39","Analysis","Office of Gas and Electricity Markets","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","Office of Gas and Electricity Markets","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","Office of Gas and Electricity Markets","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","Analysis","Office of Rail and Road","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Analysis","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Registers of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Rural Payments Agency","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Analysis","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","The Insolvency Service","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","UK Export Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","UK Space Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","UK Statistics Authority","Heterosexual / straight","390","370","41490","39300"
"In post","2023","30-39","Analysis","UK Statistics Authority","LGBO","50","50","39810","39300"
"In post","2023","30-39","Analysis","UK Statistics Authority","Undeclared","20","20","[c]","[c]"
"In post","2023","30-39","Analysis","UK Statistics Authority","Unknown","110","105","40580","39240"
"In post","2023","30-39","Analysis","Valuation Office Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Analysis","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Water Services Regulation Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Animal and Plant Health Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Commercial","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Building Digital UK","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Building Digital UK","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Building Digital UK","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Cabinet Office (excl. agencies)","Heterosexual / straight","45","40","49270","51290"
"In post","2023","30-39","Commercial","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Cabinet Office (excl. agencies)","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Cabinet Office (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Commercial","Central Civil Service Fast Stream","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Central Civil Service Fast Stream","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Central Civil Service Fast Stream","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Companies House","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Crown Commercial Service","Heterosexual / straight","85","80","37270","35500"
"In post","2023","30-39","Commercial","Crown Commercial Service","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Crown Commercial Service","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Crown Commercial Service","Unknown","20","20","[c]","[c]"
"In post","2023","30-39","Commercial","Crown Prosecution Service","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Commercial","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Defence Equipment and Support","Heterosexual / straight","210","195","39450","42620"
"In post","2023","30-39","Commercial","Defence Equipment and Support","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Commercial","Defence Equipment and Support","Undeclared","20","20","[c]","[c]"
"In post","2023","30-39","Commercial","Defence Equipment and Support","Unknown","40","40","39310","33600"
"In post","2023","30-39","Commercial","Defence Science and Technology Laboratory","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","30-39","Commercial","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Education (excl. agencies)","Heterosexual / straight","50","45","42860","39090"
"In post","2023","30-39","Commercial","Department for Education (excl. agencies)","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Education (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Department for International Trade","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Commercial","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Transport (excl. agencies)","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Transport (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","30-39","Commercial","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department of Health and Social Care (excl. agencies)","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Driver and Vehicle Licensing Agency","Heterosexual / straight","35","30","30940","31660"
"In post","2023","30-39","Commercial","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Driver and Vehicle Licensing Agency","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Driver and Vehicle Standards Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Driver and Vehicle Standards Agency","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","FCDO Services","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Commercial","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Food Standards Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
