"Status","Year","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Food Standards Agency","Food Standards Agency","London","15","[c]","46690","42230"
"Leaver CS","2023","Food Standards Agency","Food Standards Agency","Outside London","80","[c]","35330","30810"
"Leaver CS","2023","Food Standards Scotland","Scottish Government","Outside London","25","[c]","37560","34730"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","225","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","80","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","40","[c]","[c]","[c]"
"Leaver CS","2023","Forestry and Land Scotland","Scottish Government","Outside London","115","[c]","33430","29560"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","London","35","[c]","56720","39860"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Cabinet Office","London","90","[c]","77380","69430"
"Leaver CS","2023","Government Commercial Organisation","Cabinet Office","Outside London","55","[c]","71720","66990"
"Leaver CS","2023","Government Commercial Organisation","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","London","20","[c]","50550","49800"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","Outside London","20","[c]","44040","43430"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","London","240","[c]","53340","52760"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","Outside London","15","[c]","46750","42580"
"Leaver CS","2023","Government Property Agency","Cabinet Office","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Cabinet Office","Outside London","20","[c]","43620","36230"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","London","515","[c]","30060","25480"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Outside London","1490","[c]","23900","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","HM Land Registry","London","65","[c]","39950","36280"
"Leaver CS","2023","HM Land Registry","HM Land Registry","Outside London","430","[c]","33440","28080"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","London","890","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","Outside London","6370","[c]","35950","29460"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","515","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","3810","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","London","265","[c]","43960","37950"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","Outside London","20","[c]","31710","29320"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","London","20","[c]","37060","31660"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","Outside London","195","[c]","42670","40790"
"Leaver CS","2023","Home Office","Home Office","London","990","[c]","40380","36000"
"Leaver CS","2023","Home Office","Home Office","Outside London","1510","[c]","27640","25880"
"Leaver CS","2023","Home Office","Home Office","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Home Office","Unknown","15","[c]","38800","29590"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","London","10","[c]","54010","54760"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","10","[c]","42650","37710"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","90","[c]","36830","30640"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","Outside London","60","[c]","26990","21780"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","Outside London","185","[c]","34060","29090"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","165","[c]","52270","42160"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","45","[c]","42270","40450"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","160","[c]","35700","34660"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","London","320","[c]","41960","38680"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","3015","[c]","32560","27740"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","75","[c]","49450","45660"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","London","360","[c]","46490","43650"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","195","[c]","39860","34110"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","National Crime Agency","London","115","[c]","48270","43330"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Outside London","230","[c]","38450","38310"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Overseas","15","[c]","55950","52610"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","National Infrastructure Commission","HM Treasury","London","10","[c]","[c]","[c]"
"Leaver CS","2023","National Records of Scotland","Scottish Government","Outside London","45","[c]","33060","29450"
"Leaver CS","2023","National Savings and Investments","Chancellor's other departments","London","25","[c]","50100","44000"
"Leaver CS","2023","National Savings and Investments","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Northern Ireland Office","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Northern Ireland Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Budget Responsibility","HM Treasury","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","40","[c]","43760","36330"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Outside London","195","[c]","56720","52750"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","160","[c]","48990","40880"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","95","[c]","37920","35000"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","25","[c]","51300","39140"
"Leaver CS","2023","Office of Rail and Road","Office of Rail and Road","London","30","[c]","52220","54890"
"Leaver CS","2023","Office of Rail and Road","Office of Rail and Road","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","Ministry of Justice","Outside London","100","[c]","23000","21780"
"Leaver CS","2023","Office of the Scottish Charity Regulator","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Outside London","65","[c]","42690","40720"
"Leaver CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","Outside London","45","[c]","37800","37710"
"Leaver CS","2023","Revenue Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Royal Fleet Auxiliary","Ministry of Defence","Unknown","200","[c]","36910","34110"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Outside London","210","[c]","24220","22150"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","Outside London","160","[c]","29000","25060"
"Leaver CS","2023","Scottish Fiscal Commission","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","Outside London","15","[c]","40930","40510"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","Outside London","495","[c]","43310","38330"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","Outside London","405","[c]","33340","37060"
"Leaver CS","2023","Scottish Public Pensions Agency","Scottish Government","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","London","70","[c]","46110","42010"
"Leaver CS","2023","Social Security Scotland","Scottish Government","Outside London","160","[c]","28980","24890"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Scottish Government","Outside London","30","[c]","24970","22180"
"Leaver CS","2023","Submarine Delivery Agency","Ministry of Defence","Outside London","170","[c]","41920","38790"
"Leaver CS","2023","Teaching Regulation Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","London","10","[c]","41870","43500"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","85","[c]","29050","22180"
"Leaver CS","2023","The National Archives","The National Archives","London","90","[c]","33050","29840"
"Leaver CS","2023","Transport Scotland","Scottish Government","Outside London","40","[c]","44510","38330"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","London","15","[c]","54110","50000"
"Leaver CS","2023","UK Export Finance","UK Export Finance","London","75","[c]","53410","42000"
"Leaver CS","2023","UK Export Finance","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","London","810","[c]","44520","40070"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","Outside London","1105","[c]","38070","33710"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","Outside London","85","[c]","33670","31090"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","15","[c]","47680","41540"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","15","[c]","49950","50680"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","London","35","[c]","43060","39840"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","Outside London","660","[c]","29150","21200"
"Leaver CS","2023","UK Supreme Court","UK Supreme Court","London","20","[c]","36820","37230"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","London","50","[c]","43310","45750"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","Outside London","210","[c]","33190","27000"
"Leaver CS","2023","Vehicle Certification Agency","Department for Transport","Outside London","20","[c]","32640","31460"
"Leaver CS","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Outside London","15","[c]","42830","40260"
"Leaver CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","40","[c]","48110","45420"
"Leaver CS","2023","Welsh Government (excl. agencies)","Welsh Government","Outside London","210","[c]","41790","38160"
"Leaver CS","2023","Welsh Revenue Authority","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","10","[c]","34050","25860"
"Leaver Dept.","2023","Active Travel England","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","20","[c]","26380","25160"
"Leaver Dept.","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","50","[c]","27890","25920"
"Leaver Dept.","2023","Attorney General's Office","Attorney General's Departments","London","15","[c]","50230","52560"
"Leaver Dept.","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","London","30","[c]","44080","38280"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Cabinet Office","London","845","[c]","48060","41870"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","230","[c]","35870","33020"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","30","[c]","39830","34530"
"Leaver Dept.","2023","Central Civil Service Fast Stream","Cabinet Office","London","385","[c]","31850","32000"
"Leaver Dept.","2023","Central Civil Service Fast Stream","Cabinet Office","Outside London","100","[c]","31830","32000"
"Leaver Dept.","2023","Central Civil Service Fast Stream","Cabinet Office","Unknown","35","[c]","31080","32000"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Charity Commission","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Charity Commission","Outside London","15","[c]","28770","29160"
"Leaver Dept.","2023","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","40","[c]","37350","32900"
"Leaver Dept.","2023","Competition and Markets Authority","Competition and Markets Authority","London","30","[c]","45590","34620"
"Leaver Dept.","2023","Competition and Markets Authority","Competition and Markets Authority","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","20","[c]","25910","25470"
"Leaver Dept.","2023","Crown Commercial Service","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Cabinet Office","Outside London","30","[c]","37190","38980"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","Attorney General's Departments","London","45","[c]","38840","32660"
"Leaver Dept.","2023","Crown Prosecution Service","Attorney General's Departments","Outside London","85","[c]","36290","31180"
"Leaver Dept.","2023","Defence Electronics and Components Agency","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","Ministry of Defence","Outside London","50","[c]","37970","36490"
"Leaver Dept.","2023","Defence Equipment and Support","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","60","[c]","42360","39890"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","435","[c]","45470","40050"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","55","[c]","36690","31120"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","London","220","[c]","45680","38280"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","London","175","[c]","48770","41720"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","Outside London","285","[c]","40690","37590"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","235","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","220","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Department for International Trade","London","190","[c]","43030","38160"
"Leaver Dept.","2023","Department for International Trade","Department for International Trade","Outside London","20","[c]","40610","34770"
"Leaver Dept.","2023","Department for International Trade","Department for International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","London","305","[c]","44230","39600"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Outside London","135","[c]","38080","35400"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Department for Transport","London","190","[c]","45890","42470"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Department for Transport","Outside London","40","[c]","38600","34440"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","435","[c]","37660","32520"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","2220","[c]","28600","28120"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","40","[c]","31830","28120"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","280","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","90","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Disclosure Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","210","[c]","29240","27190"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Outside London","120","[c]","31200","26960"
"Leaver Dept.","2023","Education Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Department for Education","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Department for Education","Outside London","50","[c]","41180","37590"
"Leaver Dept.","2023","Estyn","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","London","25","[c]","39520","40650"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Outside London","35","[c]","39010","36100"
"Leaver Dept.","2023","Food Standards Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","160","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","Scottish Government","Outside London","20","[c]","40920","40510"
"Leaver Dept.","2023","Government Actuary's Department","Chancellor's other departments","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Commercial Organisation","Cabinet Office","London","15","[c]","58630","56200"
"Leaver Dept.","2023","Government Commercial Organisation","Cabinet Office","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Commercial Organisation","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","HM Treasury","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","HM Treasury","Outside London","10","[c]","42080","41150"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","London","100","[c]","50060","51250"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","Outside London","20","[c]","47600","44970"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","London","160","[c]","34320","29660"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Outside London","340","[c]","25240","21780"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","London","175","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","Outside London","560","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","255","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","1075","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","HM Treasury","London","235","[c]","47900","39050"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","HM Treasury","Outside London","20","[c]","43090","35960"
"Leaver Dept.","2023","Health and Safety Executive","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Health and Safety Executive","Department for Work and Pensions","Outside London","45","[c]","37250","32800"
"Leaver Dept.","2023","Home Office","Home Office","London","650","[c]","45680","42170"
"Leaver Dept.","2023","Home Office","Home Office","Outside London","545","[c]","30300","26750"
"Leaver Dept.","2023","Home Office","Home Office","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","Department for Education","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","25","[c]","40800","30780"
"Leaver Dept.","2023","Legal Aid Agency","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal Aid Agency","Ministry of Justice","Outside London","20","[c]","28070","25120"
"Leaver Dept.","2023","Maritime and Coastguard Agency","Department for Transport","Outside London","25","[c]","30820","27450"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","15","[c]","55040","41890"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","London","150","[c]","46550","45750"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","415","[c]","33320","33300"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","London","290","[c]","44660","42010"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","185","[c]","37270","36050"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","London","45","[c]","48850","42070"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Outside London","55","[c]","35920","36230"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Infrastructure Commission","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Records of Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Savings and Investments","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Savings and Investments","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Budget Responsibility","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","15","[c]","44440","44250"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Outside London","30","[c]","42240","33130"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","45","[c]","41410","34900"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","35","[c]","31100","30950"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","15","[c]","48070","39140"
"Leaver Dept.","2023","Office of Rail and Road","Office of Rail and Road","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Office of Rail and Road","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Public Guardian","Ministry of Justice","Outside London","50","[c]","26860","25120"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","London","10","[c]","[c]","[c]"
