"Status","Year","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Human Resources","HEO","Female","55","55","35680","34300"
"In post","2023","Undeclared","Human Resources","HEO","Male","70","70","35510","34310"
"In post","2023","Undeclared","Human Resources","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","SEO","Female","50","45","42350","41800"
"In post","2023","Undeclared","Human Resources","SEO","Male","30","30","44680","42360"
"In post","2023","Undeclared","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","SEO","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Legal","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal","AO","Female","20","20","[c]","[c]"
"In post","2023","Undeclared","Legal","AO","Male","15","15","[c]","[c]"
"In post","2023","Undeclared","Legal","EO","Female","35","30","28960","28780"
"In post","2023","Undeclared","Legal","EO","Male","25","25","[c]","[c]"
"In post","2023","Undeclared","Legal","G6","Female","45","40","74040","74000"
"In post","2023","Undeclared","Legal","G6","Male","35","30","72980","73640"
"In post","2023","Undeclared","Legal","G7","Female","65","60","57440","55990"
"In post","2023","Undeclared","Legal","G7","Male","65","60","57620","56870"
"In post","2023","Undeclared","Legal","HEO","Female","20","20","[c]","[c]"
"In post","2023","Undeclared","Legal","HEO","Male","15","15","[c]","[c]"
"In post","2023","Undeclared","Legal","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Legal","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Legal","SEO","Female","15","15","[c]","[c]"
"In post","2023","Undeclared","Legal","SEO","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","No function","AA","Female","120","100","21450","21380"
"In post","2023","Undeclared","No function","AA","Male","140","130","21480","20750"
"In post","2023","Undeclared","No function","AO","Female","1480","1240","23240","22210"
"In post","2023","Undeclared","No function","AO","Male","1570","1485","24790","22520"
"In post","2023","Undeclared","No function","EO","Female","1790","1560","29210","28120"
"In post","2023","Undeclared","No function","EO","Male","2095","1965","29760","28120"
"In post","2023","Undeclared","No function","G6","Female","130","125","69920","69180"
"In post","2023","Undeclared","No function","G6","Male","255","245","71750","70840"
"In post","2023","Undeclared","No function","G7","Female","300","290","56960","55720"
"In post","2023","Undeclared","No function","G7","Male","575","565","58110","57970"
"In post","2023","Undeclared","No function","HEO","Female","725","665","35140","34850"
"In post","2023","Undeclared","No function","HEO","Male","1160","1115","35970","34970"
"In post","2023","Undeclared","No function","SCS level","Female","35","30","96710","84150"
"In post","2023","Undeclared","No function","SCS level","Male","65","65","97180","90000"
"In post","2023","Undeclared","No function","SEO","Female","445","425","42780","42220"
"In post","2023","Undeclared","No function","SEO","Male","765","740","44320","43170"
"In post","2023","Undeclared","No function","Unknown","Female","300","275","32420","30840"
"In post","2023","Undeclared","No function","Unknown","Male","220","210","33670","32050"
"In post","2023","Undeclared","Project Delivery","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","AO","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","AO","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","EO","Female","30","30","29110","28120"
"In post","2023","Undeclared","Project Delivery","EO","Male","20","15","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","G6","Female","30","25","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","G6","Male","55","55","71610","71300"
"In post","2023","Undeclared","Project Delivery","G7","Female","65","60","55900","55780"
"In post","2023","Undeclared","Project Delivery","G7","Male","155","155","56320","56240"
"In post","2023","Undeclared","Project Delivery","HEO","Female","60","55","35100","34700"
"In post","2023","Undeclared","Project Delivery","HEO","Male","90","90","35140","34890"
"In post","2023","Undeclared","Project Delivery","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","SEO","Female","85","80","42200","42140"
"In post","2023","Undeclared","Project Delivery","SEO","Male","150","140","42640","42250"
"In post","2023","Undeclared","Project Delivery","Unknown","Female","15","15","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Unknown","Male","65","60","49680","47570"
"In post","2023","Undeclared","Property","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","AA","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Property","AO","Female","15","15","[c]","[c]"
"In post","2023","Undeclared","Property","AO","Male","15","15","[c]","[c]"
"In post","2023","Undeclared","Property","EO","Female","30","25","29510","27810"
"In post","2023","Undeclared","Property","EO","Male","30","30","28970","27810"
"In post","2023","Undeclared","Property","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","G6","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Property","G7","Female","10","10","[c]","[c]"
"In post","2023","Undeclared","Property","G7","Male","45","45","58030","57990"
"In post","2023","Undeclared","Property","HEO","Female","30","30","35350","34640"
"In post","2023","Undeclared","Property","HEO","Male","65","60","35830","34640"
"In post","2023","Undeclared","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","SEO","Female","35","30","44200","43610"
"In post","2023","Undeclared","Property","SEO","Male","50","50","43430","43280"
"In post","2023","Undeclared","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","AA","Male","65","65","22080","21380"
"In post","2023","Undeclared","Security","AO","Female","15","15","[c]","[c]"
"In post","2023","Undeclared","Security","AO","Male","115","110","37450","40880"
"In post","2023","Undeclared","Security","EO","Female","20","15","[c]","[c]"
"In post","2023","Undeclared","Security","EO","Male","65","65","37150","33460"
"In post","2023","Undeclared","Security","G6","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Security","G6","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Security","G7","Female","10","10","[c]","[c]"
"In post","2023","Undeclared","Security","G7","Male","30","30","[c]","[c]"
"In post","2023","Undeclared","Security","HEO","Female","20","20","[c]","[c]"
"In post","2023","Undeclared","Security","HEO","Male","65","65","38240","35900"
"In post","2023","Undeclared","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","SEO","Female","15","15","[c]","[c]"
"In post","2023","Undeclared","Security","SEO","Male","40","40","45600","44320"
"In post","2023","Undeclared","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","AA","Female","10","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","AA","Male","15","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","AO","Female","25","25","[c]","[c]"
"In post","2023","Undeclared","Unknown","AO","Male","35","30","25820","25620"
"In post","2023","Undeclared","Unknown","EO","Female","40","40","30570","30610"
"In post","2023","Undeclared","Unknown","EO","Male","55","50","30420","30610"
"In post","2023","Undeclared","Unknown","G6","Female","15","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","G6","Male","25","25","[c]","[c]"
"In post","2023","Undeclared","Unknown","G7","Female","50","50","58120","59160"
"In post","2023","Undeclared","Unknown","G7","Male","150","145","56320","56390"
"In post","2023","Undeclared","Unknown","HEO","Female","50","45","36470","38330"
"In post","2023","Undeclared","Unknown","HEO","Male","95","90","35880","36330"
"In post","2023","Undeclared","Unknown","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","SEO","Female","60","55","44770","43760"
"In post","2023","Undeclared","Unknown","SEO","Male","105","105","45040","44890"
"In post","2023","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Analysis","AA","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Analysis","AA","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Analysis","AO","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Analysis","AO","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Analysis","EO","Female","60","60","28300","29280"
"In post","2023","Unknown","Analysis","EO","Male","70","70","27580","26780"
"In post","2023","Unknown","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Analysis","G6","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Analysis","G6","Male","35","35","70930","70620"
"In post","2023","Unknown","Analysis","G7","Female","85","80","56290","55720"
"In post","2023","Unknown","Analysis","G7","Male","130","130","56440","55740"
"In post","2023","Unknown","Analysis","HEO","Female","160","160","34240","34560"
"In post","2023","Unknown","Analysis","HEO","Male","255","255","34030","34400"
"In post","2023","Unknown","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Analysis","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Analysis","SEO","Female","125","120","42090","42510"
"In post","2023","Unknown","Analysis","SEO","Male","195","190","41650","41560"
"In post","2023","Unknown","Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","AA","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Commercial","AA","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Commercial","AO","Female","30","30","25210","23970"
"In post","2023","Unknown","Commercial","AO","Male","35","35","24680","24710"
"In post","2023","Unknown","Commercial","EO","Female","60","55","28340","27320"
"In post","2023","Unknown","Commercial","EO","Male","45","45","27040","27080"
"In post","2023","Unknown","Commercial","G6","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Commercial","G6","Male","30","30","76230","70470"
"In post","2023","Unknown","Commercial","G7","Female","50","45","54740","54930"
"In post","2023","Unknown","Commercial","G7","Male","65","65","56280","56000"
"In post","2023","Unknown","Commercial","HEO","Female","90","85","33380","32960"
"In post","2023","Unknown","Commercial","HEO","Male","80","80","33700","33600"
"In post","2023","Unknown","Commercial","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Commercial","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Commercial","SEO","Female","85","85","41670","41880"
"In post","2023","Unknown","Commercial","SEO","Male","80","80","42010","42620"
"In post","2023","Unknown","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","AO","Female","20","15","[c]","[c]"
"In post","2023","Unknown","Communications","AO","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","EO","Female","30","30","[c]","[c]"
"In post","2023","Unknown","Communications","EO","Male","30","30","29130","28150"
"In post","2023","Unknown","Communications","G6","Female","30","30","69130","67910"
"In post","2023","Unknown","Communications","G6","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Communications","G7","Female","95","90","55870","55790"
"In post","2023","Unknown","Communications","G7","Male","55","55","55710","55790"
"In post","2023","Unknown","Communications","HEO","Female","120","115","35750","35410"
"In post","2023","Unknown","Communications","HEO","Male","110","105","35330","35240"
"In post","2023","Unknown","Communications","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Communications","SEO","Female","125","120","42950","42520"
"In post","2023","Unknown","Communications","SEO","Male","80","80","43580","43670"
"In post","2023","Unknown","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","AO","Female","125","105","23070","22520"
"In post","2023","Unknown","Counter Fraud","AO","Male","85","80","22990","22520"
"In post","2023","Unknown","Counter Fraud","EO","Female","465","430","29210","28130"
"In post","2023","Unknown","Counter Fraud","EO","Male","465","455","29270","28130"
"In post","2023","Unknown","Counter Fraud","G6","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","G6","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","G7","Female","30","30","58110","57970"
"In post","2023","Unknown","Counter Fraud","G7","Male","65","65","59330","57970"
"In post","2023","Unknown","Counter Fraud","HEO","Female","275","260","36290","35000"
"In post","2023","Unknown","Counter Fraud","HEO","Male","310","300","36530","35000"
"In post","2023","Unknown","Counter Fraud","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","SEO","Female","80","75","42770","42510"
"In post","2023","Unknown","Counter Fraud","SEO","Male","135","130","43640","42510"
"In post","2023","Unknown","Debt","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","AO","Female","720","640","22870","22520"
"In post","2023","Unknown","Debt","AO","Male","595","580","22690","22520"
"In post","2023","Unknown","Debt","EO","Female","95","90","29000","28130"
"In post","2023","Unknown","Debt","EO","Male","100","95","28680","28130"
"In post","2023","Unknown","Debt","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","HEO","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Debt","HEO","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Debt","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","AA","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","AO","Female","45","40","23070","22220"
"In post","2023","Unknown","Digital, Data & Technology","AO","Male","70","70","23000","22500"
"In post","2023","Unknown","Digital, Data & Technology","EO","Female","220","205","28200","28080"
"In post","2023","Unknown","Digital, Data & Technology","EO","Male","465","460","28770","28120"
"In post","2023","Unknown","Digital, Data & Technology","G6","Female","75","70","69510","68650"
"In post","2023","Unknown","Digital, Data & Technology","G6","Male","165","160","69390","68340"
"In post","2023","Unknown","Digital, Data & Technology","G7","Female","240","230","55920","55720"
"In post","2023","Unknown","Digital, Data & Technology","G7","Male","575","570","57220","56870"
"In post","2023","Unknown","Digital, Data & Technology","HEO","Female","335","325","34770","34700"
"In post","2023","Unknown","Digital, Data & Technology","HEO","Male","695","690","35070","34700"
"In post","2023","Unknown","Digital, Data & Technology","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","SCS level","Male","40","40","106030","102310"
"In post","2023","Unknown","Digital, Data & Technology","SEO","Female","300","290","41950","41780"
"In post","2023","Unknown","Digital, Data & Technology","SEO","Male","730","720","42810","42140"
"In post","2023","Unknown","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Finance","AA","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Finance","AA","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Finance","AO","Female","205","170","23270","22520"
"In post","2023","Unknown","Finance","AO","Male","155","145","22880","22520"
"In post","2023","Unknown","Finance","EO","Female","155","150","28270","27890"
"In post","2023","Unknown","Finance","EO","Male","85","85","28470","28120"
"In post","2023","Unknown","Finance","G6","Female","40","40","68540","69030"
"In post","2023","Unknown","Finance","G6","Male","55","55","70470","71040"
"In post","2023","Unknown","Finance","G7","Female","100","95","55830","55610"
"In post","2023","Unknown","Finance","G7","Male","110","110","56670","55720"
"In post","2023","Unknown","Finance","HEO","Female","130","125","36040","35000"
"In post","2023","Unknown","Finance","HEO","Male","120","120","35380","34700"
"In post","2023","Unknown","Finance","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Finance","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Finance","SEO","Female","115","115","42930","43000"
"In post","2023","Unknown","Finance","SEO","Male","165","165","42360","42140"
"In post","2023","Unknown","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Grants Management","AO","Female","155","130","22090","22150"
"In post","2023","Unknown","Grants Management","AO","Male","135","135","22130","22150"
"In post","2023","Unknown","Grants Management","EO","Female","60","55","26170","25920"
"In post","2023","Unknown","Grants Management","EO","Male","50","50","26290","25920"
"In post","2023","Unknown","Grants Management","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Grants Management","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Grants Management","G7","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Grants Management","G7","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Grants Management","HEO","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Grants Management","HEO","Male","30","30","[c]","[c]"
"In post","2023","Unknown","Grants Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Grants Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Grants Management","SEO","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Grants Management","SEO","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Human Resources","AA","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Human Resources","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","AO","Female","95","90","23060","22220"
"In post","2023","Unknown","Human Resources","AO","Male","50","50","22680","22450"
"In post","2023","Unknown","Human Resources","EO","Female","200","190","28120","27890"
"In post","2023","Unknown","Human Resources","EO","Male","170","170","29130","27890"
"In post","2023","Unknown","Human Resources","G6","Female","40","35","68980","68120"
"In post","2023","Unknown","Human Resources","G6","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Human Resources","G7","Female","110","110","56420","56020"
"In post","2023","Unknown","Human Resources","G7","Male","65","65","57480","55780"
"In post","2023","Unknown","Human Resources","HEO","Female","345","335","40810","35460"
"In post","2023","Unknown","Human Resources","HEO","Male","190","190","41000","35000"
"In post","2023","Unknown","Human Resources","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","SEO","Female","135","130","41920","41800"
"In post","2023","Unknown","Human Resources","SEO","Male","85","85","43020","41920"
"In post","2023","Unknown","Human Resources","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Human Resources","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Internal Audit","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","AO","Female","110","95","23750","22870"
"In post","2023","Unknown","Legal","AO","Male","55","55","24010","22870"
"In post","2023","Unknown","Legal","EO","Female","190","180","29100","28540"
"In post","2023","Unknown","Legal","EO","Male","90","85","28920","28200"
"In post","2023","Unknown","Legal","G6","Female","135","120","71690","70990"
"In post","2023","Unknown","Legal","G6","Male","80","80","74440","72920"
"In post","2023","Unknown","Legal","G7","Female","325","295","57190","56450"
"In post","2023","Unknown","Legal","G7","Male","165","160","58340","57430"
"In post","2023","Unknown","Legal","HEO","Female","90","90","35450","35000"
"In post","2023","Unknown","Legal","HEO","Male","55","55","35930","35000"
"In post","2023","Unknown","Legal","SCS level","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Legal","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Legal","SEO","Female","60","55","42780","42630"
"In post","2023","Unknown","Legal","SEO","Male","40","40","42650","42140"
"In post","2023","Unknown","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","AA","Female","1330","1155","22250","22920"
"In post","2023","Unknown","No function","AA","Male","975","915","22340","23230"
"In post","2023","Unknown","No function","AO","Female","9290","8375","24070","22520"
"In post","2023","Unknown","No function","AO","Male","7975","7730","25220","22520"
"In post","2023","Unknown","No function","EO","Female","6735","6330","28730","28120"
"In post","2023","Unknown","No function","EO","Male","6600","6385","29290","28120"
"In post","2023","Unknown","No function","G6","Female","525","490","69900","67750"
"In post","2023","Unknown","No function","G6","Male","485","470","69840","67890"
"In post","2023","Unknown","No function","G7","Female","1410","1375","56330","55590"
"In post","2023","Unknown","No function","G7","Male","1405","1385","57210","56080"
"In post","2023","Unknown","No function","HEO","Female","2685","2580","34990","34700"
"In post","2023","Unknown","No function","HEO","Male","2720","2650","35660","35000"
"In post","2023","Unknown","No function","SCS level","Female","215","205","92640","82920"
"In post","2023","Unknown","No function","SCS level","Male","200","195","95870","85240"
"In post","2023","Unknown","No function","SEO","Female","1585","1525","42630","42140"
"In post","2023","Unknown","No function","SEO","Male","1440","1405","43230","42510"
"In post","2023","Unknown","No function","Unknown","Female","2385","2150","27870","26840"
"In post","2023","Unknown","No function","Unknown","Male","960","870","28850","26840"
"In post","2023","Unknown","Project Delivery","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","AO","Female","60","55","22930","22520"
"In post","2023","Unknown","Project Delivery","AO","Male","30","30","22100","22520"
"In post","2023","Unknown","Project Delivery","EO","Female","115","110","28050","28080"
"In post","2023","Unknown","Project Delivery","EO","Male","100","95","28460","28130"
"In post","2023","Unknown","Project Delivery","G6","Female","80","75","68690","68250"
"In post","2023","Unknown","Project Delivery","G6","Male","110","110","70930","69940"
"In post","2023","Unknown","Project Delivery","G7","Female","245","235","56180","55570"
"In post","2023","Unknown","Project Delivery","G7","Male","265","260","56430","56180"
"In post","2023","Unknown","Project Delivery","HEO","Female","300","290","34730","34700"
"In post","2023","Unknown","Project Delivery","HEO","Male","270","265","34760","34700"
"In post","2023","Unknown","Project Delivery","SCS level","Female","30","25","[c]","[c]"
"In post","2023","Unknown","Project Delivery","SCS level","Male","30","30","[c]","[c]"
"In post","2023","Unknown","Project Delivery","SEO","Female","265","255","42220","42140"
"In post","2023","Unknown","Project Delivery","SEO","Male","280","275","42330","42140"
"In post","2023","Unknown","Project Delivery","Unknown","Female","50","45","32510","31530"
"In post","2023","Unknown","Project Delivery","Unknown","Male","100","100","39680","36230"
"In post","2023","Unknown","Property","AA","Female","55","50","19960","19770"
"In post","2023","Unknown","Property","AA","Male","100","95","20740","19770"
"In post","2023","Unknown","Property","AO","Female","220","195","22890","22520"
"In post","2023","Unknown","Property","AO","Male","215","210","25830","22520"
"In post","2023","Unknown","Property","EO","Female","170","155","28160","27740"
"In post","2023","Unknown","Property","EO","Male","190","185","28940","27810"
"In post","2023","Unknown","Property","G6","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Property","G6","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Property","G7","Female","35","30","57880","58130"
"In post","2023","Unknown","Property","G7","Male","75","75","56540","56160"
"In post","2023","Unknown","Property","HEO","Female","110","105","33490","33830"
"In post","2023","Unknown","Property","HEO","Male","175","170","34050","33990"
"In post","2023","Unknown","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Property","SEO","Female","75","70","44450","44530"
"In post","2023","Unknown","Property","SEO","Male","145","140","44850","44710"
