"Status","Year","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Asian","Legal","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","AO","Female","85","[c]","22350","21780"
"Leaver Dept.","2023","Asian","No function","AO","Male","85","[c]","22580","21780"
"Leaver Dept.","2023","Asian","No function","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","EO","Female","195","[c]","28800","28120"
"Leaver Dept.","2023","Asian","No function","EO","Male","155","[c]","28670","28120"
"Leaver Dept.","2023","Asian","No function","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","G6","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","G7","Female","55","[c]","55810","55370"
"Leaver Dept.","2023","Asian","No function","G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","HEO","Female","105","[c]","34150","34290"
"Leaver Dept.","2023","Asian","No function","HEO","Male","65","[c]","34470","34170"
"Leaver Dept.","2023","Asian","No function","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","SEO","Female","45","[c]","42020","41720"
"Leaver Dept.","2023","Asian","No function","SEO","Male","40","[c]","42300","41800"
"Leaver Dept.","2023","Asian","No function","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Debt","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Debt","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Debt","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Debt","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Debt","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Debt","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Debt","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Debt","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Debt","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Debt","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Debt","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Grants Management","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Grants Management","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Grants Management","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Grants Management","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Grants Management","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Grants Management","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Grants Management","HEO","Female","[c]","[c]","[c]","[c]"
