"Status","Year","Age","Disability","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Undeclared","Food Standards Agency","Outside London","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","London","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Government Commercial Organisation","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Government Commercial Organisation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Government Legal Department","London","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","HM Courts and Tribunals Service","London","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","HM Courts and Tribunals Service","Outside London","75","70","24490","21780"
"In post","2023","20-29","Undeclared","HM Land Registry","Outside London","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","HM Prison and Probation Service","London","50","45","32680","33800"
"In post","2023","20-29","Undeclared","HM Prison and Probation Service","Outside London","295","290","28230","28880"
"In post","2023","20-29","Undeclared","HM Revenue and Customs (excl. agencies)","London","45","45","42170","39450"
"In post","2023","20-29","Undeclared","HM Revenue and Customs (excl. agencies)","Outside London","240","240","30290","27890"
"In post","2023","20-29","Undeclared","HM Treasury (excl. agencies)","London","125","125","39020","33820"
"In post","2023","20-29","Undeclared","HM Treasury (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Health and Safety Executive","Outside London","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Home Office","London","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Home Office","Outside London","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Ministry of Defence (excl. agencies)","London","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Ministry of Defence (excl. agencies)","Outside London","60","60","31570","33710"
"In post","2023","20-29","Undeclared","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Ministry of Justice (excl. agencies)","London","30","30","[c]","[c]"
"In post","2023","20-29","Undeclared","Ministry of Justice (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Office for Budget Responsibility","London","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Office of Rail and Road","London","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Office of Rail and Road","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Office of the Public Guardian","Outside London","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Rural Payments Agency","Outside London","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Scottish Government (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Social Security Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Submarine Delivery Agency","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","UK Export Finance","London","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","UK Health Security Agency","London","70","70","41300","40880"
"In post","2023","20-29","Undeclared","UK Health Security Agency","Outside London","60","60","31990","29970"
"In post","2023","20-29","Undeclared","UK Hydrographic Office","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","UK Statistics Authority","Outside London","25","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Valuation Office Agency","Outside London","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Vehicle Certification Agency","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Welsh Government (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Accountant in Bankruptcy","Outside London","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Active Travel England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Advisory, Conciliation and Arbitration Service","Outside London","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Animal and Plant Health Agency","Outside London","65","65","25710","22150"
"In post","2023","20-29","Unknown","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Building Digital UK","London","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Building Digital UK","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Cabinet Office (excl. agencies)","London","190","190","42810","40380"
"In post","2023","20-29","Unknown","Cabinet Office (excl. agencies)","Outside London","75","70","29490","27100"
"In post","2023","20-29","Unknown","Cabinet Office (excl. agencies)","Unknown","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Central Civil Service Fast Stream","London","850","850","30730","30130"
"In post","2023","20-29","Unknown","Central Civil Service Fast Stream","Outside London","255","255","30520","30130"
"In post","2023","20-29","Unknown","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Charity Commission","London","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Charity Commission","Outside London","35","30","25600","25300"
"In post","2023","20-29","Unknown","Companies House","Outside London","35","35","27620","21380"
"In post","2023","20-29","Unknown","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Criminal Injuries Compensation Authority","Outside London","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Crown Commercial Service","London","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Crown Commercial Service","Outside London","60","60","31460","32110"
"In post","2023","20-29","Unknown","Crown Office and Procurator Fiscal Service","Outside London","30","30","[c]","[c]"
"In post","2023","20-29","Unknown","Crown Prosecution Service","London","100","100","30380","28200"
"In post","2023","20-29","Unknown","Crown Prosecution Service","Outside London","330","330","29590","26900"
"In post","2023","20-29","Unknown","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Defence Equipment and Support","Outside London","425","425","27330","26000"
"In post","2023","20-29","Unknown","Defence Science and Technology Laboratory","Outside London","570","570","29250","28360"
"In post","2023","20-29","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","405","400","43590","41060"
"In post","2023","20-29","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","120","120","33990","31120"
"In post","2023","20-29","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","London","60","60","40860","39040"
"In post","2023","20-29","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Department for Education (excl. agencies)","London","255","255","42140","41440"
"In post","2023","20-29","Unknown","Department for Education (excl. agencies)","Outside London","450","445","32880","30330"
"In post","2023","20-29","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","London","145","145","38590","33960"
"In post","2023","20-29","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","60","60","32340","30320"
"In post","2023","20-29","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Department for International Trade","London","455","455","41930","41550"
"In post","2023","20-29","Unknown","Department for International Trade","Outside London","45","45","33160","31440"
"In post","2023","20-29","Unknown","Department for International Trade","Overseas","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","London","120","120","40720","35550"
"In post","2023","20-29","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","35","35","33790","31290"
"In post","2023","20-29","Unknown","Department for Transport (excl. agencies)","London","230","230","41860","37150"
"In post","2023","20-29","Unknown","Department for Transport (excl. agencies)","Outside London","45","45","35090","31660"
"In post","2023","20-29","Unknown","Department for Work and Pensions (excl. agencies)","London","140","140","36840","32520"
"In post","2023","20-29","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","575","570","27640","28120"
"In post","2023","20-29","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Department of Health and Social Care (excl. agencies)","London","630","630","41280","41950"
"In post","2023","20-29","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","180","180","34840","30370"
"In post","2023","20-29","Unknown","Disclosure Scotland","Outside London","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Driver and Vehicle Licensing Agency","Outside London","185","175","22850","22500"
"In post","2023","20-29","Unknown","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Driver and Vehicle Standards Agency","Outside London","135","135","26550","26780"
"In post","2023","20-29","Unknown","Education Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Education and Skills Funding Agency","Outside London","35","35","32510","30330"
"In post","2023","20-29","Unknown","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","FCDO Services","London","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","FCDO Services","Outside London","35","35","27270","26100"
"In post","2023","20-29","Unknown","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Food Standards Agency","London","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Food Standards Agency","Outside London","45","45","32780","31260"
"In post","2023","20-29","Unknown","Food Standards Scotland","Outside London","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","590","585","40210","38600"
"In post","2023","20-29","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","145","145","30330","26840"
"In post","2023","20-29","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","60","60","42690","38600"
"In post","2023","20-29","Unknown","Forestry and Land Scotland","Outside London","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Government Actuary's Department","London","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Government Commercial Organisation","London","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Government Commercial Organisation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Government Legal Department","London","40","40","37040","33210"
"In post","2023","20-29","Unknown","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","HM Courts and Tribunals Service","London","170","165","30320","25480"
"In post","2023","20-29","Unknown","HM Courts and Tribunals Service","Outside London","380","370","24180","21780"
"In post","2023","20-29","Unknown","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","HM Land Registry","London","30","30","33270","31680"
"In post","2023","20-29","Unknown","HM Land Registry","Outside London","520","510","26960","28080"
"In post","2023","20-29","Unknown","HM Prison and Probation Service","London","530","520","31890","33650"
"In post","2023","20-29","Unknown","HM Prison and Probation Service","Outside London","2695","2640","27340","28880"
"In post","2023","20-29","Unknown","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","HM Revenue and Customs (excl. agencies)","London","465","460","38460","39110"
"In post","2023","20-29","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","3495","3415","27540","27650"
"In post","2023","20-29","Unknown","HM Treasury (excl. agencies)","London","70","70","39990","33720"
"In post","2023","20-29","Unknown","HM Treasury (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Health and Safety Executive","Outside London","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Home Office","London","1730","1725","35150","29900"
"In post","2023","20-29","Unknown","Home Office","Outside London","3615","3560","25230","25750"
"In post","2023","20-29","Unknown","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Home Office","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Institute for Apprenticeships and Technical Education","London","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Institute for Apprenticeships and Technical Education","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Intellectual Property Office","London","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Intellectual Property Office","Outside London","110","105","30610","25040"
"In post","2023","20-29","Unknown","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Legal Aid Agency","Outside London","40","40","23520","21780"
"In post","2023","20-29","Unknown","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Maritime and Coastguard Agency","Outside London","75","75","25920","22500"
"In post","2023","20-29","Unknown","Medicines and Healthcare Products Regulatory Agency","London","135","135","34500","33500"
"In post","2023","20-29","Unknown","Medicines and Healthcare Products Regulatory Agency","Outside London","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Ministry of Defence (excl. agencies)","London","395","395","38900","37850"
"In post","2023","20-29","Unknown","Ministry of Defence (excl. agencies)","Outside London","1290","1280","28060","27080"
"In post","2023","20-29","Unknown","Ministry of Defence (excl. agencies)","Overseas","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Ministry of Justice (excl. agencies)","London","395","395","38790","35410"
"In post","2023","20-29","Unknown","Ministry of Justice (excl. agencies)","Outside London","135","135","31230","31270"
"In post","2023","20-29","Unknown","National Crime Agency","London","250","250","39260","39630"
"In post","2023","20-29","Unknown","National Crime Agency","Outside London","420","415","34240","34670"
"In post","2023","20-29","Unknown","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","National Records of Scotland","Outside London","40","40","28830","29100"
"In post","2023","20-29","Unknown","Northern Ireland Office","London","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Northern Ireland Office","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Office for Standards in Education, Children's Services and Skills","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Office of Gas and Electricity Markets","London","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Office of Gas and Electricity Markets","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Office of the Public Guardian","Outside London","170","160","22770","21780"
"In post","2023","20-29","Unknown","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Office of the Secretary of State for Wales","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Planning Inspectorate","Outside London","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Registers of Scotland","Outside London","60","60","29190","26410"
"In post","2023","20-29","Unknown","Revenue Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Royal Fleet Auxiliary","Unknown","375","375","32320","33320"
"In post","2023","20-29","Unknown","Rural Payments Agency","Outside London","100","100","23510","22150"
"In post","2023","20-29","Unknown","Scottish Courts and Tribunals Service","Outside London","100","100","28230","25060"
"In post","2023","20-29","Unknown","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Scottish Government (excl. agencies)","Outside London","635","630","33800","33520"
"In post","2023","20-29","Unknown","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Scottish Prison Service","Outside London","640","630","28470","26930"
"In post","2023","20-29","Unknown","Scottish Public Pensions Agency","Outside London","40","40","27300","26600"
"In post","2023","20-29","Unknown","Serious Fraud Office","London","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Social Security Scotland","Outside London","450","440","26590","23340"
"In post","2023","20-29","Unknown","Standards and Testing Agency","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Student Awards Agency for Scotland","Outside London","55","55","25450","24890"
"In post","2023","20-29","Unknown","Submarine Delivery Agency","Outside London","100","100","26110","26000"
"In post","2023","20-29","Unknown","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Teaching Regulation Agency","Outside London","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","The Insolvency Service","London","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","The Insolvency Service","Outside London","85","85","25940","22180"
"In post","2023","20-29","Unknown","The National Archives","London","30","30","26080","24990"
"In post","2023","20-29","Unknown","Transport Scotland","Outside London","35","35","33600","33520"
"In post","2023","20-29","Unknown","UK Debt Management Office","London","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","UK Health Security Agency","London","160","155","35580","32980"
"In post","2023","20-29","Unknown","UK Health Security Agency","Outside London","175","170","27920","24390"
"In post","2023","20-29","Unknown","UK Hydrographic Office","Outside London","65","65","27770","27610"
"In post","2023","20-29","Unknown","UK Space Agency","London","30","30","[c]","[c]"
"In post","2023","20-29","Unknown","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","UK Statistics Authority","London","60","60","39260","34560"
"In post","2023","20-29","Unknown","UK Statistics Authority","Outside London","570","555","31990","31060"
"In post","2023","20-29","Unknown","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Valuation Office Agency","London","75","75","35480","31540"
"In post","2023","20-29","Unknown","Valuation Office Agency","Outside London","225","215","27510","26020"
"In post","2023","20-29","Unknown","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Water Services Regulation Authority","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Welsh Government (excl. agencies)","Outside London","95","95","28440","25620"
"In post","2023","20-29","Unknown","Welsh Revenue Authority","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Active Travel England","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Active Travel England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","Outside London","40","40","30630","32110"
"In post","2023","30-39","Declared disabled","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Animal and Plant Health Agency","Outside London","70","65","28320","25920"
"In post","2023","30-39","Declared disabled","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Building Digital UK","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Building Digital UK","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Cabinet Office (excl. agencies)","London","120","115","49100","55790"
"In post","2023","30-39","Declared disabled","Cabinet Office (excl. agencies)","Outside London","85","85","38350","34510"
"In post","2023","30-39","Declared disabled","Cabinet Office (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Central Civil Service Fast Stream","London","20","20","[c]","[c]"
"In post","2023","30-39","Declared disabled","Central Civil Service Fast Stream","Outside London","20","20","[c]","[c]"
"In post","2023","30-39","Declared disabled","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Charity Commission","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Companies House","Outside London","20","20","[c]","[c]"
"In post","2023","30-39","Declared disabled","Competition and Markets Authority","London","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Criminal Injuries Compensation Authority","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Crown Commercial Service","Outside London","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","40","40","39720","36330"
"In post","2023","30-39","Declared disabled","Crown Prosecution Service","London","35","35","39790","38050"
"In post","2023","30-39","Declared disabled","Crown Prosecution Service","Outside London","80","75","38800","38760"
"In post","2023","30-39","Declared disabled","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Defence Equipment and Support","Outside London","200","190","36760","34060"
"In post","2023","30-39","Declared disabled","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Defence Science and Technology Laboratory","Outside London","200","195","41620","39890"
"In post","2023","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","130","125","52080","55120"
"In post","2023","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","25","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","London","40","40","50980","53030"
"In post","2023","30-39","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for Education (excl. agencies)","London","50","45","51550","55020"
"In post","2023","30-39","Declared disabled","Department for Education (excl. agencies)","Outside London","130","125","41650","37590"
"In post","2023","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","75","75","50500","54330"
"In post","2023","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","125","120","40770","37300"
"In post","2023","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for International Trade","London","55","55","51130","55370"
"In post","2023","30-39","Declared disabled","Department for International Trade","Outside London","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","70","65","48570","49410"
"In post","2023","30-39","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","50","45","41390","37540"
"In post","2023","30-39","Declared disabled","Department for Transport (excl. agencies)","London","45","45","52560","55190"
"In post","2023","30-39","Declared disabled","Department for Transport (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for Work and Pensions (excl. agencies)","London","225","210","37560","32520"
