"Status","Year","Organisation","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Crown Commercial Service","Liverpool","G6/G7","85","80","54870","52990"
"In post","2023","Crown Commercial Service","Liverpool","SCS level","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","Liverpool","SEO/HEO","220","215","36600","39860"
"In post","2023","Crown Commercial Service","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Merton, Kingston upon Thames and Sutton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Monmouthshire and Newport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Monmouthshire and Newport","EO","10","10","26180","26410"
"In post","2023","Crown Commercial Service","Monmouthshire and Newport","G6/G7","20","20","52810","52990"
"In post","2023","Crown Commercial Service","Monmouthshire and Newport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Monmouthshire and Newport","SEO/HEO","75","75","35360","32250"
"In post","2023","Crown Commercial Service","North Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","North and North East Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Norwich and East Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Norwich and East Norfolk","EO","15","15","27030","26520"
"In post","2023","Crown Commercial Service","Norwich and East Norfolk","G6/G7","25","25","56960","53160"
"In post","2023","Crown Commercial Service","Norwich and East Norfolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Norwich and East Norfolk","SEO/HEO","95","90","36900","39860"
"In post","2023","Crown Commercial Service","Oxfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Sefton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Sheffield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Solihull","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Southampton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Suffolk CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Swindon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Tower Hamlets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Tower Hamlets","G6/G7","30","30","61540","61080"
"In post","2023","Crown Commercial Service","Tower Hamlets","SCS level","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Tower Hamlets","SEO/HEO","20","20","40920","41560"
"In post","2023","Crown Commercial Service","Wakefield","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Aberdeen City and Aberdeenshire","AA/AO","50","45","23680","23700"
"In post","2023","Crown Office and Procurator Fiscal Service","Aberdeen City and Aberdeenshire","EO","20","20","30240","29450"
"In post","2023","Crown Office and Procurator Fiscal Service","Aberdeen City and Aberdeenshire","G6/G7","35","30","59420","55990"
"In post","2023","Crown Office and Procurator Fiscal Service","Aberdeen City and Aberdeenshire","SEO/HEO","25","25","36680","37940"
"In post","2023","Crown Office and Procurator Fiscal Service","Angus and Dundee City","AA/AO","35","30","23830","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","Angus and Dundee City","EO","15","15","30130","29450"
"In post","2023","Crown Office and Procurator Fiscal Service","Angus and Dundee City","G6/G7","35","35","59470","55990"
"In post","2023","Crown Office and Procurator Fiscal Service","Angus and Dundee City","SEO/HEO","25","25","36940","37940"
"In post","2023","Crown Office and Procurator Fiscal Service","Caithness and Sutherland, and Ross and Cromarty","AA/AO","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Caithness and Sutherland, and Ross and Cromarty","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Caithness and Sutherland, and Ross and Cromarty","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","City of Edinburgh","AA/AO","140","130","23750","24090"
"In post","2023","Crown Office and Procurator Fiscal Service","City of Edinburgh","EO","105","100","30280","29450"
"In post","2023","Crown Office and Procurator Fiscal Service","City of Edinburgh","G6/G7","190","180","63360","65280"
"In post","2023","Crown Office and Procurator Fiscal Service","City of Edinburgh","SCS level","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","City of Edinburgh","SEO/HEO","150","145","38190","37940"
"In post","2023","Crown Office and Procurator Fiscal Service","Clackmannanshire and Fife","AA/AO","30","25","24130","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","Clackmannanshire and Fife","EO","15","15","29830","29450"
"In post","2023","Crown Office and Procurator Fiscal Service","Clackmannanshire and Fife","G6/G7","20","20","60470","52360"
"In post","2023","Crown Office and Procurator Fiscal Service","Clackmannanshire and Fife","SEO/HEO","15","10","37620","37940"
"In post","2023","Crown Office and Procurator Fiscal Service","Dumfries and Galloway","AA/AO","20","20","24210","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","Dumfries and Galloway","EO","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Dumfries and Galloway","G6/G7","10","10","57790","52360"
"In post","2023","Crown Office and Procurator Fiscal Service","Dumfries and Galloway","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","East Ayrshire and North Ayrshire mainland","AA/AO","35","35","24210","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","East Ayrshire and North Ayrshire mainland","EO","15","10","30820","31540"
"In post","2023","Crown Office and Procurator Fiscal Service","East Ayrshire and North Ayrshire mainland","G6/G7","25","25","58480","52360"
"In post","2023","Crown Office and Procurator Fiscal Service","East Ayrshire and North Ayrshire mainland","SEO/HEO","10","10","37230","37940"
"In post","2023","Crown Office and Procurator Fiscal Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","50","45","24190","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","15","15","30900","31540"
"In post","2023","Crown Office and Procurator Fiscal Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6/G7","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Falkirk","AA/AO","25","25","23940","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","Falkirk","EO","15","15","30000","29450"
"In post","2023","Crown Office and Procurator Fiscal Service","Falkirk","G6/G7","25","20","58300","52360"
"In post","2023","Crown Office and Procurator Fiscal Service","Falkirk","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Falkirk","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Glasgow City","AA/AO","200","180","24090","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","Glasgow City","EO","105","105","30140","29450"
"In post","2023","Crown Office and Procurator Fiscal Service","Glasgow City","G6/G7","200","185","63620","65280"
"In post","2023","Crown Office and Procurator Fiscal Service","Glasgow City","SCS level","10","10","87890","85200"
"In post","2023","Crown Office and Procurator Fiscal Service","Glasgow City","SEO/HEO","175","170","37710","37940"
"In post","2023","Crown Office and Procurator Fiscal Service","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","40","40","24170","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","Inverclyde, East Renfrewshire, and Renfrewshire","EO","20","20","30500","30990"
"In post","2023","Crown Office and Procurator Fiscal Service","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","50","45","59450","55990"
"In post","2023","Crown Office and Procurator Fiscal Service","Inverclyde, East Renfrewshire, and Renfrewshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","10","10","39020","37940"
"In post","2023","Crown Office and Procurator Fiscal Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","25","25","24010","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","10","10","30400","30440"
"In post","2023","Crown Office and Procurator Fiscal Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","20","20","61630","55990"
"In post","2023","Crown Office and Procurator Fiscal Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","AA/AO","10","10","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Na h-Eileanan Siar","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Na h-Eileanan Siar","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","North Lanarkshire","AA/AO","25","25","23840","24090"
"In post","2023","Crown Office and Procurator Fiscal Service","North Lanarkshire","EO","15","15","30240","29940"
"In post","2023","Crown Office and Procurator Fiscal Service","North Lanarkshire","G6/G7","35","35","62410","58850"
"In post","2023","Crown Office and Procurator Fiscal Service","North Lanarkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","North Lanarkshire","SEO/HEO","20","20","35450","34730"
"In post","2023","Crown Office and Procurator Fiscal Service","Orkney Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Orkney Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Perth and Kinross, and Stirling","AA/AO","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Perth and Kinross, and Stirling","EO","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Perth and Kinross, and Stirling","G6/G7","10","10","58970","52360"
"In post","2023","Crown Office and Procurator Fiscal Service","Perth and Kinross, and Stirling","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Borders","AA/AO","10","10","23700","23700"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Borders","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Borders","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Borders","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Shetland Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Shetland Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","South Lanarkshire","AA/AO","50","45","24070","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","South Lanarkshire","EO","35","30","30090","29450"
"In post","2023","Crown Office and Procurator Fiscal Service","South Lanarkshire","G6/G7","65","60","60660","55990"
"In post","2023","Crown Office and Procurator Fiscal Service","South Lanarkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","South Lanarkshire","SEO/HEO","30","30","37590","37940"
"In post","2023","Crown Office and Procurator Fiscal Service","West Lothian","AA/AO","15","15","23720","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","West Lothian","EO","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","West Lothian","G6/G7","10","10","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","West Lothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Barnet","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Barnsley, Doncaster and Rotherham","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Barnsley, Doncaster and Rotherham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Berkshire","AA/AO","30","25","23920","24480"
"In post","2023","Crown Prosecution Service","Berkshire","EO","30","25","28990","28200"
"In post","2023","Crown Prosecution Service","Berkshire","G6/G7","50","45","61220","59050"
"In post","2023","Crown Prosecution Service","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Berkshire","SEO/HEO","25","25","36970","36170"
"In post","2023","Crown Prosecution Service","Bexley and Greenwich","AA/AO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Birmingham","AA/AO","120","115","22830","22870"
"In post","2023","Crown Prosecution Service","Birmingham","EO","110","105","27680","26900"
"In post","2023","Crown Prosecution Service","Birmingham","G6/G7","235","220","56020","54800"
"In post","2023","Crown Prosecution Service","Birmingham","SCS level","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Birmingham","SEO/HEO","70","70","35370","35000"
"In post","2023","Crown Prosecution Service","Blackburn with Darwen","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Bridgend and Neath Port Talbot","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Bridgend and Neath Port Talbot","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Brighton and Hove","AA/AO","30","30","23760","24480"
"In post","2023","Crown Prosecution Service","Brighton and Hove","EO","30","30","29100","28200"
"In post","2023","Crown Prosecution Service","Brighton and Hove","G6/G7","45","40","60660","58820"
"In post","2023","Crown Prosecution Service","Brighton and Hove","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Brighton and Hove","SEO/HEO","15","10","37520","36780"
"In post","2023","Crown Prosecution Service","Bristol, City of","AA/AO","45","40","22230","22870"
"In post","2023","Crown Prosecution Service","Bristol, City of","EO","40","35","27750","27400"
"In post","2023","Crown Prosecution Service","Bristol, City of","G6/G7","80","75","55920","54800"
"In post","2023","Crown Prosecution Service","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Bristol, City of","SEO/HEO","20","20","35110","33810"
"In post","2023","Crown Prosecution Service","Bromley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Buckinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Calderdale and Kirklees","G6/G7","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Cambridgeshire CC","G6/G7","10","10","51400","49050"
"In post","2023","Crown Prosecution Service","Cambridgeshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Camden and City of London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Cardiff and Vale of Glamorgan","AA/AO","55","50","23040","22870"
"In post","2023","Crown Prosecution Service","Cardiff and Vale of Glamorgan","EO","45","45","27830","27400"
"In post","2023","Crown Prosecution Service","Cardiff and Vale of Glamorgan","G6/G7","105","95","56300","55390"
"In post","2023","Crown Prosecution Service","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Cardiff and Vale of Glamorgan","SEO/HEO","30","30","36330","38350"
"In post","2023","Crown Prosecution Service","Central Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Cheshire East","G6/G7","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Conwy and Denbighshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Cornwall and Isles of Scilly","AA/AO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Cornwall and Isles of Scilly","EO","10","10","[c]","[c]"
"In post","2023","Crown Prosecution Service","Cornwall and Isles of Scilly","G6/G7","10","10","53870","56450"
"In post","2023","Crown Prosecution Service","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Croydon","AA/AO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Croydon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Derby","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Derby","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Devon CC","AA/AO","15","15","22370","22870"
"In post","2023","Crown Prosecution Service","Devon CC","EO","25","20","27870","27440"
"In post","2023","Crown Prosecution Service","Devon CC","G6/G7","50","45","55850","56450"
"In post","2023","Crown Prosecution Service","Devon CC","SEO/HEO","20","20","35670","34640"
"In post","2023","Crown Prosecution Service","Dorset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Dudley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Ealing","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","East Cumbria","AA/AO","10","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","East Cumbria","G6/G7","15","15","57210","55870"
"In post","2023","Crown Prosecution Service","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","East Kent","AA/AO","30","30","23910","24480"
"In post","2023","Crown Prosecution Service","East Kent","EO","30","30","29340","29100"
"In post","2023","Crown Prosecution Service","East Kent","G6/G7","50","45","59910","58210"
"In post","2023","Crown Prosecution Service","East Kent","SEO/HEO","20","20","38630","38660"
"In post","2023","Crown Prosecution Service","East Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","East Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","East Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Essex Haven Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Essex Thames Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Flintshire and Wrexham","AA/AO","15","15","22850","22870"
"In post","2023","Crown Prosecution Service","Flintshire and Wrexham","EO","15","15","27820","27420"
"In post","2023","Crown Prosecution Service","Flintshire and Wrexham","G6/G7","45","40","54010","53700"
"In post","2023","Crown Prosecution Service","Flintshire and Wrexham","SEO/HEO","15","15","36610","36680"
"In post","2023","Crown Prosecution Service","Gloucestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Gloucestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Greater Manchester North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Greater Manchester North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Greater Manchester South East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Gwent Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Haringey and Islington","AA/AO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Haringey and Islington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Haringey and Islington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Harrow and Hillingdon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Hartlepool and Stockton-on-Tees","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Hartlepool and Stockton-on-Tees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Heart of Essex","AA/AO","45","40","24030","24480"
"In post","2023","Crown Prosecution Service","Heart of Essex","EO","45","40","29630","30210"
"In post","2023","Crown Prosecution Service","Heart of Essex","G6/G7","85","75","61010","58820"
"In post","2023","Crown Prosecution Service","Heart of Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Heart of Essex","SEO/HEO","30","30","38520","40670"
"In post","2023","Crown Prosecution Service","Herefordshire, County of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Hertfordshire CC","AA/AO","40","40","23990","24480"
"In post","2023","Crown Prosecution Service","Hertfordshire CC","EO","40","35","29300","28870"
"In post","2023","Crown Prosecution Service","Hertfordshire CC","G6/G7","90","80","61270","63370"
"In post","2023","Crown Prosecution Service","Hertfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Hertfordshire CC","SEO/HEO","20","20","38100","38660"
"In post","2023","Crown Prosecution Service","Hounslow and Richmond upon Thames","AA/AO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Kent Thames Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Kingston upon Hull, City of","AA/AO","20","15","22850","22870"
"In post","2023","Crown Prosecution Service","Kingston upon Hull, City of","EO","20","15","28210","28850"
"In post","2023","Crown Prosecution Service","Kingston upon Hull, City of","G6/G7","35","30","56340","56450"
"In post","2023","Crown Prosecution Service","Kingston upon Hull, City of","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Crown Prosecution Service","Lancaster and Wyre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Leeds","AA/AO","80","70","22770","22870"
"In post","2023","Crown Prosecution Service","Leeds","EO","85","80","27760","27030"
"In post","2023","Crown Prosecution Service","Leeds","G6/G7","175","165","55030","54800"
"In post","2023","Crown Prosecution Service","Leeds","SCS level","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Leeds","SEO/HEO","55","55","36360","35000"
"In post","2023","Crown Prosecution Service","Leicester","AA/AO","45","45","22050","22870"
"In post","2023","Crown Prosecution Service","Leicester","EO","25","25","28140","28850"
"In post","2023","Crown Prosecution Service","Leicester","G6/G7","65","60","53710","52460"
"In post","2023","Crown Prosecution Service","Leicester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Leicester","SEO/HEO","15","15","35260","35000"
"In post","2023","Crown Prosecution Service","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Lewisham and Southwark","AA/AO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Lincolnshire CC","AA/AO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Lincolnshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Lincolnshire CC","G6/G7","15","15","56150","56450"
"In post","2023","Crown Prosecution Service","Liverpool","AA/AO","105","100","22590","22870"
"In post","2023","Crown Prosecution Service","Liverpool","EO","95","90","27670","27150"
"In post","2023","Crown Prosecution Service","Liverpool","G6/G7","150","140","55170","54800"
"In post","2023","Crown Prosecution Service","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Liverpool","SEO/HEO","70","70","35540","35000"
"In post","2023","Crown Prosecution Service","Luton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Manchester","AA/AO","80","75","22770","22870"
"In post","2023","Crown Prosecution Service","Manchester","EO","90","85","28190","28850"
"In post","2023","Crown Prosecution Service","Manchester","G6/G7","160","145","56750","56450"
"In post","2023","Crown Prosecution Service","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Manchester","SEO/HEO","50","50","36170","36880"
"In post","2023","Crown Prosecution Service","Medway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Merton, Kingston upon Thames and Sutton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Merton, Kingston upon Thames and Sutton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
