"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Department for Education (excl. agencies)","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Operational Delivery","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Operational Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Operational Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Operational Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Operational Delivery","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Operational Delivery","Outside London","G7","10","[c]","53170","51780"
"Leaver CS","2023","Department for Education (excl. agencies)","Operational Delivery","Outside London","HEO","10","[c]","31130","30710"
"Leaver CS","2023","Department for Education (excl. agencies)","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Operational Delivery","Outside London","SEO","10","[c]","39010","38140"
"Leaver CS","2023","Department for Education (excl. agencies)","Operational Research","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Operational Research","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Policy","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Policy","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Policy","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Policy","London","G7","10","[c]","58670","57050"
"Leaver CS","2023","Department for Education (excl. agencies)","Policy","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Policy","London","SEO","10","[c]","42180","41440"
"Leaver CS","2023","Department for Education (excl. agencies)","Policy","Outside London","EO","15","[c]","23790","25900"
"Leaver CS","2023","Department for Education (excl. agencies)","Policy","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Policy","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Policy","Outside London","HEO","10","[c]","31320","30330"
"Leaver CS","2023","Department for Education (excl. agencies)","Policy","Outside London","SEO","15","[c]","38280","37590"
"Leaver CS","2023","Department for Education (excl. agencies)","Project Delivery","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Project Delivery","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Project Delivery","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Project Delivery","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Project Delivery","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Project Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Security","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Social Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Social Research","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Social Research","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Social Research","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Social Research","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Social Research","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Social Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Statistics","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Statistics","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Statistics","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Statistics","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Outside London","G7","30","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","EO","55","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","G7","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","HEO","55","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","SEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","SEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Communications","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Communications","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Communications","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Communications","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Digital, Data and Technology","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Digital, Data and Technology","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Digital, Data and Technology","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Digital, Data and Technology","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Economics","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Economics","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Economics","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Finance","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","International Trade","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","International Trade","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","International Trade","London","G7","30","[c]","54920","55080"
"Leaver CS","2023","Department for International Trade","International Trade","London","HEO","10","[c]","33400","32120"
"Leaver CS","2023","Department for International Trade","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","International Trade","London","SEO","20","[c]","39350","38160"
"Leaver CS","2023","Department for International Trade","International Trade","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","International Trade","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","International Trade","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","International Trade","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","International Trade","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","International Trade","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","International Trade","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","International Trade","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Operational Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Operational Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Other","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Other","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Other","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Other","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Other","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Policy","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Policy","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Policy","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Policy","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Project Delivery","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Social Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Social Research","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Statistics","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Statistics","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Statistics","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Unknown","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Unknown","London","EO","30","[c]","20130","18300"
"Leaver CS","2023","Department for International Trade","Unknown","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Unknown","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","Outside London","G7","[c]","[c]","[c]","[c]"
