"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","40-49","Cabinet Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office","Unknown","G6/G7","100","[c]","64780","61850"
"Leaver CS","2023","40-49","Cabinet Office","Unknown","SCS level","30","[c]","104690","103000"
"Leaver CS","2023","40-49","Cabinet Office","Unknown","SEO/HEO","25","[c]","38200","37090"
"Leaver CS","2023","40-49","Chancellor's other departments","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Chancellor's other departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Chancellor's other departments","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Chancellor's other departments","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Chancellor's other departments","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Chancellor's other departments","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Chancellor's other departments","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Chancellor's other departments","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Chancellor's other departments","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Charity Commission","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Charity Commission","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Charity Commission","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Charity Commission","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Charity Commission","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Charity Commission","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Competition and Markets Authority","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Competition and Markets Authority","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Competition and Markets Authority","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Competition and Markets Authority","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Competition and Markets Authority","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Competition and Markets Authority","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Competition and Markets Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Competition and Markets Authority","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Competition and Markets Authority","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Competition and Markets Authority","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Competition and Markets Authority","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Competition and Markets Authority","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Competition and Markets Authority","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Competition and Markets Authority","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","10","[c]","36330","34850"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","30","[c]","60780","64700"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Policy","SCS level","15","[c]","87160","73630"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Policy","SEO/HEO","15","[c]","35990","33640"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Science and Engineering","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport","Policy","G6/G7","10","[c]","56350","53210"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Commercial","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Digital, Data and Technology","G6/G7","10","[c]","57530","53460"
"Leaver CS","2023","40-49","Department for Education","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Operational Delivery","SEO/HEO","10","[c]","37870","37880"
"Leaver CS","2023","40-49","Department for Education","Policy","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Policy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Project Delivery","G6/G7","10","[c]","60150","63360"
"Leaver CS","2023","40-49","Department for Education","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Communications","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","25","[c]","21650","21300"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","20","[c]","26090","26070"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO/HEO","10","[c]","33100","32070"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Policy","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Policy","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Policy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Veterinarian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Veterinarian","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs","Veterinarian","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","International Trade","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Planning Inspectors","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Policy","G6/G7","15","[c]","56240","53130"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Digital, Data and Technology","SEO/HEO","10","[c]","38580","39230"
"Leaver CS","2023","40-49","Department for Transport","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Operational Delivery","AA/AO","100","[c]","22770","22500"
"Leaver CS","2023","40-49","Department for Transport","Operational Delivery","EO","70","[c]","28270","26960"
"Leaver CS","2023","40-49","Department for Transport","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Operational Delivery","SEO/HEO","15","[c]","36000","32700"
"Leaver CS","2023","40-49","Department for Transport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Unknown","G6/G7","20","[c]","60940","61360"
"Leaver CS","2023","40-49","Department for Transport","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport","Unknown","SEO/HEO","10","[c]","39250","39820"
"Leaver CS","2023","40-49","Department for Work and Pensions","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions","Counter Fraud","AA/AO","10","[c]","22430","21690"
"Leaver CS","2023","40-49","Department for Work and Pensions","Counter Fraud","EO","20","[c]","28970","28120"
"Leaver CS","2023","40-49","Department for Work and Pensions","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions","Digital, Data and Technology","G6/G7","30","[c]","63660","60780"
"Leaver CS","2023","40-49","Department for Work and Pensions","Digital, Data and Technology","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","15","[c]","39390","39860"
"Leaver CS","2023","40-49","Department for Work and Pensions","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions","Operational Delivery","AA/AO","350","[c]","21840","21690"
"Leaver CS","2023","40-49","Department for Work and Pensions","Operational Delivery","EO","600","[c]","28690","28120"
"Leaver CS","2023","40-49","Department for Work and Pensions","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions","Operational Delivery","SEO/HEO","40","[c]","45320","41350"
"Leaver CS","2023","40-49","Department for Work and Pensions","Other","AA/AO","45","[c]","21680","21690"
"Leaver CS","2023","40-49","Department for Work and Pensions","Other","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions","Other","G6/G7","[c]","[c]","[c]","[c]"
