"Status","Year","Disability","Region_ITL2","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Outer London - East and North East","London","EO","1190","1090","32670","32520"
"In post","2023","Declared non-disabled","Outer London - East and North East","London","G6/G7","70","70","66950","66170"
"In post","2023","Declared non-disabled","Outer London - East and North East","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Outer London - East and North East","London","SEO/HEO","340","330","41750","39390"
"In post","2023","Declared non-disabled","Outer London - East and North East","London","Unknown","250","235","35080","34820"
"In post","2023","Declared non-disabled","Outer London - South","London","AA/AO","1195","1075","25970","26400"
"In post","2023","Declared non-disabled","Outer London - South","London","EO","2080","1945","31300","31310"
"In post","2023","Declared non-disabled","Outer London - South","London","G6/G7","1370","1320","66350","65230"
"In post","2023","Declared non-disabled","Outer London - South","London","SCS level","100","95","87830","83000"
"In post","2023","Declared non-disabled","Outer London - South","London","SEO/HEO","2755","2655","41300","39790"
"In post","2023","Declared non-disabled","Outer London - South","London","Unknown","215","200","34430","33050"
"In post","2023","Declared non-disabled","Outer London - West and North West","London","AA/AO","1130","1020","27220","26400"
"In post","2023","Declared non-disabled","Outer London - West and North West","London","EO","2460","2245","31380","31230"
"In post","2023","Declared non-disabled","Outer London - West and North West","London","G6/G7","400","385","61220","59370"
"In post","2023","Declared non-disabled","Outer London - West and North West","London","SCS level","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Outer London - West and North West","London","SEO/HEO","1555","1495","39230","38030"
"In post","2023","Declared non-disabled","Outer London - West and North West","London","Unknown","225","210","34560","33050"
"In post","2023","Declared non-disabled","Overseas","Overseas","AA/AO","40","40","28470","26160"
"In post","2023","Declared non-disabled","Overseas","Overseas","EO","130","125","34750","33510"
"In post","2023","Declared non-disabled","Overseas","Overseas","G6/G7","580","575","62130","59460"
"In post","2023","Declared non-disabled","Overseas","Overseas","SCS level","185","180","89120","78650"
"In post","2023","Declared non-disabled","Overseas","Overseas","SEO/HEO","895","895","40840","36320"
"In post","2023","Declared non-disabled","Overseas","Overseas","Unknown","125","125","[c]","[c]"
"In post","2023","Declared non-disabled","Shropshire and Staffordshire","Outside London","AA/AO","1945","1795","25620","23230"
"In post","2023","Declared non-disabled","Shropshire and Staffordshire","Outside London","EO","1550","1440","28990","28120"
"In post","2023","Declared non-disabled","Shropshire and Staffordshire","Outside London","G6/G7","545","530","60910","57970"
"In post","2023","Declared non-disabled","Shropshire and Staffordshire","Outside London","SCS level","35","35","97280","82560"
"In post","2023","Declared non-disabled","Shropshire and Staffordshire","Outside London","SEO/HEO","1645","1580","38700","37680"
"In post","2023","Declared non-disabled","Shropshire and Staffordshire","Outside London","Unknown","370","340","31320","29050"
"In post","2023","Declared non-disabled","South Yorkshire","Outside London","AA/AO","1745","1520","23910","22400"
"In post","2023","Declared non-disabled","South Yorkshire","Outside London","EO","1825","1625","28010","28120"
"In post","2023","Declared non-disabled","South Yorkshire","Outside London","G6/G7","1050","1005","57520","54260"
"In post","2023","Declared non-disabled","South Yorkshire","Outside London","SCS level","75","70","83030","76510"
"In post","2023","Declared non-disabled","South Yorkshire","Outside London","SEO/HEO","2045","1935","36710","37590"
"In post","2023","Declared non-disabled","South Yorkshire","Outside London","Unknown","395","365","30130","29050"
"In post","2023","Declared non-disabled","Southern Scotland","Outside London","AA/AO","1285","1145","23320","22520"
"In post","2023","Declared non-disabled","Southern Scotland","Outside London","EO","1030","925","29090","28130"
"In post","2023","Declared non-disabled","Southern Scotland","Outside London","G6/G7","260","250","59370","56870"
"In post","2023","Declared non-disabled","Southern Scotland","Outside London","SCS level","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Southern Scotland","Outside London","SEO/HEO","695","655","38030","35220"
"In post","2023","Declared non-disabled","Surrey, East and West Sussex","Outside London","AA/AO","1755","1605","26470","25340"
"In post","2023","Declared non-disabled","Surrey, East and West Sussex","Outside London","EO","1925","1720","29180","28120"
"In post","2023","Declared non-disabled","Surrey, East and West Sussex","Outside London","G6/G7","465","450","61910","58970"
"In post","2023","Declared non-disabled","Surrey, East and West Sussex","Outside London","SCS level","35","35","86410","79500"
"In post","2023","Declared non-disabled","Surrey, East and West Sussex","Outside London","SEO/HEO","1280","1215","38630","37520"
"In post","2023","Declared non-disabled","Surrey, East and West Sussex","Outside London","Unknown","415","375","32360","29900"
"In post","2023","Declared non-disabled","Tees Valley and Durham","Outside London","AA/AO","2880","2570","25410","23230"
"In post","2023","Declared non-disabled","Tees Valley and Durham","Outside London","EO","1605","1455","28490","28120"
"In post","2023","Declared non-disabled","Tees Valley and Durham","Outside London","G6/G7","465","455","57860","54260"
"In post","2023","Declared non-disabled","Tees Valley and Durham","Outside London","SCS level","35","35","93870","94000"
"In post","2023","Declared non-disabled","Tees Valley and Durham","Outside London","SEO/HEO","1385","1315","37190","37470"
"In post","2023","Declared non-disabled","Tees Valley and Durham","Outside London","Unknown","480","455","29900","29050"
"In post","2023","Declared non-disabled","Unknown","Unknown","AA/AO","115","110","23850","21720"
"In post","2023","Declared non-disabled","Unknown","Unknown","EO","230","215","28170","28120"
"In post","2023","Declared non-disabled","Unknown","Unknown","G6/G7","80","80","60030","58460"
"In post","2023","Declared non-disabled","Unknown","Unknown","SCS level","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","SEO/HEO","150","145","40570","38470"
"In post","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","West Central Scotland","Outside London","AA/AO","3895","3490","23350","22220"
"In post","2023","Declared non-disabled","West Central Scotland","Outside London","EO","3140","2910","28440","28120"
"In post","2023","Declared non-disabled","West Central Scotland","Outside London","G6/G7","1525","1470","62460","59920"
"In post","2023","Declared non-disabled","West Central Scotland","Outside London","SCS level","80","80","89440","85200"
"In post","2023","Declared non-disabled","West Central Scotland","Outside London","SEO/HEO","3540","3415","38380","35660"
"In post","2023","Declared non-disabled","West Central Scotland","Outside London","Unknown","55","55","41210","42230"
"In post","2023","Declared non-disabled","West Midlands","Outside London","AA/AO","3560","3155","22440","21780"
"In post","2023","Declared non-disabled","West Midlands","Outside London","EO","3775","3450","27820","28120"
"In post","2023","Declared non-disabled","West Midlands","Outside London","G6/G7","1580","1530","58050","55780"
"In post","2023","Declared non-disabled","West Midlands","Outside London","SCS level","135","130","97790","86530"
"In post","2023","Declared non-disabled","West Midlands","Outside London","SEO/HEO","3505","3370","37160","35000"
"In post","2023","Declared non-disabled","West Midlands","Outside London","Unknown","765","720","30020","29050"
"In post","2023","Declared non-disabled","West Wales and The Valleys","Outside London","AA/AO","4610","4010","22180","22500"
"In post","2023","Declared non-disabled","West Wales and The Valleys","Outside London","EO","3405","3125","28120","28120"
"In post","2023","Declared non-disabled","West Wales and The Valleys","Outside London","G6/G7","790","765","62870","63900"
"In post","2023","Declared non-disabled","West Wales and The Valleys","Outside London","SCS level","35","35","93110","83000"
"In post","2023","Declared non-disabled","West Wales and The Valleys","Outside London","SEO/HEO","2920","2785","39210","39690"
"In post","2023","Declared non-disabled","West Wales and The Valleys","Outside London","Unknown","590","560","30820","29050"
"In post","2023","Declared non-disabled","West Yorkshire","Outside London","AA/AO","2955","2650","24370","22520"
"In post","2023","Declared non-disabled","West Yorkshire","Outside London","EO","3295","3030","28520","28120"
"In post","2023","Declared non-disabled","West Yorkshire","Outside London","G6/G7","1815","1740","58870","57970"
"In post","2023","Declared non-disabled","West Yorkshire","Outside London","SCS level","105","105","90350","81600"
"In post","2023","Declared non-disabled","West Yorkshire","Outside London","SEO/HEO","3520","3350","37430","35070"
"In post","2023","Declared non-disabled","West Yorkshire","Outside London","Unknown","680","640","30310","29050"
"In post","2023","Undeclared","Bedfordshire and Hertfordshire","Outside London","AA/AO","55","50","27080","25480"
"In post","2023","Undeclared","Bedfordshire and Hertfordshire","Outside London","EO","80","80","30180","30330"
"In post","2023","Undeclared","Bedfordshire and Hertfordshire","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2023","Undeclared","Bedfordshire and Hertfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Bedfordshire and Hertfordshire","Outside London","SEO/HEO","80","75","39850","38250"
"In post","2023","Undeclared","Bedfordshire and Hertfordshire","Outside London","Unknown","20","15","[c]","[c]"
"In post","2023","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA/AO","240","220","29320","25760"
"In post","2023","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","185","175","33500","31280"
"In post","2023","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","105","100","59120","57320"
"In post","2023","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","225","215","41100","40660"
"In post","2023","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Cheshire","Outside London","AA/AO","115","100","27160","25340"
"In post","2023","Undeclared","Cheshire","Outside London","EO","55","55","30040","28120"
"In post","2023","Undeclared","Cheshire","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2023","Undeclared","Cheshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Cheshire","Outside London","SEO/HEO","55","55","37670","37300"
"In post","2023","Undeclared","Cheshire","Outside London","Unknown","20","15","[c]","[c]"
"In post","2023","Undeclared","Cornwall and Isles of Scilly","Outside London","AA/AO","30","25","[c]","[c]"
"In post","2023","Undeclared","Cornwall and Isles of Scilly","Outside London","EO","30","30","27630","28120"
"In post","2023","Undeclared","Cornwall and Isles of Scilly","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Cornwall and Isles of Scilly","Outside London","SEO/HEO","20","15","[c]","[c]"
"In post","2023","Undeclared","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Cumbria","Outside London","AA/AO","70","60","23200","22150"
"In post","2023","Undeclared","Cumbria","Outside London","EO","25","20","[c]","[c]"
"In post","2023","Undeclared","Cumbria","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Cumbria","Outside London","SEO/HEO","25","20","[c]","[c]"
"In post","2023","Undeclared","Cumbria","Outside London","Unknown","15","10","[c]","[c]"
"In post","2023","Undeclared","Derbyshire and Nottinghamshire","Outside London","AA/AO","235","210","25070","22520"
"In post","2023","Undeclared","Derbyshire and Nottinghamshire","Outside London","EO","200","185","28770","28120"
"In post","2023","Undeclared","Derbyshire and Nottinghamshire","Outside London","G6/G7","80","80","61040","57970"
"In post","2023","Undeclared","Derbyshire and Nottinghamshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","235","225","38060","35330"
"In post","2023","Undeclared","Derbyshire and Nottinghamshire","Outside London","Unknown","45","45","33100","33860"
"In post","2023","Undeclared","Devon","Outside London","AA/AO","170","150","25940","22880"
"In post","2023","Undeclared","Devon","Outside London","EO","120","110","29080","28120"
"In post","2023","Undeclared","Devon","Outside London","G6/G7","25","20","[c]","[c]"
"In post","2023","Undeclared","Devon","Outside London","SEO/HEO","115","110","39600","38480"
"In post","2023","Undeclared","Devon","Outside London","Unknown","20","15","[c]","[c]"
"In post","2023","Undeclared","Dorset and Somerset","Outside London","AA/AO","125","110","26070","23950"
"In post","2023","Undeclared","Dorset and Somerset","Outside London","EO","105","95","29170","28120"
"In post","2023","Undeclared","Dorset and Somerset","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2023","Undeclared","Dorset and Somerset","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Dorset and Somerset","Outside London","SEO/HEO","105","100","38720","38100"
"In post","2023","Undeclared","Dorset and Somerset","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","East Anglia","Outside London","AA/AO","405","360","27120","24920"
"In post","2023","Undeclared","East Anglia","Outside London","EO","230","210","30300","28120"
"In post","2023","Undeclared","East Anglia","Outside London","G6/G7","65","65","60330","58250"
"In post","2023","Undeclared","East Anglia","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","East Anglia","Outside London","SEO/HEO","270","255","39360","37300"
"In post","2023","Undeclared","East Anglia","Outside London","Unknown","30","25","[c]","[c]"
"In post","2023","Undeclared","East Wales","Outside London","AA/AO","240","215","24160","22520"
"In post","2023","Undeclared","East Wales","Outside London","EO","235","220","29110","28480"
"In post","2023","Undeclared","East Wales","Outside London","G6/G7","80","80","60300","57970"
"In post","2023","Undeclared","East Wales","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","East Wales","Outside London","SEO/HEO","285","275","38690","37690"
"In post","2023","Undeclared","East Wales","Outside London","Unknown","25","25","[c]","[c]"
"In post","2023","Undeclared","East Yorkshire and Northern Lincolnshire","Outside London","AA/AO","135","120","28460","31780"
"In post","2023","Undeclared","East Yorkshire and Northern Lincolnshire","Outside London","EO","120","110","31200","28120"
"In post","2023","Undeclared","East Yorkshire and Northern Lincolnshire","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","East Yorkshire and Northern Lincolnshire","Outside London","SEO/HEO","75","70","38770","38330"
"In post","2023","Undeclared","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","Eastern Scotland","Outside London","AA/AO","150","135","22840","22150"
"In post","2023","Undeclared","Eastern Scotland","Outside London","EO","150","140","28880","28120"
"In post","2023","Undeclared","Eastern Scotland","Outside London","G6/G7","75","70","63510","65280"
"In post","2023","Undeclared","Eastern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Eastern Scotland","Outside London","SEO/HEO","165","160","39850","39590"
"In post","2023","Undeclared","Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Essex","Outside London","AA/AO","55","50","25490","24360"
"In post","2023","Undeclared","Essex","Outside London","EO","100","95","29620","30250"
"In post","2023","Undeclared","Essex","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Undeclared","Essex","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Essex","Outside London","SEO/HEO","55","55","39020","37520"
"In post","2023","Undeclared","Essex","Outside London","Unknown","15","10","[c]","[c]"
"In post","2023","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","245","225","24450","22220"
"In post","2023","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","260","240","28230","28080"
"In post","2023","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","395","380","58580","56180"
"In post","2023","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","20","20","[c]","[c]"
"In post","2023","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","755","715","38630","38790"
"In post","2023","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","115","110","44340","42620"
"In post","2023","Undeclared","Greater Manchester","Outside London","AA/AO","385","345","24500","22400"
"In post","2023","Undeclared","Greater Manchester","Outside London","EO","260","245","28880","28120"
"In post","2023","Undeclared","Greater Manchester","Outside London","G6/G7","155","150","58850","57970"
"In post","2023","Undeclared","Greater Manchester","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Greater Manchester","Outside London","SEO/HEO","385","370","37580","35690"
"In post","2023","Undeclared","Greater Manchester","Outside London","Unknown","45","45","30080","26840"
"In post","2023","Undeclared","Hampshire and Isle of Wight","Outside London","AA/AO","335","290","25300","22450"
"In post","2023","Undeclared","Hampshire and Isle of Wight","Outside London","EO","205","190","29660","28120"
"In post","2023","Undeclared","Hampshire and Isle of Wight","Outside London","G6/G7","80","75","62080","58080"
"In post","2023","Undeclared","Hampshire and Isle of Wight","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Hampshire and Isle of Wight","Outside London","SEO/HEO","280","265","38650","37140"
"In post","2023","Undeclared","Hampshire and Isle of Wight","Outside London","Unknown","35","30","32250","29050"
"In post","2023","Undeclared","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","185","165","26910","25340"
"In post","2023","Undeclared","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","85","85","30950","28480"
"In post","2023","Undeclared","Herefordshire, Worcestershire and Warwickshire","Outside London","G6/G7","15","10","[c]","[c]"
"In post","2023","Undeclared","Herefordshire, Worcestershire and Warwickshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","75","75","38900","38180"
"In post","2023","Undeclared","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Highlands and Islands","Outside London","AA/AO","20","20","[c]","[c]"
"In post","2023","Undeclared","Highlands and Islands","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Highlands and Islands","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Highlands and Islands","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Inner London - East","London","AA/AO","195","180","28720","26920"
"In post","2023","Undeclared","Inner London - East","London","EO","225","215","32750","32520"
"In post","2023","Undeclared","Inner London - East","London","G6/G7","260","250","65890","65230"
"In post","2023","Undeclared","Inner London - East","London","SCS level","30","25","[c]","[c]"
"In post","2023","Undeclared","Inner London - East","London","SEO/HEO","295","290","41780","40350"
"In post","2023","Undeclared","Inner London - East","London","Unknown","50","45","37070","33750"
"In post","2023","Undeclared","Inner London - West","London","AA/AO","265","245","27970","25610"
"In post","2023","Undeclared","Inner London - West","London","EO","365","350","31190","30270"
"In post","2023","Undeclared","Inner London - West","London","G6/G7","1225","1200","62300","60220"
"In post","2023","Undeclared","Inner London - West","London","SCS level","180","175","89760","81600"
"In post","2023","Undeclared","Inner London - West","London","SEO/HEO","1125","1105","40490","40750"
"In post","2023","Undeclared","Inner London - West","London","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Kent","Outside London","AA/AO","215","190","27010","25340"
"In post","2023","Undeclared","Kent","Outside London","EO","230","210","29900","28480"
"In post","2023","Undeclared","Kent","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Undeclared","Kent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Kent","Outside London","SEO/HEO","170","165","38980","38970"
"In post","2023","Undeclared","Kent","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","Undeclared","Lancashire","Outside London","AA/AO","390","345","25100","22520"
"In post","2023","Undeclared","Lancashire","Outside London","EO","275","245","29490","28120"
"In post","2023","Undeclared","Lancashire","Outside London","G6/G7","55","55","59400","57970"
"In post","2023","Undeclared","Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Lancashire","Outside London","SEO/HEO","195","185","38220","38180"
"In post","2023","Undeclared","Lancashire","Outside London","Unknown","35","35","31200","29050"
"In post","2023","Undeclared","Leicestershire, Rutland and Northamptonshire","Outside London","AA/AO","175","155","25210","22220"
"In post","2023","Undeclared","Leicestershire, Rutland and Northamptonshire","Outside London","EO","120","110","29550","28120"
"In post","2023","Undeclared","Leicestershire, Rutland and Northamptonshire","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","90","85","38530","37820"
"In post","2023","Undeclared","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","Lincolnshire","Outside London","AA/AO","95","85","25420","23230"
"In post","2023","Undeclared","Lincolnshire","Outside London","EO","75","75","30250","28120"
"In post","2023","Undeclared","Lincolnshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Lincolnshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Lincolnshire","Outside London","SEO/HEO","55","55","39000","38410"
"In post","2023","Undeclared","Lincolnshire","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Merseyside","Outside London","AA/AO","280","250","23710","22400"
"In post","2023","Undeclared","Merseyside","Outside London","EO","245","225","28100","28120"
"In post","2023","Undeclared","Merseyside","Outside London","G6/G7","85","85","59500","57970"
"In post","2023","Undeclared","Merseyside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Merseyside","Outside London","SEO/HEO","235","225","38270","37680"
"In post","2023","Undeclared","Merseyside","Outside London","Unknown","40","35","29860","27060"
"In post","2023","Undeclared","North Eastern Scotland","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","North Eastern Scotland","Outside London","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","North Eastern Scotland","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","North Eastern Scotland","Outside London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","North Yorkshire","Outside London","AA/AO","95","90","25930","22190"
"In post","2023","Undeclared","North Yorkshire","Outside London","EO","60","60","28400","27620"
"In post","2023","Undeclared","North Yorkshire","Outside London","G6/G7","45","45","57940","55570"
"In post","2023","Undeclared","North Yorkshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","North Yorkshire","Outside London","SEO/HEO","120","115","36270","36450"
"In post","2023","Undeclared","North Yorkshire","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","Outside London","AA/AO","85","80","22350","22520"
"In post","2023","Undeclared","Northern Ireland","Outside London","EO","30","30","28200","28110"
"In post","2023","Undeclared","Northern Ireland","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","Outside London","SEO/HEO","80","75","36390","35000"
"In post","2023","Undeclared","Northumberland, and Tyne and Wear","Outside London","AA/AO","365","315","22090","22500"
"In post","2023","Undeclared","Northumberland, and Tyne and Wear","Outside London","EO","240","225","27840","28120"
"In post","2023","Undeclared","Northumberland, and Tyne and Wear","Outside London","G6/G7","120","115","58120","57970"
"In post","2023","Undeclared","Northumberland, and Tyne and Wear","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northumberland, and Tyne and Wear","Outside London","SEO/HEO","295","285","37600","35000"
"In post","2023","Undeclared","Northumberland, and Tyne and Wear","Outside London","Unknown","35","30","30870","29050"
"In post","2023","Undeclared","Outer London - East and North East","London","AA/AO","130","120","29030","27830"
"In post","2023","Undeclared","Outer London - East and North East","London","EO","100","90","34270","32520"
"In post","2023","Undeclared","Outer London - East and North East","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Outer London - East and North East","London","SEO/HEO","35","35","43190","41280"
"In post","2023","Undeclared","Outer London - East and North East","London","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Outer London - South","London","AA/AO","75","65","26180","26400"
"In post","2023","Undeclared","Outer London - South","London","EO","155","145","31770","31950"
"In post","2023","Undeclared","Outer London - South","London","G6/G7","120","115","66470","65230"
"In post","2023","Undeclared","Outer London - South","London","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Outer London - South","London","SEO/HEO","220","210","41130","39790"
"In post","2023","Undeclared","Outer London - South","London","Unknown","25","25","[c]","[c]"
"In post","2023","Undeclared","Outer London - West and North West","London","AA/AO","155","140","26990","25480"
"In post","2023","Undeclared","Outer London - West and North West","London","EO","200","180","31750","31950"
"In post","2023","Undeclared","Outer London - West and North West","London","G6/G7","150","145","61890","59400"
"In post","2023","Undeclared","Outer London - West and North West","London","SCS level","25","20","[c]","[c]"
"In post","2023","Undeclared","Outer London - West and North West","London","SEO/HEO","235","225","41370","40880"
"In post","2023","Undeclared","Outer London - West and North West","London","Unknown","20","15","[c]","[c]"
"In post","2023","Undeclared","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","Overseas","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Overseas","Overseas","G6/G7","50","50","63170","59530"
"In post","2023","Undeclared","Overseas","Overseas","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Overseas","Overseas","SEO/HEO","55","55","44600","41120"
"In post","2023","Undeclared","Overseas","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Shropshire and Staffordshire","Outside London","AA/AO","215","190","25960","24090"
"In post","2023","Undeclared","Shropshire and Staffordshire","Outside London","EO","185","170","30040","28190"
"In post","2023","Undeclared","Shropshire and Staffordshire","Outside London","G6/G7","45","45","60850","57970"
"In post","2023","Undeclared","Shropshire and Staffordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Shropshire and Staffordshire","Outside London","SEO/HEO","150","145","39860","39600"
"In post","2023","Undeclared","Shropshire and Staffordshire","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","South Yorkshire","Outside London","AA/AO","140","125","25200","22400"
"In post","2023","Undeclared","South Yorkshire","Outside London","EO","135","125","29880","28120"
"In post","2023","Undeclared","South Yorkshire","Outside London","G6/G7","65","60","57240","54470"
"In post","2023","Undeclared","South Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","South Yorkshire","Outside London","SEO/HEO","200","190","37450","37590"
"In post","2023","Undeclared","South Yorkshire","Outside London","Unknown","30","30","31720","30810"
"In post","2023","Undeclared","Southern Scotland","Outside London","AA/AO","65","60","22950","22520"
"In post","2023","Undeclared","Southern Scotland","Outside London","EO","35","35","28760","28120"
"In post","2023","Undeclared","Southern Scotland","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Undeclared","Southern Scotland","Outside London","SEO/HEO","30","25","38020","36090"
"In post","2023","Undeclared","Surrey, East and West Sussex","Outside London","AA/AO","215","195","27390","25340"
"In post","2023","Undeclared","Surrey, East and West Sussex","Outside London","EO","150","135","30340","28480"
"In post","2023","Undeclared","Surrey, East and West Sussex","Outside London","G6/G7","55","55","61580","58880"
"In post","2023","Undeclared","Surrey, East and West Sussex","Outside London","SCS level","10","5","[c]","[c]"
"In post","2023","Undeclared","Surrey, East and West Sussex","Outside London","SEO/HEO","160","150","40000","40260"
"In post","2023","Undeclared","Surrey, East and West Sussex","Outside London","Unknown","35","30","34130","32050"
"In post","2023","Undeclared","Tees Valley and Durham","Outside London","AA/AO","345","290","27780","27490"
"In post","2023","Undeclared","Tees Valley and Durham","Outside London","EO","180","165","30670","28120"
"In post","2023","Undeclared","Tees Valley and Durham","Outside London","G6/G7","35","30","55680","52920"
"In post","2023","Undeclared","Tees Valley and Durham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Tees Valley and Durham","Outside London","SEO/HEO","140","135","38350","38120"
"In post","2023","Undeclared","Tees Valley and Durham","Outside London","Unknown","35","30","31060","29050"
"In post","2023","Undeclared","Unknown","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","EO","20","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","West Central Scotland","Outside London","AA/AO","265","245","23490","22220"
