"Status","Year","Age","Disability","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","20-29","Declared disabled","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Human Resources","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Human Resources","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","No function","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","No function","East of England","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","No function","London","140","[c]","36170","34310"
"Leaver Dept.","2023","20-29","Declared disabled","No function","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","No function","North West (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","No function","Scotland","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","No function","South East (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","No function","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","No function","Wales","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","No function","West Midlands (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","No function","Yorkshire and The Humber","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Analysis","London","110","[c]","39180","35410"
"Leaver Dept.","2023","20-29","Declared non-disabled","Analysis","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Analysis","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Analysis","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Analysis","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Analysis","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Commercial","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Communications","London","40","[c]","36160","35240"
"Leaver Dept.","2023","20-29","Declared non-disabled","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Counter Fraud","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Counter Fraud","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Counter Fraud","North West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Counter Fraud","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Counter Fraud","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Counter Fraud","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Debt","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Debt","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Debt","Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Debt","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Debt","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Digital, Data & Technology","London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Digital, Data & Technology","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Digital, Data & Technology","North West (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Digital, Data & Technology","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Digital, Data & Technology","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Finance","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Finance","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Finance","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Grants Management","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Human Resources","London","65","[c]","33730","32000"
"Leaver Dept.","2023","20-29","Declared non-disabled","Human Resources","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Human Resources","North West (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Human Resources","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Human Resources","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Human Resources","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Human Resources","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Human Resources","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Legal","London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Legal","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Legal","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","No function","East Midlands (England)","35","[c]","24930","23290"
"Leaver Dept.","2023","20-29","Declared non-disabled","No function","East of England","40","[c]","28260","28120"
"Leaver Dept.","2023","20-29","Declared non-disabled","No function","London","910","[c]","36830","34550"
"Leaver Dept.","2023","20-29","Declared non-disabled","No function","North East (England)","65","[c]","24130","21690"
"Leaver Dept.","2023","20-29","Declared non-disabled","No function","North West (England)","205","[c]","26170","25890"
"Leaver Dept.","2023","20-29","Declared non-disabled","No function","Northern Ireland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","No function","Scotland","105","[c]","25890","25880"
"Leaver Dept.","2023","20-29","Declared non-disabled","No function","South East (England)","75","[c]","27230","27960"
"Leaver Dept.","2023","20-29","Declared non-disabled","No function","South West (England)","65","[c]","25880","26050"
"Leaver Dept.","2023","20-29","Declared non-disabled","No function","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","No function","Wales","65","[c]","25140","25720"
"Leaver Dept.","2023","20-29","Declared non-disabled","No function","West Midlands (England)","100","[c]","26830","27570"
"Leaver Dept.","2023","20-29","Declared non-disabled","No function","Yorkshire and The Humber","95","[c]","27900","27570"
"Leaver Dept.","2023","20-29","Declared non-disabled","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Project Delivery","London","40","[c]","36130","35220"
"Leaver Dept.","2023","20-29","Declared non-disabled","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Project Delivery","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Project Delivery","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Property","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Security","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Security","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","London","55","[c]","35670","34900"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","Scotland","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Analysis","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Debt","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Debt","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Finance","North West (England)","[c]","[c]","[c]","[c]"
