"Status","Year","Function_of_post","Profession_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Digital, Data and Technology","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Wales and The Valleys","Central Valleys","5","5","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Yorkshire","Leeds","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","East Wales","Monmouthshire and Newport","115","110","37120","31560"
"In post","2023","Analysis","Economics","Eastern Scotland","City of Edinburgh","10","10","47050","34620"
"In post","2023","Analysis","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","10","10","43520","43250"
"In post","2023","Analysis","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Greater Manchester","Greater Manchester South West","55","55","38490","34700"
"In post","2023","Analysis","Economics","Greater Manchester","Manchester","35","35","41000","39620"
"In post","2023","Analysis","Economics","Hampshire and Isle of Wight","South Hampshire","25","25","36760","31560"
"In post","2023","Analysis","Economics","Inner London - East","Hackney and Newham","30","30","46340","39450"
"In post","2023","Analysis","Economics","Inner London - East","Tower Hamlets","220","215","59030","55950"
"In post","2023","Analysis","Economics","Inner London - West","Camden and City of London","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Inner London - West","Westminster","1080","1060","49440","53550"
"In post","2023","Analysis","Economics","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Merseyside","Liverpool","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","North Yorkshire","York","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Northumberland, and Tyne and Wear","Tyneside","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Outer London - South","Croydon","15","15","57870","61260"
"In post","2023","Analysis","Economics","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","South Yorkshire","Sheffield","20","20","50360","52060"
"In post","2023","Analysis","Economics","Southern Scotland","South Lanarkshire","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Tees Valley and Durham","Darlington","45","45","35050","30510"
"In post","2023","Analysis","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Central Scotland","Glasgow City","15","15","52020","51830"
"In post","2023","Analysis","Economics","West Midlands","Birmingham","35","35","50730","38760"
"In post","2023","Analysis","Economics","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Yorkshire","Leeds","25","25","41720","36040"
"In post","2023","Analysis","Economics","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Derbyshire and Nottinghamshire","Nottingham","5","5","[c]","[c]"
"In post","2023","Analysis","Finance","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Outer London - South","Croydon","5","5","[c]","[c]"
"In post","2023","Analysis","Finance","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","Inner London - West","Westminster","10","10","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East Wales","Monmouthshire and Newport","30","30","34720","31750"
"In post","2023","Analysis","Intelligence Analysis","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","15","15","37590","30650"
"In post","2023","Analysis","Intelligence Analysis","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Inner London - East","Hackney and Newham","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Inner London - East","Tower Hamlets","30","30","57490","55950"
"In post","2023","Analysis","Intelligence Analysis","Inner London - West","Westminster","10","10","44450","43210"
"In post","2023","Analysis","Intelligence Analysis","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Merseyside","Sefton","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Midlands","Birmingham","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","International Trade","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Devon","Plymouth","5","5","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Inner London - East","Tower Hamlets","5","5","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Inner London - West","Westminster","25","20","52000","49940"
"In post","2023","Analysis","Knowledge and Information Management","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Legal","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Cumbria","East Cumbria","10","10","33400","33810"
"In post","2023","Analysis","Operational Delivery","Cumbria","West Cumbria","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Devon","Devon CC","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Wales","Monmouthshire and Newport","345","330","33920","31660"
"In post","2023","Analysis","Operational Delivery","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Greater Manchester","Greater Manchester South West","10","10","38920","35330"
"In post","2023","Analysis","Operational Delivery","Greater Manchester","Manchester","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Hampshire and Isle of Wight","South Hampshire","110","105","33570","31060"
"In post","2023","Analysis","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Inner London - East","Hackney and Newham","10","10","34240","34270"
"In post","2023","Analysis","Operational Delivery","Inner London - East","Tower Hamlets","45","45","29010","27840"
"In post","2023","Analysis","Operational Delivery","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Inner London - West","Westminster","60","60","42130","35860"
"In post","2023","Analysis","Operational Delivery","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Merseyside","Liverpool","20","20","41940","39190"
"In post","2023","Analysis","Operational Delivery","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North Yorkshire","York","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Northumberland, and Tyne and Wear","Tyneside","15","15","34260","34170"
"In post","2023","Analysis","Operational Delivery","Outer London - South","Croydon","20","20","42100","36310"
"In post","2023","Analysis","Operational Delivery","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South Yorkshire","Sheffield","15","15","37830","32160"
"In post","2023","Analysis","Operational Delivery","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Tees Valley and Durham","Darlington","15","15","37910","31560"
"In post","2023","Analysis","Operational Delivery","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Yorkshire","Leeds","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Derbyshire and Nottinghamshire","Nottingham","10","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Wales","Monmouthshire and Newport","15","15","35570","33110"
"In post","2023","Analysis","Operational Research","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","20","20","36160","34020"
"In post","2023","Analysis","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","30","30","43960","49260"
"In post","2023","Analysis","Operational Research","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Greater Manchester","Greater Manchester South West","40","35","49140","42510"
"In post","2023","Analysis","Operational Research","Greater Manchester","Manchester","20","20","39600","35130"
"In post","2023","Analysis","Operational Research","Hampshire and Isle of Wight","Central Hampshire","165","160","42400","39890"
"In post","2023","Analysis","Operational Research","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Inner London - East","Hackney and Newham","20","20","48330","45560"
"In post","2023","Analysis","Operational Research","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Inner London - East","Tower Hamlets","80","75","51270","47680"
"In post","2023","Analysis","Operational Research","Inner London - West","Westminster","195","190","51370","48570"
"In post","2023","Analysis","Operational Research","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Merseyside","Liverpool","20","20","49640","55780"
"In post","2023","Analysis","Operational Research","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Northumberland, and Tyne and Wear","Tyneside","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","Outer London - South","Croydon","25","25","51380","46560"
"In post","2023","Analysis","Operational Research","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South Yorkshire","Sheffield","50","45","46110","43690"
"In post","2023","Analysis","Operational Research","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Tees Valley and Durham","Darlington","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands","Birmingham","10","10","32230","32670"
"In post","2023","Analysis","Operational Research","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Yorkshire","Leeds","35","35","40520","37680"
"In post","2023","Analysis","Other","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Derbyshire and Nottinghamshire","Nottingham","15","15","38380","35840"
"In post","2023","Analysis","Other","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Dorset and Somerset","Dorset","10","10","35540","26190"
"In post","2023","Analysis","Other","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East Anglia","Suffolk CC","35","35","38430","37310"
"In post","2023","Analysis","Other","East Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2023","Analysis","Other","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Eastern Scotland","City of Edinburgh","15","10","70680","70000"
"In post","2023","Analysis","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
