"Status","Year","Ethnicity","Region_ITL1","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","North West (England)","Lancashire","Unknown","120","105","25570","22520"
"In post","2023","Asian","North West (England)","Merseyside","Heterosexual / straight","205","190","32620","27980"
"In post","2023","Asian","North West (England)","Merseyside","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","North West (England)","Merseyside","Undeclared","20","15","[c]","[c]"
"In post","2023","Asian","North West (England)","Merseyside","Unknown","30","30","32420","28100"
"In post","2023","Asian","Northern Ireland","Northern Ireland","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","Overseas","Heterosexual / straight","135","135","50050","52400"
"In post","2023","Asian","Overseas","Overseas","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","Overseas","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Scotland","Eastern Scotland","Heterosexual / straight","255","245","36260","32510"
"In post","2023","Asian","Scotland","Eastern Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Scotland","Eastern Scotland","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Scotland","Eastern Scotland","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Scotland","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","North Eastern Scotland","Heterosexual / straight","30","30","44940","41120"
"In post","2023","Asian","Scotland","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Southern Scotland","Heterosexual / straight","50","45","30960","22520"
"In post","2023","Asian","Scotland","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Southern Scotland","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Scotland","West Central Scotland","Heterosexual / straight","345","325","32170","28120"
"In post","2023","Asian","Scotland","West Central Scotland","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Scotland","West Central Scotland","Undeclared","20","15","[c]","[c]"
"In post","2023","Asian","Scotland","West Central Scotland","Unknown","35","30","33060","28310"
"In post","2023","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","525","490","32960","30880"
"In post","2023","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","35","30","29210","29120"
"In post","2023","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","65","55","32020","28120"
"In post","2023","Asian","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","330","305","32140","28120"
"In post","2023","Asian","South East (England)","Hampshire and Isle of Wight","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","South East (England)","Hampshire and Isle of Wight","Undeclared","20","15","[c]","[c]"
"In post","2023","Asian","South East (England)","Hampshire and Isle of Wight","Unknown","30","25","26380","26750"
"In post","2023","Asian","South East (England)","Kent","Heterosexual / straight","150","140","30560","31280"
"In post","2023","Asian","South East (England)","Kent","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","South East (England)","Kent","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","South East (England)","Kent","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","335","315","33100","30210"
"In post","2023","Asian","South East (England)","Surrey, East and West Sussex","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","South East (England)","Surrey, East and West Sussex","Undeclared","20","20","[c]","[c]"
"In post","2023","Asian","South East (England)","Surrey, East and West Sussex","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South West (England)","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South West (England)","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South West (England)","Devon","Heterosexual / straight","65","60","35570","32690"
"In post","2023","Asian","South West (England)","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South West (England)","Devon","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","South West (England)","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South West (England)","Dorset and Somerset","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Asian","South West (England)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South West (England)","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South West (England)","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","740","705","36900","33990"
"In post","2023","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","20","20","[c]","[c]"
"In post","2023","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","35","30","38490","38180"
"In post","2023","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","45","40","32350","28130"
"In post","2023","Asian","Unknown","Unknown","Heterosexual / straight","65","60","33770","28120"
"In post","2023","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wales","East Wales","Heterosexual / straight","400","385","34750","31060"
"In post","2023","Asian","Wales","East Wales","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Wales","East Wales","Undeclared","25","25","[c]","[c]"
"In post","2023","Asian","Wales","East Wales","Unknown","40","40","34030","29130"
"In post","2023","Asian","Wales","West Wales and The Valleys","Heterosexual / straight","150","140","30090","26960"
"In post","2023","Asian","Wales","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wales","West Wales and The Valleys","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Wales","West Wales and The Valleys","Unknown","10","5","[c]","[c]"
"In post","2023","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","175","160","29800","28120"
"In post","2023","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Undeclared","10","5","[c]","[c]"
"In post","2023","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","335","325","35640","32420"
"In post","2023","Asian","West Midlands (England)","Shropshire and Staffordshire","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","West Midlands (England)","Shropshire and Staffordshire","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","West Midlands (England)","Shropshire and Staffordshire","Unknown","35","30","34460","32920"
"In post","2023","Asian","West Midlands (England)","West Midlands","Heterosexual / straight","4015","3775","30260","28120"
"In post","2023","Asian","West Midlands (England)","West Midlands","LGBO","65","60","29130","25830"
"In post","2023","Asian","West Midlands (England)","West Midlands","Undeclared","230","210","28100","27890"
"In post","2023","Asian","West Midlands (England)","West Midlands","Unknown","460","415","29290","28120"
"In post","2023","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","35","35","31500","28500"
"In post","2023","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","75","70","32850","28120"
"In post","2023","Asian","Yorkshire and The Humber","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","North Yorkshire","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","450","420","31500","27620"
"In post","2023","Asian","Yorkshire and The Humber","South Yorkshire","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","South Yorkshire","Undeclared","25","25","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","South Yorkshire","Unknown","30","25","29120","25750"
"In post","2023","Asian","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","2160","2015","30340","28120"
"In post","2023","Asian","Yorkshire and The Humber","West Yorkshire","LGBO","50","45","27440","24110"
"In post","2023","Asian","Yorkshire and The Humber","West Yorkshire","Undeclared","105","95","30110","27810"
"In post","2023","Asian","Yorkshire and The Humber","West Yorkshire","Unknown","290","255","29850","28120"
"In post","2023","Black","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","365","350","29960","28120"
"In post","2023","Black","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","10","10","[c]","[c]"
"In post","2023","Black","East Midlands (England)","Derbyshire and Nottinghamshire","Undeclared","10","10","[c]","[c]"
"In post","2023","Black","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","40","40","29600","28120"
"In post","2023","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","190","175","28240","27190"
"In post","2023","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","5","5","[c]","[c]"
"In post","2023","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Undeclared","5","5","[c]","[c]"
"In post","2023","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","5","5","[c]","[c]"
"In post","2023","Black","East Midlands (England)","Lincolnshire","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Black","East Midlands (England)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Midlands (England)","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","230","220","32540","30830"
"In post","2023","Black","East of England","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","East of England","Bedfordshire and Hertfordshire","Undeclared","20","20","[c]","[c]"
"In post","2023","Black","East of England","Bedfordshire and Hertfordshire","Unknown","20","20","[c]","[c]"
"In post","2023","Black","East of England","East Anglia","Heterosexual / straight","115","110","31480","28880"
"In post","2023","Black","East of England","East Anglia","LGBO","5","5","[c]","[c]"
"In post","2023","Black","East of England","East Anglia","Undeclared","10","10","[c]","[c]"
"In post","2023","Black","East of England","East Anglia","Unknown","10","10","[c]","[c]"
"In post","2023","Black","East of England","Essex","Heterosexual / straight","185","175","31720","31280"
"In post","2023","Black","East of England","Essex","LGBO","5","5","[c]","[c]"
"In post","2023","Black","East of England","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","East of England","Essex","Unknown","10","5","[c]","[c]"
"In post","2023","Black","London","Inner London - East","Heterosexual / straight","2100","2025","36460","32520"
"In post","2023","Black","London","Inner London - East","LGBO","50","45","38750","32530"
"In post","2023","Black","London","Inner London - East","Undeclared","150","145","35490","32790"
"In post","2023","Black","London","Inner London - East","Unknown","335","310","35510","32520"
"In post","2023","Black","London","Inner London - West","Heterosexual / straight","3695","3615","40200","35910"
"In post","2023","Black","London","Inner London - West","LGBO","120","115","43070","39190"
"In post","2023","Black","London","Inner London - West","Undeclared","200","190","38530","34540"
"In post","2023","Black","London","Inner London - West","Unknown","285","265","37080","32520"
"In post","2023","Black","London","Outer London - East and North East","Heterosexual / straight","680","650","33200","32520"
"In post","2023","Black","London","Outer London - East and North East","LGBO","15","15","[c]","[c]"
"In post","2023","Black","London","Outer London - East and North East","Undeclared","35","35","28810","26630"
"In post","2023","Black","London","Outer London - East and North East","Unknown","85","75","29960","31100"
"In post","2023","Black","London","Outer London - South","Heterosexual / straight","1560","1495","35400","32520"
"In post","2023","Black","London","Outer London - South","LGBO","20","20","[c]","[c]"
"In post","2023","Black","London","Outer London - South","Undeclared","75","70","36260","31980"
"In post","2023","Black","London","Outer London - South","Unknown","90","90","35800","32540"
"In post","2023","Black","London","Outer London - West and North West","Heterosexual / straight","710","675","33340","32520"
"In post","2023","Black","London","Outer London - West and North West","LGBO","5","5","[c]","[c]"
"In post","2023","Black","London","Outer London - West and North West","Undeclared","40","40","35010","32520"
"In post","2023","Black","London","Outer London - West and North West","Unknown","55","50","38350","32520"
"In post","2023","Black","North East (England)","Northumberland, and Tyne and Wear","Heterosexual / straight","135","130","31460","28120"
"In post","2023","Black","North East (England)","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","North East (England)","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","North East (England)","Northumberland, and Tyne and Wear","Unknown","10","10","[c]","[c]"
"In post","2023","Black","North East (England)","Tees Valley and Durham","Heterosexual / straight","50","45","32530","30920"
"In post","2023","Black","North East (England)","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","North East (England)","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","North East (England)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Cheshire","Heterosexual / straight","35","35","34200","30740"
"In post","2023","Black","North West (England)","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Cumbria","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Black","North West (England)","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Greater Manchester","Heterosexual / straight","645","620","31610","28120"
"In post","2023","Black","North West (England)","Greater Manchester","LGBO","15","15","[c]","[c]"
"In post","2023","Black","North West (England)","Greater Manchester","Undeclared","30","30","30290","28120"
"In post","2023","Black","North West (England)","Greater Manchester","Unknown","45","45","31490","27890"
"In post","2023","Black","North West (England)","Lancashire","Heterosexual / straight","60","55","30370","28120"
"In post","2023","Black","North West (England)","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Lancashire","Unknown","5","5","[c]","[c]"
"In post","2023","Black","North West (England)","Merseyside","Heterosexual / straight","140","135","30290","26770"
"In post","2023","Black","North West (England)","Merseyside","LGBO","10","10","[c]","[c]"
"In post","2023","Black","North West (England)","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Merseyside","Unknown","15","15","[c]","[c]"
"In post","2023","Black","Northern Ireland","Northern Ireland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Black","Northern Ireland","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","Overseas","Heterosexual / straight","60","60","47040","40550"
"In post","2023","Black","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","Black","Scotland","Eastern Scotland","Heterosexual / straight","120","115","33550","29100"
"In post","2023","Black","Scotland","Eastern Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","Black","Scotland","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Eastern Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Scotland","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","North Eastern Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Black","Scotland","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Southern Scotland","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Black","Scotland","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Southern Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Scotland","West Central Scotland","Heterosexual / straight","165","160","30420","28120"
"In post","2023","Black","Scotland","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","West Central Scotland","Unknown","10","10","[c]","[c]"
"In post","2023","Black","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","270","260","31770","31270"
"In post","2023","Black","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","5","5","[c]","[c]"
"In post","2023","Black","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","20","15","[c]","[c]"
"In post","2023","Black","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","15","15","[c]","[c]"
"In post","2023","Black","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","165","155","31310","28130"
"In post","2023","Black","South East (England)","Hampshire and Isle of Wight","LGBO","5","5","[c]","[c]"
"In post","2023","Black","South East (England)","Hampshire and Isle of Wight","Undeclared","5","5","[c]","[c]"
"In post","2023","Black","South East (England)","Hampshire and Isle of Wight","Unknown","10","5","[c]","[c]"
"In post","2023","Black","South East (England)","Kent","Heterosexual / straight","200","190","32230","31280"
"In post","2023","Black","South East (England)","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","South East (England)","Kent","Undeclared","5","5","[c]","[c]"
"In post","2023","Black","South East (England)","Kent","Unknown","10","10","[c]","[c]"
"In post","2023","Black","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","240","225","32540","31280"
"In post","2023","Black","South East (England)","Surrey, East and West Sussex","LGBO","10","10","[c]","[c]"
"In post","2023","Black","South East (England)","Surrey, East and West Sussex","Undeclared","10","10","[c]","[c]"
"In post","2023","Black","South East (England)","Surrey, East and West Sussex","Unknown","15","15","[c]","[c]"
"In post","2023","Black","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Black","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","South West (England)","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","South West (England)","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","South West (England)","Devon","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Black","South West (England)","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","South West (England)","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","South West (England)","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","South West (England)","Dorset and Somerset","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Black","South West (England)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","South West (England)","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
