"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","65+","Tax","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","AA/AO","AA","35","[c]","25150","24890"
"Leaver CS","2023","65+","Unknown","AA/AO","AO","60","[c]","26170","27170"
"Leaver CS","2023","65+","Unknown","EO","EO","45","[c]","30750","31480"
"Leaver CS","2023","65+","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","G6/G7","G7","25","[c]","59060","56200"
"Leaver CS","2023","65+","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SEO/HEO","HEO","45","[c]","36810","38280"
"Leaver CS","2023","65+","Unknown","SEO/HEO","SEO","20","[c]","46810","48560"
"Leaver CS","2023","65+","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Veterinarian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Veterinarian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","EO","EO","55","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Operational Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Operational Delivery","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","EO","EO","20","[c]","27970","27900"
"Leaver Dept.","2023","20-29","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","SEO/HEO","HEO","25","[c]","32290","32000"
"Leaver Dept.","2023","20-29","Commercial","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","EO","EO","20","[c]","28100","29280"
"Leaver Dept.","2023","20-29","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","SEO/HEO","HEO","65","[c]","33310","33210"
"Leaver Dept.","2023","20-29","Communications","SEO/HEO","SEO","15","[c]","42470","42600"
"Leaver Dept.","2023","20-29","Counter Fraud","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","EO","EO","45","[c]","28970","28120"
"Leaver Dept.","2023","20-29","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data and Technology","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data and Technology","EO","EO","30","[c]","27310","27570"
"Leaver Dept.","2023","20-29","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data and Technology","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data and Technology","SEO/HEO","HEO","70","[c]","32160","32000"
"Leaver Dept.","2023","20-29","Digital, Data and Technology","SEO/HEO","SEO","35","[c]","41790","41200"
"Leaver Dept.","2023","20-29","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Economics","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Economics","G6/G7","G7","15","[c]","55960","55370"
"Leaver Dept.","2023","20-29","Economics","SEO/HEO","HEO","65","[c]","33770","33630"
"Leaver Dept.","2023","20-29","Economics","SEO/HEO","SEO","20","[c]","40520","39260"
"Leaver Dept.","2023","20-29","Finance","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","EO","EO","20","[c]","28170","28120"
"Leaver Dept.","2023","20-29","Finance","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","SEO/HEO","HEO","65","[c]","33470","33250"
"Leaver Dept.","2023","20-29","Finance","SEO/HEO","SEO","15","[c]","40130","40000"
"Leaver Dept.","2023","20-29","Geography","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Geography","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","AA/AO","AO","15","[c]","23170","22220"
"Leaver Dept.","2023","20-29","Human Resources","EO","EO","30","[c]","26920","26480"
"Leaver Dept.","2023","20-29","Human Resources","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","SEO/HEO","HEO","60","[c]","32460","32080"
"Leaver Dept.","2023","20-29","Human Resources","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Intelligence Analysis","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","International Trade","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","International Trade","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","International Trade","SEO/HEO","HEO","15","[c]","32910","31960"
"Leaver Dept.","2023","20-29","International Trade","SEO/HEO","SEO","10","[c]","40000","39860"
"Leaver Dept.","2023","20-29","Knowledge and Information Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Knowledge and Information Management","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Knowledge and Information Management","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Operational Delivery","AA/AO","AA","40","[c]","20590","19930"
"Leaver Dept.","2023","20-29","Operational Delivery","AA/AO","AO","750","[c]","22440","21780"
"Leaver Dept.","2023","20-29","Operational Delivery","EO","EO","680","[c]","28400","28120"
"Leaver Dept.","2023","20-29","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Operational Delivery","G6/G7","G7","15","[c]","55270","54370"
"Leaver Dept.","2023","20-29","Operational Delivery","SEO/HEO","HEO","170","[c]","32980","33270"
"Leaver Dept.","2023","20-29","Operational Delivery","SEO/HEO","SEO","60","[c]","40630","40650"
"Leaver Dept.","2023","20-29","Operational Delivery","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Operational Research","SEO/HEO","HEO","15","[c]","33770","33710"
"Leaver Dept.","2023","20-29","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other","AA/AO","AO","15","[c]","22500","21690"
"Leaver Dept.","2023","20-29","Other","EO","EO","35","[c]","28600","28670"
"Leaver Dept.","2023","20-29","Other","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other","SEO/HEO","HEO","45","[c]","34180","34170"
"Leaver Dept.","2023","20-29","Other","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Policy","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Policy","EO","EO","135","[c]","28310","28120"
"Leaver Dept.","2023","20-29","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Policy","G6/G7","G7","140","[c]","54850","54420"
"Leaver Dept.","2023","20-29","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Policy","SEO/HEO","HEO","440","[c]","34390","34030"
"Leaver Dept.","2023","20-29","Policy","SEO/HEO","SEO","180","[c]","41080","41260"
"Leaver Dept.","2023","20-29","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","EO","EO","25","[c]","27520","26960"
"Leaver Dept.","2023","20-29","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","SEO/HEO","HEO","120","[c]","33180","33250"
"Leaver Dept.","2023","20-29","Project Delivery","SEO/HEO","SEO","25","[c]","40220","41440"
"Leaver Dept.","2023","20-29","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Psychology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Science and Engineering","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Science and Engineering","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Science and Engineering","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Science and Engineering","SEO/HEO","HEO","30","[c]","31150","31880"
"Leaver Dept.","2023","20-29","Science and Engineering","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","AA/AO","AA","10","[c]","23830","22960"
"Leaver Dept.","2023","20-29","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Research","SEO/HEO","HEO","25","[c]","32810","32580"
"Leaver Dept.","2023","20-29","Social Research","SEO/HEO","SEO","10","[c]","42240","42710"
"Leaver Dept.","2023","20-29","Statistics","EO","EO","10","[c]","29340","29690"
"Leaver Dept.","2023","20-29","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Statistics","SEO/HEO","HEO","85","[c]","32750","33170"
"Leaver Dept.","2023","20-29","Statistics","SEO/HEO","SEO","20","[c]","43460","43610"
"Leaver Dept.","2023","20-29","Tax","AA/AO","AO","65","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","EO","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","AA/AO","AO","45","[c]","23150","21780"
"Leaver Dept.","2023","20-29","Unknown","EO","EO","195","[c]","27690","27500"
"Leaver Dept.","2023","20-29","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","G6/G7","G7","90","[c]","55500","54700"
"Leaver Dept.","2023","20-29","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","SEO/HEO","HEO","515","[c]","33330","32960"
"Leaver Dept.","2023","20-29","Unknown","SEO/HEO","SEO","120","[c]","41160","41870"
"Leaver Dept.","2023","20-29","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","G6/G7","G7","10","[c]","47180","47330"
"Leaver Dept.","2023","30-39","Commercial","SEO/HEO","HEO","20","[c]","32670","31660"
"Leaver Dept.","2023","30-39","Commercial","SEO/HEO","SEO","35","[c]","40710","40490"
"Leaver Dept.","2023","30-39","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","G6/G7","G7","15","[c]","55540","55850"
"Leaver Dept.","2023","30-39","Communications","SEO/HEO","HEO","35","[c]","35260","33570"
"Leaver Dept.","2023","30-39","Communications","SEO/HEO","SEO","30","[c]","43040","43090"
"Leaver Dept.","2023","30-39","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","EO","EO","30","[c]","28950","28120"
"Leaver Dept.","2023","30-39","Counter Fraud","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","EO","EO","20","[c]","27460","27050"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","G6/G7","G7","40","[c]","55080","54570"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","SEO/HEO","HEO","65","[c]","33220","33210"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","SEO/HEO","SEO","65","[c]","40540","40020"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Economics","G6/G7","G7","20","[c]","55900","54860"
"Leaver Dept.","2023","30-39","Economics","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","EO","EO","20","[c]","27660","26900"
"Leaver Dept.","2023","30-39","Finance","G6/G7","G6","10","[c]","66710","64700"
"Leaver Dept.","2023","30-39","Finance","G6/G7","G7","30","[c]","52490","51920"
"Leaver Dept.","2023","30-39","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","SEO/HEO","HEO","20","[c]","33650","33430"
"Leaver Dept.","2023","30-39","Finance","SEO/HEO","SEO","35","[c]","41690","41870"
"Leaver Dept.","2023","30-39","Human Resources","AA/AO","AO","30","[c]","21770","21920"
"Leaver Dept.","2023","30-39","Human Resources","EO","EO","20","[c]","26750","26750"
"Leaver Dept.","2023","30-39","Human Resources","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","G6/G7","G7","25","[c]","55600","55500"
"Leaver Dept.","2023","30-39","Human Resources","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","SEO/HEO","HEO","55","[c]","32990","31830"
"Leaver Dept.","2023","30-39","Human Resources","SEO/HEO","SEO","50","[c]","42020","41510"
"Leaver Dept.","2023","30-39","Intelligence Analysis","EO","EO","15","[c]","27680","27140"
"Leaver Dept.","2023","30-39","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","G6/G7","G7","10","[c]","53570","52780"
"Leaver Dept.","2023","30-39","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","G6/G7","G6","15","[c]","66860","65680"
"Leaver Dept.","2023","30-39","Legal","G6/G7","G7","30","[c]","53310","52020"
"Leaver Dept.","2023","30-39","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Medicine","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","AA/AO","AA","30","[c]","20660","20070"
"Leaver Dept.","2023","30-39","Operational Delivery","AA/AO","AO","520","[c]","22230","21780"
"Leaver Dept.","2023","30-39","Operational Delivery","EO","EO","660","[c]","28280","28120"
"Leaver Dept.","2023","30-39","Operational Delivery","G6/G7","G6","25","[c]","66300","66290"
"Leaver Dept.","2023","30-39","Operational Delivery","G6/G7","G7","55","[c]","54490","54480"
"Leaver Dept.","2023","30-39","Operational Delivery","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","SEO/HEO","HEO","195","[c]","33570","32960"
"Leaver Dept.","2023","30-39","Operational Delivery","SEO/HEO","SEO","85","[c]","41160","40320"
"Leaver Dept.","2023","30-39","Operational Delivery","Unknown","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Research","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Research","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","AA/AO","AO","20","[c]","22100","21690"
"Leaver Dept.","2023","30-39","Other","EO","EO","20","[c]","28100","28120"
"Leaver Dept.","2023","30-39","Other","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","G6/G7","G7","20","[c]","53310","53330"
"Leaver Dept.","2023","30-39","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","SEO/HEO","HEO","15","[c]","34480","34170"
"Leaver Dept.","2023","30-39","Other","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Policy","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Policy","EO","EO","45","[c]","27850","28020"
"Leaver Dept.","2023","30-39","Policy","G6/G7","G6","90","[c]","66150","64900"
"Leaver Dept.","2023","30-39","Policy","G6/G7","G7","270","[c]","54830","54130"
"Leaver Dept.","2023","30-39","Policy","SCS level","SCS level","25","[c]","77090","74990"
"Leaver Dept.","2023","30-39","Policy","SEO/HEO","HEO","175","[c]","34320","34020"
"Leaver Dept.","2023","30-39","Policy","SEO/HEO","SEO","200","[c]","41100","40800"
"Leaver Dept.","2023","30-39","Project Delivery","EO","EO","15","[c]","27460","27060"
"Leaver Dept.","2023","30-39","Project Delivery","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","G6/G7","G7","35","[c]","53620","54070"
"Leaver Dept.","2023","30-39","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","SEO/HEO","HEO","55","[c]","34170","32980"
