"Status","Year","Disability","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Undeclared","White","Department for Work and Pensions","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","HM Revenue and Customs","AA/AO","45","[c]","22520","22520"
"New entrant CS","2023","Undeclared","White","HM Revenue and Customs","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","HM Revenue and Customs","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","HM Treasury","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Ministry of Defence","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Ministry of Defence","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Ministry of Justice","AA/AO","110","[c]","25300","23230"
"New entrant CS","2023","Undeclared","White","Ministry of Justice","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Ministry of Justice","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Ministry of Justice","Unknown","95","[c]","22650","23640"
"New entrant CS","2023","Undeclared","White","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of Rail and Road","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Scottish Government","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Scottish Government","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Scottish Government","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Statistics Authority","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Attorney General's Departments","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Attorney General's Departments","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Cabinet Office","SEO/HEO","40","[c]","29360","28840"
"New entrant CS","2023","Unknown","Asian","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Education","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Education","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for International Trade","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for International Trade","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department of Health and Social Care","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department of Health and Social Care","EO","35","[c]","27800","27840"
"New entrant CS","2023","Unknown","Asian","Department of Health and Social Care","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department of Health and Social Care","SEO/HEO","45","[c]","36430","34190"
"New entrant CS","2023","Unknown","Asian","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","HM Land Registry","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","HM Revenue and Customs","AA/AO","45","[c]","23620","22520"
"New entrant CS","2023","Unknown","Asian","HM Revenue and Customs","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","HM Revenue and Customs","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","HM Treasury","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","HM Treasury","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Home Office","AA/AO","100","[c]","24000","22400"
"New entrant CS","2023","Unknown","Asian","Home Office","EO","100","[c]","27820","29750"
"New entrant CS","2023","Unknown","Asian","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Home Office","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Ministry of Defence","AA/AO","40","[c]","24010","24630"
"New entrant CS","2023","Unknown","Asian","Ministry of Defence","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Ministry of Defence","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Ministry of Defence","SEO/HEO","45","[c]","35670","36210"
"New entrant CS","2023","Unknown","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Ministry of Justice","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","National Crime Agency","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
