"Status","Year","Disability","Profession_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Unknown","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Dumfries and Galloway","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East Ayrshire and North Ayrshire mainland","Outside London","15","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East Sussex CC","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Glasgow City","Outside London","500","475","37480","33520"
"In post","2023","Declared disabled","Unknown","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Greater Manchester North West","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Greater Manchester South West","Outside London","55","55","35810","34550"
"In post","2023","Declared disabled","Unknown","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Hackney and Newham","London","40","40","51210","45960"
"In post","2023","Declared disabled","Unknown","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Leeds","Outside London","65","65","40530","38120"
"In post","2023","Declared disabled","Unknown","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Liverpool","Outside London","30","30","44940","34700"
"In post","2023","Declared disabled","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Manchester","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Milton Keynes","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Nottingham","Outside London","40","40","35340","34700"
"In post","2023","Declared disabled","Unknown","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","Overseas","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Perth and Kinross, and Stirling","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Scottish Borders","Outside London","30","30","33690","29100"
"In post","2023","Declared disabled","Unknown","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Sheffield","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South Ayrshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South Lanarkshire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Sunderland","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Telford and Wrekin","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Tower Hamlets","London","55","55","44700","39350"
"In post","2023","Declared disabled","Unknown","Tyneside","Outside London","45","40","35460","33980"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Lothian","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Westminster","London","370","365","43460","35400"
"In post","2023","Declared disabled","Unknown","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","York","Outside London","45","40","29860","27110"
"In post","2023","Declared disabled","Veterinarian","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","West Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Barnet","London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Barnsley, Doncaster and Rotherham","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","835","795","43540","42620"
"In post","2023","Declared non-disabled","Commercial","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Berkshire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Birmingham","Outside London","75","75","53980","41560"
"In post","2023","Declared non-disabled","Commercial","Blackpool","Outside London","115","115","43670","38470"
"In post","2023","Declared non-disabled","Commercial","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Brent","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Bristol, City of","Outside London","60","55","45840","38470"
"In post","2023","Declared non-disabled","Commercial","Buckinghamshire","Outside London","40","40","42160","43200"
"In post","2023","Declared non-disabled","Commercial","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Cambridgeshire CC","Outside London","45","40","39610","35800"
"In post","2023","Declared non-disabled","Commercial","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Cardiff and Vale of Glamorgan","Outside London","40","40","45640","38470"
"In post","2023","Declared non-disabled","Commercial","Central Bedfordshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Central Hampshire","Outside London","120","120","44450","41200"
"In post","2023","Declared non-disabled","Commercial","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Cheshire East","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Chorley and West Lancashire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","City of Edinburgh","Outside London","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Clackmannanshire and Fife","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Coventry","Outside London","35","30","54290","51360"
"In post","2023","Declared non-disabled","Commercial","Croydon","London","85","85","50660","45930"
"In post","2023","Declared non-disabled","Commercial","Darlington","Outside London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Devon CC","Outside London","40","40","47610","40420"
"In post","2023","Declared non-disabled","Commercial","Dorset","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Durham","Outside London","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","East Kent","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","East Merseyside","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","East Riding of Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Flintshire and Wrexham","Outside London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Glasgow City","Outside London","120","120","43570","38470"
"In post","2023","Declared non-disabled","Commercial","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Greater Manchester North West","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Greater Manchester South West","Outside London","85","80","47730","42510"
"In post","2023","Declared non-disabled","Commercial","Hackney and Newham","London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Hounslow and Richmond upon Thames","London","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Leeds","Outside London","270","260","47080","38470"
"In post","2023","Declared non-disabled","Commercial","Leicester","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Leicestershire CC and Rutland","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Lincolnshire CC","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Liverpool","Outside London","110","110","48870","40620"
"In post","2023","Declared non-disabled","Commercial","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Manchester","Outside London","150","150","51830","43120"
"In post","2023","Declared non-disabled","Commercial","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Mid Lancashire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Milton Keynes","Outside London","60","55","47710","43500"
"In post","2023","Declared non-disabled","Commercial","Monmouthshire and Newport","Outside London","60","60","40630","37760"
"In post","2023","Declared non-disabled","Commercial","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","North Nottinghamshire","Outside London","10","10","[c]","[c]"
